AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TYPORG2_1,TYPORG2_2,TYPORG2_3,TYPORG2_4,TYPORG2_5,TYPORG2_6
240113050,2413050,24,1,13,50,Lejeune,26,16,3,2,4,1,0
240113055,2413055,24,1,13,55,Biencourt,32,17,4,2,5,4,0
240113065,2413065,24,1,13,65,Saint-Michel-du-Squatec,38,27,6,3,2,0,0
240113080,2413080,24,1,13,80,Saint-Louis-du-Ha! Ha!,18,6,7,0,2,3,0
240113095,2413095,24,1,13,95,PohÇnÇgamook,52,33,8,3,6,2,0
240113100,2413100,24,1,13,100,Saint-Athanase,23,13,1,1,3,5,0
240114000,2414000,24,1,14,0,Kamouraska,518,288,133,6,70,19,2
240114005,2414005,24,1,14,5,Mont-Carmel,35,19,10,0,4,2,0
240114020,2414020,24,1,14,20,Saint-Pascal,57,35,12,1,6,3,0
240114025,2414025,24,1,14,25,Sainte-HÇläne,45,25,14,0,5,0,1
240114030,2414030,24,1,14,30,Saint-Joseph-de-Kamouraska,18,10,4,0,4,0,0
240114035,2414035,24,1,14,35,Saint-Alexandre,56,28,19,1,6,2,0
240114040,2414040,24,1,14,40,Saint-AndrÇ,34,23,6,0,5,0,0
240114050,2414050,24,1,14,50,Kamouraska,41,13,13,0,8,7,0
240114055,2414055,24,1,14,55,Saint-Denis,30,14,7,1,8,0,0
240114060,2414060,24,1,14,60,Saint-Philippe-de-NÇri,46,28,9,0,8,1,0
240114065,2414065,24,1,14,65,Riviäre-Ouelle,38,17,12,1,8,0,0
240114075,2414075,24,1,14,75,Saint-Gabriel-Lalemant,29,20,8,1,0,0,0
240114080,2414080,24,1,14,80,Saint-OnÇsime-d'Ixworth,24,20,2,1,1,0,0
240114090,2414090,24,1,14,90,Sainte-Anne-de-la-Pocatiäre,65,36,17,0,7,4,1
240200000,2400000,24,2,0,0,Saguenay--Lac-Saint-Jean--Cìte-Nord,1358,732,290,40,234,51,11
240291000,2491000,24,2,91,0,Le Domaine-du-Roy,221,139,49,5,22,4,2
240291010,2491010,24,2,91,10,Saint-AndrÇ-du-Lac-Saint-Jean,26,15,10,1,0,0,0
240291020,2491020,24,2,91,20,Chambord,26,20,5,0,0,1,0
240291035,2491035,24,2,91,35,Saint-Prime,46,26,11,2,7,0,0
240291040,2491040,24,2,91,40,Saint-FÇlicien,37,19,8,0,9,1,0
240291045,2491045,24,2,91,45,Saint-MÇthode,41,30,4,0,4,2,1
240291050,2491050,24,2,91,50,La DorÇ,17,9,7,1,0,0,0
240291902,2491902,24,2,91,902,Lac-Ashuapmushuan,28,20,4,1,2,0,1
240292000,2492000,24,2,92,0,Maria-Chapdelaine,287,167,52,5,49,12,2
240292005,2492005,24,2,92,5,Saint-Augustin,21,11,6,0,3,1,0
240292015,2492015,24,2,92,15,Sainte-Jeanne-d'Arc,29,19,2,0,6,2,0
240292030,2492030,24,2,92,30,Albanel,47,27,10,1,9,0,0
240292040,2492040,24,2,92,40,Normandin,78,42,17,1,12,5,1
240292050,2492050,24,2,92,50,Saint-Edmond,29,18,6,0,3,1,1
240292055,2492055,24,2,92,55,Girardville,24,15,4,0,2,3,0
240292065,2492065,24,2,92,65,Saint-Eugäne,32,19,4,3,6,0,0
240292902,2492902,24,2,92,902,Chute-des-Passes,27,16,3,0,8,0,0
240293000,2493000,24,2,93,0,Lac-Saint-Jean-Est,406,182,104,13,92,12,3
240293010,2493010,24,2,93,10,MÇtabetchouan,49,22,15,1,8,3,0
240293015,2493015,24,2,93,15,Lac-Ö-la-Croix,41,20,9,1,10,1,0
240293020,2493020,24,2,93,20,HÇbertville,83,40,30,2,8,1,2
240293030,2493030,24,2,93,30,Saint-Bruno,47,15,17,0,15,0,0
240293035,2493035,24,2,93,35,Saint-GÇdÇon,39,19,8,1,10,1,0
240293040,2493040,24,2,93,40,Alma,35,19,5,1,8,1,1
240293045,2493045,24,2,93,45,Saint-Nazaire,19,10,4,1,4,0,0
240293050,2493050,24,2,93,50,Delisle,46,13,7,2,22,2,0
240293065,2493065,24,2,93,65,L'Ascension-de-Notre-Seigneur,31,18,7,2,1,3,0
240293070,2493070,24,2,93,70,Saint-Henri-de-Taillon,16,6,2,2,6,0,0
240294000,2494000,24,2,94,0,Le Fjord-du-Saguenay,372,196,79,14,64,17,2
240294005,2494005,24,2,94,5,Petit-Saguenay,17,10,4,0,1,2,0
240294035,2494035,24,2,94,35,Saint-Fulgence,17,6,3,3,4,1,0
240294040,2494040,24,2,94,40,La Baie,44,21,10,0,13,0,0
240294045,2494045,24,2,94,45,Laterriäre,90,39,20,3,21,6,1
240294055,2494055,24,2,94,55,Tremblay,21,11,8,0,1,0,1
240294060,2494060,24,2,94,60,Saint-HonorÇ,36,22,6,3,3,2,0
240294070,2494070,24,2,94,70,Jonquiäre,95,56,19,3,13,4,0
240294090,2494090,24,2,94,90,Saint-Ambroise,52,31,9,2,8,2,0
240295000,2495000,24,2,95,0,La Haute-Cìte-Nord,49,32,6,2,6,3,0
240295010,2495010,24,2,95,10,SacrÇ-Coeur,27,18,5,1,3,0,0
240295020,2495020,24,2,95,20,Bergeronnes,22,14,1,1,3,3,0
240296000,2496000,24,2,96,0,Manicouagan,23,16,0,1,1,3,2
240296020,2496020,24,2,96,20,Baie-Comeau,23,16,0,1,1,3,2
240300000,2400000,24,3,0,0,QuÇbec,1398,784,236,59,239,70,10
240315000,2415000,24,3,15,0,Charlevoix-Est,85,45,13,5,17,5,0
240315005,2415005,24,3,15,5,Saint-IrÇnÇe,21,4,6,1,7,3,0
240315025,2415025,24,3,15,25,Notre-Dame-des-Monts,39,24,5,4,6,0,0
240315045,2415045,24,3,15,45,Riviäre-Malbaie,25,17,2,0,4,2,0
240316000,2416000,24,3,16,0,Charlevoix,162,86,36,7,27,6,0
240316015,2416015,24,3,16,15,Baie-Saint-Paul,35,21,5,3,6,0,0
240316035,2416035,24,3,16,35,Riviäre-du-Gouffre,22,10,6,1,5,0,0
240316045,2416045,24,3,16,45,Les êboulements,42,21,13,1,5,2,0
240316050,2416050,24,3,16,50,Saint-Hilarion,34,16,6,2,9,1,0
240316055,2416055,24,3,16,55,Saint-Urbain,29,18,6,0,2,3,0
240320000,2420000,24,3,20,0,L'?le-d'OrlÇans,226,135,38,7,34,10,2
240320005,2420005,24,3,20,5,Saint-Franáois,36,23,7,2,3,1,0
240320010,2420010,24,3,20,10,Sainte-Famille,69,46,11,2,7,2,1
240320015,2420015,24,3,20,15,Saint-Jean,39,17,7,0,12,2,1
240320020,2420020,24,3,20,20,Saint-Laurent,48,29,8,1,7,3,0
240320025,2420025,24,3,20,25,Saint-Pierre,34,20,5,2,5,2,0
240321000,2421000,24,3,21,0,La Cìte-de-BeauprÇ,103,71,8,6,11,6,1
240321005,2421005,24,3,21,5,Saint-Tite-des-Caps,26,17,4,1,4,0,0
240321030,2421030,24,3,21,30,Sainte-Anne-de-BeauprÇ,25,19,1,0,2,3,0
240321035,2421035,24,3,21,35,ChÉteau-Richer,27,12,3,4,5,3,0
240321040,2421040,24,3,21,40,L'Ange-Gardien,25,23,0,1,0,0,1
240322000,2422000,24,3,22,0,La Jacques-Cartier,70,38,7,5,14,6,0
240322005,2422005,24,3,22,5,Sainte-Catherine-de-la-Jacques-Cartier,27,16,3,1,4,3,0
240322025,2422025,24,3,22,25,Saint-Gabriel-de-Valcartier,43,22,4,4,10,3,0
240323000,2423000,24,3,23,0,CommunautÇ-Urbaine-de-QuÇbec,181,115,21,9,27,7,2
240323025,2423025,24,3,23,25,QuÇbec,34,21,4,0,5,3,1
240323050,2423050,24,3,23,50,Val-BÇlair,22,17,1,1,3,0,0
240323060,2423060,24,3,23,60,Sainte-Foy,48,28,7,3,7,3,0
240323070,2423070,24,3,23,70,Saint-Augustin-de-Desmaures,77,49,9,5,12,1,1
240334000,2434000,24,3,34,0,Portneuf,571,294,113,20,109,30,5
240334010,2434010,24,3,34,10,Pointe-aux-Trembles,54,35,12,1,4,2,0
240334020,2434020,24,3,34,20,Sainte-Jeanne-de-Pont-Rouge,73,36,16,4,12,4,1
240334030,2434030,24,3,34,30,Cap-SantÇ,36,16,7,2,9,2,0
240334040,2434040,24,3,34,40,Saint-Basile,67,40,11,2,14,0,0
240334055,2434055,24,3,34,55,Deschambault,32,11,7,2,9,1,2
240334060,2434060,24,3,34,60,Saint-Gilbert,37,25,5,0,6,1,0
240334070,2434070,24,3,34,70,Grondines,22,13,5,1,3,0,0
240334080,2434080,24,3,34,80,Saint-Casimir,44,22,8,1,11,1,1
240334085,2434085,24,3,34,85,Saint-Thuribe,31,12,9,0,9,1,0
240334090,2434090,24,3,34,90,Saint-Ubalde,58,25,7,2,15,8,1
240334097,2434097,24,3,34,97,Saint-Alban,33,17,6,0,9,1,0
240334105,2434105,24,3,34,105,Sainte-Christine-d'Auvergne,23,17,5,0,0,1,0
240334115,2434115,24,3,34,115,Saint-LÇonard-de-Portneuf,19,6,2,3,4,4,0
240334128,2434128,24,3,34,128,Saint-Raymond,42,19,13,2,4,4,0
240400000,2400000,24,4,0,0,Mauricie--Bois-Francs,5405,2811,1213,230,835,307,9
240432000,2432000,24,4,32,0,L'êrable,753,410,143,32,136,31,1
240432005,2432005,24,4,32,5,Vianney,27,14,8,2,2,1,0
240432015,2432015,24,4,32,15,Saint-Ferdinand,71,46,13,4,5,3,0
240432020,2432020,24,4,32,20,Halifax-Nord,82,45,12,4,17,4,0
240432035,2432035,24,4,32,35,Princeville,99,39,18,3,33,5,1
240432045,2432045,24,4,32,45,Plessisville,100,48,11,4,32,5,0
240432050,2432050,24,4,32,50,Saint-Pierre-Baptiste,73,48,12,2,10,1,0
240432060,2432060,24,4,32,60,Inverness,115,77,21,6,8,3,0
240432065,2432065,24,4,32,65,Lyster,69,29,22,2,14,2,0
240432075,2432075,24,4,32,75,Sainte-Julie,72,35,18,2,12,5,0
240432080,2432080,24,4,32,80,Notre-Dame-de-Lourdes,27,20,3,1,1,2,0
240432085,2432085,24,4,32,85,Villeroy,18,9,5,2,2,0,0
240435000,2435000,24,4,35,0,MÇkinac,203,102,47,5,43,6,0
240435010,2435010,24,4,35,10,Lac-aux-Sables,23,12,7,0,4,0,0
240435015,2435015,24,4,35,15,Saint-Adelphe,30,10,11,1,7,1,0
240435020,2435020,24,4,35,20,Saint-SÇverin,32,16,5,1,10,0,0
240435030,2435030,24,4,35,30,Saint-Tite,51,33,5,1,10,2,0
240435035,2435035,24,4,35,35,HÇrouxville,24,13,5,0,3,3,0
240435050,2435050,24,4,35,50,Sainte-Thäcle,43,18,14,2,9,0,0
240436000,2436000,24,4,36,0,Le Centre-de-la-Mauricie,150,102,18,9,14,7,0
240436005,2436005,24,4,36,5,Charette,20,17,1,2,0,0,0
240436010,2436010,24,4,36,10,Saint-êlie,19,14,1,1,1,2,0
240436020,2436020,24,4,36,20,Saint-Boniface-de-Shawinigan,39,22,5,3,5,4,0
240436035,2436035,24,4,36,35,Shawinigan-Sud,19,14,4,0,1,0,0
240436040,2436040,24,4,36,40,Notre-Dame-du-Mont-Carmel,22,13,4,1,4,0,0
240436055,2436055,24,4,36,55,Grand-Märe,31,22,3,2,3,1,0
240437000,2437000,24,4,37,0,Francheville,508,278,86,21,97,26,0
240437005,2437005,24,4,37,5,Sainte-Anne-de-la-PÇrade,66,39,8,4,15,0,0
240437010,2437010,24,4,37,10,Saint-Prosper,37,16,11,0,8,2,0
240437015,2437015,24,4,37,15,Saint-Stanislas,45,22,9,3,8,3,0
240437020,2437020,24,4,37,20,Sainte-Geneviäve-de-Batiscan,30,16,4,2,8,0,0
240437025,2437025,24,4,37,25,Batiscan,31,18,3,2,5,3,0
240437030,2437030,24,4,37,30,Champlain,38,16,10,1,11,0,0
240437035,2437035,24,4,37,35,Saint-Luc-de-Vincennes,27,19,4,1,1,2,0
240437040,2437040,24,4,37,40,Saint-Narcisse,43,23,8,3,7,2,0
240437045,2437045,24,4,37,45,Saint-Maurice,64,32,13,2,15,2,0
240437060,2437060,24,4,37,60,Saint-Louis-de-France,16,12,2,0,1,1,0
240437065,2437065,24,4,37,65,Trois-Riviäres,25,17,3,0,4,1,0
240437075,2437075,24,4,37,75,Pointe-du-Lac,31,16,2,3,4,6,0
240437080,2437080,24,4,37,80,Saint-êtienne-des-Gräs,55,32,9,0,10,4,0
240438000,2438000,24,4,38,0,BÇcancour,557,300,138,24,60,33,2
240438005,2438005,24,4,38,5,Saint-Sylväre,66,26,19,4,11,6,0
240438010,2438010,24,4,38,10,BÇcancour,240,148,41,12,18,19,2
240438020,2438020,24,4,38,20,Lemieux,17,8,6,0,3,0,0
240438030,2438030,24,4,38,30,Saint-Joseph-de-Blandford,17,10,4,1,1,1,0
240438035,2438035,24,4,38,35,Sainte-Franáoise,26,6,11,2,6,1,0
240438040,2438040,24,4,38,40,Sainte-Sophie-de-LÇvrard,34,19,9,1,4,1,0
240438050,2438050,24,4,38,50,Sainte-Philomäne-de-Fortierville,34,20,11,0,3,0,0
240438055,2438055,24,4,38,55,Parisville,33,19,9,0,4,1,0
240438060,2438060,24,4,38,60,Sainte-CÇcile-de-LÇvrard,31,16,8,1,3,3,0
240438065,2438065,24,4,38,65,Saint-Pierre-les-Becquets,35,14,11,3,6,1,0
240438070,2438070,24,4,38,70,Deschaillons-sur-Saint-Laurent,24,14,9,0,1,0,0
240439000,2439000,24,4,39,0,Arthabaska,1068,518,266,49,168,65,2
240439010,2439010,24,4,39,10,Ham-Nord,51,21,11,3,11,5,0
240439015,2439015,24,4,39,15,Notre-Dame-de-Lourdes-de-Ham,20,16,2,1,1,0,0
240439020,2439020,24,4,39,20,Saint-RÇmi-de-Tingwick,45,26,13,1,4,1,0
240439025,2439025,24,4,39,25,Tingwick,98,50,23,4,16,5,0
240439030,2439030,24,4,39,30,Chesterville,62,26,21,2,9,4,0
240439035,2439035,24,4,39,35,Chester-Est,37,19,12,3,1,2,0
240439042,2439042,24,4,39,42,Saint-Norbert-d'Arthabaska,94,39,26,10,16,2,1
240439062,2439062,24,4,39,62,Victoriaville,121,60,22,5,21,12,1
240439080,2439080,24,4,39,80,Warwick,111,42,32,4,28,5,0
240439085,2439085,24,4,39,85,Saint-Albert-de-Warwick,43,18,6,2,12,5,0
240439090,2439090,24,4,39,90,Sainte-êlisabeth-de-Warwick,44,19,14,1,6,4,0
240439100,2439100,24,4,39,100,Kingsey Falls,39,20,10,1,7,1,0
240439105,2439105,24,4,39,105,Sainte-SÇraphine,40,12,15,1,9,3,0
240439115,2439115,24,4,39,115,Sainte-Clothilde-de-Horton,45,31,11,1,1,1,0
240439125,2439125,24,4,39,125,Saint-Jacques-de-Horton,21,9,5,1,3,3,0
240439130,2439130,24,4,39,130,Saint-Samuel,24,14,6,1,3,0,0
240439135,2439135,24,4,39,135,Saint-Valäre,68,36,17,1,9,5,0
240439145,2439145,24,4,39,145,Saint-Rosaire,49,30,9,3,4,3,0
240439150,2439150,24,4,39,150,Sainte-Anne-du-Sault,38,21,8,2,4,3,0
240439170,2439170,24,4,39,170,Saint-Louis-de-Blandford,18,9,3,2,3,1,0
240449000,2449000,24,4,49,0,Drummond,925,463,218,53,132,59,0
240449005,2449005,24,4,49,5,Kingsey,80,39,18,7,12,4,0
240449015,2449015,24,4,49,15,Durham-Sud,66,29,17,4,11,5,0
240449020,2449020,24,4,49,20,Lefebvre,29,14,10,3,1,1,0
240449025,2449025,24,4,49,25,L'Avenir,60,38,10,3,4,5,0
240449030,2449030,24,4,49,30,Saint-Lucien,18,11,4,2,0,1,0
240449035,2449035,24,4,49,35,Saint-NicÇphore,30,15,8,1,6,0,0
240449040,2449040,24,4,49,40,Wickham,88,40,15,6,19,8,0
240449048,2449048,24,4,49,48,Saint-Germain-de-Grantham,78,34,15,4,17,8,0
240449057,2449057,24,4,49,57,Drummondville,20,14,2,0,1,3,0
240449070,2449070,24,4,49,70,Saint-Cyrille-de-Wendover,73,35,21,4,8,5,0
240449080,2449080,24,4,49,80,Notre-Dame-du-Bon-Conseil,39,19,10,1,7,2,0
240449085,2449085,24,4,49,85,Sainte-Brigitte-des-Saults,54,18,18,0,15,3,0
240449090,2449090,24,4,49,90,Saint-Joachim-de-Courval,26,18,5,0,3,0,0
240449095,2449095,24,4,49,95,Saint-Majorique-de-Grantham,27,16,2,4,3,2,0
240449100,2449100,24,4,49,100,Saint-Edmond-de-Grantham,30,13,7,3,2,5,0
240449105,2449105,24,4,49,105,Saint-Eugäne,53,31,7,7,4,4,0
240449113,2449113,24,4,49,113,Saint-Guillaume,67,35,21,1,10,0,0
240449125,2449125,24,4,49,125,Saint-Bonaventure,55,25,17,3,7,3,0
240449130,2449130,24,4,49,130,Saint-Pie-de-Guire,32,19,11,0,2,0,0
240450000,2450000,24,4,50,0,Nicolet-Yamaska,694,339,177,15,112,50,1
240450005,2450005,24,4,50,5,Sainte-Eulalie,29,15,9,0,4,1,0
240450015,2450015,24,4,50,15,Saint-Raphaâl-Partie-Sud,23,13,5,1,4,0,0
240450023,2450023,24,4,50,23,Saint-Wenceslas,61,30,12,1,8,10,0
240450035,2450035,24,4,50,35,Saint-CÇlestin,47,28,11,1,6,1,0
240450042,2450042,24,4,50,42,Saint-LÇonard-d'Aston,43,21,9,0,8,5,0
240450050,2450050,24,4,50,50,Sainte-PerpÇtue,56,20,15,1,14,5,1
240450060,2450060,24,4,50,60,Sainte-Monique,43,25,8,0,9,1,0
240450065,2450065,24,4,50,65,Grand-Saint-Esprit,23,9,5,1,6,2,0
240450075,2450075,24,4,50,75,Saint-Jean-Baptiste-de-Nicolet,39,16,12,1,7,3,0
240450080,2450080,24,4,50,80,Nicolet-Sud,28,15,5,0,7,1,0
240450085,2450085,24,4,50,85,La Visitation-de-Yamaska,38,14,13,2,7,2,0
240450090,2450090,24,4,50,90,Saint-ZÇphirin-de-Courval,60,34,14,0,6,6,0
240450095,2450095,24,4,50,95,Saint-Elphäge,30,8,11,0,8,3,0
240450100,2450100,24,4,50,100,Baie-du-Febvre,63,23,24,0,11,5,0
240450130,2450130,24,4,50,130,Saint-Franáois-du-Lac,111,68,24,7,7,5,0
240451000,2451000,24,4,51,0,MaskinongÇ,526,283,120,19,72,29,3
240451010,2451010,24,4,51,10,Saint-Joseph-de-MaskinongÇ,51,27,13,4,4,3,0
240451015,2451015,24,4,51,15,Louiseville,61,29,12,1,11,8,0
240451020,2451020,24,4,51,20,Yamachiche,82,31,31,4,12,4,0
240451025,2451025,24,4,51,25,Saint-BarnabÇ,43,21,9,1,8,3,1
240451030,2451030,24,4,51,30,Saint-SÇväre,36,14,10,3,7,1,1
240451035,2451035,24,4,51,35,Saint-LÇon-le-Grand,73,39,20,1,9,3,1
240451040,2451040,24,4,51,40,Sainte-Ursule,52,36,8,0,6,2,0
240451045,2451045,24,4,51,45,Saint-Justin,43,31,3,1,5,3,0
240451055,2451055,24,4,51,55,Sainte-Angäle-de-PrÇmont,27,20,4,0,2,1,0
240451060,2451060,24,4,51,60,Saint-Paulin,58,35,10,4,8,1,0
240490000,2490000,24,4,90,0,Le Haut-Saint-Maurice,21,16,0,3,1,1,0
240490020,2490020,24,4,90,20,Langelier,21,16,0,3,1,1,0
240500000,2400000,24,5,0,0,Estrie,3143,1689,724,212,359,156,3
240530000,2430000,24,5,30,0,Le Granit,594,345,133,23,66,26,1
240530005,2430005,24,5,30,5,Saint-Augustin-de-Woburn,24,10,6,4,3,1,0
240530020,2430020,24,5,30,20,Piopolis,36,26,6,2,1,1,0
240530025,2430025,24,5,30,25,Frontenac,28,21,3,1,2,1,0
240530045,2430045,24,5,30,45,Nantes,35,19,9,3,0,4,0
240530050,2430050,24,5,30,50,Sainte-CÇcile-de-Whitton,29,15,11,0,3,0,0
240530055,2430055,24,5,30,55,Audet,45,30,11,0,3,1,0
240530070,2430070,24,5,30,70,Saint-Robert-Bellarmin,58,26,19,1,7,5,0
240530075,2430075,24,5,30,75,Gayhurst-Partie-Sud-Est,23,9,8,0,4,2,0
240530080,2430080,24,5,30,80,Lac-Drolet,46,30,9,0,5,2,0
240530085,2430085,24,5,30,85,Saint-SÇbastien,54,33,12,0,6,3,0
240530090,2430090,24,5,30,90,Courcelles,41,25,7,2,6,0,1
240530095,2430095,24,5,30,95,Lambton,71,40,14,4,11,2,0
240530100,2430100,24,5,30,100,Saint-Romain,32,18,8,3,3,0,0
240530105,2430105,24,5,30,105,Stornoway,41,27,6,3,3,2,0
240530110,2430110,24,5,30,110,Stratford,31,16,4,0,9,2,0
240540000,2440000,24,5,40,0,Asbestos,298,157,85,14,27,15,0
240540005,2440005,24,5,40,5,Saint-Joseph-de-Ham-Sud,21,12,4,1,2,2,0
240540010,2440010,24,5,40,10,Saint-Adrien,29,17,8,1,3,0,0
240540017,2440017,24,5,40,17,Wotton,78,38,27,2,6,5,0
240540025,2440025,24,5,40,25,Saint-Camille,38,17,14,1,5,1,0
240540032,2440032,24,5,40,32,Saint-Georges-de-Windsor,55,29,12,4,8,2,0
240540050,2440050,24,5,40,50,Shipton,77,44,20,5,3,5,0
240541000,2441000,24,5,41,0,Le Haut-Saint-Franáois,624,368,133,46,56,20,1
240541005,2441005,24,5,41,5,Saint-Malo,25,14,10,0,1,0,0
240541010,2441010,24,5,41,10,Clifton-Partie-Est,35,11,16,5,3,0,0
240541015,2441015,24,5,41,15,Saint-Isidore-d'Auckland,37,23,10,1,2,1,0
240541030,2441030,24,5,41,30,Ditton,42,24,10,3,5,0,0
240541035,2441035,24,5,41,35,Newport,45,24,8,4,6,3,0
240541050,2441050,24,5,41,50,Eaton,173,95,38,14,21,4,1
240541055,2441055,24,5,41,55,Ascot Corner,31,21,8,1,0,1,0
240541065,2441065,24,5,41,65,Westbury,34,22,5,3,3,1,0
240541070,2441070,24,5,41,70,Bury,54,38,7,5,2,2,0
240541085,2441085,24,5,41,85,Lingwick,42,29,4,1,3,5,0
240541105,2441105,24,5,41,105,Weedon,53,29,13,3,5,3,0
240541117,2441117,24,5,41,117,Dudswell,53,38,4,6,5,0,0
240542000,2442000,24,5,42,0,Le Val-Saint-Franáois,576,318,137,52,50,18,1
240542005,2442005,24,5,42,5,Stoke,45,28,10,5,1,1,0
240542015,2442015,24,5,42,15,Brompton,58,38,14,2,2,2,0
240542020,2442020,24,5,42,20,Saint-Franáois-Xavier-de-Brompton,51,24,15,4,7,0,1
240542032,2442032,24,5,42,32,Racine,39,15,12,6,5,1,0
240542040,2442040,24,5,42,40,Bonsecours,30,18,7,2,2,1,0
240542050,2442050,24,5,42,50,Sainte-Anne-de-la-Rochelle,52,26,13,6,6,1,0
240542060,2442060,24,5,42,60,Valcourt,40,20,10,4,5,1,0
240542065,2442065,24,5,42,65,Maricourt,36,18,10,2,3,3,0
240542075,2442075,24,5,42,75,Melbourne,64,36,16,5,5,2,0
240542095,2442095,24,5,42,95,Val-Joli,64,42,11,6,5,0,0
240542100,2442100,24,5,42,100,Saint-Claude,46,25,11,4,4,2,0
240542110,2442110,24,5,42,110,Cleveland,51,28,8,6,5,4,0
240543000,2443000,24,5,43,0,Sherbrooke,131,76,16,13,16,10,0
240543015,2443015,24,5,43,15,Ascot,49,24,9,5,9,2,0
240543025,2443025,24,5,43,25,Sherbrooke,27,18,2,3,2,2,0
240543030,2443030,24,5,43,30,Rock Forest,24,13,3,2,3,3,0
240543040,2443040,24,5,43,40,Saint-êlie-d'Orford,31,21,2,3,2,3,0
240544000,2444000,24,5,44,0,Coaticook,572,206,184,25,115,42,0
240544010,2444010,24,5,44,10,East Hereford,26,9,10,0,3,4,0
240544015,2444015,24,5,44,15,Saint-HermÇnÇgilde,36,15,11,4,5,1,0
240544023,2444023,24,5,44,23,Dixville,34,15,13,0,5,1,0
240544030,2444030,24,5,44,30,Barford,25,11,11,1,1,1,0
240544040,2444040,24,5,44,40,Barnston,105,30,30,5,29,11,0
240544045,2444045,24,5,44,45,Barnston-Ouest,47,21,13,2,10,1,0
240544050,2444050,24,5,44,50,Stanstead-Est,64,26,16,1,12,9,0
240544055,2444055,24,5,44,55,Sainte-Edwidge-de-Clifton,68,26,21,3,12,6,0
240544060,2444060,24,5,44,60,Martinville,19,5,7,1,4,2,0
240544067,2444067,24,5,44,67,Compton,77,25,25,6,18,3,0
240544075,2444075,24,5,44,75,Compton Station,71,23,27,2,16,3,0
240545000,2445000,24,5,45,0,MemphrÇmagog,348,219,36,39,29,25,0
240545020,2445020,24,5,45,20,Ogden,46,33,7,3,2,1,0
240545025,2445025,24,5,45,25,Stanstead,27,16,4,1,3,3,0
240545030,2445030,24,5,45,30,Potton,56,39,5,4,5,3,0
240545043,2445043,24,5,45,43,Hatley,34,23,6,1,3,1,0
240545055,2445055,24,5,45,55,Hatley,17,10,2,4,0,1,0
240545060,2445060,24,5,45,60,Sainte-Catherine-de-Hatley,56,35,4,7,6,4,0
240545075,2445075,24,5,45,75,Magog,46,26,3,6,7,4,0
240545085,2445085,24,5,45,85,Austin,48,25,2,11,3,7,0
240545105,2445105,24,5,45,105,Stukely-Sud,18,12,3,2,0,1,0
240600000,2400000,24,6,0,0,MontrÇal-Laval,288,167,28,28,48,14,3
240665000,2465000,24,6,65,0,Laval,202,120,21,17,37,6,1
240665005,2465005,24,6,65,5,Laval,202,120,21,17,37,6,1
240666000,2466000,24,6,66,0,CommunautÇ-Urbaine-de-MontrÇal,86,47,7,11,11,8,2
240666025,2466025,24,6,66,25,MontrÇal,86,47,7,11,11,8,2
240700000,2400000,24,7,0,0,Lanaudiäre,2105,1103,334,96,397,169,6
240752000,2452000,24,7,52,0,D'Autray,565,295,96,14,111,48,1
240752010,2452010,24,7,52,10,Saint-Antoine-de-Lavaltrie,36,15,5,0,11,4,1
240752020,2452020,24,7,52,20,Lanoraie-d'Autray,54,20,3,1,21,9,0
240752030,2452030,24,7,52,30,Sainte-êlisabeth,84,44,17,2,15,6,0
240752040,2452040,24,7,52,40,Sainte-Geneviäve-de-Berthier,43,15,7,4,12,5,0
240752045,2452045,24,7,52,45,Saint-Ignace-de-Loyola,39,30,6,2,1,0,0
240752055,2452055,24,7,52,55,Saint-BarthÇlÇmy,68,43,13,0,10,2,0
240752065,2452065,24,7,52,65,Saint-Cuthbert,82,46,21,2,11,2,0
240752070,2452070,24,7,52,70,Saint-Norbert,39,21,9,1,7,1,0
240752085,2452085,24,7,52,85,Saint-Gabriel-de-Brandon,86,37,10,2,19,18,0
240752090,2452090,24,7,52,90,Saint-Didace,34,24,5,0,4,1,0
240760000,2460000,24,7,60,0,L'Assomption,192,109,29,15,28,9,2
240760010,2460010,24,7,60,10,Le Gardeur,26,18,4,1,1,2,0
240760020,2460020,24,7,60,20,Saint-Sulpice,24,10,3,3,6,2,0
240760027,2460027,24,7,60,27,L'Assomption,58,30,7,6,9,4,2
240760040,2460040,24,7,60,40,L'êpiphanie,46,26,10,2,8,0,0
240760045,2460045,24,7,60,45,Saint-GÇrard-Majella,38,25,5,3,4,1,0
240761000,2461000,24,7,61,0,Joliette,328,160,45,9,76,36,2
240761005,2461005,24,7,61,5,Saint-Paul,97,54,16,2,15,8,2
240761027,2461027,24,7,61,27,Saint-Thomas,79,34,6,5,21,13,0
240761040,2461040,24,7,61,40,Saint-Ambroise-de-Kildare,82,43,16,0,16,7,0
240761045,2461045,24,7,61,45,Notre-Dame-de-Lourdes,27,13,5,0,6,3,0
240761050,2461050,24,7,61,50,Sainte-MÇlanie,43,16,2,2,18,5,0
240762000,2462000,24,7,62,0,Matawinie,276,140,47,14,50,25,0
240762010,2462010,24,7,62,10,Saint-FÇlix-de-Valois,106,45,14,2,29,16,0
240762015,2462015,24,7,62,15,Saint-Jean-de-Matha,48,28,9,4,6,1,0
240762020,2462020,24,7,62,20,Sainte-BÇatrix,27,15,6,1,5,0,0
