AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,SALES95,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALEDST_9
240450090,2450090,24,4,50,90,Saint-ZÇphirin-de-Courval,60,"10,034,590",1,0,2,2,4,8,35,7,1
240450095,2450095,24,4,50,95,Saint-Elphäge,30,"5,618,116",0,0,0,2,1,3,20,2,2
240450100,2450100,24,4,50,100,Baie-du-Febvre,63,"11,745,596",3,0,1,3,1,6,38,9,2
240450130,2450130,24,4,50,130,Saint-Franáois-du-Lac,111,"11,808,680",5,3,4,19,20,19,31,7,3
240451000,2451000,24,4,51,0,MaskinongÇ,526,"113,929,456",15,22,20,72,59,86,172,57,23
240451010,2451010,24,4,51,10,Saint-Joseph-de-MaskinongÇ,51,"6,010,151",1,2,2,9,7,13,14,1,2
240451015,2451015,24,4,51,15,Louiseville,61,"20,162,831",0,4,1,9,5,11,20,7,4
240451020,2451020,24,4,51,20,Yamachiche,82,"44,070,328",1,0,1,11,6,8,38,12,5
240451025,2451025,24,4,51,25,Saint-BarnabÇ,43,"7,738,510",2,0,2,4,8,7,9,9,2
240451030,2451030,24,4,51,30,Saint-SÇväre,36,"4,534,250",1,1,2,3,2,3,21,3,0
240451035,2451035,24,4,51,35,Saint-LÇon-le-Grand,73,"12,479,564",2,1,2,9,4,15,25,10,5
240451040,2451040,24,4,51,40,Sainte-Ursule,52,"6,810,772",2,3,2,7,4,8,19,5,2
240451045,2451045,24,4,51,45,Saint-Justin,43,"5,408,690",2,3,2,5,6,7,10,8,0
240451055,2451055,24,4,51,55,Sainte-Angäle-de-PrÇmont,27,"1,378,099",0,3,2,5,7,5,5,0,0
240451060,2451060,24,4,51,60,Saint-Paulin,58,"5,336,261",4,5,4,10,10,9,11,2,3
240490000,2490000,24,4,90,0,Le Haut-Saint-Maurice,21,"795,560",4,0,2,7,2,4,2,0,0
240490020,2490020,24,4,90,20,Langelier,21,"795,560",4,0,2,7,2,4,2,0,0
240500000,2400000,24,5,0,0,Estrie,"3,143","303,083,317",266,173,329,600,388,394,692,245,56
240530000,2430000,24,5,30,0,Le Granit,594,"42,972,903",38,30,72,131,79,89,120,30,5
240530005,2430005,24,5,30,5,Saint-Augustin-de-Woburn,24,"1,552,618",2,0,2,7,2,7,3,0,1
240530020,2430020,24,5,30,20,Piopolis,36,"1,373,086",3,5,10,4,4,5,5,0,0
240530025,2430025,24,5,30,25,Frontenac,28,"843,232",2,1,5,7,8,5,0,0,0
240530045,2430045,24,5,30,45,Nantes,35,"1,667,051",1,2,3,11,8,5,4,1,0
240530050,2430050,24,5,30,50,Sainte-CÇcile-de-Whitton,29,"2,409,802",1,1,3,9,3,0,9,3,0
240530055,2430055,24,5,30,55,Audet,45,"2,422,016",2,0,8,12,7,9,7,0,0
240530070,2430070,24,5,30,70,Saint-Robert-Bellarmin,58,"5,047,278",3,1,5,9,11,9,16,4,0
240530075,2430075,24,5,30,75,Gayhurst-Partie-Sud-Est,23,"3,744,633",1,0,1,2,2,3,10,3,1
240530080,2430080,24,5,30,80,Lac-Drolet,46,"3,171,216",5,5,5,8,3,6,12,2,0
240530085,2430085,24,5,30,85,Saint-SÇbastien,54,"3,261,660",1,4,3,16,6,12,11,1,0
240530090,2430090,24,5,30,90,Courcelles,41,"2,350,417",4,2,4,11,6,5,7,2,0
240530095,2430095,24,5,30,95,Lambton,71,"5,915,787",3,6,7,14,8,10,18,5,0
240530100,2430100,24,5,30,100,Saint-Romain,32,"2,790,989",3,2,1,8,5,3,6,3,1
240530105,2430105,24,5,30,105,Stornoway,41,"1,909,956",5,0,12,7,5,7,4,1,0
240530110,2430110,24,5,30,110,Stratford,31,"4,513,162",2,1,3,6,1,3,8,5,2
240540000,2440000,24,5,40,0,Asbestos,298,"33,797,045",26,16,29,51,31,38,83,20,4
240540005,2440005,24,5,40,5,Saint-Joseph-de-Ham-Sud,21,"1,354,621",1,2,3,4,2,3,5,1,0
240540010,2440010,24,5,40,10,Saint-Adrien,29,"1,731,162",3,2,5,4,2,6,7,0,0
240540017,2440017,24,5,40,17,Wotton,78,"8,765,855",4,3,7,10,7,7,30,10,0
240540025,2440025,24,5,40,25,Saint-Camille,38,"3,276,172",4,1,2,6,3,7,15,0,0
240540032,2440032,24,5,40,32,Saint-Georges-de-Windsor,55,"5,162,515",5,6,4,9,5,8,13,4,1
240540050,2440050,24,5,40,50,Shipton,77,"13,506,720",9,2,8,18,12,7,13,5,3
240541000,2441000,24,5,41,0,Le Haut-Saint-Franáois,624,"51,239,718",55,38,68,121,84,93,124,30,11
240541005,2441005,24,5,41,5,Saint-Malo,25,"3,220,368",2,0,3,1,0,6,11,2,0
240541010,2441010,24,5,41,10,Clifton-Partie-Est,35,"3,684,499",1,0,2,6,2,7,13,4,0
240541015,2441015,24,5,41,15,Saint-Isidore-d'Auckland,37,"2,107,224",2,6,3,6,4,8,8,0,0
240541030,2441030,24,5,41,30,Ditton,42,"3,300,036",1,3,3,8,7,7,10,3,0
240541035,2441035,24,5,41,35,Newport,45,"5,443,624",5,2,4,7,5,8,7,5,2
240541050,2441050,24,5,41,50,Eaton,173,"18,129,309",14,8,18,36,23,20,36,12,6
240541055,2441055,24,5,41,55,Ascot Corner,31,"1,676,286",3,1,5,6,4,7,4,1,0
240541065,2441065,24,5,41,65,Westbury,34,"2,793,598",3,3,3,9,5,6,2,1,2
240541070,2441070,24,5,41,70,Bury,54,"3,128,304",6,7,7,8,9,9,6,1,1
240541085,2441085,24,5,41,85,Lingwick,42,"1,758,824",8,3,4,7,8,7,5,0,0
240541105,2441105,24,5,41,105,Weedon,53,"3,757,909",7,2,6,10,9,3,15,1,0
240541117,2441117,24,5,41,117,Dudswell,53,"2,239,737",3,3,10,17,8,5,7,0,0
240542000,2442000,24,5,42,0,Le Val-Saint-Franáois,576,"52,425,004",55,38,51,119,73,72,124,39,5
240542005,2442005,24,5,42,5,Stoke,45,"9,588,296",6,4,4,10,4,5,6,3,3
240542015,2442015,24,5,42,15,Brompton,58,"4,840,104",4,2,4,13,9,7,15,4,0
240542020,2442020,24,5,42,20,Saint-Franáois-Xavier-de-Brompton,51,"4,306,335",6,2,5,9,7,5,12,5,0
240542032,2442032,24,5,42,32,Racine,39,"2,851,519",6,0,4,9,5,3,9,3,0
240542040,2442040,24,5,42,40,Bonsecours,30,"1,292,296",4,5,6,3,5,2,4,1,0
240542050,2442050,24,5,42,50,Sainte-Anne-de-la-Rochelle,52,"4,114,320",5,2,5,7,6,11,14,2,0
240542060,2442060,24,5,42,60,Valcourt,40,"3,626,019",3,4,3,9,1,6,10,4,0
240542065,2442065,24,5,42,65,Maricourt,36,"1,729,921",4,7,2,8,6,3,5,1,0
240542075,2442075,24,5,42,75,Melbourne,64,"5,561,961",5,7,4,11,7,13,13,3,1
240542095,2442095,24,5,42,95,Val-Joli,64,"5,697,759",2,1,7,21,9,8,11,4,1
240542100,2442100,24,5,42,100,Saint-Claude,46,"4,122,004",5,3,3,10,5,5,11,4,0
240542110,2442110,24,5,42,110,Cleveland,51,"4,694,470",5,1,4,9,9,4,14,5,0
240543000,2443000,24,5,43,0,Sherbrooke,131,"10,685,938",20,14,13,26,15,14,19,6,4
240543015,2443015,24,5,43,15,Ascot,49,"5,056,595",4,6,5,7,4,7,11,3,2
240543025,2443025,24,5,43,25,Sherbrooke,27,"895,662",6,3,5,4,6,0,3,0,0
240543030,2443030,24,5,43,30,Rock Forest,24,"2,317,615",3,2,0,7,2,4,4,1,1
240543040,2443040,24,5,43,40,Saint-êlie-d'Orford,31,"2,416,066",7,3,3,8,3,3,1,2,1
240544000,2444000,24,5,44,0,Coaticook,572,"91,820,837",19,16,44,61,60,52,192,106,22
240544010,2444010,24,5,44,10,East Hereford,26,"3,560,261",0,0,3,1,3,6,8,5,0
240544015,2444015,24,5,44,15,Saint-HermÇnÇgilde,36,"4,522,671",6,1,5,1,2,4,10,7,0
240544023,2444023,24,5,44,23,Dixville,34,"3,955,719",4,1,2,3,6,1,12,5,0
240544030,2444030,24,5,44,30,Barford,25,"3,393,118",1,0,0,5,3,5,8,2,1
240544040,2444040,24,5,44,40,Barnston,105,"19,305,367",1,1,10,12,3,6,40,28,4
240544045,2444045,24,5,44,45,Barnston-Ouest,47,"5,327,786",4,1,7,7,3,2,17,6,0
240544050,2444050,24,5,44,50,Stanstead-Est,64,"12,206,790",2,3,4,9,6,6,21,9,4
240544055,2444055,24,5,44,55,Sainte-Edwidge-de-Clifton,68,"10,212,585",1,2,6,7,9,6,24,10,3
240544060,2444060,24,5,44,60,Martinville,19,"2,267,005",0,1,1,2,3,3,8,0,1
240544067,2444067,24,5,44,67,Compton,77,"13,407,418",0,3,2,4,12,10,25,20,1
240544075,2444075,24,5,44,75,Compton Station,71,"13,662,117",0,3,4,10,10,3,19,14,8
240545000,2445000,24,5,45,0,MemphrÇmagog,348,"20,141,872",53,21,52,91,46,36,30,14,5
240545020,2445020,24,5,45,20,Ogden,46,"3,557,910",6,2,5,12,7,5,5,3,1
240545025,2445025,24,5,45,25,Stanstead,27,"1,877,940",8,0,3,5,3,3,4,0,1
240545030,2445030,24,5,45,30,Potton,56,"1,579,225",8,8,10,13,7,6,4,0,0
240545043,2445043,24,5,45,43,Hatley,34,"2,959,268",7,2,3,8,0,6,3,4,1
240545055,2445055,24,5,45,55,Hatley,17,"920,321",1,1,5,4,1,2,2,1,0
240545060,2445060,24,5,45,60,Sainte-Catherine-de-Hatley,56,"3,274,594",5,2,8,21,6,7,4,2,1
240545075,2445075,24,5,45,75,Magog,46,"3,858,226",7,1,7,12,9,2,4,3,1
240545085,2445085,24,5,45,85,Austin,48,"1,262,151",8,4,8,11,12,2,3,0,0
240545105,2445105,24,5,45,105,Stukely-Sud,18,"852,237",3,1,3,5,1,3,1,1,0
240600000,2400000,24,6,0,0,MontrÇal-Laval,288,"82,028,017",17,23,23,59,46,29,48,23,20
240665000,2465000,24,6,65,0,Laval,202,"32,972,305",8,16,16,40,33,22,39,16,12
240665005,2465005,24,6,65,5,Laval,202,"32,972,305",8,16,16,40,33,22,39,16,12
240666000,2466000,24,6,66,0,CommunautÇ-Urbaine-de-MontrÇal,86,"49,055,712",9,7,7,19,13,7,9,7,8
240666025,2466025,24,6,66,25,MontrÇal,86,"49,055,712",9,7,7,19,13,7,9,7,8
240700000,2400000,24,7,0,0,Lanaudiäre,"2,105","405,370,394",109,95,125,289,249,309,562,218,149
240752000,2452000,24,7,52,0,D'Autray,565,"89,601,520",21,15,30,66,78,87,173,61,34
240752010,2452010,24,7,52,10,Saint-Antoine-de-Lavaltrie,36,"6,395,443",0,1,1,6,5,3,10,8,2
240752020,2452020,24,7,52,20,Lanoraie-d'Autray,54,"11,686,864",0,1,2,8,5,3,14,19,2
240752030,2452030,24,7,52,30,Sainte-êlisabeth,84,"15,539,710",3,1,2,8,8,11,36,9,6
240752040,2452040,24,7,52,40,Sainte-Geneviäve-de-Berthier,43,"7,094,545",1,0,2,6,6,6,13,6,3
240752045,2452045,24,7,52,45,Saint-Ignace-de-Loyola,39,"2,386,242",0,0,4,7,11,9,8,0,0
240752055,2452055,24,7,52,55,Saint-BarthÇlÇmy,68,"7,303,470",3,7,6,4,7,10,25,4,2
240752065,2452065,24,7,52,65,Saint-Cuthbert,82,"10,401,154",5,3,5,7,12,14,28,5,3
240752070,2452070,24,7,52,70,Saint-Norbert,39,"4,735,522",2,1,3,4,5,7,14,2,1
240752085,2452085,24,7,52,85,Saint-Gabriel-de-Brandon,86,"20,829,022",4,0,2,10,17,17,16,5,15
240752090,2452090,24,7,52,90,Saint-Didace,34,"3,229,548",3,1,3,6,2,7,9,3,0
240760000,2460000,24,7,60,0,L'Assomption,192,"23,064,671",9,6,11,29,23,34,62,11,7
240760010,2460010,24,7,60,10,Le Gardeur,26,"2,138,216",2,0,3,3,3,4,11,0,0
240760020,2460020,24,7,60,20,Saint-Sulpice,24,"3,396,718",1,0,1,6,3,6,3,2,2
240760027,2460027,24,7,60,27,L'Assomption,58,"8,217,921",1,3,4,4,5,9,25,5,2
240760040,2460040,24,7,60,40,L'êpiphanie,46,"4,872,916",3,2,1,11,5,6,14,2,2
240760045,2460045,24,7,60,45,Saint-GÇrard-Majella,38,"4,438,900",2,1,2,5,7,9,9,2,1
240761000,2461000,24,7,61,0,Joliette,328,"52,192,721",17,19,21,35,43,45,81,48,19
240761005,2461005,24,7,61,5,Saint-Paul,97,"15,703,927",6,6,9,12,9,14,24,11,6
240761027,2461027,24,7,61,27,Saint-Thomas,79,"15,439,324",9,3,4,5,8,13,14,17,6
240761040,2461040,24,7,61,40,Saint-Ambroise-de-Kildare,82,"9,009,888",2,7,2,13,16,11,22,7,2
240761045,2461045,24,7,61,45,Notre-Dame-de-Lourdes,27,"4,599,545",0,3,0,2,3,2,10,6,1
240761050,2461050,24,7,61,50,Sainte-MÇlanie,43,"7,440,037",0,0,6,3,7,5,11,7,4
240762000,2462000,24,7,62,0,Matawinie,276,"116,769,363",19,15,21,53,30,31,52,26,29
240762010,2462010,24,7,62,10,Saint-FÇlix-de-Valois,106,"99,333,021",1,3,5,6,12,19,20,17,23
240762015,2462015,24,7,62,15,Saint-Jean-de-Matha,48,"5,298,437",3,3,3,9,9,6,9,3,3
240762020,2462020,24,7,62,20,Sainte-BÇatrix,27,"3,085,711",2,2,3,8,2,1,5,3,1
240762030,2462030,24,7,62,30,Sainte-Marcelline-de-Kildare,30,"1,517,311",4,5,1,10,2,2,5,1,0
240762040,2462040,24,7,62,40,Rawdon,40,"5,011,710",6,2,4,10,2,1,12,2,1
240762075,2462075,24,7,62,75,Saint-Damien,25,"2,523,173",3,0,5,10,3,2,1,0,1
240763000,2463000,24,7,63,0,Montcalm,594,"111,043,965",35,28,31,65,60,86,168,64,57
240763005,2463005,24,7,63,5,Sainte-Marie-SalomÇ,26,"3,158,590",3,1,1,4,5,2,8,0,2
240763015,2463015,24,7,63,15,Saint-Jacques,87,"13,354,230",7,3,4,9,5,17,26,11,5
240763025,2463025,24,7,63,25,Saint-Alexis,70,"10,583,335",6,6,7,6,4,9,20,7,5
240763030,2463030,24,7,63,30,Saint-Esprit,85,"18,157,553",3,6,4,5,12,11,26,6,12
240763035,2463035,24,7,63,35,Saint-Roch-de-l'Achigan,134,"39,661,710",4,1,4,10,12,22,37,22,22
240763050,2463050,24,7,63,50,Saint-Lin,100,"15,638,569",5,4,4,16,11,17,25,11,7
240763060,2463060,24,7,63,60,Sainte-Julienne,41,"3,290,834",2,6,3,8,4,2,14,2,0
240763065,2463065,24,7,63,65,Saint-Liguori,51,"7,199,144",5,1,4,7,7,6,12,5,4
240764000,2464000,24,7,64,0,Les Moulins,150,"12,698,154",8,12,11,41,15,26,26,8,3
240764010,2464010,24,7,64,10,Terrebonne,45,"4,318,318",2,2,5,16,5,7,4,2,2
240764015,2464015,24,7,64,15,Mascouche,76,"5,503,426",5,9,5,17,7,15,14,4,0
240764020,2464020,24,7,64,20,La Plaine,29,"2,876,410",1,1,1,8,3,4,8,2,1
240800000,2400000,24,8,0,0,Outaouais,"1,585","72,553,721",158,176,210,425,244,177,153,33,9
240880000,2480000,24,8,80,0,Papineau,389,"21,423,934",43,51,50,102,39,33,56,12,3
240880015,2480015,24,8,80,15,Notre-Dame-de-Bon-Secours-Partie-Nord,25,"2,942,229",1,6,3,5,3,3,3,0,1
240880020,2480020,24,8,80,20,Notre-Dame-de-la-Paix,29,"2,255,019",1,1,2,8,7,1,7,2,0
240880030,2480030,24,8,80,30,Saint-AndrÇ-Avellin,69,"3,801,050",4,8,12,20,6,6,9,3,1
240880040,2480040,24,8,80,40,Sainte-AngÇlique,33,"1,818,959",5,4,4,8,4,2,4,1,1
240880045,2480045,24,8,80,45,Plaisance,20,"1,464,763",2,2,2,4,3,0,6,1,0
240880055,2480055,24,8,80,55,Lochaber,53,"3,007,451",9,7,4,14,1,5,12,1,0
240880060,2480060,24,8,80,60,Lochaber-Partie-Ouest,32,"2,358,633",3,4,3,4,4,6,6,2,0
240880065,2480065,24,8,80,65,Mayo,17,"567,775",2,3,2,5,1,2,2,0,0
240880070,2480070,24,8,80,70,Saint-Sixte,23,"722,235",7,1,3,5,3,3,0,1,0
240880080,2480080,24,8,80,80,Ripon,38,"859,946",4,8,5,13,4,1,3,0,0
240880085,2480085,24,8,80,85,Mulgrave-et-Derry,24,"365,718",2,4,7,8,1,2,0,0,0
240880115,2480115,24,8,80,115,Boileau,26,"1,260,156",3,3,3,8,2,2,4,1,0
240881000,2481000,24,8,81,0,CommunautÇ-Urbaine-de-l'Outaouais,113,"5,177,330",10,13,17,33,11,13,11,5,0
240881010,2481010,24,8,81,10,Masson-Angers,27,"1,441,369",3,4,2,5,3,6,3,1,0
240881015,2481015,24,8,81,15,Gatineau,58,"1,866,765",5,5,12,23,6,1,4,2,0
240881025,2481025,24,8,81,25,Aylmer,28,"1,869,196",2,4,3,5,2,6,4,2,0
240882000,2482000,24,8,82,0,Les Collines-de-l'Outaouais,402,"14,874,124",48,44,67,111,66,36,23,4,3
240882005,2482005,24,8,82,5,L'Ange-Gardien,84,"1,815,634",14,11,14,23,11,8,3,0,0
240882010,2482010,24,8,82,10,Notre-Dame-de-la-Salette,29,"1,123,868",5,3,3,6,5,4,2,1,0
240882015,2482015,24,8,82,15,Val-des-Monts,59,"1,458,154",7,6,8,22,9,3,4,0,0
240882020,2482020,24,8,82,20,Cantley,36,"537,194",5,6,10,10,3,1,1,0,0
240882030,2482030,24,8,82,30,Pontiac,109,"7,533,185",11,8,15,26,24,10,9,3,3
240882035,2482035,24,8,82,35,La Pàche,85,"2,406,089",6,10,17,24,14,10,4,0,0
240883000,2483000,24,8,83,0,La VallÇe-de-la-Gatineau,240,"8,754,533",18,22,31,61,59,31,16,2,0
240883010,2483010,24,8,83,10,Low,46,"1,291,879",3,3,4,16,15,4,1,0,0
240883015,2483015,24,8,83,15,Kazabazua,20,"975,091",0,2,5,4,4,4,0,1,0
240883020,2483020,24,8,83,20,Lac-Sainte-Marie,25,"739,996",5,1,2,8,4,4,1,0,0
240883025,2483025,24,8,83,25,Northfield,17,"412,418",1,2,2,6,4,2,0,0,0
240883035,2483035,24,8,83,35,Wright,26,"1,087,468",1,4,0,6,5,7,3,0,0
240883050,2483050,24,8,83,50,Bouchette,32,"1,267,644",5,2,6,5,9,1,4,0,0
240883060,2483060,24,8,83,60,Messines,32,"987,066",2,5,8,7,6,1,3,0,0
240883080,2483080,24,8,83,80,Montcerf,42,"1,992,971",1,3,4,9,12,8,4,1,0
240884000,2484000,24,8,84,0,Pontiac,441,"22,323,800",39,46,45,118,69,64,47,10,3
240884005,2484005,24,8,84,5,Bristol,61,"2,770,267",5,5,5,21,12,5,6,2,0
240884015,2484015,24,8,84,15,Clarendon,156,"11,256,556",16,12,16,35,19,22,28,5,3
240884035,2484035,24,8,84,35,Grand-Calumet,40,"1,815,547",5,6,4,7,6,6,6,0,0
240884040,2484040,24,8,84,40,Litchfield,46,"2,045,365",3,3,4,13,8,13,1,1,0
240884045,2484045,24,8,84,45,Thorne,27,"638,831",4,6,2,8,2,4,1,0,0
240884065,2484065,24,8,84,65,Mansfield-et-Pontefract,22,"904,237",1,3,4,5,3,4,1,1,0
240884075,2484075,24,8,84,75,L'Isle-aux-Allumettes-Partie-Est,27,"1,021,543",0,1,4,8,9,3,2,0,0
240884085,2484085,24,8,84,85,L'Isle-aux-Allumettes,31,"734,478",3,6,2,11,5,3,1,0,0
240884090,2484090,24,8,84,90,Chichester,31,"1,136,976",2,4,4,10,5,4,1,1,0
240900000,2400000,24,9,0,0,Laurentides,"1,759","159,218,605",130,119,155,363,249,257,354,93,39
240972000,2472000,24,9,72,0,Deux-Montagnes,362,"34,973,823",23,15,23,59,65,73,76,18,10
240972005,2472005,24,9,72,5,Saint-Eustache,129,"14,214,098",6,6,9,26,21,18,31,7,5
240972025,2472025,24,9,72,25,Saint-Joseph-du-Lac,123,"7,624,358",10,4,10,19,23,42,10,3,2
240972035,2472035,24,9,72,35,Oka,64,"8,706,578",1,2,1,7,15,7,24,5,2
240972043,2472043,24,9,72,43,Saint-Placide,46,"4,428,789",6,3,3,7,6,6,11,3,1
240973000,2473000,24,9,73,0,ThÇräse-De Blainville,127,"10,833,608",7,6,9,34,19,19,23,7,3
240973015,2473015,24,9,73,15,Blainville,33,"2,554,325",2,1,3,11,2,5,6,3,0
240973035,2473035,24,9,73,35,Sainte-Anne-des-Plaines,94,"8,279,283",5,5,6,23,17,14,17,4,3
240974000,2474000,24,9,74,0,Mirabel,477,"53,905,808",31,34,40,90,59,65,116,28,14
240974005,2474005,24,9,74,5,Mirabel,477,"53,905,808",31,34,40,90,59,65,116,28,14
240975000,2475000,24,9,75,0,La Riviäre-du-Nord,101,"9,000,110",5,11,14,28,18,2,7,13,3
240975010,2475010,24,9,75,10,Bellefeuille,55,"2,087,901",5,10,7,16,10,1,5,0,1
240975030,2475030,24,9,75,30,Sainte-Sophie,46,"6,912,209",0,1,7,12,8,1,2,13,2
240976000,2476000,24,9,76,0,Argenteuil,253,"20,632,000",22,21,20,48,28,40,58,13,3
240976015,2476015,24,9,76,15,Saint-AndrÇ-d'Argenteuil,94,"8,812,564",3,4,4,18,9,21,29,5,1
240976020,2476020,24,9,76,20,Lachute,32,"1,603,230",7,1,4,5,9,3,2,0,1
240976045,2476045,24,9,76,45,Chatham,72,"7,344,922",4,8,3,12,7,10,20,8,0
240976060,2476060,24,9,76,60,Grenville,33,"1,517,450",4,6,3,8,1,5,6,0,0
240976065,2476065,24,9,76,65,Harrington,22,"1,353,834",4,2,6,5,2,1,1,0,1
240977000,2477000,24,9,77,0,Les Pays-d'en-Haut,19,"822,949",5,1,4,2,1,4,1,1,0
240977045,2477045,24,9,77,45,Saint-Sauveur,19,"822,949",5,1,4,2,1,4,1,1,0
240978000,2478000,24,9,78,0,Les Laurentides,134,"6,586,804",12,9,15,38,21,18,16,4,1
240978055,2478055,24,9,78,55,Montcalm,20,"1,056,715",3,0,5,3,3,1,4,1,0
240978060,2478060,24,9,78,60,Arundel,19,"1,351,072",2,2,2,4,2,3,3,0,1
240978085,2478085,24,9,78,85,Saint-Jovite,30,"1,092,249",4,1,4,10,4,4,2,1,0
240978115,2478115,24,9,78,115,La Conception,44,"2,544,902",2,2,2,12,10,8,6,2,0
240978130,2478130,24,9,78,130,La Minerve,21,"541,866",1,4,2,9,2,2,1,0,0
240979000,2479000,24,9,79,0,Antoine-Labelle,286,"22,463,503",25,22,30,64,38,36,57,9,5
240979020,2479020,24,9,79,20,Saint-AimÇ-du-Lac-des-?les,26,"2,227,927",1,0,2,10,2,6,3,1,1
240979025,2479025,24,9,79,25,Kiamika,31,"3,227,108",2,0,4,5,4,4,10,1,1
240979030,2479030,24,9,79,30,Lac-Nominingue,45,"1,954,916",10,7,6,12,3,3,3,0,1
240979080,2479080,24,9,79,80,Beaux-Rivages,18,"2,974,049",5,1,3,4,2,0,1,1,1
240979085,2479085,24,9,79,85,Mont-Laurier,22,"1,104,006",1,1,4,8,1,4,2,1,0
240979090,2479090,24,9,79,90,Des Ruisseaux,46,"2,243,791",4,7,4,8,11,2,10,0,0
240979100,2479100,24,9,79,100,Ferme-Neuve,63,"5,140,522",0,4,7,13,8,10,17,4,0
240979110,2479110,24,9,79,110,Mont-Saint-Michel,35,"3,591,184",2,2,0,4,7,7,11,1,1
241000000,2400000,24,10,0,0,Abitibi-TÇmiscamingue--Nord-du-QuÇbec,892,"74,261,775",49,43,79,169,132,155,217,39,9
241085000,2485000,24,10,85,0,TÇmiscamingue,322,"31,880,067",11,13,18,54,37,65,99,20,5
241085015,2485015,24,10,85,15,Saint-êdouard-de-Fabre,24,"3,243,334",1,2,1,1,4,3,11,0,1
241085020,2485020,24,10,85,20,BÇarn,34,"3,712,050",3,1,3,5,3,5,9,4,1
241085030,2485030,24,10,85,30,Duhamel-Ouest,22,"1,574,733",0,1,2,5,3,3,8,0,0
241085037,2485037,24,10,85,37,Lorrainville,38,"3,144,038",1,4,2,7,4,11,7,1,1
241085045,2485045,24,10,85,45,Saint-Bruno-de-Guigues,54,"3,572,161",1,3,3,13,6,15,13,0,0
241085050,2485050,24,10,85,50,Laverlochäre,25,"3,311,085",0,0,2,4,2,5,9,2,1
241085055,2485055,24,10,85,55,Fugäreville,26,"2,523,339",1,1,1,3,4,4,10,2,0
241085085,2485085,24,10,85,85,Saint-Eugäne-de-Guigues,20,"4,470,420",1,0,0,1,0,0,11,6,1
241085090,2485090,24,10,85,90,Notre-Dame-du-Nord,25,"2,151,472",1,0,1,6,3,7,4,3,0
241085100,2485100,24,10,85,100,NÇdelec,31,"3,101,120",0,0,1,4,4,6,14,2,0
241085105,2485105,24,10,85,105,RÇmigny,23,"1,076,315",2,1,2,5,4,6,3,0,0
241086000,2486000,24,10,86,0,Rouyn-Noranda,81,"3,683,319",6,6,12,16,19,10,11,1,0
241086010,2486010,24,10,86,10,Rollet,22,"625,173",1,2,1,7,7,4,0,0,0
241086025,2486025,24,10,86,25,Beaudry,25,"1,800,729",0,0,6,4,4,3,7,1,0
241086050,2486050,24,10,86,50,McWatters,17,"235,772",5,2,3,2,5,0,0,0,0
241086060,2486060,24,10,86,60,Saint-Norbert-de-Mont-Brun,17,"1,021,645",0,2,2,3,3,3,4,0,0
241087000,2487000,24,10,87,0,Abitibi-Ouest,238,"17,701,425",13,10,22,38,37,46,63,9,0
241087010,2487010,24,10,87,10,Rapide-Danseur,27,"1,714,166",1,3,1,6,5,4,6,1,0
241087025,2487025,24,10,87,25,Palmarolle,36,"4,084,092",1,0,3,2,5,6,16,3,0
241087030,2487030,24,10,87,30,Sainte-Germaine-BoulÇ,21,"1,957,112",1,0,0,1,2,10,7,0,0
241087035,2487035,24,10,87,35,Poularies,23,"1,251,452",0,0,5,4,6,5,2,1,0
241087045,2487045,24,10,87,45,Taschereau,22,"1,254,060",1,2,3,5,3,2,6,0,0
241087060,2487060,24,10,87,60,Macamic,18,"1,170,937",1,1,2,4,2,4,3,1,0
241087075,2487075,24,10,87,75,Clerval,17,"770,017",2,0,0,6,3,3,3,0,0
241087080,2487080,24,10,87,80,La Reine,16,"776,253",1,1,1,5,4,1,3,0,0
241087085,2487085,24,10,87,85,Dupuy,16,"1,740,122",0,0,1,1,0,7,6,1,0
241087090,2487090,24,10,87,90,La Sarre,42,"2,983,214",5,3,6,4,7,4,11,2,0
241088000,2488000,24,10,88,0,Abitibi,202,"13,276,384",17,11,21,52,30,29,36,5,1
241088022,2488022,24,10,88,22,Barraute,36,"1,314,852",3,4,5,9,7,3,5,0,0
241088045,2488045,24,10,88,45,La Motte,49,"2,992,510",7,1,4,13,9,5,8,2,0
241088055,2488055,24,10,88,55,Amos,39,"2,000,638",4,1,3,9,5,13,3,1,0
241088085,2488085,24,10,88,85,Sainte-Gertrude-Manneville,49,"3,525,907",2,5,3,11,6,7,13,2,0
241088904,2488904,24,10,88,904,Lac-Chicobi,29,"3,442,477",1,0,6,10,3,1,7,0,1
241089000,2489000,24,10,89,0,VallÇe-de-l'Or,49,"7,720,580",2,3,6,9,9,5,8,4,3
241089030,2489030,24,10,89,30,Vassan,25,"6,249,194",1,2,1,4,3,4,5,2,3
241089045,2489045,24,10,89,45,Senneterre,24,"1,471,386",1,1,5,5,6,1,3,2,0
241100000,2400000,24,11,0,0,GaspÇsie--?les-de-la-Madeleine,331,"17,477,062",25,20,33,78,63,57,49,5,1
241101000,2401000,24,11,1,0,Les ?les-de-la-Madeleine,22,"913,150",1,1,2,6,8,3,0,1,0
241101010,2401010,24,11,1,10,L'?le-du-Havre-Aubert,22,"913,150",1,1,2,6,8,3,0,1,0
