AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTOTWHT,TOTWHT,ETOTWHT,NWHTSPG,WHTSPG,EWHTSPG,NWHTDUR,WHTDUR,EWHTDUR,NWHTWIN,WHTWIN,EWHTWIN,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NCORNGR,CORNGR,ECORNGR,NBUCWHT,BUCWHT,EBUCWHT,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NCORNEN,CORNEN,ECORNEN,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NCANOLA,CANOLA,ECANOLA,NFLAXSD,FLAXSD,EFLAXSD,NSOYBNS,SOYBNS,ESOYBNS,NMUSTSD,MUSTSD,EMUSTSD,NSUNFLS,SUNFLS,ESUNFLS,NSAFLWR,SAFLWR,ESAFLWR,NPOTATS,POTATS,EPOTATS,NDFPEAS,DFPEAS,EDFPEAS,NLENTIL,LENTIL,ELENTIL,NTOTDRBN,TOTDRBN,ETOTDRBN,NWHITBN,WHITBN,EWHITBN,NFABABN,FABABN,EFABABN,NODFBNS,ODFBNS,EODFBNS,NCANARY,CANARY,ECANARY,NTOBACO,TOBACO,ETOBACO,NSUGARB,SUGARB,ESUGARB,NTRITCL,TRITCL,ETRITCL,NFORAGE,FORAGE,EFORAGE,NOFIELD,OFIELD,EOFIELD
240113005,2413005,24,1,13,5,DÇgelis,25,0,0,0,0,0,0,0,0,0,0,0,0,9,743,301,13,775,314,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,5,286,116,17,"4,609","1,865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113015,2413015,24,1,13,15,Packington,35,0,0,0,0,0,0,0,0,0,0,0,0,15,428,173,11,424,172,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,24,"3,925","1,588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113030,2413030,24,1,13,30,Saint-Eusäbe,33,0,0,0,0,0,0,0,0,0,0,0,0,10,332,134,11,446,180,3,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,194,79,14,"2,358",954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113035,2413035,24,1,13,35,Notre-Dame-du-Lac,29,1,x,x,0,0,0,0,0,0,1,x,x,7,72,29,17,830,336,6,211,85,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,6,256,104,22,"3,252","1,316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113040,2413040,24,1,13,40,Saint-Juste-du-Lac,27,0,0,0,0,0,0,0,0,0,0,0,0,7,129,52,6,267,108,4,320,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,12,"1,810",732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113045,2413045,24,1,13,45,Auclair,29,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,259,105,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,465,188,7,"1,051",425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113050,2413050,24,1,13,50,Lejeune,26,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113055,2413055,24,1,13,55,Biencourt,32,2,x,x,2,x,x,0,0,0,0,0,0,11,412,167,4,x,x,3,89,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,18,"2,412",976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113065,2413065,24,1,13,65,Saint-Michel-du-Squatec,38,0,0,0,0,0,0,0,0,0,0,0,0,16,422,171,10,218,88,4,105,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,159,64,17,"2,269",918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
240113080,2413080,24,1,13,80,Saint-Louis-du-Ha! Ha!,18,1,x,x,1,x,x,0,0,0,0,0,0,8,240,97,11,636,257,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,320,129,16,"3,030","1,226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113095,2413095,24,1,13,95,PohÇnÇgamook,52,1,x,x,1,x,x,0,0,0,0,0,0,15,312,126,14,460,186,8,262,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,330,134,26,"3,038","1,229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113100,2413100,24,1,13,100,Saint-Athanase,23,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114000,2414000,24,1,14,0,Kamouraska,518,34,670,271,32,x,x,0,0,0,2,x,x,186,"4,038","1,634",234,"10,412","4,214",116,"4,834","1,956",1,x,x,2,x,x,5,70,28,4,x,x,1,x,x,36,525,212,238,"20,126","8,145",341,"32,847","13,293",5,173,70,1,x,x,10,x,x,0,0,0,0,0,0,0,0,0,18,849,344,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
240114005,2414005,24,1,14,5,Mont-Carmel,35,0,0,0,0,0,0,0,0,0,0,0,0,14,208,84,12,331,134,6,146,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,12,945,382,25,"2,123",859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114020,2414020,24,1,14,20,Saint-Pascal,57,4,41,17,3,x,x,0,0,0,1,x,x,24,576,233,21,703,284,7,282,114,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,4,71,29,25,"2,291",927,37,"3,595","1,455",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,113,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114025,2414025,24,1,14,25,Sainte-HÇläne,45,3,40,16,3,40,16,0,0,0,0,0,0,21,430,174,17,746,302,6,225,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,17,19,"1,313",531,34,"3,583","1,450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
240114030,2414030,24,1,14,30,Saint-Joseph-de-Kamouraska,18,0,0,0,0,0,0,0,0,0,0,0,0,8,212,86,7,514,208,6,346,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,746,302,13,"1,618",655,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114035,2414035,24,1,14,35,Saint-Alexandre,56,2,x,x,1,x,x,0,0,0,1,x,x,15,368,149,22,854,346,20,845,342,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,4,89,36,24,"2,162",875,39,"4,975","2,013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114040,2414040,24,1,14,40,Saint-AndrÇ,34,3,29,12,3,29,12,0,0,0,0,0,0,19,426,172,19,615,249,6,178,72,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,16,"1,273",515,23,"2,480","1,004",0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114050,2414050,24,1,14,50,Kamouraska,41,6,159,64,6,159,64,0,0,0,0,0,0,9,211,85,32,"1,470",595,15,627,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,129,52,32,"2,207",893,37,"2,943","1,191",0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,3,439,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114055,2414055,24,1,14,55,Saint-Denis,30,1,x,x,1,x,x,0,0,0,0,0,0,9,246,100,22,"1,159",469,11,353,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,25,"2,680","1,085",17,"1,570",635,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114060,2414060,24,1,14,60,Saint-Philippe-de-NÇri,46,4,127,51,4,127,51,0,0,0,0,0,0,19,459,186,23,"1,167",472,6,175,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,18,"1,801",729,28,"2,610","1,056",1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114065,2414065,24,1,14,65,Riviäre-Ouelle,38,2,x,x,2,x,x,0,0,0,0,0,0,14,353,143,19,"1,121",454,11,635,257,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,21,"1,878",760,26,"2,500","1,012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114075,2414075,24,1,14,75,Saint-Gabriel-Lalemant,29,1,x,x,1,x,x,0,0,0,0,0,0,16,258,104,11,574,232,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,10,568,230,14,957,387,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114080,2414080,24,1,14,80,Saint-OnÇsime-d'Ixworth,24,1,x,x,1,x,x,0,0,0,0,0,0,4,33,13,4,132,53,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,217,88,11,578,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114090,2414090,24,1,14,90,Sainte-Anne-de-la-Pocatiäre,65,7,92,37,7,92,37,0,0,0,0,0,0,14,258,104,25,"1,026",415,17,851,344,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,6,41,17,23,"2,045",828,37,"3,315","1,342",1,x,x,0,0,0,4,63,25,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240200000,2400000,24,2,0,0,Saguenay--Lac-Saint-Jean--Cìte-Nord,"1,358",24,"1,293",523,23,x,x,0,0,0,2,x,x,754,"45,229","18,304",397,"26,713","10,810",82,"4,809","1,946",7,192,78,22,"1,194",483,3,102,41,1,x,x,2,x,x,42,"1,197",484,289,"21,129","8,551",899,"117,014","47,354",49,"3,928","1,590",0,0,0,10,x,x,0,0,0,1,x,x,0,0,0,49,"5,615","2,272",12,220,89,0,0,0,22,379,153,1,x,x,21,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,6,0,0,0
240291000,2491000,24,2,91,0,Le Domaine-du-Roy,221,10,482,195,10,482,195,0,0,0,0,0,0,148,"12,310","4,982",55,"3,926","1,589",25,"1,629",659,0,0,0,10,610,247,0,0,0,0,0,0,0,0,0,13,385,156,51,"4,096","1,658",148,"18,874","7,638",15,"1,182",478,0,0,0,3,32,13,0,0,0,0,0,0,0,0,0,3,x,x,3,52,21,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240291010,2491010,24,2,91,10,Saint-AndrÇ-du-Lac-Saint-Jean,26,0,0,0,0,0,0,0,0,0,0,0,0,15,446,180,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,15,"2,066",836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240291020,2491020,24,2,91,20,Chambord,26,1,x,x,1,x,x,0,0,0,0,0,0,18,704,285,5,227,92,5,274,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,884,358,17,"1,653",669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240291035,2491035,24,2,91,35,Saint-Prime,46,2,x,x,2,x,x,0,0,0,0,0,0,28,"2,200",890,21,"1,407",569,11,706,286,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,6,185,75,19,"1,518",614,31,"3,587","1,452",6,408,165,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240291040,2491040,24,2,91,40,Saint-FÇlicien,37,2,x,x,2,x,x,0,0,0,0,0,0,25,"3,252","1,316",10,"1,066",431,6,556,225,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,4,105,42,4,358,145,26,"4,216","1,706",2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240291045,2491045,24,2,91,45,Saint-MÇthode,41,0,0,0,0,0,0,0,0,0,0,0,0,32,"2,886","1,168",5,x,x,0,0,0,0,0,0,3,82,33,0,0,0,0,0,0,0,0,0,0,0,0,6,302,122,30,"3,648","1,476",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240291050,2491050,24,2,91,50,La DorÇ,17,4,235,95,4,235,95,0,0,0,0,0,0,12,"1,873",758,8,750,304,0,0,0,0,0,0,3,231,93,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,11,"1,500",607,5,469,190,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240291902,2491902,24,2,91,902,Lac-Ashuapmushuan,28,1,x,x,1,x,x,0,0,0,0,0,0,18,949,384,5,243,98,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,8,685,277,18,"2,204",892,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292000,2492000,24,2,92,0,Maria-Chapdelaine,287,3,123,50,3,x,x,0,0,0,1,x,x,187,"14,744","5,967",53,x,x,19,"1,545",625,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,31,"2,081",842,192,"34,840","14,099",14,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,8,"1,795",726,4,122,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
240292005,2492005,24,2,92,5,Saint-Augustin,21,0,0,0,0,0,0,0,0,0,0,0,0,18,987,399,6,245,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,20,"3,637","1,472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292015,2492015,24,2,92,15,Sainte-Jeanne-d'Arc,29,1,x,x,1,x,x,0,0,0,0,0,0,22,"3,474","1,406",2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"3,553","1,438",3,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292030,2492030,24,2,92,30,Albanel,47,1,x,x,1,x,x,0,0,0,0,0,0,28,"2,179",882,8,257,104,6,475,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,125,51,25,"4,825","1,953",5,441,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292040,2492040,24,2,92,40,Normandin,78,1,x,x,1,x,x,0,0,0,1,x,x,58,"3,532","1,429",26,"1,402",567,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,20,"1,257",509,63,"10,172","4,116",4,325,132,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
240292050,2492050,24,2,92,50,Saint-Edmond,29,0,0,0,0,0,0,0,0,0,0,0,0,22,"1,141",462,2,x,x,4,538,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,22,"4,213","1,705",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292055,2492055,24,2,92,55,Girardville,24,0,0,0,0,0,0,0,0,0,0,0,0,7,295,119,4,135,55,5,263,106,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,14,"2,361",955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292065,2492065,24,2,92,65,Saint-Eugäne,32,0,0,0,0,0,0,0,0,0,0,0,0,20,"1,439",582,5,455,184,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,23,"4,774","1,932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292902,2492902,24,2,92,902,Chute-des-Passes,27,0,0,0,0,0,0,0,0,0,0,0,0,12,"1,697",687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"1,305",528,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293000,2493000,24,2,93,0,Lac-Saint-Jean-Est,406,8,578,234,7,x,x,0,0,0,1,x,x,205,"8,275","3,349",183,"13,170","5,330",19,939,380,7,192,78,3,x,x,0,0,0,0,0,0,0,0,0,19,590,239,149,"11,441","4,630",287,"31,174","12,616",18,"1,400",567,0,0,0,4,41,17,0,0,0,0,0,0,0,0,0,4,x,x,4,x,x,0,0,0,12,338,137,1,x,x,11,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
240293010,2493010,24,2,93,10,MÇtabetchouan,49,2,x,x,2,x,x,0,0,0,0,0,0,27,957,387,14,"1,008",408,1,x,x,3,35,14,1,x,x,0,0,0,0,0,0,0,0,0,4,234,95,17,"1,781",721,24,"2,038",825,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,4,15,6,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293015,2493015,24,2,93,15,Lac-Ö-la-Croix,41,1,x,x,1,x,x,0,0,0,0,0,0,27,"1,219",493,23,"1,146",464,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,19,"1,745",706,30,"2,485","1,006",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293020,2493020,24,2,93,20,HÇbertville,83,0,0,0,0,0,0,0,0,0,0,0,0,42,"1,559",631,45,"3,882","1,571",3,106,43,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,93,38,34,"2,399",971,70,"6,894","2,790",4,418,169,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293030,2493030,24,2,93,30,Saint-Bruno,47,3,222,90,2,x,x,0,0,0,1,x,x,14,374,151,34,"2,465",998,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,26,"1,760",712,30,"2,329",943,5,403,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293035,2493035,24,2,93,35,Saint-GÇdÇon,39,0,0,0,0,0,0,0,0,0,0,0,0,11,274,111,27,"1,906",771,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,21,"1,422",575,23,"1,824",738,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
240293040,2493040,24,2,93,40,Alma,35,0,0,0,0,0,0,0,0,0,0,0,0,15,384,155,20,"1,252",507,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,39,16,12,703,284,27,"3,097","1,253",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293045,2493045,24,2,93,45,Saint-Nazaire,19,0,0,0,0,0,0,0,0,0,0,0,0,11,533,216,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"1,835",743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293050,2493050,24,2,93,50,Delisle,46,1,x,x,1,x,x,0,0,0,0,0,0,31,"1,342",543,11,550,223,8,459,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,14,"1,067",432,43,"5,718","2,314",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293065,2493065,24,2,93,65,L'Ascension-de-Notre-Seigneur,31,1,x,x,1,x,x,0,0,0,0,0,0,13,602,244,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,16,"2,648","1,072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
