AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTWHT,TOTWHT,ETOTWHT,NWHTDUR,WHTDUR,EWHTDUR,NWHTSPG,WHTSPG,EWHTSPG,NWHTWIN,WHTWIN,EWHTWIN,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NCORNGR,CORNGR,ECORNGR,NBUCWHT,BUCWHT,EBUCWHT,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NCORNEN,CORNEN,ECORNEN,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NFCROPS,FCROPS,EFCROPS,NCANOLA,CANOLA,ECANOLA,NFLAXSD,FLAXSD,EFLAXSD,NSOYBNS,SOYBNS,ESOYBNS,NSUNFLS,SUNFLS,ESUNFLS,NPOTATS,POTATS,EPOTATS,NMUSTSD,MUSTSD,EMUSTSD,NDFPEAS,DFPEAS,EDFPEAS,NLENTIL,LENTIL,ELENTIL,NTOTDRBN,TOTDRBN,ETOTDRBN,NWHITBN,WHITBN,EWHITBN,NFABABN,FABABN,EFABABN,NODFBNS,ODFBNS,EODFBNS,NCANARY,CANARY,ECANARY,NTOBACO,TOBACO,ETOBACO,NSUGARB,SUGARB,ESUGARB,NMILLET,MILLET,EMILLET,NTRITCL,TRITCL,ETRITCL,NSAFLWR,SAFLWR,ESAFLWR,NCARAWAY,CARAWAY,ECARAWAY,NFORAGE,FORAGE,EFORAGE,NOFIELD,OFIELD,EOFIELD,NALFASD,ALFASD,EALFASD,NALSIKE,ALSIKE,EALSIKE,NCLOVRD,CLOVRD,ECLOVRD,NBFTREF,BFTREF,EBFTREF,NCLOVSW,CLOVSW,ECLOVSW,NTIMOTHY,TIMOTHY,ETIMOTHY,NBROMSD,BROMSD,EBROMSD,NFESCUE,FESCUE,EFESCUE,NCWHTSD,CWHTSD,ECWHTSD,NOFORGSD,OFORGSD,EOFORGSD
130414001,13,4,14,1,1314001,#NAME?,18,0,0,0,0,0,0,0,0,0,0,0,0,7,x,x,4,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,x,x,10,613,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130414008,13,4,14,8,1314008,#NAME?,18,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,6,538,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130414021,13,4,14,21,1314021,#NAME?,55,1,x,x,0,0,0,1,x,x,0,0,0,8,"1,035",419,18,"5,474","2,215",4,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,8,641,259,23,"3,124","1,264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,347,140,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130415000,13,4,15,0,1315000,#NAME?,169,3,x,x,0,0,0,3,x,x,0,0,0,31,584,236,17,564,228,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,3,x,x,1,x,x,19,758,307,54,"3,056","1,237",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,20,527,213,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130415001,13,4,15,1,1315001,#NAME?,42,0,0,0,0,0,0,0,0,0,0,0,0,5,70,28,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,6,286,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130415008,13,4,15,8,1315008,#NAME?,43,3,x,x,0,0,0,3,x,x,0,0,0,10,113,46,6,221,89,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,4,244,99,20,"1,388",562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,137,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130415016,13,4,15,16,1315016,#NAME?,25,0,0,0,0,0,0,0,0,0,0,0,0,6,62,25,7,234,95,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,1,x,x,8,365,148,13,779,315,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130415021,13,4,15,21,1315021,#NAME?,29,0,0,0,0,0,0,0,0,0,0,0,0,4,225,91,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,5,311,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130415029,13,4,15,29,1315029,#NAME?,30,0,0,0,0,0,0,0,0,0,0,0,0,6,114,46,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,10,292,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,220,89,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000000,24,0,0,0,2400000,- Quebec - QuÇbec,"38,076","1,939","92,567","37,461",0,0,0,"1,712","80,422","32,546",345,"12,145","4,915","9,422","238,082","96,348","9,596","388,913","157,387","1,763","63,427","25,668","6,136","725,893","293,758",371,"7,793","3,154",242,"8,457","3,422",221,"7,967","3,224",25,490,198,"3,360","78,472","31,756","9,617","537,573","217,548","20,048","1,591,621","644,106",446,"18,770","7,596",47,"1,854",750,3,75,30,"1,270","62,445","25,271",14,88,36,994,"43,280","17,515",7,97,39,53,"1,063",430,2,x,x,240,"7,681","3,108",46,"1,870",757,119,"1,159",469,90,"4,652","1,883",0,0,0,99,"5,206","2,107",0,0,0,95,"3,452","1,397",9,123,50,0,0,0,0,0,0,38,"1,220",494,40,958,388,10,174,70,3,23,9,13,212,86,4,105,42,2,x,x,14,506,205,0,0,0,0,0,0,0,0,0,4,x,x
240100000,24,1,0,0,2400000,"- Bas-Saint-Laurent, GaspÇsie, Iles-de-la-Madeleine","2,984",98,"2,022",818,0,0,0,89,"1,832",741,10,190,77,"1,263","36,409","14,734","1,393","62,370","25,240",221,"8,466","3,426",16,458,185,4,x,x,14,208,84,13,x,x,1,x,x,55,524,212,"1,065","95,765","38,755","1,844","192,813","78,029",26,"1,802",729,3,28,11,0,0,0,1,x,x,0,0,0,136,"3,877","1,569",0,0,0,3,30,12,0,0,0,4,25,10,0,0,0,4,25,10,0,0,0,0,0,0,1,x,x,0,0,0,6,151,61,1,x,x,0,0,0,0,0,0,6,185,75,2,x,x,4,80,32,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
240101000,24,1,1,0,2401000,#NAME?,24,2,x,x,0,0,0,2,x,x,0,0,0,8,54,22,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,7,141,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240101015,24,1,1,15,2401015,- L'êtang-du-Nord,24,2,x,x,0,0,0,2,x,x,0,0,0,8,54,22,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,7,141,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240102000,24,1,2,0,2402000,#NAME?,32,2,x,x,0,0,0,2,x,x,0,0,0,19,332,134,4,57,23,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,18,"1,593",645,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240102005,24,1,2,5,2402005,- PercÇ,32,2,x,x,0,0,0,2,x,x,0,0,0,19,332,134,4,57,23,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,18,"1,593",645,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240103000,24,1,3,0,2403000,- La Cìte-de-GaspÇ,22,1,x,x,0,0,0,1,x,x,0,0,0,8,469,190,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,6,328,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240103005,24,1,3,5,2403005,- GaspÇ,22,1,x,x,0,0,0,1,x,x,0,0,0,8,469,190,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,6,328,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240104000,24,1,4,0,2404000,#NAME?,45,0,0,0,0,0,0,0,0,0,0,0,0,19,293,119,16,254,103,4,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,40,28,"2,263",916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,142,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240104045,24,1,4,45,2404045,#NAME?,45,0,0,0,0,0,0,0,0,0,0,0,0,19,293,119,16,254,103,4,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,40,28,"2,263",916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,142,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240105000,24,1,5,0,2405000,#NAME?,158,8,125,51,0,0,0,6,x,x,2,x,x,105,"3,092","1,251",54,"1,531",620,13,472,191,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0,7,76,31,34,x,x,101,"7,834","3,170",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,15,750,304,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240105010,24,1,5,10,2405010,#NAME?,31,1,x,x,0,0,0,1,x,x,0,0,0,26,618,250,10,322,130,2,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,8,488,197,22,"1,404",568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240105040,24,1,5,40,2405040,#NAME?,15,2,x,x,0,0,0,0,0,0,2,x,x,11,165,67,5,140,57,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,11,592,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240105045,24,1,5,45,2405045,#NAME?,32,1,x,x,0,0,0,1,x,x,0,0,0,15,385,156,16,394,159,4,250,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,734,297,16,"1,008",408,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,8,549,222,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240105060,24,1,5,60,2405060,#NAME?,26,2,x,x,0,0,0,2,x,x,0,0,0,16,713,289,11,508,206,3,65,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,573,232,16,"1,211",490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240105065,24,1,5,65,2405065,#NAME?,20,0,0,0,0,0,0,0,0,0,0,0,0,13,473,191,6,101,41,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,243,98,11,"1,297",525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240105070,24,1,5,70,2405070,#NAME?,34,2,x,x,0,0,0,2,x,x,0,0,0,24,738,299,6,66,27,3,99,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,186,75,25,"2,322",940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240106000,24,1,6,0,2406000,#NAME?,94,2,x,x,0,0,0,2,x,x,0,0,0,45,"1,093",442,41,"1,864",754,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,16,"1,022",414,61,"6,105","2,471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,142,57,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240106010,24,1,6,10,2406010,#NAME?,20,0,0,0,0,0,0,0,0,0,0,0,0,13,238,96,10,513,208,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,245,99,10,794,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240106020,24,1,6,20,2406020,#NAME?,26,2,x,x,0,0,0,2,x,x,0,0,0,16,470,190,10,490,198,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,349,141,19,"1,413",572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240106040,24,1,6,40,2406040,- Saint-AndrÇ-de-Restigouche,19,0,0,0,0,0,0,0,0,0,0,0,0,10,223,90,6,218,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,190,77,14,"1,569",635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240106050,24,1,6,50,2406050,- Saint-Alexis-de-MatapÇdia,29,0,0,0,0,0,0,0,0,0,0,0,0,6,162,66,15,643,260,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,4,238,96,18,"2,329",943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107000,24,1,7,0,2407000,- La MatapÇdia,285,4,63,25,0,0,0,4,63,25,0,0,0,120,"3,340","1,352",171,"9,304","3,765",12,663,268,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,"8,128","3,289",207,"28,377","11,484",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107020,24,1,7,20,2407020,#NAME?,23,0,0,0,0,0,0,0,0,0,0,0,0,9,219,89,13,"1,235",500,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,560,227,21,"2,826","1,144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107025,24,1,7,25,2407025,- Saint-Raphaâl-d'Albertville,15,0,0,0,0,0,0,0,0,0,0,0,0,6,133,54,7,351,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,488,197,12,"1,007",408,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107030,24,1,7,30,2407030,- Saint-LÇon-le-Grand,33,0,0,0,0,0,0,0,0,0,0,0,0,16,317,128,19,"1,040",421,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,701,284,23,"3,265","1,321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107035,24,1,7,35,2407035,- Saint-ZÇnon-du-Lac-Humqui,41,2,x,x,0,0,0,2,x,x,0,0,0,15,449,182,22,837,339,4,393,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"1,117",452,29,"4,905","1,985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107050,24,1,7,50,2407050,#NAME?,50,1,x,x,0,0,0,1,x,x,0,0,0,27,574,232,40,"2,380",963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"1,041",421,40,"5,921","2,396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107055,24,1,7,55,2407055,#NAME?,22,0,0,0,0,0,0,0,0,0,0,0,0,12,345,140,14,735,297,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,629,255,16,"1,958",792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107070,24,1,7,70,2407070,#NAME?,22,0,0,0,0,0,0,0,0,0,0,0,0,9,389,157,10,443,179,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,498,202,15,"2,138",865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107080,24,1,7,80,2407080,#NAME?,31,1,x,x,0,0,0,1,x,x,0,0,0,10,200,81,23,"1,142",462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"1,284",520,20,"2,201",891,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
