AREAID,PROV,CAR,CD,CCS,CAR2,SGC,AREANAME,TOTAL,TYPORG2_1,TYPORG2_2,TYPORG2_3,TYPORG2_4,TYPORG2_5,TYPORG2_6,TYPORG_1,TYPORG_2,TYPORG_3,TYPORG_4,TYPORG_5,TYPORG_6,TYPORG_7,TYPORG_8,TYPORG_9,TYPORG_10,TYPORG_11,TYPORG_12,TYPORG_13,TYPORG_14,TYPORG_15,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPST,UNIMPST,EUNIMPST,NOTHLND,OTHLND,EOTHLND,CRPSFDT,CRPSFDT_1,CRPSFDT_2,CRPSFDT_3,CRPSFDT_4,CRPSFDT_5,CRPSFDT_6,CRPSFDT_7,CRPSFDT_8,CRPSFDT_9,CRPSFDT_10,CRPSFDT_11,CRPSFDT_12,NFERTIL,FERTIL,EFERTIL,NMANURE,MANURE,EMANURE,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NIRRIG,IRRIG,EIRRIG,NCROPROT,NCOVCROP,NGRASWAT,NSTRIPCR,NCONTOUR,NOTHSEC,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NWINDYES,WINDYES,NSALINYES,FRMSIZE,FRMSIZE_1,FRMSIZE_2,FRMSIZE_3,FRMSIZE_4,FRMSIZE_5,FRMSIZE_6,FRMSIZE_7,FRMSIZE_8,FRMSIZE_9,FRMSIZE_10,FRMSIZE_11,FRMSIZE_12,FRMSIZE_13,FRMSIZE_14,FRMSIZE_15
240234020,24,2,34,20,2,2434020,#NAME?,69,38,18,3,7,3,0,23,13,3,5,0,2,0,0,46,38,5,0,0,3,0,69,"15,352","6,213",69,"14,136","5,721",20,"1,216",492,3,55,22,19,"1,161",470,69,"15,352","6,213",59,"6,725","2,722",1,x,x,24,999,404,21,"1,608",651,68,x,x,59,1,4,17,18,9,3,5,1,1,0,0,0,42,"4,776","1,933",40,"2,179",882,33,"1,878",760,11,320,129,3,26,11,39,3,2,1,2,3,1,x,x,0,0,0,0,0,0,52,"2,999","1,214",49,"2,473","1,001",9,341,138,4,185,75,2,x,0,69,0,2,12,9,14,7,16,5,2,2,0,0,0,0,0
240234030,24,2,34,30,2,2434030,- Cap-SantÇ,47,26,8,4,9,0,0,18,7,4,6,0,1,0,0,29,26,1,0,2,0,0,47,"7,903","3,198",46,"7,345","2,972",9,558,226,0,0,0,9,558,226,47,"7,903","3,198",42,"4,602","1,862",2,x,x,21,727,294,18,830,336,35,x,x,42,2,3,7,13,10,6,1,0,0,0,0,0,28,"3,306","1,338",33,"1,596",646,27,"1,141",462,5,25,10,2,x,x,27,0,1,0,3,3,1,x,x,1,x,x,1,x,x,34,"1,560",631,34,"1,423",576,2,x,x,2,x,x,1,x,0,47,2,1,5,10,8,8,12,1,0,0,0,0,0,0,0
240234040,24,2,34,40,2,2434040,#NAME?,67,47,8,4,6,1,1,17,7,3,1,1,3,1,1,50,47,1,1,0,0,1,67,"14,237","5,762",67,"12,387","5,013",21,"1,850",749,2,x,x,20,x,x,67,"14,237","5,762",59,"7,769","3,144",2,x,x,32,"2,424",981,26,"1,475",597,60,x,x,59,2,2,23,11,10,3,3,2,3,0,0,0,29,"3,846","1,556",48,"3,585","1,451",17,"1,895",767,3,62,25,1,x,x,37,5,4,1,4,4,1,x,x,1,x,x,0,0,0,50,"3,525","1,427",45,"3,032","1,227",7,392,159,4,101,41,0,0,0,67,2,0,17,13,6,10,14,1,0,3,0,1,0,0,0
240234055,24,2,34,55,2,2434055,#NAME?,35,22,8,0,3,1,1,10,7,0,3,0,0,0,0,25,22,1,0,0,1,1,35,"5,849","2,367",35,"4,986","2,018",11,863,349,0,0,0,11,863,349,35,"5,849","2,367",31,"2,935","1,188",3,79,32,21,696,282,16,765,310,31,"1,374",556,31,0,1,13,8,6,2,0,1,0,0,0,0,19,"1,469",594,27,"1,579",639,9,487,197,1,x,x,3,108,44,16,1,2,1,1,2,0,0,0,2,x,x,1,x,x,24,981,397,24,x,x,0,0,0,1,x,x,1,x,0,35,1,0,5,10,5,4,9,1,0,0,0,0,0,0,0
240234060,24,2,34,60,2,2434060,#NAME?,36,24,5,1,5,1,0,10,5,1,4,0,0,0,0,26,24,0,0,1,1,0,36,"8,308","3,362",36,"7,904","3,199",6,404,163,0,0,0,6,404,163,36,"8,308","3,362",35,"3,678","1,488",1,x,x,24,"1,189",481,17,583,236,34,x,x,35,0,2,10,11,6,5,1,0,0,0,0,0,15,832,337,28,"1,249",505,13,388,157,1,x,x,0,0,0,22,0,1,0,3,2,1,x,x,0,0,0,0,0,0,30,"1,056",427,30,942,381,2,x,x,1,x,x,1,x,0,36,0,1,1,7,8,6,8,4,1,0,0,0,0,0,0
240234070,24,2,34,70,2,2434070,#NAME?,23,17,2,2,2,0,0,4,1,1,1,0,1,0,0,19,17,1,1,0,0,0,23,"5,741","2,323",23,"5,216","2,111",5,525,212,0,0,0,5,525,212,23,"5,741","2,323",21,"2,196",889,3,31,13,12,933,378,15,224,91,20,"2,357",954,22,0,2,8,4,4,2,2,0,0,0,0,0,15,857,347,16,617,250,4,125,51,3,22,9,0,0,0,15,2,0,0,0,0,0,0,0,2,x,x,1,x,x,19,690,279,18,x,x,2,x,x,1,x,x,0,0,0,23,0,0,3,4,2,1,10,2,1,0,0,0,0,0,0
240234080,24,2,34,80,2,2434080,#NAME?,49,33,10,3,3,0,0,14,10,3,0,0,1,0,0,35,33,0,0,2,0,0,49,"10,221","4,136",49,"8,947","3,621",11,"1,274",516,1,x,x,10,x,x,49,"10,221","4,136",47,"5,887","2,382",0,0,0,27,"1,249",505,17,641,259,46,"2,444",989,47,1,2,15,9,12,4,3,0,0,1,0,0,41,"4,104","1,661",42,"1,694",686,29,"1,777",719,1,x,x,0,0,0,32,1,2,2,5,3,0,0,0,0,0,0,0,0,0,45,"3,121","1,263",45,"2,910","1,178",2,x,x,3,x,x,2,x,0,49,1,0,5,7,10,10,14,1,0,1,0,0,0,0,0
240234085,24,2,34,85,2,2434085,#NAME?,39,26,8,1,4,0,0,10,7,1,1,0,1,0,0,29,26,1,0,2,0,0,39,"7,948","3,216",39,"7,606","3,078",7,342,138,0,0,0,7,342,138,39,"7,948","3,216",36,"4,746","1,921",1,x,x,23,815,330,19,729,295,29,x,x,36,0,0,3,16,11,3,3,0,0,0,0,0,25,"1,780",720,30,"1,577",638,20,621,251,1,x,x,1,x,x,28,0,1,1,3,0,1,x,x,0,0,0,1,x,x,33,"1,587",642,30,"1,458",590,2,x,x,1,x,x,0,0,0,39,0,0,3,4,11,10,9,2,0,0,0,0,0,0,0
240234090,24,2,34,90,2,2434090,#NAME?,74,42,14,2,13,3,0,18,9,1,4,1,3,0,0,56,42,5,1,6,2,0,74,"20,060","8,118",68,"17,141","6,937",19,"2,919","1,181",5,882,357,15,"2,037",824,74,"20,060","8,118",51,"8,737","3,536",1,x,x,22,"1,292",523,23,"1,136",460,64,x,x,51,1,1,16,6,9,3,10,3,2,0,0,0,21,"3,489","1,412",34,"3,077","1,245",19,"1,257",509,4,516,209,0,0,0,24,2,0,0,0,4,1,x,x,0,0,0,0,0,0,45,"4,819","1,950",42,"3,880","1,570",7,834,338,3,105,42,4,5,0,74,0,2,11,10,11,5,19,9,3,4,0,0,0,0,0
240234100,24,2,34,100,2,2434100,#NAME?,42,23,8,2,6,3,0,16,6,2,4,2,2,0,0,26,23,2,0,0,1,0,42,"9,280","3,755",41,"8,779","3,553",9,501,203,0,0,0,9,501,203,42,"9,280","3,755",33,"4,551","1,842",1,x,x,21,"1,196",484,14,593,240,37,x,x,33,0,2,4,13,7,2,4,1,0,0,0,0,23,"1,293",523,30,"1,563",633,18,782,316,1,x,x,1,x,x,20,0,1,0,2,2,1,x,x,0,0,0,1,x,x,31,"1,812",733,30,x,x,2,x,x,0,0,0,1,x,0,42,1,0,7,2,7,11,8,5,1,0,0,0,0,0,0
240234105,24,2,34,105,2,2434105,#NAME?,33,20,5,3,2,3,0,10,4,3,0,2,0,0,1,23,20,1,0,1,1,0,33,"6,950","2,813",32,"5,827","2,358",8,"1,123",454,0,0,0,8,"1,123",454,33,"6,950","2,813",23,"2,559","1,036",1,x,x,16,682,276,11,615,249,27,x,x,23,0,2,9,8,1,1,1,0,1,0,0,0,14,"1,642",664,21,"1,681",680,10,774,313,1,x,x,0,0,0,16,0,0,1,2,4,1,x,x,0,0,0,0,0,0,18,"1,234",499,16,x,x,2,x,x,0,0,0,3,5,0,33,0,0,8,5,3,4,10,1,2,0,0,0,0,0,0
240234115,24,2,34,115,2,2434115,- Saint-LÇonard-de-Portneuf,15,7,2,0,6,0,0,8,2,0,5,0,1,0,0,7,7,0,0,0,0,0,15,"5,663","2,292",15,"5,334","2,159",6,329,133,1,x,x,6,x,x,15,"5,663","2,292",14,"1,892",766,1,x,x,6,298,121,7,355,144,13,x,x,14,0,0,2,6,3,1,2,0,0,0,0,0,10,"1,127",456,12,563,228,6,282,114,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,1,x,x,0,0,0,13,753,305,12,572,231,4,181,73,0,0,0,0,0,0,15,0,0,0,1,2,4,5,0,0,3,0,0,0,0,0
240234130,24,2,34,130,2,2434130,#NAME?,51,30,14,2,2,3,0,17,13,1,0,1,2,0,0,34,30,1,1,0,2,0,51,"10,279","4,160",51,"9,077","3,673",12,"1,202",486,2,x,x,11,x,x,51,"10,279","4,160",33,"4,731","1,915",0,0,0,16,808,327,10,235,95,45,"4,505","1,823",33,0,2,12,6,3,5,1,3,1,0,0,0,26,"3,046","1,233",28,"1,725",698,12,"1,442",584,5,744,301,0,0,0,17,0,0,1,0,2,0,0,0,0,0,0,0,0,0,31,"2,032",822,30,x,x,2,x,x,1,x,x,1,x,0,51,0,2,12,8,6,9,8,2,3,1,0,0,0,0,0
240300000,24,3,0,0,3,2400000,#NAME?,"3,849","2,593",566,146,419,123,2,"1,078",486,130,230,61,129,11,31,"2,771","2,593",80,16,38,42,2,"3,849","774,478","313,420","3,783","729,754","295,321",538,"44,724","18,099",67,"5,245","2,123",489,"39,479","15,977","3,849","774,478","313,420","2,413","217,147","87,876",50,"1,741",705,"1,628","71,759","29,040","1,662","94,806","38,367","3,576","389,025","157,433","2,418",41,101,989,766,282,135,88,11,3,2,0,0,"1,613","115,140","46,595","2,107","140,788","56,975",460,"18,753","7,589",58,"2,963","1,199",41,986,399,"1,086",72,73,68,129,134,23,938,380,28,625,253,9,178,72,"1,811","53,005","21,450","1,723","45,478","18,404",136,"5,639","2,282",79,"1,888",764,62,115,0,"3,849",60,80,590,796,538,622,781,251,97,25,4,3,1,0,1
240326000,24,3,26,0,3,2426000,#NAME?,807,430,106,18,203,50,0,333,88,15,118,31,65,6,10,474,430,18,3,10,13,0,807,"124,089","50,217",796,"115,528","46,753",126,"8,561","3,465",8,288,117,122,"8,273","3,348",807,"124,089","50,217",596,"56,768","22,973",11,289,117,335,"11,466","4,640",345,"16,967","6,866",712,"38,599","15,620",596,8,26,235,198,67,32,24,3,1,2,0,0,338,"21,679","8,773",553,"50,681","20,510",204,"11,124","4,502",15,"1,422",575,13,555,225,291,16,23,17,25,27,7,198,80,5,91,37,0,0,0,483,"19,224","7,780",458,"15,678","6,345",41,"3,102","1,255",20,444,180,15,23,0,807,27,34,108,215,147,136,113,20,5,1,1,0,0,0,0
240326005,24,3,26,5,3,2426005,- Saint-êdouard-de-Frampton,84,61,18,3,2,0,0,18,15,1,1,0,1,0,0,66,61,3,2,0,0,0,84,"14,530","5,880",84,"13,743","5,562",14,787,318,0,0,0,14,787,318,84,"14,530","5,880",53,"4,184","1,693",2,x,x,29,878,355,42,"1,653",669,80,x,x,53,3,2,19,19,7,2,1,0,0,0,0,0,30,"1,321",535,49,"3,115","1,261",9,x,x,1,x,x,1,x,x,16,2,1,2,4,4,1,x,x,1,x,x,0,0,0,36,937,379,35,794,321,2,x,x,1,x,x,3,2,0,84,2,1,10,26,11,16,15,2,1,0,0,0,0,0,0
240326010,24,3,26,10,3,2426010,#NAME?,55,36,6,2,10,1,0,16,5,1,4,0,6,0,0,39,36,1,1,0,1,0,55,"9,415","3,810",55,"9,039","3,658",8,376,152,0,0,0,8,376,152,55,"9,415","3,810",38,"2,977","1,205",0,0,0,16,666,270,36,"2,283",924,50,"3,489","1,412",38,0,2,18,13,3,2,0,0,0,0,0,0,23,"1,274",516,35,"3,299","1,335",4,205,83,0,0,0,0,0,0,22,3,2,0,0,2,0,0,0,0,0,0,0,0,0,32,824,333,30,x,x,1,x,x,3,151,61,3,3,0,55,1,2,9,8,8,13,11,3,0,0,0,0,0,0,0
240326015,24,3,26,15,3,2426015,- VallÇe-Jonction,19,12,2,1,4,0,0,7,2,1,3,0,0,0,1,12,12,0,0,0,0,0,19,"3,759","1,521",18,"3,522","1,425",4,237,96,0,0,0,4,237,96,19,"3,759","1,521",17,"1,330",538,1,x,x,11,365,148,15,732,296,17,x,x,17,0,0,6,9,2,0,0,0,0,0,0,0,11,608,246,13,760,308,2,x,x,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,x,x,0,0,0,10,136,55,10,136,55,0,0,0,0,0,0,0,0,0,19,0,0,0,4,5,5,4,1,0,0,0,0,0,0,0
240326025,24,3,26,25,3,2426025,- Saint-ElzÇar-de-Beauce,95,44,10,2,26,13,0,45,10,2,17,8,5,1,2,50,44,0,0,3,3,0,95,"14,463","5,853",92,"13,673","5,533",9,790,320,0,0,0,9,790,320,95,"14,463","5,853",59,"5,590","2,262",3,51,21,40,"1,709",692,27,"1,217",493,91,"5,896","2,386",59,0,3,26,14,11,3,0,2,0,0,0,0,39,"2,839","1,149",54,"5,878","2,379",22,"1,666",674,1,x,x,3,139,56,28,0,3,3,1,1,2,x,x,1,x,x,0,0,0,46,"2,118",857,43,"1,501",607,5,x,x,2,x,x,0,0,0,95,6,6,14,17,17,15,16,3,1,0,0,0,0,0,0
240326030,24,3,26,30,3,2426030,#NAME?,106,70,12,2,21,1,0,31,10,2,10,1,8,0,0,75,70,2,0,3,0,0,106,"16,162","6,541",104,"15,125","6,121",17,"1,037",420,2,x,x,16,x,x,106,"16,162","6,541",82,"6,644","2,689",3,137,55,58,"1,999",809,51,"2,511","1,016",93,"4,871","1,971",82,2,3,42,20,7,5,3,0,0,0,0,0,46,"3,055","1,236",67,"4,362","1,765",17,900,364,3,157,64,1,x,x,45,4,5,5,9,5,2,x,x,1,x,x,0,0,0,62,"1,959",793,62,x,x,1,x,x,2,x,x,3,4,0,106,5,3,16,22,21,21,14,3,1,0,0,0,0,0,0
240326035,24,3,26,35,3,2426035,#NAME?,86,46,11,0,25,4,0,36,8,0,17,1,7,0,3,50,46,3,0,0,1,0,86,"13,510","5,467",86,"13,005","5,263",13,505,204,0,0,0,13,505,204,86,"13,510","5,467",69,"6,309","2,553",0,0,0,40,"1,349",546,26,864,350,80,"4,988","2,019",69,0,1,28,29,8,1,2,0,0,0,0,0,42,"2,311",935,60,"4,628","1,873",24,562,227,0,0,0,1,x,x,37,4,5,2,4,1,0,0,0,0,0,0,0,0,0,53,"1,368",554,51,"1,257",509,4,x,x,1,x,x,0,0,0,86,3,1,11,18,16,23,13,1,0,0,0,0,0,0,0
240326040,24,3,26,40,3,2426040,- Sainte-HÇnÇdine,72,44,8,3,15,2,0,25,7,3,7,1,6,1,0,47,44,1,0,1,1,0,72,"9,832","3,979",71,"9,260","3,747",10,572,231,1,x,x,10,x,x,72,"9,832","3,979",56,"5,860","2,371",0,0,0,21,559,226,37,"1,782",721,50,"1,631",660,56,2,4,15,20,6,4,4,1,0,0,0,0,36,"2,078",841,55,"4,621","1,870",23,721,292,0,0,0,2,x,x,34,0,0,0,1,2,0,0,0,0,0,0,0,0,0,52,"1,644",665,45,"1,317",533,8,285,115,4,42,17,1,x,0,72,1,6,9,20,19,7,9,1,0,0,0,0,0,0,0
240326050,24,3,26,50,3,2426050,#NAME?,24,16,0,0,7,1,0,8,0,0,4,1,3,0,0,16,16,0,0,0,0,0,24,"3,703","1,499",24,"3,176","1,285",6,527,213,1,x,x,5,x,x,24,"3,703","1,499",20,"1,754",710,0,0,0,9,387,157,7,446,180,22,"1,116",452,20,0,1,6,10,2,0,1,0,0,0,0,0,9,494,200,17,"1,465",593,6,281,114,2,x,x,2,x,x,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,606,245,15,x,x,2,x,x,0,0,0,0,0,0,24,1,1,2,6,7,4,2,1,0,0,0,0,0,0,0
240326055,24,3,26,55,3,2426055,#NAME?,147,42,22,2,62,19,0,98,20,2,39,13,20,1,3,49,42,2,0,1,4,0,147,"20,478","8,287",146,"18,916","7,655",22,"1,562",632,2,x,x,21,x,x,147,"20,478","8,287",103,"10,795","4,369",1,x,x,60,"2,016",816,66,"3,291","1,332",134,x,x,103,1,7,37,39,8,4,5,0,1,1,0,0,35,"1,515",613,115,"12,554","5,080",49,"3,353","1,357",4,285,115,2,x,x,42,2,3,1,4,6,1,x,x,0,0,0,0,0,0,83,"4,595","1,860",77,"3,784","1,531",8,662,268,5,149,60,2,x,0,147,5,11,22,49,32,13,9,3,2,0,1,0,0,0,0
240326065,24,3,26,65,3,2426065,#NAME?,119,59,17,3,31,9,0,49,11,3,16,6,9,3,1,70,59,6,0,2,3,0,119,"18,237","7,380",116,"16,069","6,503",23,"2,168",877,2,x,x,22,x,x,119,"18,237","7,380",99,"11,325","4,583",1,x,x,51,"1,538",622,38,"2,188",885,95,x,x,99,0,3,38,25,13,11,8,0,0,1,0,0,67,"6,184","2,503",88,"9,999","4,046",48,"3,312","1,340",4,581,235,1,x,x,56,1,4,3,1,5,1,x,x,1,x,x,0,0,0,94,"5,037","2,038",90,"3,898","1,577",10,x,x,2,x,x,3,7,0,119,3,3,15,45,11,19,20,2,0,1,0,0,0,0,0
240327000,24,3,27,0,3,2427000,#NAME?,588,430,89,5,47,16,1,133,76,5,28,7,12,0,5,455,430,13,0,5,6,1,588,"102,714","41,567",586,"97,942","39,636",81,"4,772","1,931",7,113,46,78,"4,659","1,885",588,"102,714","41,567",414,"32,189","13,026",6,164,66,304,"12,130","4,909",289,"13,438","5,438",557,"44,793","18,127",415,4,17,196,136,39,15,7,1,0,0,0,0,287,"16,148","6,535",366,"19,063","7,715",53,"1,301",526,4,169,68,7,171,69,165,11,14,14,25,26,2,x,x,3,x,x,1,x,x,296,"6,261","2,534",285,"5,312","2,150",16,510,206,13,439,178,10,26,0,588,8,17,104,92,112,114,117,14,7,3,0,0,0,0,0
240327010,24,3,27,10,3,2427010,#NAME?,135,104,16,1,11,3,0,25,13,1,4,1,4,0,2,110,104,3,0,2,1,0,135,"20,462","8,281",135,"19,864","8,039",7,598,242,0,0,0,7,598,242,135,"20,462","8,281",82,"6,309","2,553",1,x,x,67,"1,996",808,64,"2,752","1,114",128,x,x,82,0,3,36,30,10,3,0,0,0,0,0,0,52,"2,325",941,75,"4,129","1,671",12,211,85,2,x,x,2,x,x,34,3,4,3,5,14,0,0,0,0,0,0,1,x,x,54,"1,103",446,52,795,322,2,x,x,3,x,x,4,15,0,135,2,4,34,25,17,32,16,4,0,1,0,0,0,0,0
240327015,24,3,27,15,3,2427015,#NAME?,16,14,1,0,0,1,0,2,1,0,0,1,0,0,0,14,14,0,0,0,0,0,16,"1,433",580,16,x,x,1,x,x,0,0,0,1,x,x,16,"1,433",580,8,495,200,0,0,0,4,63,25,3,76,31,16,799,323,8,0,1,4,2,0,1,0,0,0,0,0,0,5,217,88,7,279,113,1,x,x,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48,19,5,48,19,0,0,0,0,0,0,0,0,0,16,0,1,10,1,1,2,1,0,0,0,0,0,0,0,0
240327020,24,3,27,20,3,2427020,#NAME?,39,28,5,1,2,3,0,6,3,1,1,0,0,0,1,33,28,2,0,1,2,0,39,"6,433","2,603",38,"5,947","2,407",11,486,197,1,x,x,11,x,x,39,"6,433","2,603",25,"1,895",767,1,x,x,17,509,206,19,770,312,36,x,x,25,0,2,7,13,2,1,0,0,0,0,0,0,21,"1,228",497,21,"1,037",420,8,160,65,0,0,0,1,x,x,11,0,0,0,1,2,1,x,x,0,0,0,0,0,0,22,408,165,21,x,x,1,x,x,0,0,0,1,x,0,39,1,0,11,2,9,7,7,1,1,0,0,0,0,0,0
240327030,24,3,27,30,3,2427030,#NAME?,44,31,5,1,3,3,1,9,4,1,2,0,0,0,2,35,31,1,0,0,2,1,44,"7,936","3,212",43,"7,215","2,920",8,721,292,0,0,0,8,721,292,44,"7,936","3,212",20,"1,879",760,1,x,x,12,930,376,16,857,347,41,x,x,20,1,0,8,4,5,1,1,0,0,0,0,0,17,"1,163",471,14,472,191,5,278,113,0,0,0,0,0,0,11,1,1,1,6,2,0,0,0,1,x,x,0,0,0,13,399,161,13,399,161,0,0,0,0,0,0,0,0,0,44,1,1,12,4,4,7,12,1,2,0,0,0,0,0,0
240327035,24,3,27,35,3,2427035,#NAME?,69,37,18,0,11,3,0,25,13,0,8,2,2,0,0,44,37,5,0,1,1,0,69,"16,266","6,583",69,"15,987","6,470",6,279,113,2,x,x,4,x,x,69,"16,266","6,583",52,"5,579","2,258",1,x,x,35,"2,122",859,30,"2,293",928,69,x,x,52,0,2,20,13,10,1,5,1,0,0,0,0,40,"3,006","1,216",47,"3,597","1,456",5,130,53,0,0,0,2,x,x,21,2,2,2,5,1,1,x,x,0,0,0,0,0,0,39,"1,274",516,38,"1,195",484,2,x,x,1,x,x,0,0,0,69,2,3,7,7,8,13,22,1,4,2,0,0,0,0,0
240327040,24,3,27,40,3,2427040,#NAME?,102,69,25,0,7,1,0,30,23,0,5,1,1,0,0,72,69,2,0,1,0,0,102,"20,513","8,301",102,"19,608","7,935",24,905,366,0,0,0,24,905,366,102,"20,513","8,301",87,"6,277","2,540",0,0,0,72,"3,202","1,296",58,"2,406",974,94,"8,628","3,492",87,1,1,45,33,4,3,0,0,0,0,0,0,69,"4,057","1,642",78,"3,250","1,315",12,232,94,0,0,0,1,x,x,38,1,6,6,4,3,0,0,0,0,0,0,0,0,0,72,"1,231",498,72,"1,096",444,5,x,x,1,x,x,3,3,0,102,1,3,4,10,31,23,25,5,0,0,0,0,0,0,0
240327050,24,3,27,50,3,2427050,- Saint-Joseph-des-êrables,18,14,2,0,2,0,0,4,2,0,1,0,1,0,0,14,14,0,0,0,0,0,18,"3,038","1,229",18,"3,038","1,229",0,0,0,0,0,0,0,0,0,18,"3,038","1,229",14,758,307,0,0,0,14,362,146,12,761,308,17,"1,157",468,14,0,2,8,3,1,0,0,0,0,0,0,0,10,291,118,10,358,145,1,x,x,0,0,0,0,0,0,5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,14,178,72,13,x,x,2,x,x,0,0,0,2,x,0,18,0,0,2,3,7,2,4,0,0,0,0,0,0,0,0
240327055,24,3,27,55,3,2427055,#NAME?,53,43,5,0,5,0,0,10,5,0,3,0,2,0,0,43,43,0,0,0,0,0,53,"8,457","3,422",53,"7,782","3,149",8,675,273,1,x,x,7,x,x,53,"8,457","3,422",41,"3,369","1,363",1,x,x,19,415,168,32,"1,302",527,48,x,x,41,1,0,17,18,3,2,0,0,0,0,0,0,19,981,397,36,"2,022",818,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,0,0,0,1,x,x,0,0,0,23,423,171,20,299,121,0,0,0,3,124,50,0,0,0,53,0,2,9,11,12,10,9,0,0,0,0,0,0,0,0
240327065,24,3,27,65,3,2427065,- Saint-FrÇdÇric,80,62,12,1,4,1,0,18,12,1,2,1,2,0,0,62,62,0,0,0,0,0,80,"13,146","5,320",80,"12,251","4,958",13,895,362,2,x,x,13,x,x,80,"13,146","5,320",64,"4,459","1,804",1,x,x,52,"2,006",812,34,"1,558",631,76,x,x,65,1,4,37,16,4,2,1,0,0,0,0,0,45,"2,644","1,070",57,"2,787","1,128",7,217,88,2,x,x,1,x,x,25,1,0,2,3,1,0,0,0,1,x,x,0,0,0,45,"1,071",433,42,810,328,4,138,56,5,123,50,0,0,0,80,1,2,9,21,17,14,14,2,0,0,0,0,0,0,0
240327070,24,3,27,70,3,2427070,- Saint-SÇverin,32,28,0,1,2,1,0,4,0,1,2,1,0,0,0,28,28,0,0,0,0,0,32,"5,030","2,036",32,x,x,3,x,x,1,x,x,3,127,51,32,"5,030","2,036",21,"1,169",473,0,0,0,12,525,212,21,663,268,32,"2,673","1,082",21,0,2,14,4,0,1,0,0,0,0,0,0,9,236,96,21,"1,132",458,2,x,x,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,126,51,9,126,51,0,0,0,0,0,0,0,0,0,32,0,1,6,8,6,4,7,0,0,0,0,0,0,0,0
240328000,24,3,28,0,3,2428000,#NAME?,359,294,30,16,15,3,1,52,25,11,7,1,4,1,3,307,294,5,5,1,1,1,359,"70,080","28,360",345,"63,970","25,888",63,"6,110","2,473",16,"1,478",598,50,"4,632","1,875",359,"70,080","28,360",159,"14,722","5,958",3,36,15,98,"3,687","1,492",105,"4,984","2,017",342,"46,651","18,879",159,6,4,62,53,19,7,7,0,1,0,0,0,107,"6,960","2,817",136,"6,109","2,472",19,653,264,4,147,59,1,x,x,76,4,1,7,8,4,2,x,x,1,x,x,1,x,x,123,"3,459","1,400",113,"3,089","1,250",8,216,87,10,154,62,2,x,0,359,5,0,61,99,41,53,60,29,6,4,1,0,0,0,0
240328005,24,3,28,5,3,2428005,#NAME?,76,65,4,5,2,0,0,7,4,1,1,0,1,0,0,69,65,0,4,0,0,0,76,"10,218","4,135",66,"8,389","3,395",19,"1,829",740,12,940,380,8,889,360,76,"10,218","4,135",22,"1,804",730,0,0,0,14,371,150,21,601,243,73,"7,442","3,012",22,1,0,11,5,3,1,1,0,0,0,0,0,14,425,172,21,668,270,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,19,274,111,17,235,95,3,x,x,1,x,x,0,0,0,76,2,0,21,27,7,8,8,3,0,0,0,0,0,0,0
240328015,24,3,28,15,3,2428015,- Sainte-AurÇlie,20,18,0,0,1,1,0,2,0,0,0,1,0,0,1,18,18,0,0,0,0,0,20,"3,100","1,255",18,"2,204",892,5,896,363,0,0,0,5,896,363,20,"3,100","1,255",3,511,207,0,0,0,1,x,x,4,144,58,20,x,x,3,0,0,1,1,0,0,1,0,0,0,0,0,2,x,x,4,220,89,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,138,56,3,x,x,0,0,0,1,x,x,0,0,0,20,0,0,5,8,1,2,2,2,0,0,0,0,0,0,0
240328020,24,3,28,20,3,2428020,#NAME?,42,33,7,1,1,0,0,8,6,1,0,0,0,0,1,34,33,1,0,0,0,0,42,"7,447","3,014",42,"7,308","2,957",4,139,56,0,0,0,4,139,56,42,"7,447","3,014",27,"2,092",847,1,x,x,16,598,242,10,493,200,37,x,x,27,0,1,10,14,1,1,0,0,0,0,0,0,19,"1,349",546,18,655,265,1,x,x,0,0,0,0,0,0,12,2,0,0,1,0,1,x,x,1,x,x,0,0,0,20,341,138,18,303,123,0,0,0,3,38,15,0,0,0,42,0,0,6,12,6,8,7,3,0,0,0,0,0,0,0
