AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NVALMCH,VALMCH,NTOTTRC,TOTTRC,T2WHTR,T4WHTR,TVALTRC,NTTRCU20,TTRCU20,TRCU202,TRCU204,VTRCU20,NTTRC20,TTRC20,TRC202,TRC204,VTRC20,NTTRC40,TTRC40,TRC402,TRC404,VTRC40,NTTRC100,TTRC100,TRC1002,TRC1004,VTRC100,NTTRC149,TTRC149,TRC1492,TRC1494,VTRC149,NTOTTRK,TOTTRK,TVALTRK,NPICKUP,PICKUP,VPICKUP,NOTHTRK,OTHTRK,VOTHTRK,NAUTMBL,AUTMBL,VALATO,NSWTHER,SWTHER,VSWTHER,NMOWERS,MOWERS,VMOWER,NTOTCOMB,TOTCOMB,TVALCMB,NSPCOMB,SPCOMB,VSPCOMB,NPTCOMB,PTCOMB,VPTCOMB,NTOTBAL,TOTBAL,TVALBAL,NBALSML,BALSML,VBALSML,NBALLRG,BALLRG,VBALLRG,NHARVST,HARVST,VHARVST,NVCULTSD,VCULTSD,NVALOEQ,VALOEQ,NCOMPNY,NTOTFCAP,TOTFCAP,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,FCAPDST,FCAPDST_1,FCAPDST_2,FCAPDST_3,FCAPDST_4,FCAPDST_5,FCAPDST_6,FCAPDST_7,FCAPDST_8
240215015,24,2,15,15,2415015,- La Malbaie,19,18,"774,443",17,36,28,8,"311,300",2,x,x,x,x,6,8,8,0,x,13,25,17,8,"274,000",1,x,x,x,x,0,0,0,0,0,13,18,"180,483",9,9,"42,883",7,9,"137,600",11,11,"55,550",5,x,"18,000",4,4,"8,650",0,0,0,0,0,0,0,0,0,11,11,"18,800",11,11,"18,800",0,0,0,0,0,0,7,"20,960",15,"160,700",2,19,"5,997,538",18,"774,443",18,"1,528,065",19,"3,695,030",19,"3,634,530",3,"60,500",19,1,1,5,7,1,4,0,0
240215025,24,2,15,25,2415025,- Notre-Dame-des-Monts,18,18,"611,735",18,32,19,13,"319,000",7,x,x,x,x,3,4,4,0,x,10,15,10,5,"168,500",2,x,x,x,x,0,0,0,0,0,8,11,"62,200",7,7,"22,200",3,4,"40,000",8,9,"68,500",2,x,x,8,8,"20,500",4,4,x,1,x,x,3,x,x,16,16,"44,500",15,x,x,1,x,x,1,x,x,13,"25,085",7,"31,250",0,18,"2,172,709",18,"611,735",16,"328,301",18,"1,232,673",18,x,1,x,18,0,7,9,2,0,0,0,0
240215045,24,2,15,45,2415045,- Riviäre-Malbaie,56,56,"2,409,060",53,103,61,42,"1,047,700",11,x,x,x,"58,700",13,16,14,2,"118,500",38,67,32,35,"760,500",2,x,x,x,x,2,x,x,x,x,39,59,"376,700",35,42,"219,000",10,17,"157,700",25,27,"183,975",8,8,x,24,24,"88,000",11,11,"105,500",7,7,x,4,4,x,44,49,"155,000",42,x,x,3,x,x,1,x,x,37,"129,400",31,"291,285",4,56,"11,610,511",56,"2,409,060",52,"1,962,798",56,"7,238,653",55,"5,977,738",16,"1,260,915",56,7,10,17,14,7,0,1,0
240216000,24,2,16,0,2416000,- Charlevoix,163,163,"7,998,720",148,333,259,74,"3,160,688",34,44,36,8,x,56,74,72,2,"424,000",112,191,136,55,"2,173,988",20,x,x,x,"345,600",2,x,x,x,x,87,104,"584,900",76,79,"425,700",22,25,"159,200",70,83,"525,613",33,34,"128,150",70,71,"272,250",42,45,"278,300",31,31,"233,500",14,14,"44,800",119,134,"581,700",112,116,"416,200",18,18,"165,500",21,21,"84,500",99,"448,681",102,"1,933,938",12,163,"46,036,882",163,"7,998,720",150,"9,912,868",163,"28,125,294",161,"26,923,815",37,"1,201,479",163,12,19,49,44,18,18,2,1
240216015,24,2,16,15,2416015,- Baie-Saint-Paul,36,36,"1,764,759",30,72,62,10,"669,338",6,8,7,1,x,14,20,19,1,"146,000",20,35,28,7,"366,588",7,9,8,1,x,0,0,0,0,0,12,13,"77,300",9,9,x,4,4,x,12,13,"93,913",5,6,"19,950",17,17,"70,450",7,7,"63,500",6,x,x,1,x,x,26,27,"110,900",25,x,x,1,x,x,8,8,"39,100",17,"57,775",23,"562,533",2,36,"6,873,957",36,"1,764,759",34,"1,203,478",36,"3,905,720",36,"3,785,220",5,"120,500",36,6,6,12,8,1,3,0,0
240216035,24,2,16,35,2416035,- Riviäre-du-Gouffre,27,27,"1,366,200",25,62,49,13,"583,350",9,13,13,0,"26,850",12,16,15,1,"113,000",18,30,19,11,"398,500",2,x,x,x,x,1,x,x,x,x,14,20,"80,200",13,14,"56,500",6,6,"23,700",13,15,"98,800",7,7,"38,000",14,14,"43,800",1,x,x,1,x,x,0,0,0,22,29,"141,000",21,23,"65,000",6,6,"76,000",3,x,x,17,"66,000",18,"285,250",2,27,"6,566,492",27,"1,366,200",26,"881,573",27,"4,318,719",27,"4,210,719",5,"108,000",27,2,4,6,10,3,2,0,0
240216045,24,2,16,45,2416045,- Les êboulements,46,46,"2,150,660",44,97,76,21,"944,500",6,6,5,1,"41,000",14,19,19,0,"87,500",37,67,50,17,"739,400",5,5,2,3,"76,600",0,0,0,0,0,24,29,"190,700",23,23,"153,700",4,6,"37,000",23,32,"160,700",6,6,"27,000",23,23,"111,200",21,23,"108,300",14,14,"82,000",9,9,"26,300",35,38,"176,000",33,33,"135,000",5,5,"41,000",6,6,"6,100",31,"125,605",29,"300,555",4,46,"13,752,245",46,"2,150,660",38,"3,466,720",46,"8,134,865",45,"7,724,886",17,"409,979",46,2,5,15,13,6,4,0,1
240216050,24,2,16,50,2416050,- Saint-Hilarion,34,34,"1,962,600",31,67,44,23,"644,000",7,x,x,x,x,8,9,9,0,"41,000",26,43,27,16,"429,000",5,x,x,x,"110,000",1,x,x,x,x,24,26,"157,000",20,21,"98,500",4,5,"58,500",15,15,"103,700",12,12,"39,000",10,11,"27,000",11,12,"90,500",9,x,x,3,x,x,23,26,"89,300",22,22,"58,300",4,4,"31,000",3,3,"17,000",22,"156,900",20,"638,200",3,34,"13,694,987",34,"1,962,600",34,"3,137,597",34,"8,594,790",33,"8,161,790",7,"433,000",34,0,3,8,9,5,7,2,0
240216055,24,2,16,55,2416055,- Saint-Urbain,20,20,"754,501",18,35,28,7,"319,500",6,x,x,x,x,8,10,10,0,"36,500",11,16,12,4,"240,500",1,x,x,x,x,0,0,0,0,0,13,16,"79,700",11,12,x,4,4,x,7,8,"68,500",3,3,"4,200",6,6,"19,800",2,x,x,1,x,x,1,x,x,13,14,"64,500",11,x,x,2,x,x,1,x,x,12,"42,401",12,"147,400",1,20,"5,149,201",20,"754,501",18,"1,223,500",20,"3,171,200",20,"3,041,200",3,"130,000",20,2,1,8,4,3,2,0,0
240217000,24,2,17,0,2417000,- L'Islet,690,685,"26,445,970",592,"1,155",891,264,"9,363,743",132,148,117,31,"597,291",247,280,249,31,"1,055,695",399,692,508,184,"6,953,424",24,29,15,14,"581,000",5,6,2,4,"176,333",411,469,"2,664,873",387,407,"2,282,818",55,62,"382,055",276,295,"1,607,569",55,56,"235,894",248,254,"901,257",113,114,"845,352",90,90,"793,760",24,24,"51,592",336,371,"1,572,204",318,328,"1,147,428",43,43,"424,776",72,74,"262,522",295,"1,398,936",434,"7,593,620",34,690,"110,081,226",685,"26,445,970",361,"17,016,187",690,"66,619,069",651,"62,725,727",179,"3,893,342",690,165,146,173,152,30,20,3,1
240217010,24,2,17,10,2417010,- Saint-Pamphile,55,54,"2,504,781",51,104,84,20,"928,300",5,6,6,0,"20,400",21,23,21,2,"90,800",42,72,56,16,"764,100",3,3,1,2,"53,000",0,0,0,0,0,40,44,"241,381",38,39,"222,381",5,5,"19,000",31,32,"164,800",4,4,x,34,35,"111,300",18,18,"61,040",14,14,"56,350",4,4,"4,690",41,52,"237,500",36,39,"127,700",13,13,"109,800",4,4,x,33,"110,250",38,"628,850",6,55,"11,133,595",54,"2,504,781",39,"1,853,235",55,"6,775,579",55,"6,501,452",18,"274,127",55,6,9,17,20,0,2,1,0
240217015,24,2,17,15,2417015,- Saint-Adalbert,56,55,"1,235,400",43,65,51,14,"392,800",7,x,x,x,x,21,22,21,1,"83,800",21,35,23,12,"272,000",1,x,x,x,x,0,0,0,0,0,36,37,"228,155",31,32,"201,700",5,5,"26,455",20,22,"80,445",1,x,x,10,11,"28,950",2,x,x,1,x,x,1,x,x,15,16,"61,250",14,x,x,2,x,x,0,0,0,14,"71,300",31,"354,500",0,56,"5,465,235",55,"1,235,400",16,"403,155",56,"3,826,680",52,"3,606,695",12,"219,985",56,21,15,14,4,1,1,0,0
240217020,24,2,17,20,2417020,- Saint-Marcel,55,55,"1,505,703",46,83,68,15,"496,570",6,7,7,0,"18,100",22,26,24,2,"103,500",32,50,37,13,"374,970",0,0,0,0,0,0,0,0,0,0,31,33,"169,400",30,30,"156,600",3,3,"12,800",22,23,"127,950",4,4,"12,800",16,16,"40,500",3,3,x,3,3,x,0,0,0,23,26,"138,000",22,22,"78,500",4,4,"59,500",3,x,x,16,"65,200",25,"433,333",2,55,"5,977,249",55,"1,505,703",23,"809,600",55,"3,661,946",51,"3,425,752",23,"236,194",55,20,10,16,7,2,0,0,0
240217025,24,2,17,25,2417025,- Sainte-FÇlicitÇ,22,22,"554,980",22,31,27,4,"211,842",8,9,8,1,"50,424",10,12,11,1,"58,526",7,10,8,2,"102,892",0,0,0,0,0,0,0,0,0,0,11,12,"73,626",11,12,"73,626",0,0,0,8,8,"59,789",1,x,x,5,5,"9,536",0,0,0,0,0,0,0,0,0,5,6,"28,353",5,x,x,1,x,x,0,0,0,2,x,12,"155,258",0,22,"1,888,868",22,"554,980",3,"135,343",22,"1,198,545",22,"1,163,545",3,"35,000",22,10,6,3,2,1,0,0,0
240217030,24,2,17,30,2417030,- Sainte-PerpÇtue,90,89,"2,061,470",62,87,62,25,"419,800",21,x,x,x,x,28,32,28,4,"109,900",24,30,20,10,"195,300",1,x,x,x,x,1,x,x,x,x,45,52,"321,100",44,46,"286,600",5,6,"34,500",22,25,"203,850",2,x,x,4,4,"4,200",1,x,x,1,x,x,0,0,0,10,10,"12,600",10,10,"12,600",0,0,0,1,x,x,12,x,57,"1,065,095",1,90,"8,042,513",89,"2,061,470",16,"271,427",90,"5,709,616",68,"4,388,550",38,"1,321,066",90,34,36,14,3,1,2,0,0
240217040,24,2,17,40,2417040,- Saint-Damase-de-l'Islet,47,46,"1,258,825",38,62,40,22,"567,600",9,x,x,x,x,11,12,7,5,"78,500",24,37,26,11,"400,000",0,0,0,0,0,2,x,x,x,x,28,31,"205,048",26,26,"169,048",5,5,"36,000",19,20,"130,100",8,8,"35,440",7,7,"18,440",3,3,"10,121",2,x,x,1,x,x,17,17,"60,019",16,x,x,1,x,x,4,4,"10,900",10,"32,400",22,"188,757",2,47,"6,589,396",46,"1,258,825",26,"1,684,610",47,"3,645,961",45,"3,481,616",8,"164,345",47,15,7,10,11,3,1,0,0
240217045,24,2,17,45,2417045,- Saint-Cyrille-de-Lessard,29,29,"1,736,720",24,56,43,13,"591,575",10,x,x,x,x,8,8,7,1,"35,000",21,36,26,10,"468,375",2,x,x,x,x,0,0,0,0,0,13,17,"81,200",13,x,x,2,x,x,14,15,"88,550",2,x,x,15,15,"51,850",6,6,"39,000",5,x,x,1,x,x,21,23,"102,900",21,x,x,1,x,x,6,6,x,22,"166,450",24,"573,195",1,29,"5,319,519",29,"1,736,720",21,"927,036",29,"2,655,763",28,"2,521,163",8,"134,600",29,5,5,10,5,2,2,0,0
240217050,24,2,17,50,2417050,- Saint-Eugäne,34,34,"721,995",30,50,43,7,"290,900",7,x,x,x,x,14,17,15,2,"50,800",18,24,19,5,"218,900",1,x,x,x,x,0,0,0,0,0,17,17,"69,000",15,x,x,2,x,x,6,6,"18,400",3,3,x,8,8,"13,400",2,x,x,2,x,x,0,0,0,15,16,"45,000",15,16,"45,000",0,0,0,3,3,"4,000",13,"34,800",20,"223,915",1,34,"3,014,359",34,"721,995",11,"276,882",34,"2,015,482",33,"1,922,782",6,"92,700",34,14,8,7,5,0,0,0,0
240217055,24,2,17,55,2417055,- Saint-Aubert,58,58,"2,175,672",49,100,63,37,"926,600",11,x,x,x,x,16,18,14,4,"92,500",36,64,36,28,"741,000",1,x,x,x,x,0,0,0,0,0,31,36,"265,991",30,32,"232,991",4,4,"33,000",27,31,"183,807",5,5,"15,000",16,16,"73,145",5,5,"17,800",3,x,x,2,x,x,27,28,"86,329",27,28,"86,329",0,0,0,6,6,"13,800",21,"94,000",36,"499,200",1,58,"8,488,386",58,"2,175,672",28,"1,175,612",58,"5,137,102",57,"5,025,302",6,"111,800",58,16,11,15,13,1,2,0,0
240217060,24,2,17,60,2417060,- Sainte-Louise,45,45,"2,642,460",43,94,67,27,"878,089",9,x,x,x,x,15,16,13,3,"53,924",35,65,46,19,"704,748",2,x,x,x,x,1,x,x,x,x,31,37,"211,597",27,31,"156,097",5,6,"55,500",25,26,"131,078",4,4,"10,500",25,25,"135,936",11,11,"103,500",10,x,x,1,x,x,32,36,"175,386",31,32,"134,386",4,4,"41,000",4,4,"21,187",26,"111,213",31,"863,974",2,45,"10,610,438",45,"2,642,460",34,"1,986,188",45,"5,981,790",44,"5,714,790",11,"267,000",45,6,6,11,12,6,4,0,0
240217065,24,2,17,65,2417065,- Saint-Roch-des-Aulnaies,37,37,"2,484,343",34,91,75,16,"935,533",10,10,9,1,"21,200",15,19,18,1,"60,000",30,56,45,11,"615,000",4,x,x,x,x,1,x,x,x,x,26,33,"234,659",25,26,"169,659",5,7,"65,000",13,14,"66,400",6,6,"56,700",18,19,"95,300",14,14,"147,500",13,x,x,1,x,x,25,26,"131,656",22,22,"101,608",4,4,"30,048",10,10,"74,800",26,"187,150",28,"554,645",6,37,"10,511,028",37,"2,484,343",25,"1,872,265",37,"6,154,420",37,"5,892,020",11,"262,400",37,3,4,10,13,2,4,1,0
240217070,24,2,17,70,2417070,- Saint-Jean-Port-Joli,98,97,"4,498,441",89,190,145,45,"1,660,684",21,24,19,5,"126,300",45,50,46,4,"172,045",60,110,78,32,"1,245,339",5,6,2,4,"117,000",0,0,0,0,0,68,80,"391,616",63,67,"310,316",10,13,"81,300",36,36,"172,100",7,7,"17,848",50,51,"180,700",26,27,"204,991",21,21,"196,510",6,6,"8,481",56,60,"242,961",52,53,"181,461",7,7,"61,500",14,15,"45,925",54,"270,168",66,"1,311,448",8,98,"20,369,264",97,"4,498,441",67,"2,952,060",98,"12,918,763",96,"12,443,563",21,"475,200",98,8,17,30,35,5,2,0,1
240217080,24,2,17,80,2417080,- L'Islet-sur-Mer,64,64,"3,065,180",61,142,123,19,"1,063,450",8,8,7,1,"11,250",21,25,24,1,"66,400",49,103,88,15,"850,800",4,6,4,2,"135,000",0,0,0,0,0,34,40,"172,100",34,36,"160,100",4,4,"12,000",33,37,"180,300",8,8,"46,800",40,42,"138,000",22,22,"215,900",15,15,"201,400",7,7,"14,500",49,55,"250,250",47,49,"189,050",6,6,"61,200",17,18,"39,350",46,"217,580",44,"741,450",4,64,"12,671,376",64,"3,065,180",52,"2,668,774",64,"6,937,422",63,"6,638,497",14,"298,925",64,7,12,16,22,6,0,1,0
240218000,24,2,18,0,2418000,- Montmagny,400,398,"19,871,757",362,830,652,178,"7,984,178",99,110,89,21,"451,900",131,158,148,10,"610,367",279,515,384,131,"5,902,711",36,42,29,13,"905,000",5,5,2,3,"114,200",214,245,"1,313,077",200,210,"1,004,433",30,35,"308,644",211,235,"1,208,319",68,68,"295,358",187,190,"734,407",68,69,"806,527",61,62,"774,050",7,7,"32,477",259,282,"1,295,343",251,254,"1,019,843",27,28,"275,500",61,63,"351,963",235,"1,276,097",272,"4,606,488",17,400,"94,673,153",398,"19,871,757",290,"17,556,815",400,"57,244,581",390,"54,322,110",111,"2,922,471",400,58,68,91,97,50,33,2,1
240218015,24,2,18,15,2418015,- Saint-Fabien-de-Panet,24,24,"570,200",20,41,31,10,"297,500",7,9,3,6,"96,000",8,x,x,x,x,12,19,15,4,"174,000",1,x,x,x,x,0,0,0,0,0,14,14,"50,300",12,x,x,2,x,x,9,10,"44,700",0,0,0,7,7,x,1,x,x,1,x,x,0,0,0,11,13,"41,900",11,x,x,1,x,x,0,0,0,8,"26,600",9,"92,700",1,24,"2,500,268",24,"570,200",13,"532,606",24,"1,397,462",23,"1,235,802",7,"161,660",24,12,4,4,3,1,0,0,0
240218020,24,2,18,20,2418020,- Sainte-Lucie-de-Beauregard,24,24,"639,650",18,28,22,6,"208,100",11,11,9,2,"41,100",4,5,4,1,"24,000",8,12,9,3,"143,000",0,0,0,0,0,0,0,0,0,0,10,10,"53,250",10,10,"53,250",0,0,0,13,15,"94,500",0,0,0,4,4,x,2,x,x,2,x,x,0,0,0,3,3,"24,500",3,3,"24,500",0,0,0,0,0,0,2,x,9,"212,000",0,24,"2,492,391",24,"639,650",3,"166,666",24,"1,686,075",18,"1,461,712",11,"224,363",24,8,9,4,2,0,1,0,0
240218025,24,2,18,25,2418025,- Sainte-Apolline-de-Patton,25,25,"466,327",17,26,13,13,"198,650",3,3,2,1,x,3,x,x,x,x,12,19,7,12,"126,700",0,0,0,0,0,1,x,x,x,x,10,12,"67,727",9,9,x,3,3,x,11,11,"30,989",1,x,x,5,6,x,1,x,x,1,x,x,0,0,0,10,11,"22,950",10,x,x,1,x,x,0,0,0,7,"20,995",16,"110,316",0,25,"1,852,028",25,"466,327",11,"222,360",25,"1,163,341",24,x,6,x,25,11,6,8,0,0,0,0,0
240218030,24,2,18,30,2418030,- Saint-Paul-de-Montminy,19,19,"509,680",18,31,27,4,"213,300",5,5,4,1,"14,800",4,4,3,1,"13,700",13,22,20,2,"184,800",0,0,0,0,0,0,0,0,0,0,13,13,"71,800",13,13,"71,800",0,0,0,5,6,"25,100",2,x,x,8,8,x,0,0,0,0,0,0,0,0,0,13,15,"54,700",13,x,x,1,x,x,2,x,x,11,"25,450",14,"93,350",3,19,"2,689,310",19,"509,680",13,"586,024",19,"1,593,606",19,"1,439,756",7,"153,850",19,3,4,8,3,1,0,0,0
240218040,24,2,18,40,2418040,- Notre-Dame-du-Rosaire,19,19,"354,370",18,28,24,4,"213,000",7,11,9,2,"69,000",3,x,x,x,x,11,13,11,2,"129,000",1,x,x,x,x,0,0,0,0,0,9,10,"51,300",8,x,x,1,x,x,6,6,"40,120",0,0,0,4,4,"4,900",2,x,x,2,x,x,0,0,0,9,9,"12,850",8,x,x,1,x,x,0,0,0,8,x,9,"25,100",0,19,"1,439,915",19,"354,370",12,"202,045",19,"883,500",18,x,2,x,19,6,9,4,0,0,0,0,0
240218045,24,2,18,45,2418045,- Cap-Saint-Ignace,81,80,"4,675,375",75,191,157,34,"1,751,254",26,31,26,5,x,32,40,39,1,"154,700",58,108,84,24,"1,198,154",7,x,x,x,x,2,x,x,x,x,54,71,"416,260",54,56,"242,260",10,15,"174,000",43,47,"213,400",19,19,x,42,43,"133,885",19,19,"229,200",18,x,x,1,x,x,56,60,"244,823",55,56,"197,823",4,4,"47,000",17,17,x,49,"308,364",68,"1,247,051",2,81,"23,981,229",80,"4,675,375",63,"4,127,563",81,"15,178,291",80,"14,361,791",23,"816,500",81,7,7,21,21,18,5,1,1
240218050,24,2,18,50,2418050,- Montmagny,76,76,"3,607,825",70,153,126,27,"1,453,600",16,16,15,1,"38,800",31,37,35,2,"120,500",56,95,72,23,"1,147,300",4,5,4,1,"147,000",0,0,0,0,0,32,35,"187,920",29,31,"176,920",4,4,"11,000",40,42,"253,500",14,14,"48,100",35,35,"147,240",12,12,"122,300",9,x,x,3,x,x,49,52,"219,807",49,49,"197,807",3,3,"22,000",11,12,"88,233",49,"235,100",47,"852,025",2,76,"17,963,738",76,"3,607,825",61,"2,945,501",76,"11,410,412",76,"10,808,292",20,"602,120",76,6,18,16,18,12,6,0,0
240218055,24,2,18,55,2418055,- Saint-Pierre-de-la-Riviäre-du-Sud,42,41,"2,754,713",39,105,88,17,"1,034,087",9,9,8,1,"20,450",19,20,20,0,"87,967",34,71,56,15,"803,670",5,5,4,1,"122,000",0,0,0,0,0,23,26,"158,212",20,22,"115,568",4,4,"42,644",27,35,"209,927",13,13,"71,769",26,26,"110,427",14,14,"173,727",11,11,"157,550",3,3,"16,177",34,38,"183,713",34,34,"146,213",4,4,"37,500",11,x,"64,931",31,"192,500",32,"555,420",5,42,"12,670,227",41,"2,754,713",33,"2,645,072",42,"7,270,442",42,"6,997,442",13,"273,000",42,2,1,9,19,5,6,0,0
240218060,24,2,18,60,2418060,- Saint-Franáois-de-la-Riviäre-du-Sud,90,90,"6,293,617",87,227,164,63,"2,614,687",15,15,13,2,"30,100",27,34,29,5,x,75,156,110,46,"1,996,087",18,x,x,x,"398,000",2,x,x,x,x,49,54,"256,308",45,48,"208,808",6,6,"47,500",57,63,"296,083",19,19,"94,400",56,57,"282,125",17,18,"245,500",17,18,"245,500",0,0,0,74,81,"490,100",68,68,"357,600",12,13,"132,500",20,21,"141,600",70,"454,288",68,"1,418,526",4,90,"29,084,047",90,"6,293,617",81,"6,128,978",90,"16,661,452",90,"16,124,974",22,"536,478",90,3,10,17,31,13,15,1,0
240219000,24,2,19,0,2419000,- Bellechasse,"1,121","1,107","64,884,852","1,018","2,668","2,181",487,"25,368,105",330,366,339,27,"933,905",364,452,424,28,"1,984,231",817,"1,664","1,292",372,"18,431,708",129,162,110,52,"3,345,400",23,24,16,8,"672,861",618,734,"4,268,947",570,603,"3,107,973",108,131,"1,160,974",653,750,"4,323,327",74,77,"273,377",625,646,"2,981,180",157,163,"1,914,122",149,153,"1,886,342",10,10,"27,780",729,803,"3,743,806",715,747,"3,164,070",55,56,"579,736",178,184,"1,103,099",675,"3,430,585",848,"17,478,304",85,"1,121","320,075,570","1,107","64,884,852",900,"64,858,274","1,121","190,332,444","1,108","181,876,748",197,"8,455,696","1,121",80,131,307,276,182,121,14,10
240219005,24,2,19,5,2419005,- Saint-PhilÇmon,22,22,"799,400",16,35,21,14,"301,800",3,3,2,1,"4,100",5,11,7,4,"61,500",13,21,12,9,"236,200",0,0,0,0,0,0,0,0,0,0,7,8,"45,200",6,x,x,2,x,x,9,9,"62,500",0,0,0,9,9,"43,900",1,x,x,1,x,x,0,0,0,12,13,"63,800",12,x,x,1,x,x,2,x,x,7,"37,000",17,"235,700",0,22,"3,816,503",22,"799,400",11,"731,653",22,"2,285,450",22,"2,147,300",6,"138,150",22,3,4,11,1,1,2,0,0
240219010,24,2,19,10,2419010,- Notre-Dame-Auxiliatrice-de-Buckland,46,45,"1,028,900",37,69,60,9,"390,800",6,x,x,x,x,15,20,20,0,"57,000",25,39,31,8,"305,000",1,x,x,x,x,0,0,0,0,0,21,24,"114,700",18,19,"79,600",5,5,"35,100",22,25,"110,100",3,3,x,17,17,"40,800",3,3,x,3,3,x,0,0,0,31,35,"49,350",31,x,x,1,x,x,4,4,"8,067",27,"61,550",35,"241,100",1,46,"5,796,096",45,"1,028,900",33,"1,050,247",46,"3,716,949",46,"3,470,424",9,"246,525",46,8,10,23,5,0,0,0,0
240219015,24,2,19,15,2419015,- Saint-Nazaire-de-Dorchester,27,27,"1,467,645",26,56,33,23,"623,000",3,x,x,x,x,9,9,6,3,"56,000",23,36,19,17,"412,000",5,5,2,3,"118,000",1,x,x,x,x,14,17,"83,400",14,x,x,2,x,x,14,14,"75,000",2,x,x,15,16,"50,950",1,x,x,1,x,x,0,0,0,16,17,"42,950",16,17,"42,950",0,0,0,4,4,"33,200",15,"61,545",19,"490,300",0,27,"7,145,766",27,"1,467,645",20,"1,480,930",27,"4,197,191",27,x,4,x,27,2,4,9,5,4,3,0,0
240219020,24,2,19,20,2419020,- Saint-LÇon-de-Standon,58,58,"2,338,576",55,133,103,30,"997,746",14,16,15,1,"32,500",23,32,29,3,"190,574",40,77,56,21,"692,672",6,8,3,5,"82,000",0,0,0,0,0,38,47,"248,600",37,39,"186,100",6,8,"62,500",31,37,"165,150",2,x,x,33,37,"136,964",2,x,x,2,x,x,0,0,0,37,49,"164,729",37,43,"115,729",5,6,"49,000",9,9,"42,550",24,"55,840",44,"512,997",2,58,"12,706,561",58,"2,338,576",49,"2,717,717",58,"7,650,268",58,"7,305,268",7,"345,000",58,2,12,17,17,6,4,0,0
240219025,24,2,19,25,2419025,- Saint-Malachie,56,51,"2,404,322",46,106,91,15,"969,322",18,20,17,3,"78,822",17,20,18,2,"106,500",29,52,42,10,"543,000",7,x,x,x,x,2,x,x,x,x,30,40,"272,400",26,29,"182,400",10,11,"90,000",25,27,"121,600",1,x,x,21,22,"76,200",1,x,x,1,x,x,0,0,0,26,30,"93,500",25,27,"55,500",3,3,"38,000",4,4,x,21,"60,400",38,"764,800",3,56,"13,619,881",51,"2,404,322",43,"3,041,753",56,"8,173,806",56,"8,025,806",5,"148,000",56,7,11,18,9,4,5,1,1
240219040,24,2,19,40,2419040,- Saint-CajÇtan-d'Armagh,53,53,"1,935,574",46,98,72,26,"880,300",9,10,10,0,"34,000",20,20,18,2,"82,200",36,62,41,21,"670,100",3,x,x,x,x,1,x,x,x,x,27,32,"172,800",24,29,"155,800",3,3,"17,000",25,30,"130,700",0,0,0,24,24,"67,000",3,3,"13,000",3,3,"13,000",0,0,0,25,31,"163,200",22,23,"62,200",8,8,"101,000",4,4,"23,000",21,"77,965",34,"407,609",1,53,"10,180,603",53,"1,935,574",31,"1,823,563",53,"6,421,466",51,"5,756,466",14,"665,000",53,7,12,14,13,4,3,0,0
240219045,24,2,19,45,2419045,- Saint-NÇrÇe,41,41,"1,080,845",36,65,55,10,"406,300",6,6,6,0,x,14,20,19,1,"61,800",23,34,27,7,"273,700",3,x,x,x,"42,000",1,x,x,x,x,19,19,"127,050",17,x,x,2,x,x,29,31,"196,200",1,x,x,16,17,"35,600",2,x,x,2,x,x,0,0,0,24,24,"27,750",23,x,x,1,x,x,3,3,"20,000",16,"29,925",27,"231,020",3,41,"4,886,937",41,"1,080,845",26,"746,572",41,"3,059,520",41,x,3,x,41,10,10,15,4,2,0,0,0
240219050,24,2,19,50,2419050,- Saint-Lazare,71,70,"3,469,111",66,168,135,33,"1,458,600",17,19,16,3,"44,900",23,29,29,0,"79,300",56,116,87,29,"1,216,400",3,4,3,1,"118,000",0,0,0,0,0,38,43,"223,500",34,34,"186,100",7,9,"37,400",49,54,"253,400",3,3,"6,200",44,45,"156,500",6,6,"71,000",6,6,"71,000",0,0,0,50,54,"251,701",50,51,"207,501",3,3,"44,200",7,7,"51,500",53,"167,600",51,"829,110",3,71,"14,720,918",70,"3,469,111",57,"2,961,195",71,"8,290,612",70,"7,666,872",10,"623,740",71,5,9,27,22,6,2,0,0
240219055,24,2,19,55,2419055,- Sainte-Claire,83,82,"5,463,504",78,202,170,32,"2,266,100",27,28,28,0,"46,800",25,30,27,3,"195,300",61,117,97,20,"1,331,000",20,x,x,x,x,2,x,x,x,x,48,63,"511,300",44,48,"272,300",9,15,"239,000",51,60,"437,500",2,x,x,43,45,"210,000",13,13,"174,271",13,13,"174,271",0,0,0,49,52,"271,401",47,48,"229,401",4,4,"42,000",17,17,x,41,"176,100",63,"1,273,932",12,83,"29,894,249",82,"5,463,504",71,"6,331,698",83,"18,099,047",83,"17,440,143",9,"658,904",83,7,5,25,16,14,10,4,2
