HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTFAREA,TFAREA,ETFAREA,NAOWNED01,AOWNED01,EAOWNED01,NTLSRTCS01,TLSRTCS01,ETLSRTCS01,NALSDGV01,ALSDGV01,EALSDGV01,NARNTED01,ARNTED01,EARNTED01,NACRPSH01,ACRPSH01,EACRPSH01,NAOWNED,AOWNED,EAOWNED,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NACRPSHR,ACRPSHR,EACRPSHR,NAOTUSED,AOTUSED,EAOTUSED,NTOTLAND1,TOTLAND1,ETOTLAND1,NRNTEDOT,RNTEDOT,ERNTEDOT,NCRPSHROT,CRPSHROT,ECRPSHROT,NUSEDOT,USEDOT,EUSEDOT,NAREAOT1,AREAOT1,EAREAOT1,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPAST,UNIMPAST,EUNIMPAST,NWOODWET,WOODWET,EWOODWET,NWOODXMAS,WOODXMAS,EWOODXMAS,NOTHLAND,OTHLAND,EOTHLAND,NOTHLND01,OTHLND01,EOTHLND01
24,14,39,130,Saint-Samuel,20,20,"5,298","2,144",18,x,x,9,x,x,0,0,0,9,x,x,0,0,0,18,"4,336","1,755",0,0,0,8,980,397,0,0,0,1,x,x,20,x,x,1,x,x,0,0,0,0,0,0,1,x,x,20,"5,298","2,144",16,"4,212","1,705",0,0,0,6,x,x,2,x,x,12,x,x,12,810,328,12,66,27,16,876,355
24,14,39,135,Saint-Valäre,57,57,"15,790","6,390",56,x,x,11,x,x,2,x,x,10,x,x,0,0,0,56,"15,555","6,295",2,x,x,10,780,316,0,0,0,1,x,x,57,x,x,1,x,x,0,0,0,0,0,0,1,x,x,57,"15,790","6,390",45,"11,337","4,588",0,0,0,14,426,172,13,183,74,39,x,x,39,"3,531","1,429",26,313,127,44,"3,844","1,556"
24,14,39,145,Saint-Rosaire,41,41,"10,969","4,439",39,x,x,10,x,x,0,0,0,10,x,x,0,0,0,39,"9,944","4,024",0,0,0,9,"1,076",435,0,0,0,1,x,x,41,x,x,1,x,x,0,0,0,1,x,x,2,x,x,41,"10,969","4,439",31,"6,469","2,618",2,x,x,17,635,257,9,402,163,32,"3,229","1,307",32,"3,229","1,307",17,x,x,36,x,x
24,14,39,150,Sainte-Anne-du-Sault,22,22,"6,805","2,754",21,"5,904","2,389",5,901,365,0,0,0,5,901,365,0,0,0,21,"6,159","2,492",0,0,0,4,x,x,0,0,0,1,x,x,22,"7,060","2,857",4,x,x,0,0,0,1,x,x,4,255,103,22,"6,805","2,754",18,"4,017","1,626",1,x,x,7,266,108,8,164,66,19,"2,207",893,19,"2,207",893,11,x,x,21,x,x
24,14,39,170,Saint-Louis-de-Blandford,26,26,"9,873","3,995",25,x,x,5,x,x,0,0,0,5,x,x,0,0,0,25,"8,525","3,450",0,0,0,4,"1,631",660,0,0,0,1,x,x,26,x,x,1,x,x,0,0,0,1,x,x,2,x,x,26,"9,873","3,995",20,"5,370","2,173",1,x,x,7,735,297,8,377,153,18,"2,907","1,176",18,"2,907","1,176",15,x,x,21,x,x
24,5,40,0,Asbestos,266,266,"77,869","31,512",258,x,x,96,x,x,3,x,x,93,x,x,3,115,47,258,"67,475","27,306",3,x,x,82,"10,500","4,249",3,115,47,15,x,x,266,"79,720","32,262",14,x,x,0,0,0,2,x,x,16,"1,851",749,266,"77,869","31,512",225,"35,640","14,423",4,69,28,98,"5,046","2,042",118,"6,217","2,516",224,"27,287","11,043",225,"27,414","11,094",146,"3,483","1,410",245,"30,897","12,504"
24,5,40,5,Saint-Joseph-de-Ham-Sud,18,18,"5,912","2,393",17,"5,139","2,080",7,773,313,1,x,x,6,x,x,0,0,0,17,"5,139","2,080",1,x,x,5,289,117,0,0,0,1,x,x,18,x,x,1,x,x,0,0,0,0,0,0,1,x,x,18,"5,912","2,393",14,"1,718",695,0,0,0,10,534,216,10,512,207,17,"3,013","1,219",17,"3,013","1,219",8,135,55,17,"3,148","1,274"
24,5,40,10,Saint-Adrien,19,19,"7,775","3,146",17,x,x,10,x,x,0,0,0,10,x,x,0,0,0,17,"6,164","2,494",0,0,0,9,"1,484",601,0,0,0,1,x,x,19,x,x,0,0,0,0,0,0,2,x,x,2,x,x,19,"7,775","3,146",10,"1,586",642,0,0,0,6,739,299,11,"1,058",428,18,"3,827","1,549",18,"3,827","1,549",11,565,229,18,"4,392","1,777"
24,5,40,17,Wotton,75,75,"22,371","9,053",73,"18,181","7,358",30,"4,190","1,696",1,x,x,28,x,x,2,x,x,73,"18,676","7,558",1,x,x,27,"3,865","1,564",2,x,x,1,x,x,75,"22,866","9,254",4,495,200,0,0,0,0,0,0,4,495,200,75,"22,371","9,053",63,"12,335","4,992",1,x,x,29,"1,529",619,18,"1,154",467,61,x,x,62,"6,684","2,705",38,x,x,68,x,x
24,5,40,25,Saint-Camille,35,35,"11,039","4,467",34,x,x,11,x,x,0,0,0,11,x,x,0,0,0,34,"10,369","4,196",0,0,0,9,789,319,0,0,0,4,x,x,35,x,x,2,x,x,0,0,0,0,0,0,2,x,x,35,"11,039","4,467",31,"4,634","1,875",0,0,0,11,290,117,19,545,221,28,x,x,28,"4,766","1,929",20,804,325,32,"5,570","2,254"
24,5,40,32,Saint-Georges-de-Windsor,45,45,"14,016","5,672",44,x,x,15,x,x,0,0,0,15,x,x,0,0,0,44,"12,776","5,170",0,0,0,14,"1,548",626,0,0,0,2,x,x,45,x,x,2,x,x,0,0,0,0,0,0,2,x,x,45,"14,016","5,672",41,"7,410","2,999",2,x,x,18,900,364,18,"1,394",564,34,"3,392","1,373",34,"3,392","1,373",27,x,x,41,x,x
24,5,40,47,Danville,74,74,"16,756","6,781",73,x,x,23,x,x,1,x,x,23,x,x,1,x,x,73,"14,351","5,808",1,x,x,18,"2,525","1,022",1,x,x,6,x,x,74,"17,202","6,961",5,446,180,0,0,0,0,0,0,5,446,180,74,"16,756","6,781",66,"7,957","3,220",1,x,x,24,"1,054",427,42,"1,554",629,66,"5,732","2,320",66,"5,732","2,320",42,x,x,69,x,x
24,5,41,0,Le Haut-Saint-Franáois,488,488,"164,149","66,429",478,"143,531","58,085",175,"20,618","8,344",3,359,145,169,"19,751","7,993",4,508,206,478,"144,661","58,542",3,359,145,151,"18,476","7,477",4,508,206,26,"1,275",516,488,"165,279","66,886",20,x,x,2,x,x,5,134,54,27,"1,130",457,488,"164,149","66,429",385,"53,221","21,538",9,150,61,189,"11,895","4,814",224,"13,667","5,531",426,"74,388","30,104",433,"78,349","31,707",293,"6,867","2,779",456,"85,216","34,486"
24,5,41,12,Saint-Isidore-de-Clifton,52,52,"19,038","7,704",51,"16,777","6,789",16,"2,261",915,1,x,x,15,x,x,0,0,0,51,"16,998","6,879",1,x,x,14,"2,098",849,0,0,0,3,x,x,52,"19,259","7,794",6,221,89,0,0,0,0,0,0,6,221,89,52,"19,038","7,704",39,"5,744","2,325",2,x,x,24,"2,076",840,24,"1,713",693,44,"8,587","3,475",45,"9,004","3,644",25,x,x,49,x,x
24,5,41,27,La Patrie,40,40,"14,948","6,049",38,x,x,16,x,x,2,x,x,15,x,x,0,0,0,38,"12,934","5,234",2,x,x,14,"1,783",722,0,0,0,1,x,x,40,x,x,2,x,x,0,0,0,0,0,0,2,x,x,40,"14,948","6,049",24,"4,025","1,629",0,0,0,16,"1,616",654,17,727,294,37,"7,879","3,189",37,"8,219","3,326",18,361,146,38,"8,580","3,472"
24,5,41,38,Cookshire-Eaton,185,185,"63,369","25,645",183,"55,928","22,633",67,"7,441","3,011",0,0,0,65,x,x,2,x,x,183,"56,452","22,845",0,0,0,54,"6,526","2,641",2,x,x,14,x,x,185,"63,893","25,857",8,x,x,1,x,x,1,x,x,10,524,212,185,"63,369","25,645",163,"20,988","8,494",2,x,x,76,"4,214","1,705",84,"5,560","2,250",160,"27,582","11,162",163,"29,607","11,982",124,x,x,174,x,x
24,5,41,55,Ascot Corner,16,16,"3,807","1,541",16,x,x,4,x,x,0,0,0,4,x,x,0,0,0,16,"3,721","1,506",0,0,0,4,x,x,0,0,0,0,0,0,16,x,x,1,x,x,0,0,0,0,0,0,1,x,x,16,"3,807","1,541",13,"1,478",598,1,x,x,4,152,62,6,170,69,13,x,x,13,"1,715",694,11,x,x,14,x,x
24,5,41,65,Westbury,28,28,"6,484","2,624",28,"4,785","1,936",12,"1,699",688,0,0,0,10,x,x,2,x,x,28,"4,950","2,003",0,0,0,8,x,x,2,x,x,3,267,108,28,"6,649","2,691",1,x,x,1,x,x,1,x,x,3,165,67,28,"6,484","2,624",24,"2,966","1,200",0,0,0,9,292,118,11,765,310,24,"2,203",892,24,"2,203",892,18,258,104,25,"2,461",996
24,5,41,70,Bury,47,47,"15,109","6,114",47,x,x,12,x,x,0,0,0,12,x,x,0,0,0,47,"13,542","5,480",0,0,0,11,"1,530",619,0,0,0,1,x,x,47,x,x,0,0,0,0,0,0,2,x,x,2,x,x,47,"15,109","6,114",32,"4,294","1,738",0,0,0,19,"1,029",416,23,"1,416",573,38,x,x,40,"7,768","3,144",29,602,244,43,"8,370","3,387"
24,5,41,85,Lingwick,33,33,"11,726","4,745",32,x,x,10,x,x,0,0,0,10,x,x,0,0,0,32,"10,591","4,286",0,0,0,10,"1,122",454,0,0,0,1,x,x,33,x,x,1,x,x,0,0,0,0,0,0,1,x,x,33,"11,726","4,745",24,"2,671","1,081",0,0,0,9,654,265,14,983,398,31,"6,538","2,646",32,"7,009","2,836",16,409,166,32,"7,418","3,002"
24,5,41,98,Weedon,45,45,"13,169","5,329",42,x,x,20,x,x,0,0,0,20,x,x,0,0,0,42,"11,582","4,687",0,0,0,19,"1,600",647,0,0,0,1,x,x,45,x,x,1,x,x,0,0,0,0,0,0,1,x,x,45,"13,169","5,329",30,"4,389","1,776",1,x,x,12,655,265,18,"1,007",408,41,"5,900","2,388",41,"6,306","2,552",26,x,x,42,x,x
24,5,41,117,Dudswell,42,42,"16,499","6,677",41,x,x,18,x,x,0,0,0,18,x,x,0,0,0,41,"13,891","5,621",0,0,0,17,x,x,0,0,0,2,x,x,42,x,x,0,0,0,0,0,0,1,x,x,1,x,x,42,"16,499","6,677",36,"6,666","2,698",3,22,9,20,"1,207",488,27,"1,326",537,38,x,x,38,"6,518","2,638",26,760,308,39,"7,278","2,945"
24,5,42,0,Le Val-Saint-Franáois,491,491,"125,865","50,936",475,x,x,166,x,x,2,x,x,162,x,x,4,x,x,476,"102,927","41,653",2,x,x,141,"22,702","9,187",4,x,x,39,"2,245",909,491,"128,117","51,847",30,"1,997",808,2,x,x,7,x,x,37,"2,252",911,491,"125,865","50,936",365,"50,854","20,580",3,81,33,179,"9,924","4,016",232,"11,777","4,766",411,"46,407","18,780",411,"46,740","18,915",284,"6,489","2,626",456,"53,229","21,541"
24,5,42,5,Stoke,39,39,"11,568","4,681",38,"8,718","3,528",15,"2,850","1,153",0,0,0,15,x,x,1,x,x,38,"8,718","3,528",0,0,0,12,"2,200",890,1,x,x,6,x,x,39,"11,568","4,681",0,0,0,0,0,0,0,0,0,0,0,0,39,"11,568","4,681",32,"5,876","2,378",0,0,0,12,449,182,13,841,340,31,x,x,31,"4,000","1,619",24,402,163,37,"4,402","1,781"
24,5,42,20,Saint-Franáois-Xavier-de-Brompton,40,40,"10,958","4,435",38,"8,696","3,519",14,"2,262",915,0,0,0,13,x,x,1,x,x,38,"9,002","3,643",0,0,0,10,"1,980",801,1,x,x,6,x,x,40,"11,264","4,558",3,x,x,2,x,x,0,0,0,5,306,124,40,"10,958","4,435",32,"5,930","2,400",1,x,x,12,x,x,20,"1,165",471,31,x,x,31,"2,633","1,066",23,711,288,38,"3,344","1,353"
24,5,42,32,Racine,48,48,"9,187","3,718",44,x,x,22,x,x,0,0,0,21,"2,776","1,123",1,x,x,44,"6,382","2,583",0,0,0,18,"2,485","1,006",1,x,x,5,291,118,48,x,x,2,x,x,0,0,0,0,0,0,2,x,x,48,"9,187","3,718",34,"3,693","1,495",0,0,0,13,624,253,20,751,304,39,x,x,39,"3,412","1,381",26,707,286,42,"4,119","1,667"
24,5,42,40,Bonsecours,26,26,"4,979","2,015",25,x,x,5,x,x,0,0,0,5,x,x,0,0,0,25,"4,414","1,786",0,0,0,4,x,x,0,0,0,2,x,x,26,"5,179","2,096",4,200,81,0,0,0,0,0,0,4,200,81,26,"4,979","2,015",16,"1,201",486,1,x,x,5,x,x,7,240,97,26,"2,711","1,097",26,"2,936","1,188",10,286,116,26,"3,222","1,304"
24,5,42,50,Sainte-Anne-de-la-Rochelle,50,50,"13,959","5,649",49,"11,391","4,610",13,"2,568","1,039",0,0,0,13,"2,568","1,039",0,0,0,49,"11,861","4,800",0,0,0,12,x,x,0,0,0,2,x,x,50,"14,429","5,839",4,470,190,0,0,0,0,0,0,4,470,190,50,"13,959","5,649",32,"4,142","1,676",0,0,0,19,"1,640",664,24,"1,076",435,41,x,x,41,"6,805","2,754",27,296,120,43,"7,101","2,874"
24,5,42,60,Valcourt,34,34,"8,706","3,523",33,"5,682","2,299",12,"3,024","1,224",0,0,0,12,"3,024","1,224",0,0,0,33,"5,899","2,387",0,0,0,11,"2,893","1,171",0,0,0,3,131,53,34,"8,923","3,611",4,x,x,0,0,0,1,x,x,4,217,88,34,"8,706","3,523",21,"3,125","1,265",1,x,x,12,x,x,16,"1,093",442,30,"3,469","1,404",30,"3,469","1,404",20,615,249,32,"4,084","1,653"
24,5,42,65,Maricourt,33,33,"7,437","3,010",32,"6,548","2,650",7,889,360,0,0,0,7,889,360,0,0,0,32,"6,729","2,723",0,0,0,6,x,x,0,0,0,1,x,x,33,"7,618","3,083",3,181,73,0,0,0,0,0,0,3,181,73,33,"7,437","3,010",21,"2,907","1,176",0,0,0,9,579,234,10,424,172,27,"2,695","1,091",27,"2,695","1,091",13,832,337,30,"3,527","1,427"
24,5,42,75,Melbourne,71,71,"21,445","8,678",69,"16,493","6,674",30,"4,952","2,004",0,0,0,30,"4,952","2,004",0,0,0,69,"16,833","6,812",0,0,0,27,"4,653","1,883",0,0,0,6,299,121,71,"21,785","8,816",3,x,x,0,0,0,1,x,x,4,340,138,71,"21,445","8,678",60,"8,738","3,536",0,0,0,31,"1,526",618,40,"1,713",693,62,x,x,62,"8,857","3,584",48,611,247,69,"9,468","3,832"
24,5,42,95,Val-Joli,58,58,"13,288","5,377",57,x,x,15,x,x,0,0,0,14,x,x,1,x,x,58,"12,221","4,946",0,0,0,13,x,x,1,x,x,1,x,x,58,"13,583","5,497",4,x,x,0,0,0,2,x,x,6,295,119,58,"13,288","5,377",50,"5,875","2,378",0,0,0,28,"1,896",767,25,"1,043",422,49,x,x,49,"3,839","1,554",38,635,257,54,"4,474","1,811"
24,5,42,100,Saint-Claude,39,39,"8,833","3,575",38,x,x,11,x,x,2,x,x,10,x,x,0,0,0,38,"7,748","3,136",2,x,x,10,"1,055",427,0,0,0,1,x,x,39,x,x,1,x,x,0,0,0,2,x,x,2,x,x,39,"8,833","3,575",26,"4,130","1,671",0,0,0,14,709,287,19,857,347,32,"2,842","1,150",32,"2,842","1,150",19,295,119,35,"3,137","1,269"
24,5,42,110,Cleveland,53,53,"15,505","6,275",52,"12,974","5,250",22,"2,531","1,024",0,0,0,22,"2,531","1,024",0,0,0,52,"13,120","5,309",0,0,0,18,"2,182",883,0,0,0,6,349,141,53,"15,651","6,334",2,x,x,0,0,0,1,x,x,3,146,59,53,"15,505","6,275",41,"5,237","2,119",0,0,0,24,"1,343",543,38,"2,574","1,042",43,"5,252","2,125",43,"5,252","2,125",36,"1,099",445,50,"6,351","2,570"
24,5,43,0,Sherbrooke,127,127,"17,284","6,995",125,"15,657","6,336",23,"1,627",658,1,x,x,23,x,x,0,0,0,125,"16,872","6,828",1,x,x,21,"1,432",580,0,0,0,4,x,x,127,"18,499","7,486",9,x,x,0,0,0,2,x,x,11,"1,215",492,127,"17,284","6,995",85,"7,456","3,017",0,0,0,21,689,279,46,"1,911",773,96,"6,048","2,448",97,"6,167","2,496",64,"1,061",429,116,"7,228","2,925"
24,5,43,27,Sherbrooke,127,127,"17,284","6,995",125,"15,657","6,336",23,"1,627",658,1,x,x,23,x,x,0,0,0,125,"16,872","6,828",1,x,x,21,"1,432",580,0,0,0,4,x,x,127,"18,499","7,486",9,x,x,0,0,0,2,x,x,11,"1,215",492,127,"17,284","6,995",85,"7,456","3,017",0,0,0,21,689,279,46,"1,911",773,96,"6,048","2,448",97,"6,167","2,496",64,"1,061",429,116,"7,228","2,925"
24,5,44,0,Coaticook,579,579,"196,674","79,591",561,x,x,191,x,x,8,"1,089",441,183,x,x,6,397,161,561,"177,602","71,873",8,"1,089",441,166,"19,789","8,008",6,397,161,28,"1,806",731,579,"200,683","81,214",35,"3,712","1,502",1,x,x,7,x,x,42,"4,009","1,622",579,"196,674","79,591",460,"86,420","34,973",11,101,41,204,"9,862","3,991",243,"12,227","4,948",477,"76,845","31,098",480,"81,145","32,838",344,"6,919","2,800",536,"88,064","35,638"
24,5,44,3,Saint-Malo,30,30,"12,809","5,184",29,x,x,12,x,x,0,0,0,12,"1,612",652,1,x,x,29,"11,399","4,613",0,0,0,12,"1,424",576,1,x,x,2,x,x,30,"13,065","5,287",2,x,x,0,0,0,1,x,x,3,256,104,30,"12,809","5,184",23,"3,974","1,608",0,0,0,17,"1,097",444,15,405,164,25,x,x,25,"6,119","2,476",18,"1,214",491,29,"7,333","2,968"
24,5,44,10,East Hereford,25,25,"11,856","4,798",24,x,x,11,x,x,0,0,0,11,x,x,0,0,0,24,"10,144","4,105",0,0,0,10,"1,758",711,0,0,0,3,x,x,25,x,x,1,x,x,0,0,0,0,0,0,1,x,x,25,"11,856","4,798",14,"1,900",769,0,0,0,11,811,328,12,569,230,23,"6,588","2,666",23,"8,366","3,386",12,210,85,24,"8,576","3,471"
24,5,44,15,Saint-HermÇnÇgilde,19,19,"11,881","4,808",19,"11,637","4,709",5,244,99,1,x,x,4,x,x,0,0,0,19,"11,637","4,709",1,x,x,4,x,x,0,0,0,0,0,0,19,"11,881","4,808",0,0,0,0,0,0,0,0,0,0,0,0,19,"11,881","4,808",16,"4,212","1,705",1,x,x,7,233,94,8,608,246,19,x,x,19,"6,697","2,710",8,x,x,19,x,x
24,5,44,23,Dixville,29,29,"9,585","3,879",28,x,x,13,x,x,0,0,0,13,x,x,1,x,x,28,"8,876","3,592",0,0,0,11,561,227,1,x,x,2,x,x,29,x,x,2,x,x,0,0,0,0,0,0,2,x,x,29,"9,585","3,879",26,"4,656","1,884",1,x,x,12,234,95,9,191,77,25,x,x,25,"4,030","1,631",17,x,x,26,x,x
24,5,44,37,Coaticook,132,132,"43,489","17,599",127,"39,386","15,939",40,"4,103","1,660",2,x,x,36,"3,438","1,391",3,x,x,127,"40,509","16,393",2,x,x,33,"3,084","1,248",3,x,x,5,354,143,132,"44,612","18,054",7,x,x,1,x,x,2,x,x,9,"1,123",454,132,"43,489","17,599",106,"20,988","8,494",3,5,2,40,"1,370",554,56,"2,433",985,112,"16,475","6,667",113,"17,370","7,029",76,"1,323",535,124,"18,693","7,565"
24,5,44,45,Barnston-Ouest,39,39,"14,743","5,966",39,x,x,11,x,x,1,x,x,11,"2,383",964,0,0,0,39,"12,357","5,001",1,x,x,11,"2,384",965,0,0,0,1,x,x,39,x,x,2,x,x,0,0,0,0,0,0,2,x,x,39,"14,743","5,966",35,"8,193","3,316",0,0,0,18,"1,112",450,16,502,203,32,"4,716","1,908",32,"4,716","1,908",18,220,89,34,"4,936","1,998"
24,5,44,50,Stanstead-Est,53,53,"16,308","6,600",52,"14,626","5,919",18,"1,682",681,1,x,x,18,x,x,0,0,0,52,"15,576","6,303",1,x,x,12,"1,102",446,0,0,0,8,x,x,53,"17,258","6,984",6,950,384,0,0,0,0,0,0,6,950,384,53,"16,308","6,600",40,"6,230","2,521",0,0,0,17,890,360,24,"1,530",619,44,"6,656","2,694",44,"7,066","2,860",37,592,240,51,"7,658","3,099"
24,5,44,55,Sainte-Edwidge-de-Clifton,54,54,"19,775","8,003",53,x,x,13,x,x,0,0,0,13,x,x,0,0,0,53,"18,324","7,415",0,0,0,12,x,x,0,0,0,1,x,x,54,x,x,1,x,x,0,0,0,0,0,0,1,x,x,54,"19,775","8,003",43,"6,712","2,716",1,x,x,22,"1,147",464,24,"1,190",482,43,"9,174","3,713",43,"9,997","4,046",35,x,x,51,x,x
24,5,44,60,Martinville,18,18,"5,572","2,255",17,x,x,7,x,x,0,0,0,7,x,x,0,0,0,17,"4,850","1,963",0,0,0,7,x,x,0,0,0,0,0,0,18,x,x,1,x,x,0,0,0,0,0,0,1,x,x,18,"5,572","2,255",14,"1,516",614,0,0,0,8,608,246,10,"1,435",581,16,"1,853",750,16,"1,984",803,8,29,12,17,"2,013",815
24,5,44,71,Compton,180,180,"50,656","20,500",173,"43,052","17,423",61,"7,604","3,077",3,393,159,58,x,x,1,x,x,173,"43,930","17,778",3,393,159,54,"6,900","2,792",1,x,x,6,x,x,180,"51,534","20,855",13,837,339,0,0,0,4,41,17,17,878,355,180,"50,656","20,500",143,"28,039","11,347",5,52,21,52,"2,360",955,69,"3,364","1,361",138,"14,730","5,961",140,"14,800","5,989",115,"2,041",826,161,"16,841","6,815"
24,5,45,0,MemphrÇmagog,300,300,"70,774","28,641",293,"58,655","23,737",85,"12,119","4,904",0,0,0,84,x,x,1,x,x,293,"59,993","24,278",0,0,0,68,"9,956","4,029",1,x,x,28,x,x,300,"72,112","29,183",12,963,390,1,x,x,4,x,x,17,"1,338",541,300,"70,774","28,641",234,"24,869","10,064",3,25,10,85,"4,160","1,683",161,"9,471","3,833",242,"28,961","11,720",245,"29,236","11,831",178,"3,013","1,219",279,"32,249","13,051"
24,5,45,20,Ogden,36,36,"9,274","3,753",36,x,x,11,x,x,0,0,0,10,"1,536",622,1,x,x,36,"8,024","3,247",0,0,0,8,"1,061",429,1,x,x,4,475,192,36,x,x,1,x,x,0,0,0,1,x,x,2,x,x,36,"9,274","3,753",29,"4,165","1,686",0,0,0,11,806,326,19,"1,193",483,28,x,x,28,"2,572","1,041",22,538,218,32,"3,110","1,259"
24,5,45,25,Stanstead,23,23,"6,972","2,821",23,"6,177","2,500",8,795,322,0,0,0,8,795,322,0,0,0,23,"6,177","2,500",0,0,0,6,752,304,0,0,0,3,43,17,23,"6,972","2,821",0,0,0,0,0,0,0,0,0,0,0,0,23,"6,972","2,821",19,"2,794","1,131",0,0,0,4,140,57,13,954,386,17,x,x,18,"2,806","1,136",15,278,113,21,"3,084","1,248"
24,5,45,30,Potton,38,38,"12,738","5,155",38,"9,214","3,729",12,"3,524","1,426",0,0,0,12,"3,524","1,426",0,0,0,38,"9,448","3,823",0,0,0,10,"3,336","1,350",0,0,0,4,188,76,38,"12,972","5,250",1,x,x,1,x,x,1,x,x,3,234,95,38,"12,738","5,155",34,"4,153","1,681",0,0,0,11,662,268,27,"3,372","1,365",32,"4,198","1,699",32,"4,198","1,699",26,353,143,35,"4,551","1,842"
24,5,45,43,Hatley,27,27,"8,889","3,597",27,"7,562","3,060",10,"1,327",537,0,0,0,10,"1,327",537,0,0,0,27,"7,747","3,135",0,0,0,9,x,x,0,0,0,1,x,x,27,"9,074","3,672",3,x,x,0,0,0,1,x,x,4,185,75,27,"8,889","3,597",21,"4,944","2,001",0,0,0,13,817,331,11,344,139,23,x,x,23,"2,642","1,069",16,142,57,26,"2,784","1,127"
24,5,45,55,Hatley,33,33,"4,366","1,767",30,x,x,13,x,x,0,0,0,13,x,x,0,0,0,30,"3,478","1,407",0,0,0,11,708,287,0,0,0,3,x,x,33,x,x,2,x,x,0,0,0,0,0,0,2,x,x,33,"4,366","1,767",24,"1,650",668,1,x,x,7,x,x,16,711,288,27,"1,654",669,28,"1,694",686,13,117,47,30,"1,811",733
24,5,45,60,Sainte-Catherine-de-Hatley,42,42,"6,966","2,819",39,x,x,13,x,x,0,0,0,13,x,x,0,0,0,39,"5,892","2,384",0,0,0,10,997,403,0,0,0,6,x,x,42,x,x,2,x,x,0,0,0,0,0,0,2,x,x,42,"6,966","2,819",35,"2,424",981,0,0,0,10,370,150,28,908,367,33,"3,021","1,223",33,"3,087","1,249",23,177,72,36,"3,264","1,321"
24,5,45,72,Magog,41,41,"8,031","3,250",41,x,x,6,x,x,0,0,0,6,x,x,0,0,0,41,"6,848","2,771",0,0,0,5,767,310,0,0,0,2,x,x,41,x,x,0,0,0,0,0,0,1,x,x,1,x,x,41,"8,031","3,250",33,"2,088",845,1,x,x,9,x,x,18,895,362,30,"4,344","1,758",30,"4,344","1,758",26,453,183,39,"4,797","1,941"
24,5,45,95,Bolton-Est,18,18,"4,407","1,783",18,"4,065","1,645",3,342,138,0,0,0,3,342,138,0,0,0,18,"4,065","1,645",0,0,0,1,x,x,0,0,0,2,x,x,18,"4,407","1,783",0,0,0,0,0,0,0,0,0,0,0,0,18,"4,407","1,783",7,465,188,0,0,0,5,296,120,7,212,86,14,x,x,15,"2,979","1,206",11,455,184,18,"3,434","1,390"
24,5,45,105,Stukely-Sud,24,24,"6,264","2,535",23,x,x,8,x,x,0,0,0,8,x,x,0,0,0,23,"5,469","2,213",0,0,0,7,779,315,0,0,0,3,x,x,24,x,x,2,x,x,0,0,0,0,0,0,2,x,x,24,"6,264","2,535",19,"1,229",497,1,x,x,9,x,x,15,593,240,22,"3,531","1,429",22,"3,559","1,440",14,449,182,24,"4,008","1,622"
24,5,45,115,Orford,18,18,"2,867","1,160",18,x,x,1,x,x,0,0,0,1,x,x,0,0,0,18,"2,845","1,151",0,0,0,1,x,x,0,0,0,0,0,0,18,x,x,1,x,x,0,0,0,0,0,0,1,x,x,18,"2,867","1,160",13,957,387,0,0,0,6,215,87,7,289,117,16,x,x,16,"1,355",548,12,51,21,18,"1,406",569
24,13,46,0,Brome-Missisquoi,721,721,"168,020","67,995",697,x,x,210,x,x,1,x,x,204,x,x,11,553,224,697,"147,586","59,726",1,x,x,174,"23,650","9,571",11,553,224,44,x,x,721,"175,614","71,068",46,"7,337","2,969",3,61,25,4,196,79,53,"7,594","3,073",721,"168,020","67,995",627,"95,299","38,566",17,342,138,184,"5,085","2,058",270,"10,081","4,080",527,"48,334","19,560",528,"48,495","19,625",443,"8,718","3,528",630,"57,213","23,153"
24,13,46,10,Frelighsburg,42,42,"7,146","2,892",41,x,x,7,x,x,0,0,0,7,567,229,1,x,x,41,"6,828","2,763",0,0,0,4,462,187,1,x,x,3,105,42,42,x,x,2,x,x,0,0,0,0,0,0,2,x,x,42,"7,146","2,892",36,"2,457",994,2,x,x,9,204,83,16,460,186,32,x,x,33,"3,499","1,416",30,x,x,40,x,x
24,13,46,17,Saint-Armand,52,52,"12,331","4,990",49,x,x,17,x,x,0,0,0,17,"1,961",794,1,x,x,49,"10,681","4,322",0,0,0,17,x,x,1,x,x,1,x,x,52,"12,732","5,152",6,401,162,0,0,0,0,0,0,6,401,162,52,"12,331","4,990",51,"7,459","3,019",0,0,0,19,341,138,26,862,349,40,x,x,40,"3,351","1,356",30,318,129,46,"3,669","1,485"
24,13,46,25,Saint-Pierre-de-VÇronne-Ö-Pike-River,45,45,"12,633","5,112",40,x,x,17,x,x,0,0,0,17,x,x,0,0,0,40,"10,840","4,387",0,0,0,16,"1,881",761,0,0,0,2,x,x,45,x,x,2,x,x,0,0,0,0,0,0,2,x,x,45,"12,633","5,112",39,"11,216","4,539",0,0,0,8,259,105,6,96,39,21,647,262,21,647,262,30,415,168,37,"1,062",430
