HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NCRTORGNY,NCRTFULL,NCRTTRAN,NCRTNOT,NORGFLD,NCRTFLD,NTRNFLD,NNONFLD,NORGFRTVG,NCRTFRTVG,NTRNFRTVG,NNONFRTVG,NORGANML,NCRTANML,NTRNANML,NNONANML,NORGMAPL,NCRTMAPL,NTRNMAPL,NNONMAPL,NORGOTH,NCRTOTH,NTRNOTH,NNONOTH
13,3,7,24,Salisbury,71,7,2,0,5,6,2,0,4,3,2,0,1,2,0,0,2,0,0,0,0,1,1,0,0
13,3,8,0,Kent,163,14,4,0,10,6,1,0,5,7,2,0,5,6,1,0,5,0,0,0,0,0,0,0,0
13,3,8,1,Dundas,24,3,0,0,3,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
13,3,8,4,Wellington,27,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,3,8,6,Saint Mary,22,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,3,8,8,Saint-Paul,30,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,8,14,Weldford,35,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,3,8,16,Richibucto,25,6,3,0,3,1,0,0,1,4,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0
13,4,9,0,Northumberland,100,10,1,0,10,0,0,0,0,6,1,0,6,1,0,0,1,2,0,0,2,1,0,0,1
13,4,9,16,Rogersville,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,9,26,Southesk,29,5,0,0,5,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,1,0,0,1
13,4,9,31,Newcastle,21,4,1,0,4,0,0,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
13,4,9,36,Alnwick,33,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1,10,0,York,280,30,4,1,25,8,1,0,7,13,4,0,9,10,0,0,10,6,0,0,6,6,0,1,5
13,1,10,4,Manners Sutton,29,3,1,0,2,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
13,1,10,16,Prince William,33,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
13,1,10,18,Kingsclear,32,5,0,1,4,1,0,0,1,2,0,0,2,0,0,0,0,2,0,0,2,1,0,1,0
13,1,10,21,Queensbury,28,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13,1,10,24,Southampton,20,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
13,1,10,26,Bright,37,7,2,0,5,1,1,0,0,4,2,0,2,0,0,0,0,2,0,0,2,2,0,0,2
13,1,10,28,Douglas,43,5,0,0,5,2,0,0,2,2,0,0,2,2,0,0,2,1,0,0,1,2,0,0,2
13,1,10,31,Saint Marys,35,4,1,0,3,2,0,0,2,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
13,1,10,36,Stanley,23,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,1,11,0,Carleton,397,30,15,0,15,10,4,0,6,13,7,0,6,10,1,0,9,10,6,0,4,5,2,0,3
13,1,11,1,Richmond,34,6,1,0,5,3,0,0,3,3,1,0,2,3,0,0,3,2,0,0,2,1,0,0,1
13,1,11,4,Woodstock,34,3,2,0,1,3,2,0,1,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
13,1,11,8,Northampton,31,4,2,0,2,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,1,1,0,0
13,1,11,11,Brighton,33,3,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,0,1
13,1,11,14,Wakefield,55,3,2,0,1,2,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,1,11,18,Wilmot,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,11,24,Peel,42,3,1,0,2,1,0,0,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0
13,1,11,26,Aberdeen,28,6,5,0,1,0,0,0,0,2,1,0,1,0,0,0,0,4,4,0,0,1,0,0,1
13,1,11,28,Kent,63,2,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0
13,1,11,31,Wicklow,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,12,0,Victoria,150,5,2,0,3,3,1,0,2,1,1,0,0,4,1,0,3,1,1,0,0,0,0,0,0
13,1,12,4,Perth,43,2,1,0,1,2,1,0,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0
13,1,12,14,Denmark,41,2,0,0,2,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
13,1,12,16,Grand Falls,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
13,1,12,21,Drummond,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,13,0,Madawaska,165,16,1,0,15,6,0,0,6,4,0,0,4,8,0,0,8,3,1,0,2,2,0,0,2
13,1,13,1,Saint-AndrÇ,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,13,4,Saint-LÇonard,20,2,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
13,1,13,15,Riviäre-Verte,26,3,0,0,3,2,0,0,2,1,0,0,1,3,0,0,3,1,0,0,1,0,0,0,0
13,1,13,22,Saint-Joseph,31,5,1,0,4,2,0,0,2,0,0,0,0,3,0,0,3,2,1,0,1,0,0,0,0
13,1,13,27,Edmundston,33,5,0,0,5,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
13,1,13,41,Saint-Franáois,19,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,4,14,0,Restigouche,92,17,0,0,17,3,0,0,3,4,0,0,4,4,0,0,4,9,0,0,9,2,0,0,2
13,4,14,1,Durham,28,4,0,0,4,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2,0,0,2
13,4,14,8,Dalhousie,18,4,0,0,4,2,0,0,2,2,0,0,2,2,0,0,2,1,0,0,1,0,0,0,0
13,4,14,21,Saint-Quentin,46,9,0,0,9,1,0,0,1,0,0,0,0,1,0,0,1,8,0,0,8,0,0,0,0
13,4,15,0,Gloucester,192,17,0,0,17,5,0,0,5,10,0,0,10,6,0,0,6,3,0,0,3,3,0,0,3
13,4,15,1,Saumarez,35,2,0,0,2,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13,4,15,8,Bathurst,45,7,0,0,7,2,0,0,2,2,0,0,2,2,0,0,2,3,0,0,3,3,0,0,3
13,4,15,16,New Bandon,27,4,0,0,4,1,0,0,1,2,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0
13,4,15,21,Saint-Isidore,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,15,24,Inkerman,37,4,0,0,4,1,0,0,1,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0
13,4,15,29,Shippagan,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,Quebec / QuÇbec,"30,675","2,323",765,126,"1,500",845,303,75,483,611,208,32,373,719,161,48,510,763,279,5,481,136,42,4,91
24,1,0,0,Bas-Saint-Laurent,"2,300",201,89,13,104,75,29,9,38,43,17,1,25,75,31,11,33,80,38,0,43,9,7,0,2
24,2,0,0,Saguenay--Lac-Saint-Jean/Cìte-Nord,"1,184",103,24,12,75,48,12,4,34,44,12,2,30,40,1,7,32,4,0,0,4,4,0,0,4
24,3,0,0,QuÇbec,"1,157",100,27,8,66,25,5,4,16,35,10,4,21,27,7,1,19,35,10,0,25,8,3,0,5
24,4,0,0,Mauricie,"1,121",85,35,4,50,46,20,4,23,18,9,0,10,30,12,0,18,21,8,0,13,4,1,0,3
24,5,0,0,Estrie,"2,812",232,75,11,152,68,27,7,34,62,22,1,39,75,14,6,55,88,33,1,55,14,3,2,9
24,6,0,0,MontrÇal/Laval,225,29,7,1,21,4,0,0,4,16,7,1,8,4,1,0,3,5,0,0,5,3,0,0,3
24,7,0,0,Lanaudiäre,"1,700",89,22,5,66,29,12,2,17,26,7,2,17,30,6,0,24,26,3,1,22,3,1,0,2
24,8,0,0,Outaouais,"1,217",131,21,3,110,60,6,2,52,39,16,1,22,75,6,3,66,13,1,0,12,12,3,0,10
24,9,0,0,Laurentides,"1,448",152,47,6,105,53,14,5,35,49,16,1,32,44,7,2,35,36,16,0,20,16,8,0,8
24,10,0,0,Abitibi-TÇmiscamingue/Nord-du-QuÇbec,785,72,18,5,50,44,14,3,27,15,4,2,9,38,6,2,30,3,1,0,2,2,0,1,1
24,11,0,0,GaspÇsie--?les-de-la-Madeleine,315,66,21,2,44,18,5,0,13,38,14,1,23,16,3,0,13,8,4,0,4,7,4,1,2
24,12,0,0,Chaudiäre-Appalaches,"5,845",443,175,13,261,90,44,6,40,42,11,4,27,77,25,3,49,309,125,3,181,14,2,0,12
24,13,0,0,MontÇrÇgie,"7,118",420,114,32,291,198,68,21,115,142,47,9,87,126,20,9,97,67,11,0,56,29,8,0,21
24,14,0,0,Centre-du-QuÇbec,"3,448",200,90,11,105,87,47,8,35,42,16,3,23,62,22,4,36,68,29,0,39,11,2,0,9
24,11,1,0,Les ?les-de-la-Madeleine,28,7,1,1,5,1,0,0,1,4,1,1,2,2,0,0,2,0,0,0,0,0,0,0,0
24,11,1,23,Les ?les-de-la-Madeleine,28,7,1,1,5,1,0,0,1,4,1,1,2,2,0,0,2,0,0,0,0,0,0,0,0
24,11,2,0,Le Rocher-PercÇ,31,6,2,0,4,1,1,0,0,5,2,0,3,0,0,0,0,1,0,0,1,2,2,0,0
24,11,2,5,PercÇ,31,6,2,0,4,1,1,0,0,5,2,0,3,0,0,0,0,1,0,0,1,2,2,0,0
24,11,3,0,La Cìte-de-GaspÇ,24,8,2,0,6,0,0,0,0,7,2,0,5,0,0,0,0,1,0,0,1,1,0,0,1
24,11,3,5,GaspÇ,24,8,2,0,6,0,0,0,0,7,2,0,5,0,0,0,0,1,0,0,1,1,0,0,1
24,11,4,0,La Haute-GaspÇsie,31,10,3,0,7,3,0,0,3,5,2,0,3,4,0,0,4,1,1,0,0,1,1,0,0
24,11,4,47,Cap-Chat,31,10,3,0,7,3,0,0,3,5,2,0,3,4,0,0,4,1,1,0,0,1,1,0,0
24,11,5,0,Bonaventure,122,18,6,1,12,8,3,0,5,8,4,0,4,6,2,0,4,2,0,0,2,2,0,1,1
24,11,5,10,Shigawake,36,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
24,11,5,45,Bonaventure,25,2,0,0,2,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
24,11,5,60,Caplan,31,6,3,1,3,3,2,0,1,4,2,0,2,1,1,0,0,0,0,0,0,1,0,1,0
24,11,5,70,New Richmond,30,8,2,0,6,2,0,0,2,4,2,0,2,2,0,0,2,2,0,0,2,0,0,0,0
24,11,6,0,Avignon,79,17,7,0,10,5,1,0,4,9,3,0,6,4,1,0,3,3,3,0,0,1,1,0,0
24,11,6,20,Nouvelle,36,9,4,0,5,3,0,0,3,6,3,0,3,2,0,0,2,1,1,0,0,1,1,0,0
24,11,6,25,Escuminac,19,4,1,0,3,1,0,0,1,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
24,11,6,50,Saint-Alexis-de-MatapÇdia,24,4,2,0,2,1,1,0,0,1,0,0,1,2,1,0,1,1,1,0,0,0,0,0,0
24,1,7,0,La MatapÇdia,240,20,11,2,7,7,5,0,2,4,2,1,1,11,8,1,2,5,1,0,4,2,2,0,0
24,1,7,18,Causapscal,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
24,1,7,30,Saint-LÇon-le-Grand,27,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24,1,7,40,Sainte-Iräne,39,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
24,1,7,47,Amqui,53,6,3,1,2,3,2,0,1,2,1,0,1,4,3,1,0,1,0,0,1,1,1,0,0
24,1,7,57,Lac-au-Saumon,20,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
24,1,7,70,Saint-Tharcisius,21,4,4,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0
24,1,7,80,Val-Brillant,25,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24,1,7,85,Sayabec,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,7,105,Saint-Damase,18,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24,1,8,0,Matane,157,24,9,2,14,12,4,2,6,9,3,0,6,10,5,1,4,1,0,0,1,1,1,0,0
24,1,8,23,Sainte-FÇlicitÇ,17,4,0,0,4,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
24,1,8,30,Saint-Adelme,21,2,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24,1,8,53,Matane,46,9,4,1,5,5,3,1,1,2,0,0,2,6,4,1,1,1,0,0,1,0,0,0,0
24,1,8,65,Saint-LÇandre,17,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,1,8,73,Saint-Ulric,30,3,0,0,3,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,1,8,80,Baie-des-Sables,26,5,4,0,1,1,0,0,1,3,3,0,0,1,0,0,1,0,0,0,0,1,1,0,0
24,1,9,0,La Mitis,300,22,6,1,15,11,1,1,9,6,2,0,4,14,1,1,12,5,3,0,2,1,0,0,1
24,1,9,15,Les Hauteurs,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,9,20,Sainte-Jeanne-d'Arc,33,4,1,0,3,2,0,0,2,0,0,0,0,3,0,0,3,1,1,0,0,0,0,0,0
24,1,9,25,Saint-Gabriel-de-Rimouski,38,5,4,0,1,1,1,0,0,1,1,0,0,2,1,0,1,2,2,0,0,0,0,0,0
24,1,9,30,Saint-Donat,21,2,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
24,1,9,35,Sainte-Angäle-de-MÇrici,27,2,0,1,1,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24,1,9,55,Saint-Octave-de-MÇtis,52,5,0,0,5,5,0,0,5,2,0,0,2,4,0,0,4,2,0,0,2,1,0,0,1
24,1,9,85,Sainte-Flavie,52,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,9,92,Sainte-Luce,44,3,0,0,3,1,0,0,1,1,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0
24,1,10,0,Rimouski-Neigette,260,24,11,0,13,2,0,0,2,7,3,0,4,2,0,0,2,16,8,0,8,1,1,0,0
24,1,10,15,Saint-Narcisse-de-Rimouski,23,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0
24,1,10,43,Rimouski,103,9,3,0,6,1,0,0,1,4,1,0,3,1,0,0,1,4,2,0,2,0,0,0,0
24,1,10,60,Saint-ValÇrien,24,3,1,0,2,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
24,1,10,65,Le Bic,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,10,70,Saint-Fabien,44,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0
24,1,10,75,Saint-Eugäne-de-Ladriäre,32,5,1,0,4,1,0,0,1,0,0,0,0,1,0,0,1,5,1,0,4,0,0,0,0
24,1,11,0,Les Basques,211,15,4,1,10,4,1,1,2,2,0,0,2,3,1,1,1,9,3,0,6,0,0,0,0
24,1,11,5,Saint-ClÇment,25,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
24,1,11,10,Saint-Jean-de-Dieu,44,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24,1,11,15,Sainte-Rita,33,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,0,0
24,1,11,30,Sainte-Franáoise,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24,1,11,35,Saint-êloi,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,11,45,Notre-Dame-des-Neiges,35,2,0,1,1,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24,1,11,55,Saint-Simon,29,3,0,0,3,0,0,0,0,2,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0
24,1,12,0,Riviäre-du-Loup,296,25,16,3,6,17,11,3,3,2,2,0,0,16,11,3,2,5,4,0,1,1,1,0,0
24,1,12,5,Saint-Cyprien,32,8,6,2,0,6,4,2,0,2,2,0,0,7,5,2,0,1,1,0,0,1,1,0,0
24,1,12,10,Saint-Hubert-de-Riviäre-du-Loup,28,7,7,0,0,5,5,0,0,0,0,0,0,5,5,0,0,2,2,0,0,0,0,0,0
24,1,12,15,Saint-Antonin,34,3,1,0,2,2,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
24,1,12,30,Saint-êpiphane,41,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
24,1,12,43,L'Isle-Verte,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,12,60,Saint-Georges-de-Cacouna,29,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,12,65,Saint-Arsäne,51,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24,1,12,72,Riviäre-du-Loup,33,3,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24,1,13,0,TÇmiscouata,393,53,24,1,30,10,4,1,6,7,1,0,6,9,4,1,4,37,18,0,20,1,0,0,1
24,1,13,5,DÇgelis,42,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
24,1,13,25,Riviäre-Bleue,45,7,3,1,4,2,1,1,1,0,0,0,0,2,1,1,0,5,2,0,3,0,0,0,0
24,1,13,30,Saint-Eusäbe,25,7,0,0,7,0,0,0,0,4,0,0,4,2,0,0,2,3,0,0,3,0,0,0,0
24,1,13,35,Notre-Dame-du-Lac,28,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,13,45,Auclair,31,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
24,1,13,50,Lejeune,21,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1
24,1,13,55,Biencourt,41,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0,1,0,0,0,0
24,1,13,65,Saint-Michel-du-Squatec,44,4,2,0,2,1,0,0,1,1,0,0,1,1,0,0,1,4,2,0,2,0,0,0,0
24,1,13,70,Cabano,28,8,8,0,1,3,3,0,0,1,1,0,0,3,3,0,0,3,3,0,1,0,0,0,0
24,1,13,80,Saint-Louis-du-Ha! Ha!,20,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,1,13,95,PohÇnÇgamook,49,8,2,0,6,1,0,0,1,0,0,0,0,0,0,0,0,7,2,0,5,0,0,0,0
24,1,13,100,Saint-Athanase,19,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0
24,1,14,0,Kamouraska,443,18,8,3,9,12,3,1,8,6,4,0,2,10,1,3,6,2,1,0,1,2,2,0,0
24,1,14,5,Mont-Carmel,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24,1,14,18,Saint-Pascal,44,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24,1,14,25,Sainte-HÇläne,26,2,0,1,1,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
24,1,14,30,Saint-Joseph-de-Kamouraska,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,14,35,Saint-Alexandre-de-Kamouraska,50,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
24,1,14,40,Saint-AndrÇ,37,3,2,0,1,2,1,0,1,3,2,0,1,2,1,0,1,0,0,0,0,1,1,0,0
24,1,14,50,Kamouraska,38,2,2,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24,1,14,55,Saint-Denis,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,14,60,Saint-Philippe-de-NÇri,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,14,65,Riviäre-Ouelle,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,14,80,Saint-OnÇsime-d'Ixworth,35,5,2,0,3,3,0,0,3,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0
24,1,14,90,Sainte-Anne-de-la-Pocatiäre,66,2,1,1,1,2,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
24,3,15,0,Charlevoix-Est,67,7,3,0,4,1,0,0,1,4,3,0,1,4,0,0,4,0,0,0,0,1,1,0,0
24,3,15,5,Saint-IrÇnÇe,19,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,15,13,La Malbaie,48,6,2,0,4,1,0,0,1,3,2,0,1,4,0,0,4,0,0,0,0,1,1,0,0
24,3,16,0,Charlevoix,126,7,2,1,4,4,1,0,3,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0
24,3,16,13,Baie-Saint-Paul,46,5,1,1,3,4,1,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
24,3,16,48,Les êboulements,31,2,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,3,16,50,Saint-Hilarion,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,17,0,L'Islet,517,63,36,1,28,19,12,1,6,4,2,0,2,11,3,1,7,43,24,0,19,1,0,0,1
24,12,17,10,Saint-Pamphile,45,8,4,0,4,3,1,0,2,0,0,0,0,1,0,0,1,5,3,0,2,0,0,0,0
24,12,17,15,Saint-Adalbert,42,8,6,0,2,0,0,0,0,1,0,0,1,0,0,0,0,8,6,0,2,0,0,0,0
24,12,17,20,Saint-Marcel,36,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,0,0,0
24,12,17,25,Sainte-FÇlicitÇ,18,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
24,12,17,30,Sainte-PerpÇtue,67,10,8,0,2,2,2,0,0,1,1,0,0,1,1,0,0,8,6,0,2,0,0,0,0
24,12,17,40,Saint-Damase-de-l'Islet,31,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
24,12,17,45,Saint-Cyrille-de-Lessard,20,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
24,12,17,55,Saint-Aubert,54,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0
24,12,17,60,Sainte-Louise,39,2,1,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
24,12,17,65,Saint-Roch-des-Aulnaies,28,6,5,0,2,4,4,0,0,2,1,0,1,2,1,0,1,2,1,0,1,0,0,0,0
24,12,17,70,Saint-Jean-Port-Joli,61,8,3,1,4,4,2,1,1,0,0,0,0,3,1,1,1,3,1,0,2,0,0,0,0
24,12,17,78,L'Islet,76,5,2,0,3,3,2,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
24,12,18,0,Montmagny,342,30,20,3,7,4,1,2,1,4,2,1,1,4,2,1,1,22,16,1,5,0,0,0,0
24,12,18,15,Saint-Fabien-de-Panet,28,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,0,0,0,0
24,12,18,20,Sainte-Lucie-de-Beauregard,21,10,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,3,0,0,0,0
24,12,18,25,Sainte-Apolline-de-Patton,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24,12,18,30,Saint-Paul-de-Montminy,33,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
24,12,18,45,Cap-Saint-Ignace,73,2,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,12,18,50,Montmagny,61,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24,12,18,55,Saint-Pierre-de-la-Riviäre-du-Sud,38,3,2,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
24,12,18,60,Saint-Franáois-de-la-Riviäre-du-Sud,66,5,4,1,0,1,0,1,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0
24,12,19,0,Bellechasse,981,60,21,1,38,12,7,0,5,6,1,0,5,11,2,0,9,38,14,1,23,2,2,0,0
24,12,19,5,Saint-PhilÇmon,23,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0
24,12,19,10,Notre-Dame-Auxiliatrice-de-Buckland,30,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0
24,12,19,15,Saint-Nazaire-de-Dorchester,37,3,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0
24,12,19,20,Saint-LÇon-de-Standon,45,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24,12,19,25,Saint-Malachie,45,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0
24,12,19,37,Armagh,53,8,4,0,4,1,1,0,0,1,0,0,1,1,1,0,0,6,3,0,3,1,1,0,0
24,12,19,45,Saint-NÇrÇe,26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
