HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NCOMPNY,NACCNT,NLIVECRP,NWRDPRS,NDESKPUB,NBANK,NINTNET,NEMAIL,NOTHCMP
24,3,16,0,Charlevoix,126,67,54,34,40,6,24,43,39,0
24,3,16,13,Baie-Saint-Paul,46,26,22,10,11,1,8,13,10,0
24,3,16,48,Les êboulements,31,18,16,12,15,4,7,15,15,0
24,3,16,50,Saint-Hilarion,49,23,16,12,14,1,9,15,14,0
24,12,17,0,L'Islet,517,209,175,54,130,13,89,136,125,0
24,12,17,10,Saint-Pamphile,45,25,19,10,16,1,17,18,19,0
24,12,17,15,Saint-Adalbert,42,8,7,1,4,1,4,5,4,0
24,12,17,20,Saint-Marcel,36,11,8,1,6,1,6,7,6,0
24,12,17,25,Sainte-FÇlicitÇ,18,4,4,1,1,0,0,1,1,0
24,12,17,30,Sainte-PerpÇtue,67,21,17,2,14,1,8,12,11,0
24,12,17,40,Saint-Damase-de-l'Islet,31,9,7,3,6,0,3,2,2,0
24,12,17,45,Saint-Cyrille-de-Lessard,20,9,8,0,5,1,5,6,4,0
24,12,17,55,Saint-Aubert,54,20,18,1,10,1,7,13,12,0
24,12,17,60,Sainte-Louise,39,14,10,5,10,0,3,10,5,0
24,12,17,65,Saint-Roch-des-Aulnaies,28,21,18,7,11,2,9,13,12,0
24,12,17,70,Saint-Jean-Port-Joli,61,30,27,13,25,3,15,27,28,0
24,12,17,78,L'Islet,76,37,32,10,22,2,12,22,21,0
24,12,18,0,Montmagny,342,139,104,42,82,12,67,92,78,0
24,12,18,15,Saint-Fabien-de-Panet,28,4,4,1,2,0,2,3,2,0
24,12,18,20,Sainte-Lucie-de-Beauregard,21,8,5,1,6,0,3,4,5,0
24,12,18,25,Sainte-Apolline-de-Patton,22,6,4,1,3,0,4,2,2,0
24,12,18,30,Saint-Paul-de-Montminy,33,11,6,2,4,2,5,4,7,0
24,12,18,45,Cap-Saint-Ignace,73,32,25,10,21,4,11,25,18,0
24,12,18,50,Montmagny,61,23,18,6,12,1,16,16,13,0
24,12,18,55,Saint-Pierre-de-la-Riviäre-du-Sud,38,19,15,7,9,2,10,10,8,0
24,12,18,60,Saint-Franáois-de-la-Riviäre-du-Sud,66,36,27,14,25,3,16,28,23,0
24,12,19,0,Bellechasse,981,492,373,138,259,26,189,325,257,0
24,12,19,5,Saint-PhilÇmon,23,7,6,4,5,0,3,5,3,0
24,12,19,10,Notre-Dame-Auxiliatrice-de-Buckland,30,12,7,4,6,1,2,7,5,0
24,12,19,15,Saint-Nazaire-de-Dorchester,37,13,9,3,9,2,4,6,4,0
24,12,19,20,Saint-LÇon-de-Standon,45,15,10,5,11,1,7,9,9,0
24,12,19,25,Saint-Malachie,45,18,16,4,10,1,8,14,11,0
24,12,19,37,Armagh,53,21,15,2,10,4,5,12,11,0
24,12,19,45,Saint-NÇrÇe,26,8,7,2,4,0,2,6,4,0
24,12,19,50,Saint-Lazare-de-Bellechasse,55,23,15,6,13,1,6,14,9,0
24,12,19,55,Sainte-Claire,61,33,25,8,15,1,10,22,16,0
24,12,19,62,Saint-Anselme,78,51,42,21,32,2,22,40,30,0
24,12,19,68,Saint-Henri,93,59,45,12,25,1,14,29,24,0
24,12,19,70,Honfleur,68,37,29,8,19,3,18,26,25,0
24,12,19,75,Saint-Gervais,103,57,41,18,31,2,20,39,29,0
24,12,19,82,Saint-Raphaâl,42,11,9,2,5,1,5,7,5,0
24,12,19,90,La Durantaye,36,20,11,9,10,2,13,13,14,0
24,12,19,97,Saint-Charles-de-Bellechasse,65,46,37,13,21,2,23,32,22,0
24,12,19,105,Beaumont,27,11,7,3,3,0,3,4,4,0
24,12,19,110,Saint-Michel-de-Bellechasse,44,21,15,6,10,0,7,15,12,0
24,12,19,117,Saint-Vallier,50,29,27,8,20,2,17,25,20,0
24,3,20,0,L'?le-d'OrlÇans,179,98,71,29,67,14,40,71,68,0
24,3,20,5,Saint-Franáois-de-l'?le-d'OrlÇans,24,9,6,4,6,1,4,4,6,0
24,3,20,10,Sainte-Famille,57,30,21,9,22,7,15,22,21,0
24,3,20,15,Saint-Jean-de-l'?le-d'OrlÇans,29,19,16,5,11,2,8,14,13,0
24,3,20,20,Saint-Laurent-de-l'?le-d'OrlÇans,37,24,18,5,16,1,8,17,15,0
24,3,20,25,Saint-Pierre-de-l'?le-d'OrlÇans,32,16,10,6,12,3,5,14,13,0
24,3,21,0,La Cìte-de-BeauprÇ,84,40,26,17,29,9,16,24,26,0
24,3,21,5,Saint-Tite-des-Caps,35,18,13,10,14,7,8,12,13,0
24,3,21,35,ChÉteau-Richer,29,14,9,4,10,1,4,6,7,0
24,3,21,40,L'Ange-Gardien,20,8,4,3,5,1,4,6,6,0
24,3,22,0,La Jacques-Cartier,54,25,19,9,16,5,12,18,15,0
24,3,22,5,Sainte-Catherine-de-la-Jacques-Cartier,26,12,6,3,4,1,2,6,5,0
24,3,22,25,Saint-Gabriel-de-Valcartier,28,13,13,6,12,4,10,12,10,0
24,3,23,0,QuÇbec,177,82,65,21,64,15,34,58,56,0
24,3,23,27,QuÇbec,177,82,65,21,64,15,34,58,56,0
24,12,25,0,LÇvis,187,93,72,31,58,7,40,70,60,0
24,12,25,213,LÇvis,187,93,72,31,58,7,40,70,60,0
24,12,26,0,La Nouvelle-Beauce,750,415,341,130,224,21,195,274,214,0
24,12,26,5,Frampton,61,30,25,4,15,1,8,14,13,0
24,12,26,10,Saints-Anges,70,37,34,13,21,2,21,24,19,0
24,12,26,22,Saint-ElzÇar,81,49,38,16,25,0,29,34,25,0
24,12,26,30,Sainte-Marie,102,47,37,14,27,4,25,41,33,0
24,12,26,35,Sainte-Marguerite,75,36,29,15,26,4,17,27,22,0
24,12,26,40,Sainte-HÇnÇdine,60,33,26,8,18,1,17,20,15,0
24,12,26,48,Scott,22,12,10,7,6,1,5,8,5,0
24,12,26,55,Saint-Bernard,126,82,67,24,38,2,35,48,36,0
24,12,26,63,Saint-Isidore,106,67,56,19,34,3,32,44,34,0
24,12,26,70,Saint-Lambert-de-Lauzon,47,22,19,10,14,3,6,14,12,0
24,12,27,0,Robert-Cliche,470,215,171,59,104,10,89,134,100,0
24,12,27,8,Saint-Victor,112,49,41,17,26,4,18,25,21,0
24,12,27,15,Saint-Alfred,16,1,0,0,0,0,0,1,0,0
24,12,27,28,Beauceville,57,21,18,7,15,1,8,17,14,0
24,12,27,35,Saint-Odilon-de-Cranbourne,47,25,23,9,12,2,16,16,13,0
24,12,27,43,Saint-Joseph-de-Beauce,68,34,27,8,13,0,13,19,15,0
24,12,27,50,Saint-Joseph-des-êrables,42,24,19,5,7,0,9,19,10,0
24,12,27,55,Saint-Jules,44,21,13,2,8,0,7,11,9,0
24,12,27,65,Saint-FrÇdÇric,62,32,22,7,18,3,14,20,14,0
24,12,27,70,Saint-SÇverin,22,8,8,4,5,0,4,6,4,0
24,12,28,0,Les Etchemins,298,93,77,23,44,4,37,54,43,0
24,12,28,5,Saint-Zacharie,70,12,10,1,5,0,5,7,5,0
24,12,28,15,Sainte-AurÇlie,21,11,9,2,5,0,3,5,3,0
24,12,28,20,Saint-Prosper,37,14,11,5,8,2,3,8,6,0
24,12,28,25,Saint-Benjamin,16,5,2,1,2,0,1,2,2,0
24,12,28,30,Sainte-Rose-de-Watford,19,9,8,5,4,0,6,6,7,0
24,12,28,35,Saint-Louis-de-Gonzague,26,1,0,0,0,0,1,1,1,0
24,12,28,40,Saint-Cyprien,17,1,1,0,1,0,0,0,0,0
24,12,28,45,Sainte-Justine,25,10,9,2,3,0,1,4,4,0
24,12,28,53,Lac-Etchemin,27,12,11,1,7,1,7,8,6,0
24,12,28,70,Saint-Camille-de-Lellis,17,9,8,2,3,1,5,6,3,0
24,12,28,75,Saint-Magloire,23,9,8,4,6,0,5,7,6,0
24,12,29,0,Beauce-Sartigan,685,246,180,54,139,17,104,159,135,0
24,12,29,5,Saint-ThÇophile,41,13,7,2,5,0,9,7,6,0
24,12,29,13,Saint-GÇdÇon-de-Beauce,38,13,8,4,9,2,6,8,10,0
24,12,29,20,Saint-Hilaire-de-Dorset,21,7,5,1,3,0,1,4,3,0
24,12,29,25,Saint-êvariste-de-Forsyth,48,22,17,3,12,1,7,16,9,0
24,12,29,30,La Guadeloupe,21,8,2,2,2,0,3,4,1,0
24,12,29,38,Saint-HonorÇ-de-Shenley,95,41,27,9,24,3,16,26,15,0
24,12,29,45,Saint-Martin,50,13,11,3,7,1,6,9,7,0
24,12,29,57,Saint-Cìme--Liniäre,57,14,11,3,11,1,6,9,10,0
24,12,29,65,Saint-Philibert,20,2,1,0,2,0,1,2,2,0
24,12,29,73,Saint-Georges,110,49,39,12,23,4,16,28,29,0
24,12,29,100,Saint-Benoåt-Labre,54,21,19,3,14,4,10,15,13,0
24,12,29,112,Saint-êphrem-de-Beauce,112,35,25,11,22,1,17,26,25,0
24,12,29,125,Saint-Simon-les-Mines,18,8,8,1,5,0,6,5,5,0
24,5,30,0,Le Granit,561,234,189,61,127,23,82,156,143,0
24,5,30,5,Saint-Augustin-de-Woburn,30,13,10,3,8,3,5,10,8,0
24,5,30,25,Frontenac,37,8,7,3,5,1,2,6,5,0
24,5,30,35,Marston,34,12,11,5,6,4,4,9,7,0
24,5,30,45,Nantes,30,12,10,3,6,2,5,9,9,0
24,5,30,50,Sainte-CÇcile-de-Whitton,28,11,10,1,6,0,3,5,5,0
24,5,30,55,Audet,43,21,17,7,16,0,8,15,14,0
24,5,30,70,Saint-Robert-Bellarmin,83,40,36,10,18,2,18,27,25,0
24,5,30,80,Lac-Drolet,37,17,14,2,8,1,5,10,8,0
24,5,30,85,Saint-SÇbastien,48,20,16,5,8,2,5,11,11,0
24,5,30,90,Courcelles,38,18,15,5,10,1,7,13,12,0
24,5,30,95,Lambton,56,23,20,6,13,1,5,14,14,0
24,5,30,100,Saint-Romain,33,14,10,5,6,2,6,9,9,0
24,5,30,105,Stornoway,37,8,4,0,5,0,3,7,6,0
24,5,30,110,Stratford,27,17,9,6,12,4,6,11,10,0
24,12,31,0,L'Amiante,796,281,209,72,148,16,120,172,154,0
24,12,31,8,Beaulac-Garthby,26,8,6,4,7,1,6,4,7,0
24,12,31,20,Disraeli,36,10,7,3,5,0,5,4,7,0
24,12,31,30,Saint-Fortunat,29,14,11,2,10,1,6,12,8,0
24,12,31,35,Saint-Julien,40,13,7,4,6,1,7,10,7,0
24,12,31,40,Irlande,65,16,14,1,8,0,3,7,7,0
24,12,31,50,Sainte-Praxäde,25,11,8,2,5,1,6,7,6,0
24,12,31,56,Adstock,95,35,29,14,13,2,13,18,15,0
24,12,31,60,Sainte-Clotilde-de-Beauce,51,15,8,3,9,3,7,8,7,0
24,12,31,84,Thetford Mines,86,24,19,6,10,0,10,14,13,0
24,12,31,95,Saint-Adrien-d'Irlande,35,15,12,5,10,1,4,9,8,0
24,12,31,100,Saint-Jean-de-BrÇbeuf,47,17,13,5,8,1,6,9,8,0
24,12,31,105,Kinnear's Mills,39,18,11,7,13,1,10,16,14,0
24,12,31,130,SacrÇ-Coeur-de-JÇsus,73,32,24,7,16,0,17,21,18,0
24,12,31,135,Saint-Pierre-de-Broughton,80,29,24,6,12,2,9,16,14,0
24,12,31,140,Saint-Jacques-de-Leeds,69,24,16,3,16,2,11,17,15,0
24,14,32,0,L'êrable,675,348,275,113,187,19,163,222,173,0
24,14,32,13,Saint-Ferdinand,102,38,28,9,19,2,13,23,18,0
24,14,32,23,Sainte-Sophie-d'Halifax,76,35,29,8,18,0,15,22,17,0
24,14,32,33,Princeville,81,52,45,23,30,4,22,34,27,0
24,14,32,45,Plessisville,96,55,47,25,32,6,30,42,32,0
24,14,32,50,Saint-Pierre-Baptiste,61,31,26,8,17,2,13,16,15,0
24,14,32,58,Inverness,101,48,36,8,26,3,22,26,19,0
24,14,32,65,Lyster,53,33,26,13,19,1,14,22,18,0
24,14,32,72,Laurierville,65,36,22,12,11,1,20,23,13,0
24,14,32,80,Notre-Dame-de-Lourdes,24,11,11,5,8,0,7,8,7,0
24,14,32,85,Villeroy,16,9,5,2,7,0,7,6,7,0
24,12,33,0,Lotbiniäre,819,471,385,127,254,25,224,306,248,0
24,12,33,7,Saint-Sylvestre,86,54,44,8,30,0,28,34,28,0
24,12,33,17,Sainte-Agathe-de-Lotbiniäre,79,33,22,14,20,1,20,23,17,0
24,12,33,25,Saint-Patrice-de-Beaurivage,69,45,36,13,27,3,19,31,26,0
24,12,33,30,Saint-Narcisse-de-Beaurivage,77,52,47,13,27,3,30,31,28,0
24,12,33,35,Saint-Gilles,40,20,16,7,13,0,11,16,12,0
24,12,33,40,Dosquet,24,8,7,2,5,0,5,5,5,0
24,12,33,45,Saint-Agapit,43,24,19,9,12,3,11,17,11,0
24,12,33,52,Saint-Flavien,45,24,18,8,13,1,6,14,9,0
24,12,33,65,Saint-Janvier-de-Joly,29,17,11,6,7,0,4,9,6,0
24,12,33,70,Val-Alain,18,11,7,3,8,1,6,10,7,0
24,12,33,80,Saint-êdouard-de-Lotbiniäre,66,33,26,8,17,2,11,22,20,0
24,12,33,85,Notre-Dame-du-SacrÇ-Coeur-d'Issoudun,38,26,23,4,9,1,11,15,12,0
24,12,33,90,Saint-Apollinaire,34,17,16,3,10,2,7,11,10,0
24,12,33,95,Saint-Antoine-de-Tilly,41,24,19,7,13,2,10,15,13,0
24,12,33,102,Sainte-Croix,42,30,27,8,15,2,13,18,15,0
24,12,33,115,Lotbiniäre,44,24,19,4,11,1,12,16,10,0
24,12,33,123,Leclercville,44,29,28,10,17,3,20,19,19,0
24,3,34,0,Portneuf,470,248,196,80,158,18,102,171,155,0
24,3,34,7,Neuville,44,23,19,9,16,3,11,14,14,0
24,3,34,17,Pont-Rouge,56,29,23,6,19,3,16,22,19,0
24,3,34,30,Cap-SantÇ,27,16,13,4,9,1,9,10,10,0
24,3,34,38,Saint-Basile,47,21,17,6,12,3,9,15,14,0
24,3,34,58,Deschambault-Grondines,47,25,18,9,23,2,13,20,21,0
24,3,34,60,Saint-Gilbert,30,18,13,6,10,1,5,11,11,0
24,3,34,78,Saint-Casimir,30,18,15,6,12,1,7,17,13,0
24,3,34,85,Saint-Thuribe,27,17,14,5,10,1,9,12,13,0
24,3,34,90,Saint-Ubalde,55,26,23,7,17,0,9,17,14,0
24,3,34,97,Saint-Alban,27,17,12,4,9,1,5,12,9,0
24,3,34,105,Sainte-Christine-d'Auvergne,41,18,16,8,12,0,4,12,12,0
24,3,34,128,Saint-Raymond,39,20,13,10,9,2,5,9,5,0
24,4,35,0,MÇkinac,155,100,75,28,49,8,46,65,47,0
24,4,35,10,Lac-aux-Sables,19,15,11,3,6,0,6,7,6,0
24,4,35,15,Saint-Adelphe,28,20,15,6,10,1,10,14,10,0
24,4,35,20,Saint-SÇverin,25,15,13,4,9,1,7,13,7,0
24,4,35,27,Saint-Tite,34,22,13,6,9,3,9,14,10,0
24,4,35,35,HÇrouxville,22,13,10,4,5,1,5,5,5,0
24,4,35,50,Sainte-Thäcle,27,15,13,5,10,2,9,12,9,0
24,4,36,0,Shawinigan,43,21,18,7,15,4,11,14,12,0
24,4,36,33,Shawinigan,43,21,18,7,15,4,11,14,12,0
24,4,37,0,Francheville,389,207,157,64,130,18,81,139,113,0
24,4,37,67,Trois-Riviäres,58,24,13,6,16,5,9,15,15,0
24,4,37,205,Sainte-Anne-de-la-PÇrade,49,32,26,12,24,3,11,23,18,0
24,4,37,210,Batiscan,23,15,13,6,9,1,5,9,9,0
24,4,37,215,Sainte-Geneviäve-de-Batiscan,25,11,10,3,6,1,4,9,5,0
24,4,37,220,Champlain,33,20,16,7,12,0,7,15,15,0
24,4,37,225,Saint-Luc-de-Vincennes,24,16,11,5,11,0,9,7,4,0
24,4,37,230,Saint-Maurice,53,31,25,7,14,2,16,23,14,0
24,4,37,235,Notre-Dame-du-Mont-Carmel,19,9,6,2,7,0,4,7,6,0
24,4,37,240,Saint-Narcisse,36,14,9,9,9,3,5,11,9,0
24,4,37,245,Saint-Stanislas,39,21,18,4,13,2,7,10,11,0
24,4,37,250,Saint-Prosper,30,14,10,3,9,1,4,10,7,0
24,14,38,0,BÇcancour,466,270,223,80,164,18,158,194,167,0
24,14,38,5,Saint-Sylväre,53,30,25,10,18,2,23,25,20,0
24,14,38,10,BÇcancour,210,119,96,33,69,10,63,78,72,0
24,14,38,28,Manseau,31,19,13,8,13,2,9,15,14,0
24,14,38,35,Sainte-Franáoise,25,18,16,9,16,0,14,15,13,0
24,14,38,40,Sainte-Sophie-de-LÇvrard,28,15,13,3,8,0,11,10,9,0
24,14,38,47,Fortierville,32,19,16,2,10,1,9,15,13,0
24,14,38,55,Parisville,19,12,11,4,11,0,7,10,7,0
24,14,38,60,Sainte-CÇcile-de-LÇvrard,17,9,8,2,5,0,4,9,7,0
24,14,38,65,Saint-Pierre-les-Becquets,31,20,18,5,11,2,12,12,8,0
24,14,38,70,Deschaillons-sur-Saint-Laurent,20,9,7,4,3,1,6,5,4,0
24,14,39,0,Arthabaska,936,511,391,172,280,41,273,373,278,0
24,14,39,10,Ham-Nord,53,18,13,4,9,2,6,10,9,0
24,14,39,15,Notre-Dame-de-Ham,17,6,2,3,2,0,4,4,2,0
24,14,39,20,Saint-RÇmi-de-Tingwick,42,25,18,9,15,3,13,18,15,0
24,14,39,25,Tingwick,91,48,39,15,23,1,25,39,28,0
24,14,39,30,Chesterville,50,25,19,9,13,3,16,19,13,0
24,14,39,35,Chester-Est,36,12,6,4,10,2,8,9,7,0
24,14,39,42,Saint-Norbert-d'Arthabaska,91,47,36,11,26,2,23,28,18,0
24,14,39,62,Victoriaville,114,66,51,17,33,4,36,47,37,0
24,14,39,77,Warwick,89,59,49,14,24,3,29,44,33,0
24,14,39,85,Saint-Albert,34,24,20,11,13,2,12,19,13,0
24,14,39,90,Sainte-êlisabeth-de-Warwick,40,26,24,12,18,1,19,20,15,0
24,14,39,97,Kingsey Falls,31,15,12,7,8,0,9,12,8,0
24,14,39,105,Sainte-SÇraphine,29,22,19,10,13,5,17,18,15,0
24,14,39,117,Sainte-Clotilde-de-Horton,53,30,21,9,16,4,13,21,17,0
24,14,39,130,Saint-Samuel,20,14,12,4,12,3,8,13,12,0
24,14,39,135,Saint-Valäre,57,31,21,14,19,2,20,25,20,0
24,14,39,145,Saint-Rosaire,41,19,10,10,9,2,2,12,6,0
24,14,39,150,Sainte-Anne-du-Sault,22,14,10,5,8,0,7,10,5,0
24,14,39,170,Saint-Louis-de-Blandford,26,10,9,4,9,2,6,5,5,0
24,5,40,0,Asbestos,266,138,103,46,78,14,59,92,78,0
24,5,40,5,Saint-Joseph-de-Ham-Sud,18,11,11,4,7,1,3,6,6,0
24,5,40,10,Saint-Adrien,19,12,10,6,6,3,8,7,5,0
24,5,40,17,Wotton,75,36,29,8,18,1,14,24,22,0
24,5,40,25,Saint-Camille,35,19,14,5,13,3,9,15,13,0
24,5,40,32,Saint-Georges-de-Windsor,45,23,17,8,11,1,10,16,12,0
24,5,40,47,Danville,74,37,22,15,23,5,15,24,20,0
24,5,41,0,Le Haut-Saint-Franáois,488,214,154,78,125,29,75,138,115,0
24,5,41,12,Saint-Isidore-de-Clifton,52,24,18,9,11,4,6,12,9,0
24,5,41,27,La Patrie,40,13,8,2,6,1,2,10,6,0
24,5,41,38,Cookshire-Eaton,185,90,67,36,52,9,35,61,53,0
24,5,41,55,Ascot Corner,16,10,10,4,6,0,6,4,5,0
24,5,41,65,Westbury,28,10,7,6,3,1,4,6,4,0
24,5,41,70,Bury,47,17,11,6,12,7,7,14,13,0
24,5,41,85,Lingwick,33,16,13,3,11,2,2,7,6,0
24,5,41,98,Weedon,45,19,10,5,15,4,8,13,10,0
24,5,41,117,Dudswell,42,15,10,7,9,1,5,11,9,0
24,5,42,0,Le Val-Saint-Franáois,491,230,177,81,147,25,94,155,141,0
24,5,42,5,Stoke,39,18,14,8,13,2,12,9,7,0
24,5,42,20,Saint-Franáois-Xavier-de-Brompton,40,15,14,4,10,2,6,9,6,0
24,5,42,32,Racine,48,24,20,7,18,4,13,17,17,0
24,5,42,40,Bonsecours,26,12,9,6,9,4,5,10,10,0
24,5,42,50,Sainte-Anne-de-la-Rochelle,50,22,17,7,15,3,9,16,12,0
24,5,42,60,Valcourt,34,17,14,6,9,2,7,12,11,0
24,5,42,65,Maricourt,33,17,11,2,7,0,8,14,12,0
24,5,42,75,Melbourne,71,38,29,15,24,8,10,27,27,0
24,5,42,95,Val-Joli,58,33,27,13,21,0,13,20,20,0
24,5,42,100,Saint-Claude,39,13,10,3,9,0,7,7,8,0
24,5,42,110,Cleveland,53,21,12,10,12,0,4,14,11,0
24,5,43,0,Sherbrooke,127,58,43,20,41,12,17,39,39,0
24,5,43,27,Sherbrooke,127,58,43,20,41,12,17,39,39,0
24,5,44,0,Coaticook,579,325,268,124,182,29,157,222,175,0
24,5,44,3,Saint-Malo,30,14,12,3,6,1,9,9,9,0
24,5,44,10,East Hereford,25,15,11,3,8,0,10,12,9,0
24,5,44,15,Saint-HermÇnÇgilde,19,10,7,3,4,0,3,7,3,0
24,5,44,23,Dixville,29,20,18,7,13,3,10,14,12,0
24,5,44,37,Coaticook,132,80,66,32,41,8,41,57,40,0
24,5,44,45,Barnston-Ouest,39,23,19,9,9,2,11,12,12,0
24,5,44,50,Stanstead-Est,53,24,19,17,16,2,7,16,13,0
24,5,44,55,Sainte-Edwidge-de-Clifton,54,20,18,6,8,1,9,11,7,0
24,5,44,60,Martinville,18,12,10,2,7,1,4,8,6,0
24,5,44,71,Compton,180,107,88,42,70,11,53,76,64,0
24,5,45,0,MemphrÇmagog,300,130,90,48,98,29,56,93,85,1
24,5,45,20,Ogden,36,14,6,6,10,2,7,11,9,0
24,5,45,25,Stanstead,23,12,7,4,9,3,5,8,9,0
24,5,45,30,Potton,38,17,14,11,14,3,8,13,12,0
24,5,45,43,Hatley,27,17,12,8,13,5,7,11,11,0
24,5,45,55,Hatley,33,14,9,5,11,7,8,12,9,0
24,5,45,60,Sainte-Catherine-de-Hatley,42,17,15,6,13,4,8,10,10,0
24,5,45,72,Magog,41,13,9,2,8,0,3,10,10,0
24,5,45,95,Bolton-Est,18,8,7,0,4,1,1,5,3,0
24,5,45,105,Stukely-Sud,24,11,6,2,10,2,5,8,6,1
24,5,45,115,Orford,18,7,5,4,6,2,4,5,6,0
24,13,46,0,Brome-Missisquoi,721,398,315,135,265,62,160,295,253,0
24,13,46,10,Frelighsburg,42,23,17,8,17,6,8,17,18,0
24,13,46,17,Saint-Armand,52,32,23,11,18,5,11,18,16,0
24,13,46,25,Saint-Pierre-de-VÇronne-Ö-Pike-River,45,30,27,11,24,1,12,26,21,0
24,13,46,40,Bedford,22,14,13,5,12,3,8,10,8,0
24,13,46,45,Stanbridge East,47,18,10,4,9,1,7,17,8,0
24,13,46,50,Dunham,135,65,52,19,47,10,23,41,39,0
24,13,46,58,Sutton,46,25,16,7,16,6,8,20,18,0
24,13,46,65,Bolton-Ouest,27,13,12,5,11,1,6,12,13,0
24,13,46,75,Lac-Brome,84,46,38,21,32,11,26,36,35,0
24,13,46,90,Brigham,52,31,25,10,20,7,13,21,21,0
24,13,46,95,Saint-Ignace-de-Stanbridge,40,23,22,7,13,2,7,16,13,0
24,13,46,100,Notre-Dame-de-Stanbridge,33,19,14,2,11,0,6,14,7,0
24,13,46,105,Sainte-Sabine,43,27,19,10,16,2,11,22,13,0
24,13,46,112,Farnham,53,32,27,15,19,7,14,25,23,0
24,13,47,0,La Haute-Yamaska,483,251,183,87,164,25,102,176,148,0
24,13,47,5,Bromont,43,19,15,8,17,2,8,18,17,0
24,13,47,10,Saint-Alphonse,53,33,29,16,22,1,12,20,20,0
24,13,47,20,Granby,83,53,35,14,34,9,27,43,33,0
24,13,47,35,Shefford,72,28,22,11,18,4,11,21,19,0
24,13,47,40,Saint-Joachim-de-Shefford,80,38,25,16,24,3,15,27,21,0
24,13,47,47,Roxton Pond,89,44,30,10,25,4,15,27,22,0
24,13,47,55,Sainte-CÇcile-de-Milton,63,36,27,12,24,2,14,20,16,0
24,13,48,0,Acton,444,258,192,75,141,18,120,184,145,0
24,13,48,5,BÇthanie,34,19,15,5,13,3,10,16,12,0
24,13,48,15,Roxton,102,42,27,16,26,3,20,27,23,0
24,13,48,20,Sainte-Christine,42,27,17,6,12,2,14,23,20,0
24,13,48,28,Acton Vale,74,49,43,14,33,4,28,33,24,0
24,13,48,38,Upton,69,48,37,16,22,4,21,33,26,0
24,13,48,45,Saint-ThÇodore-d'Acton,60,33,24,8,17,0,9,23,18,0
24,13,48,50,Saint-Nazaire-d'Acton,63,40,29,10,18,2,18,29,22,0
24,14,49,0,Drummond,813,489,385,166,281,40,243,344,278,0
24,14,49,5,Saint-FÇlix-de-Kingsey,75,34,24,12,19,2,20,23,18,0
24,14,49,15,Durham-Sud,50,31,21,13,19,2,12,22,22,0
24,14,49,20,Lefebvre,24,16,15,6,11,3,10,12,9,0
24,14,49,25,L'Avenir,55,37,29,18,23,5,17,25,21,0
24,14,49,30,Saint-Lucien,18,7,5,2,3,1,3,4,4,0
24,14,49,40,Wickham,76,52,42,20,28,4,31,33,27,0
24,14,49,48,Saint-Germain-de-Grantham,67,47,41,16,28,1,20,31,25,0
24,14,49,58,Drummondville,144,71,58,20,37,5,29,46,35,0
24,14,49,80,Notre-Dame-du-Bon-Conseil,36,21,16,8,13,2,9,16,14,0
24,14,49,85,Sainte-Brigitte-des-Saults,49,38,33,10,24,6,27,31,26,0
24,14,49,95,Saint-Majorique-de-Grantham,25,15,13,3,9,0,10,15,9,0
24,14,49,100,Saint-Edmond-de-Grantham,21,14,6,4,6,1,6,11,3,0
24,14,49,105,Saint-Eugäne,39,20,16,3,14,1,9,14,12,0
24,14,49,113,Saint-Guillaume,62,40,32,16,29,3,21,30,29,0
24,14,49,125,Saint-Bonaventure,50,32,23,12,15,4,13,21,16,0
24,14,49,130,Saint-Pie-de-Guire,22,14,11,3,3,0,6,10,8,0
24,14,50,0,Nicolet-Yamaska,558,350,274,120,203,25,203,268,220,0
24,14,50,5,Sainte-Eulalie,39,22,17,10,14,3,15,18,14,0
24,14,50,23,Saint-Wenceslas,42,23,17,4,15,1,17,19,15,0
24,14,50,35,Saint-CÇlestin,36,20,13,7,8,2,12,16,15,0
24,14,50,42,Saint-LÇonard-d'Aston,38,22,19,6,13,1,12,14,13,0
24,14,50,50,Sainte-PerpÇtue,54,38,31,11,18,4,25,31,21,0
24,14,50,57,Sainte-Monique,38,22,16,9,13,3,11,19,19,0
24,14,50,65,Grand-Saint-Esprit,17,6,4,3,6,1,4,5,5,0
24,14,50,72,Nicolet,52,39,31,15,22,1,21,29,24,0
24,14,50,85,La Visitation-de-Yamaska,30,20,16,9,12,1,12,15,15,0
24,14,50,90,Saint-ZÇphirin-de-Courval,59,39,26,17,19,4,23,28,19,0
24,14,50,95,Saint-Elphäge,23,14,12,3,6,1,10,10,8,0
24,14,50,100,Baie-du-Febvre,55,41,35,17,28,1,24,33,29,0
24,14,50,113,Pierreville,75,44,37,9,29,2,17,31,23,0
24,4,51,0,MaskinongÇ,515,290,209,113,148,28,124,193,141,0
24,4,51,8,MaskinongÇ,30,13,9,5,8,2,7,10,5,0
24,4,51,15,Louiseville,39,21,17,5,11,1,10,12,10,0
24,4,51,20,Yamachiche,74,53,42,27,23,2,25,32,27,0
24,4,51,25,Saint-BarnabÇ,35,14,7,8,8,4,6,12,9,0
24,4,51,30,Saint-SÇväre,28,20,17,7,14,0,11,15,12,0
24,4,51,35,Saint-LÇon-le-Grand,59,34,25,10,14,2,16,23,13,0
24,4,51,40,Sainte-Ursule,44,22,15,6,8,4,6,15,11,0
