HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NFUNGIC,FUNGIC,EFUNGIC,NFERTIL,FERTIL,EFERTIL,NLIME,LIME,ELIME,NCROPROT,NROTGRAZ,NCOVCROP,NGRNMAN,NBUFFZON,NWINDYES,NMANURNY,NMAPPLY,NMSOLD,NMBOUGHT,NMANOTH,NMCOMPIN,MCOMPIN,EMCOMPIN,NMCOMPIN1,NMCOMPIN2,NMCOMPIN3,NMCOMPNO,MCOMPNO,EMCOMPNO,NMCOMPNO1,NMCOMPNO2,NMCOMPNO3,NMSOLIN,MSOLIN,EMSOLIN,NMSOLIN1,NMSOLIN2,NMSOLIN3,NMSOLNO,MSOLNO,EMSOLNO,NMSOLNO1,NMSOLNO2,NMSOLNO3,NMLIQINJ,MLIQINJ,EMLIQINJ,NMLIQINJ1,NMLIQINJ2,NMLIQINJ3,NMLIQSUR,MLIQSUR,EMLIQSUR,NMLIQSUR1,NMLIQSUR2,NMLIQSUR3,NMIRRIG,MIRRIG,EMIRRIG,NMIRRIG1,NMIRRIG2,NMIRRIG3,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NIRRIG,IRRIG,EIRRIG,NIRRFLD,IRRFLD,EIRRFLD,NIRRHAY,IRRHAY,EIRRHAY,NIRRVEG,IRRVEG,EIRRVEG,NIRRFRT,IRRFRT,EIRRFRT,NIRROTH,IRROTH,EIRROTH
24,14,50,113,Pierreville,75,0,0,0,5,108,44,0,0,0,42,"13,633","5,517",10,963,390,12,"1,304",528,47,"13,452","5,444",18,"1,216",492,46,9,6,14,20,13,32,28,6,10,0,6,83,34,1,3,3,1,x,x,0,1,0,9,x,x,7,1,1,5,260,105,1,5,0,7,"1,435",581,6,1,2,8,692,280,4,4,0,0,0,0,0,0,0,50,"14,702","5,950",43,"9,873","3,995",20,"4,234","1,713",4,595,241,3,53,21,0,0,0,0,0,0,2,x,x,3,x,x,0,0,0
24,4,51,0,MaskinongÇ,515,0,0,0,3,x,x,2,x,x,279,"57,555","23,292",31,"2,604","1,054",36,"3,412","1,381",288,"55,450","22,440",141,"10,777","4,361",365,106,17,58,88,69,389,327,86,66,13,33,"1,547",626,23,14,2,9,281,114,3,7,0,158,"11,827","4,786",141,26,8,97,"4,707","1,905",39,66,2,103,"12,697","5,138",86,34,2,94,"8,249","3,338",38,74,2,0,0,0,0,0,0,378,"69,637","28,181",326,"49,760","20,137",103,"18,573","7,516",29,"1,304",528,19,392,159,1,x,x,0,0,0,8,242,98,6,x,x,6,x,x
24,4,51,8,MaskinongÇ,30,0,0,0,0,0,0,0,0,0,21,"5,158","2,087",1,x,x,1,x,x,24,"4,554","1,843",9,637,258,24,2,2,3,10,5,17,17,1,6,1,1,x,x,1,0,0,0,0,0,0,0,0,12,"1,069",433,11,2,0,3,237,96,2,2,1,6,880,356,5,0,1,4,x,x,1,3,1,0,0,0,0,0,0,24,"5,329","2,157",21,"3,078","1,246",9,"1,719",696,4,532,215,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
24,4,51,15,Louiseville,39,0,0,0,0,0,0,0,0,0,23,"6,664","2,697",4,558,226,4,866,350,24,"6,708","2,715",11,"1,346",545,25,4,2,3,5,2,22,14,12,1,0,1,x,x,1,0,0,1,x,x,0,1,0,5,453,183,5,2,0,3,225,91,3,0,0,9,604,244,9,5,0,4,489,198,2,3,0,0,0,0,0,0,0,28,"6,841","2,768",26,"5,976","2,418",6,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,51,20,Yamachiche,74,0,0,0,0,0,0,1,x,x,48,"9,828","3,977",4,96,39,10,762,308,49,"10,357","4,191",19,"1,471",595,55,17,3,9,16,13,61,49,14,5,1,4,170,69,2,2,0,2,x,x,1,1,0,25,"2,530","1,024",24,0,1,17,712,288,9,8,0,16,"1,439",582,15,2,0,17,"1,131",458,11,10,0,0,0,0,0,0,0,57,"12,671","5,128",51,"7,772","3,145",20,"4,786","1,937",5,113,46,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
24,4,51,25,Saint-BarnabÇ,35,0,0,0,0,0,0,0,0,0,20,"5,244","2,122",3,249,101,3,199,81,22,"5,286","2,139",14,"1,422",575,26,8,0,7,7,4,30,26,6,5,1,3,110,45,2,2,0,1,x,x,1,0,0,12,"1,129",457,10,2,0,9,499,202,3,7,0,5,"1,415",573,5,0,0,4,436,176,1,3,0,0,0,0,0,0,0,26,"6,402","2,591",23,"3,977","1,609",8,"2,276",921,3,149,60,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
24,4,51,30,Saint-SÇväre,28,0,0,0,0,0,0,0,0,0,21,"3,315","1,342",2,x,x,1,x,x,21,"3,559","1,440",13,467,189,26,5,0,1,3,1,24,22,5,2,0,2,x,x,1,1,0,0,0,0,0,0,0,13,575,233,13,0,0,8,404,163,2,7,0,4,265,107,2,2,0,9,629,255,3,7,0,0,0,0,0,0,0,26,"3,817","1,545",23,"2,482","1,004",4,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,51,35,Saint-LÇon-le-Grand,59,0,0,0,0,0,0,0,0,0,39,"9,871","3,995",3,847,343,3,"1,014",410,39,"9,570","3,873",15,"1,821",737,49,10,1,4,11,2,43,39,6,5,1,1,x,x,1,0,0,1,x,x,0,1,0,15,"1,332",539,14,1,0,8,219,89,1,7,0,15,"2,162",875,13,4,0,14,"1,756",711,6,13,0,0,0,0,0,0,0,49,"10,780","4,363",46,"7,582","3,068",9,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
24,4,51,40,Sainte-Ursule,44,0,0,0,0,0,0,0,0,0,22,"2,161",875,1,x,x,0,0,0,23,"1,767",715,14,588,238,34,14,2,4,3,5,36,33,4,6,1,4,161,65,4,1,0,1,x,x,0,1,0,17,719,291,16,2,0,15,640,259,7,13,0,6,614,248,6,2,0,5,272,110,2,5,0,0,0,0,0,0,0,35,"3,333","1,349",31,"2,833","1,146",9,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,51,45,Saint-Justin,37,0,0,0,0,0,0,0,0,0,22,"6,959","2,816",1,x,x,0,0,0,23,"6,159","2,492",8,659,267,26,11,0,1,5,3,29,26,8,8,0,4,286,116,3,2,0,1,x,x,0,1,0,16,"1,196",484,16,4,0,7,479,194,1,6,0,7,346,140,4,3,0,7,619,251,2,6,0,0,0,0,0,0,0,26,"8,195","3,316",24,"7,538","3,051",5,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,51,55,Sainte-Angäle-de-PrÇmont,30,0,0,0,0,0,0,1,x,x,11,723,293,4,47,19,2,x,x,10,671,272,5,89,36,22,5,2,6,5,7,22,18,2,6,2,4,64,26,1,2,1,1,x,x,1,1,0,8,261,106,5,4,2,4,117,47,3,1,0,7,558,226,3,5,0,5,422,171,2,4,0,0,0,0,0,0,0,21,"1,239",501,16,"1,124",455,4,x,x,1,x,x,3,18,7,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x
24,4,51,60,Saint-Paulin,46,0,0,0,1,x,x,0,0,0,19,"2,192",887,1,x,x,2,x,x,18,"1,288",521,7,427,173,30,17,0,3,7,8,37,33,8,4,3,2,x,x,2,1,0,1,x,x,0,1,0,7,397,161,6,4,0,10,285,115,5,5,0,10,"1,702",689,8,5,0,14,"1,524",617,7,10,1,0,0,0,0,0,0,28,"3,112","1,259",25,"2,844","1,151",3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,51,80,Charette,19,0,0,0,1,x,x,0,0,0,6,611,247,0,0,0,0,0,0,4,536,217,5,240,97,12,4,0,2,3,2,13,13,1,1,0,2,x,x,1,2,0,0,0,0,0,0,0,4,221,89,3,1,0,8,553,224,2,6,1,0,0,0,0,0,0,3,208,84,1,2,0,0,0,0,0,0,0,16,"1,227",497,9,"1,010",409,5,148,60,3,69,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,51,85,Saint-Boniface,36,0,0,0,1,x,x,0,0,0,9,903,365,1,x,x,2,x,x,11,"1,028",416,9,476,193,15,5,4,7,8,11,27,16,9,4,3,1,x,x,1,0,0,0,0,0,0,0,0,12,823,333,9,4,1,5,337,136,1,4,0,5,680,275,4,1,1,6,343,139,0,6,0,0,0,0,0,0,0,19,"1,915",775,14,"1,338",541,8,509,206,3,68,28,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0
24,4,51,90,Saint-êtienne-des-Gräs,38,0,0,0,0,0,0,0,0,0,18,"3,926","1,589",6,214,87,8,383,155,20,"3,967","1,605",12,"1,134",459,21,4,1,8,5,6,28,21,10,13,0,4,399,161,3,1,1,0,0,0,0,0,0,12,"1,122",454,9,0,4,0,0,0,0,0,0,13,"2,032",822,12,5,0,2,x,x,0,2,0,0,0,0,0,0,0,23,"4,776","1,933",17,"2,206",893,13,x,x,1,x,x,8,266,108,1,x,x,0,0,0,5,192,78,1,x,x,3,x,x
24,7,52,0,D'Autray,466,2,x,x,10,x,x,0,0,0,271,"57,739","23,366",53,"5,059","2,047",49,"7,287","2,949",272,"53,705","21,734",95,"7,114","2,879",319,72,30,93,122,91,324,270,63,79,7,29,"1,474",597,12,13,8,12,504,204,0,11,2,142,"14,932","6,043",114,27,11,84,"5,009","2,027",22,69,5,42,"5,142","2,081",37,6,4,70,"5,156","2,087",24,55,2,0,0,0,0,0,0,328,"68,095","27,557",281,"46,041","18,632",89,"19,655","7,954",32,"2,399",971,48,"3,775","1,528",13,"2,368",958,1,x,x,19,692,280,18,312,126,7,x,x
24,7,52,7,Lavaltrie,38,0,0,0,2,x,x,0,0,0,26,"4,900","1,983",22,"1,981",802,19,"3,864","1,564",29,"5,494","2,223",8,766,310,23,1,6,15,13,16,16,16,0,11,0,3,56,23,0,3,0,0,0,0,0,0,0,10,"2,169",878,4,1,5,3,141,57,1,1,1,1,x,x,1,0,0,1,x,x,0,1,0,0,0,0,0,0,0,26,"6,384","2,584",19,"2,047",828,11,x,x,1,x,x,20,"2,090",846,9,"1,435",581,0,0,0,4,159,64,8,x,x,2,x,x
24,7,52,17,Lanoraie,42,1,x,x,5,x,x,0,0,0,23,"4,994","2,021",19,"1,894",766,18,"1,440",583,26,"5,513","2,231",4,135,55,28,2,6,20,9,20,16,12,4,5,1,4,141,57,2,0,2,2,x,x,0,2,0,5,572,231,3,1,1,2,x,x,0,1,1,3,160,65,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,"5,936","2,402",26,"4,444","1,798",10,"1,254",507,5,238,96,21,"1,528",618,4,933,378,0,0,0,11,410,166,8,80,32,4,105,42
24,7,52,30,Sainte-êlisabeth,68,0,0,0,0,0,0,0,0,0,53,"11,416","4,620",4,539,218,4,485,196,48,"11,254","4,554",21,"1,342",543,55,8,4,17,29,8,55,48,11,18,1,5,264,107,3,2,0,0,0,0,0,0,0,25,"2,101",850,22,4,1,12,"1,125",455,4,10,0,12,"1,564",633,11,1,1,15,"1,658",671,7,10,1,0,0,0,0,0,0,56,"12,403","5,019",48,"7,744","3,134",20,"4,238","1,715",8,421,170,2,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0
24,7,52,40,Sainte-Geneviäve-de-Berthier,31,0,0,0,0,0,0,0,0,0,17,"8,276","3,349",0,0,0,2,x,x,18,"7,298","2,953",7,918,372,20,0,1,6,8,2,18,12,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"1,770",716,7,1,0,1,x,x,1,0,0,5,924,374,5,0,0,5,474,192,2,5,0,0,0,0,0,0,0,20,"8,398","3,399",16,"4,945","2,001",5,"3,180","1,287",4,273,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,7,52,45,Saint-Ignace-de-Loyola,30,0,0,0,0,0,0,0,0,0,15,"3,027","1,225",1,x,x,1,x,x,15,"2,268",918,3,298,121,22,8,1,4,12,12,21,19,1,3,1,3,606,245,1,2,1,1,x,x,0,1,1,11,827,335,10,2,0,7,380,154,2,6,1,0,0,0,0,0,0,3,x,x,0,3,0,0,0,0,0,0,0,22,"4,596","1,860",18,"3,902","1,579",5,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,7,52,55,Saint-BarthÇlemy,55,0,0,0,0,0,0,0,0,0,44,"8,544","3,458",1,x,x,0,0,0,45,"8,090","3,274",11,693,280,46,5,2,4,10,4,38,33,5,9,0,2,x,x,2,1,1,0,0,0,0,0,0,23,"3,076","1,245",20,4,2,11,553,224,3,9,0,2,x,x,2,1,0,6,368,149,2,5,0,0,0,0,0,0,0,50,"10,432","4,222",47,"9,032","3,655",9,"1,179",477,4,221,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,7,52,62,Saint-Cuthbert,63,0,0,0,0,0,0,0,0,0,49,"10,127","4,098",3,413,167,2,x,x,45,"8,229","3,330",20,"1,490",603,56,11,5,13,15,12,48,43,7,8,1,4,97,39,1,2,1,1,x,x,0,1,0,26,"2,214",896,24,5,0,5,245,99,2,4,0,9,"1,433",580,7,2,1,14,726,294,5,11,0,0,0,0,0,0,0,52,"11,267","4,560",45,"7,613","3,081",14,"3,338","1,351",3,316,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,7,52,70,Saint-Norbert,38,1,x,x,1,x,x,0,0,0,14,"2,737","1,108",0,0,0,1,x,x,16,"2,454",993,8,545,221,21,10,1,4,8,6,29,22,8,2,0,1,x,x,0,0,1,3,106,43,0,3,0,10,479,194,8,2,0,8,409,166,3,7,0,3,453,183,3,1,0,4,297,120,0,4,0,0,0,0,0,0,0,22,"3,267","1,322",20,"1,999",809,6,823,333,3,445,180,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
24,7,52,85,Saint-Gabriel-de-Brandon,64,0,0,0,2,x,x,0,0,0,20,"2,843","1,151",1,x,x,0,0,0,23,"2,507","1,015",7,615,249,31,15,1,6,11,8,53,37,17,12,2,3,126,51,2,0,1,3,223,90,0,3,0,19,"1,601",648,14,4,1,19,"1,210",490,3,18,0,5,264,107,5,0,0,9,623,252,4,6,0,0,0,0,0,0,0,33,"4,197","1,698",29,"3,233","1,308",6,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
24,7,52,90,Saint-Didace,37,0,0,0,0,0,0,0,0,0,10,875,354,2,x,x,2,x,x,7,598,242,6,312,126,17,12,3,4,7,3,30,28,3,7,1,4,119,48,1,3,1,2,x,x,0,1,1,6,123,50,2,3,1,16,847,343,3,13,2,2,x,x,2,1,0,13,737,298,4,10,1,0,0,0,0,0,0,16,"1,215",492,13,"1,082",438,3,133,54,0,0,0,3,26,11,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0
24,13,53,0,Le Bas-Richelieu,320,2,x,x,0,0,0,0,0,0,203,"60,632","24,537",17,"3,430","1,388",13,"3,126","1,265",228,"67,726","27,408",65,"5,175","2,094",239,46,14,40,94,62,204,167,35,23,11,11,782,316,7,3,1,11,217,88,1,10,0,64,"3,053","1,236",54,15,2,32,"1,428",578,13,22,0,65,"8,219","3,326",57,16,5,41,"4,384","1,774",20,30,2,0,0,0,0,0,0,245,"74,915","30,317",195,"44,310","17,932",104,"21,849","8,842",41,"8,756","3,543",3,55,22,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0
24,13,53,5,Saint-David,57,0,0,0,0,0,0,0,0,0,39,"13,219","5,350",4,396,160,2,x,x,41,"13,335","5,396",12,"1,019",412,45,4,2,11,18,12,37,27,9,3,1,3,553,224,3,0,0,0,0,0,0,0,0,8,159,64,6,3,0,4,363,147,2,3,0,15,"1,705",690,13,5,1,10,"1,271",514,7,8,0,0,0,0,0,0,0,45,"14,518","5,875",38,"10,055","4,069",23,"3,639","1,473",7,824,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,53,15,Saint-AimÇ,51,1,x,x,0,0,0,0,0,0,38,"10,183","4,121",2,x,x,1,x,x,42,"11,345","4,591",9,482,195,42,5,3,5,19,9,37,30,6,6,2,0,0,0,0,0,0,1,x,x,0,1,0,12,800,324,11,2,0,1,x,x,1,0,0,14,"1,532",620,14,1,0,11,"1,161",470,4,8,0,0,0,0,0,0,0,43,"11,226","4,543",39,"8,425","3,409",13,"1,569",635,8,"1,232",499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,53,20,Saint-Robert,40,0,0,0,0,0,0,0,0,0,30,"8,543","3,457",2,x,x,3,"2,321",939,34,"8,949","3,622",6,476,193,33,5,4,4,12,12,23,19,3,5,1,1,x,x,1,0,0,0,0,0,0,0,0,12,421,170,10,3,2,4,x,x,1,3,0,10,"1,015",411,7,2,2,5,391,158,1,4,0,0,0,0,0,0,0,31,"9,674","3,915",28,"5,562","2,251",11,"3,762","1,522",4,350,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,53,25,Sainte-Victoire-de-Sorel,35,0,0,0,0,0,0,0,0,0,17,"6,561","2,655",0,0,0,0,0,0,19,"6,560","2,655",9,786,318,23,8,1,5,11,7,28,24,6,1,1,3,142,57,2,1,0,3,87,35,0,3,0,6,396,160,5,1,0,7,290,117,3,4,0,3,483,195,3,1,0,5,820,332,4,3,0,0,0,0,0,0,0,25,"7,349","2,974",11,"1,302",527,14,"4,393","1,778",4,"1,654",669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,53,32,Saint-Ours,42,1,x,x,0,0,0,0,0,0,25,"8,302","3,360",3,500,202,3,191,77,32,"8,490","3,436",11,907,367,30,4,1,8,19,9,18,14,3,4,3,1,x,x,0,1,0,3,28,11,1,2,0,3,230,93,2,2,0,0,0,0,0,0,0,6,"1,465",593,6,1,0,2,x,x,0,1,1,0,0,0,0,0,0,33,"8,759","3,545",25,"6,313","2,555",16,"1,554",629,9,892,361,2,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0
24,13,53,40,Saint-Roch-de-Richelieu,30,0,0,0,0,0,0,0,0,0,18,"5,156","2,087",2,x,x,1,x,x,19,"4,875","1,973",6,675,273,19,7,2,2,4,5,16,14,1,0,2,2,x,x,1,1,0,2,x,x,0,2,0,4,169,68,3,1,0,1,x,x,1,0,0,5,562,227,5,1,0,2,x,x,0,2,0,0,0,0,0,0,0,20,"6,323","2,559",13,"5,130","2,076",8,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
24,13,53,72,Yamaska,44,0,0,0,0,0,0,0,0,0,24,"5,038","2,039",2,x,x,1,x,x,27,"10,048","4,066",7,339,137,30,8,0,2,7,6,29,24,6,2,1,1,x,x,0,0,1,2,x,x,0,2,0,13,686,278,11,2,0,8,369,149,1,7,0,7,"1,048",424,4,3,1,1,x,x,1,0,0,0,0,0,0,0,0,31,"12,577","5,090",25,"4,552","1,842",14,"5,544","2,244",4,"2,481","1,004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,53,85,Saint-GÇrard-Majella,21,0,0,0,0,0,0,0,0,0,12,"3,630","1,469",2,x,x,2,x,x,14,"4,124","1,669",5,491,199,17,5,1,3,4,2,16,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,192,78,6,1,0,7,262,106,4,5,0,5,409,166,5,2,1,5,465,188,3,4,1,0,0,0,0,0,0,17,"4,489","1,817",16,"2,971","1,202",5,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,54,0,Les Maskoutains,"1,106",0,0,0,9,x,x,2,x,x,745,"197,894","80,085",168,"21,188","8,574",143,"17,689","7,158",763,"190,696","77,172",170,"12,503","5,060",823,66,75,207,355,225,798,652,228,177,22,56,"2,669","1,080",41,10,9,15,361,146,3,10,2,239,"18,225","7,375",223,31,6,83,"4,650","1,882",30,60,2,304,"38,335","15,514",291,39,3,209,"17,787","7,198",140,98,3,0,0,0,0,0,0,846,"219,616","88,875",653,"127,009","51,399",418,"77,903","31,526",154,"14,704","5,950",33,"1,313",531,3,204,83,1,x,x,14,662,268,17,273,110,5,x,x
24,13,54,8,Saint-Pie,109,0,0,0,0,0,0,0,0,0,81,"18,793","7,605",21,"1,521",616,10,"2,886","1,168",79,"16,198","6,555",14,942,381,93,7,11,14,43,22,81,66,22,16,1,1,x,x,1,0,0,0,0,0,0,0,0,21,"1,281",518,21,0,0,6,237,96,4,2,0,41,"4,135","1,673",41,1,0,20,"1,067",432,16,6,0,0,0,0,0,0,0,91,"21,971","8,891",73,"13,588","5,499",47,"5,474","2,215",32,"2,909","1,177",2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
24,13,54,17,Saint-Damase,109,0,0,0,0,0,0,0,0,0,87,"15,447","6,251",47,"3,334","1,349",40,"2,839","1,149",88,"15,371","6,220",19,963,390,88,1,11,34,46,19,64,57,13,26,1,11,902,365,9,1,1,2,x,x,1,0,1,25,"1,619",655,24,2,2,0,0,0,0,0,0,19,"1,215",492,19,1,0,12,961,389,8,4,0,0,0,0,0,0,0,92,"16,955","6,861",80,"13,168","5,329",31,"3,187","1,290",5,600,243,9,317,128,1,x,x,0,0,0,6,291,118,3,x,x,0,0,0
24,13,54,30,Sainte-Marie-Madeleine,59,0,0,0,1,x,x,0,0,0,46,"8,042","3,254",15,817,331,15,844,342,46,"8,139","3,294",7,x,x,45,2,3,15,21,12,29,24,7,8,2,4,70,28,2,1,1,0,0,0,0,0,0,4,x,x,3,1,1,2,x,x,1,1,0,11,"1,480",599,10,1,1,8,832,337,6,3,2,0,0,0,0,0,0,50,"8,989","3,638",39,"4,755","1,924",26,"3,471","1,405",11,763,309,10,452,183,1,x,x,0,0,0,7,x,x,6,180,73,1,x,x
24,13,54,35,La PrÇsentation,86,0,0,0,2,x,x,0,0,0,62,"17,884","7,237",10,"3,330","1,348",11,"2,588","1,047",64,"16,153","6,537",14,"1,023",414,67,3,1,17,22,10,55,41,16,16,2,5,319,129,5,0,1,0,0,0,0,0,0,24,"1,989",805,24,2,1,3,142,57,2,1,0,13,"1,715",694,13,2,1,6,785,318,2,5,0,0,0,0,0,0,0,67,"18,929","7,660",51,"8,582","3,473",35,"9,785","3,960",7,562,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,54,48,Saint-Hyacinthe,136,0,0,0,1,x,x,0,0,0,97,"28,239","11,428",27,"3,719","1,505",24,"3,539","1,432",100,"26,466","10,710",24,"1,991",806,105,5,11,33,48,30,79,64,22,19,2,2,x,x,1,0,1,1,x,x,1,0,0,34,"2,706","1,095",33,2,1,9,475,192,5,4,0,31,"4,459","1,804",27,5,1,23,"1,726",698,10,14,0,0,0,0,0,0,0,107,"30,771","12,453",87,"20,784","8,411",52,"8,533","3,453",16,"1,454",588,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x
24,13,54,60,Saint-Dominique,64,0,0,0,1,x,x,1,x,x,40,"7,406","2,997",7,636,257,5,213,86,39,"6,982","2,826",5,378,153,49,3,2,5,23,14,52,39,17,12,0,4,161,65,3,1,0,0,0,0,0,0,0,15,849,344,13,4,0,4,272,110,1,3,0,21,"3,676","1,488",20,4,0,7,283,115,3,6,0,0,0,0,0,0,0,47,"8,782","3,554",34,"3,947","1,597",23,"4,380","1,773",7,455,184,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
24,13,54,65,Saint-ValÇrien-de-Milton,101,0,0,0,0,0,0,0,0,0,59,"12,807","5,183",4,428,173,0,0,0,60,"12,169","4,925",13,819,331,63,14,5,5,29,22,86,76,22,8,2,3,98,40,3,0,0,3,47,19,0,3,0,24,"1,570",635,18,8,0,15,947,383,3,15,1,37,"4,006","1,621",35,8,0,35,"3,005","1,216",24,20,1,0,0,0,0,0,0,66,"14,678","5,940",49,"6,065","2,454",34,"7,438","3,010",11,"1,175",476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,54,72,Saint-Liboire,67,0,0,0,1,x,x,0,0,0,30,"7,839","3,172",6,617,250,4,318,129,35,"8,548","3,459",6,475,192,42,9,4,6,20,16,59,44,22,4,1,3,136,55,3,2,0,2,x,x,0,2,0,14,931,377,12,3,0,10,410,166,1,9,0,20,"2,453",993,17,4,0,13,"1,096",444,9,7,0,0,0,0,0,0,0,41,"9,172","3,712",33,"4,728","1,913",22,"3,866","1,565",7,578,234,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
24,13,54,90,Saint-Simon,48,0,0,0,0,0,0,0,0,0,31,"10,698","4,329",2,x,x,5,398,161,32,"10,426","4,219",11,"1,293",523,36,4,6,11,18,6,44,35,12,11,3,1,x,x,0,0,1,0,0,0,0,0,0,10,849,344,10,0,0,6,438,177,3,4,0,19,"2,032",822,18,2,0,18,"1,758",711,11,9,0,0,0,0,0,0,0,36,"11,791","4,772",26,"4,736","1,917",22,"5,767","2,334",11,"1,288",521,3,313,127,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0
24,13,54,95,Sainte-HÇläne-de-Bagot,70,0,0,0,0,0,0,0,0,0,45,"11,046","4,470",3,243,98,1,x,x,47,"11,967","4,843",8,461,187,50,5,2,10,16,16,68,53,25,15,1,7,232,94,6,1,0,2,x,x,1,1,0,20,"1,705",690,18,6,0,10,474,192,4,8,1,23,"4,008","1,622",23,4,0,14,"1,154",467,10,7,0,0,0,0,0,0,0,51,"12,524","5,068",36,"6,046","2,447",31,"5,156","2,087",8,"1,322",535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,54,100,Saint-Hugues,78,0,0,0,1,x,x,0,0,0,49,"15,507","6,275",5,"1,764",714,10,777,314,50,"14,346","5,806",16,"1,133",459,51,5,9,17,24,17,58,47,20,19,5,4,94,38,2,2,1,1,x,x,0,0,1,15,"1,461",591,14,1,0,4,433,175,2,3,0,27,"2,615","1,058",26,5,0,19,"1,029",416,17,5,0,0,0,0,0,0,0,57,"16,952","6,860",43,"11,338","4,588",20,"3,102","1,255",21,"2,512","1,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,54,105,Saint-BarnabÇ-Sud,45,0,0,0,0,0,0,0,0,0,39,"11,253","4,554",10,"2,008",813,9,"1,109",449,38,"10,692","4,327",10,779,315,41,0,2,17,17,8,36,35,4,11,0,4,537,217,4,0,0,0,0,0,0,0,0,10,905,366,10,0,1,5,226,91,2,3,0,13,943,382,13,0,0,11,"1,540",623,10,2,0,0,0,0,0,0,0,41,"11,991","4,853",28,"7,357","2,977",23,"4,273","1,729",3,361,146,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
24,13,54,110,Saint-Jude,48,0,0,0,0,0,0,1,x,x,27,"9,171","3,711",4,969,392,2,x,x,28,"9,935","4,021",8,981,397,29,4,3,10,9,12,33,26,9,5,1,3,28,11,1,1,1,2,x,x,0,2,0,9,"1,071",433,9,1,0,3,65,26,1,2,0,9,624,253,9,0,0,8,"1,480",599,5,4,0,0,0,0,0,0,0,32,"10,145","4,106",26,"7,860","3,181",14,"2,021",818,5,264,107,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
