HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NFEEDPD,FEEDPD,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTWRK,CUSTWRK,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGENF,CSHWGENF,NFUEL,FUEL,NREPMCH,REPMCH,NREPBLDG,REPBLDG,NRNTEXP,RNTEXP,NRNTMCH,RNTMCH,NUTILEXP,UTILEXP,NTOTINT,TOTINT,NOTHEXP,OTHEXP,NTOTEXP,TOTEXP,NFEEDCO,FEEDCO,NPDLBSL,PDLBSL,NPDLBYR,PDLBYR,NTOTLAB,TOTLAB
13,1,10,36,Stanley,23,20,"74,450",13,"16,095",16,"32,139",12,x,5,x,7,"15,827",8,"30,245",14,"205,351",7,"65,564",13,"139,787",23,"71,708",21,"93,574",14,"20,034",2,x,2,x,16,"26,761",10,"19,885",18,"124,186",23,"835,324",11,"49,824",14,x,1,x,14,442
13,1,11,0,Carleton,397,293,"8,794,755",204,"7,198,896",230,"12,038,527",218,"3,171,669",100,"2,497,619",186,"562,214",170,"5,488,624",229,"23,798,113",147,"5,217,357",192,"18,580,756",375,"6,292,650",370,"7,459,166",285,"1,889,776",150,"2,266,874",64,"1,029,204",349,"2,614,089",228,"5,672,587",360,"15,546,683",397,"106,321,446",195,"2,638,373",188,"13,802",107,"30,005",229,"43,807"
13,1,11,1,Richmond,34,21,"172,133",8,x,16,"62,963",26,"714,458",12,x,24,"74,434",13,x,13,x,9,"232,358",9,x,31,"261,003",31,"325,008",24,"68,010",9,"33,482",4,"58,626",30,"93,560",16,x,31,x,34,x,23,"690,818",7,198,6,587,13,785
13,1,11,4,Woodstock,34,25,"619,496",18,"354,824",20,x,16,"513,720",8,x,16,"38,165",14,"571,228",16,"1,593,892",9,"273,750",15,"1,320,142",32,"373,186",29,"436,821",21,x,9,"51,616",8,"63,635",24,x,16,"470,206",31,"701,485",34,"7,540,639",16,"476,700",12,"1,067",7,"1,642",16,"2,709"
13,1,11,8,Northampton,31,21,"178,441",12,x,11,x,21,"239,528",8,"26,051",16,x,12,x,12,x,6,"16,064",9,x,30,"245,954",28,"881,916",22,x,7,x,0,0,24,x,10,x,24,x,31,x,18,"208,313",10,161,3,"13,703",12,"13,864"
13,1,11,11,Brighton,33,23,"467,649",15,"543,088",18,"161,017",13,"86,897",7,"20,626",11,"14,821",10,"38,199",17,x,10,"229,426",15,x,31,"279,263",30,"362,040",21,"49,720",11,"109,071",5,"61,182",30,"136,955",19,"324,424",30,x,33,x,12,"78,252",14,458,7,922,17,"1,380"
13,1,11,14,Wakefield,55,42,"1,633,708",35,"1,593,949",37,"1,011,510",30,"301,908",14,"151,574",22,"47,011",19,"468,674",34,"3,168,734",16,"1,192,427",32,"1,976,307",53,"1,152,047",53,"1,193,211",35,"238,088",27,"604,537",6,"189,039",50,"369,498",36,"973,161",49,"2,215,303",55,"15,311,952",26,"238,296",31,"2,920",15,"2,753",34,"5,673"
13,1,11,18,Wilmot,40,29,"1,311,784",19,"1,162,716",25,"771,299",24,"598,818",12,"126,440",23,"101,781",21,"476,891",19,"2,345,843",14,"606,208",14,"1,739,635",37,"746,518",38,"803,333",31,"115,530",18,"529,570",11,"148,176",37,"249,254",25,"630,890",34,"1,031,185",40,"11,150,028",24,"402,283",15,"1,674",11,"1,977",19,"3,651"
13,1,11,24,Peel,42,31,"730,621",22,"629,576",29,"564,657",28,"287,635",14,"476,999",22,"79,457",19,"83,986",28,"1,470,336",23,"557,298",22,"913,038",40,"475,442",39,"493,590",35,"119,212",15,"223,879",5,"148,161",39,"189,924",25,"420,583",42,"1,014,356",42,"7,408,414",25,"214,951",25,902,14,"1,968",28,"2,870"
13,1,11,26,Aberdeen,28,19,"592,161",17,"294,428",15,x,11,"32,926",3,x,7,x,14,x,20,"1,992,686",12,"344,758",17,"1,647,928",28,"821,995",27,"508,807",17,"197,411",15,x,6,"132,506",26,"186,228",17,"632,247",27,"1,207,619",28,x,8,"9,243",18,"1,650",9,"1,450",20,"3,100"
13,1,11,28,Kent,63,58,"1,761,746",39,"1,360,175",39,"932,364",27,"109,974",11,"176,586",25,"51,251",30,"209,205",46,"3,370,980",35,"1,237,798",40,"2,133,182",58,"1,240,751",62,"1,419,843",52,"409,735",23,"182,160",12,"161,673",57,"377,578",40,"884,821",59,"1,793,080",63,"14,441,922",22,"50,396",38,"2,654",24,"3,476",46,"6,130"
13,1,11,31,Wicklow,37,24,"1,327,016",19,"1,141,566",20,"1,005,556",22,"285,805",11,"258,725",20,"77,339",18,"223,486",24,"2,314,973",13,"527,270",19,"1,787,703",35,"696,491",33,"1,034,597",27,"187,600",16,"191,617",7,"66,206",32,"216,372",24,"692,674",33,"1,039,661",37,"10,759,684",21,"269,121",18,"2,118",11,"1,527",24,"3,645"
13,1,12,0,Victoria,150,130,"4,653,321",107,"4,546,076",109,"3,463,967",50,"597,523",28,"422,355",44,"99,939",76,"1,537,368",118,"9,350,901",70,"2,801,965",107,"6,548,936",144,"2,958,091",143,"3,735,725",118,"1,131,991",72,"1,217,097",37,"472,521",142,"1,035,731",106,"3,117,602",141,"6,181,828",150,"44,522,036",41,"528,341",101,"9,851",58,"7,761",118,"17,612"
13,1,12,4,Perth,43,35,"650,033",25,"496,638",26,"351,869",22,"430,491",15,"74,043",22,"81,085",24,"116,544",29,"1,717,208",19,"587,070",24,"1,130,138",40,"484,347",41,"528,667",31,"124,958",17,"74,324",10,"91,253",40,"171,599",27,"682,694",39,"1,214,568",43,"7,290,321",18,"414,817",26,"2,333",10,"1,292",29,"3,625"
13,1,12,14,Denmark,41,36,"994,085",33,"843,145",34,"610,376",12,"41,802",4,"8,813",8,"6,191",17,"231,163",30,"1,501,085",15,"403,781",28,"1,097,304",40,"604,123",38,"632,198",31,"183,815",19,"192,656",12,"154,794",38,"202,043",24,"524,424",39,"1,097,844",41,"7,828,557",8,"14,746",26,"1,566",12,"1,232",30,"2,798"
13,1,12,16,Grand Falls,30,27,"1,255,244",20,"1,367,735",20,"1,006,913",10,x,5,x,10,"11,536",15,"355,247",25,"2,637,495",16,"967,783",23,"1,669,712",29,"866,809",29,"1,102,854",25,"275,718",20,"370,487",6,"73,075",28,"256,144",27,"683,356",29,"1,494,598",30,"12,192,105",9,"85,206",19,"1,806",15,"3,138",25,"4,944"
13,1,12,21,Drummond,36,32,"1,753,959",29,"1,838,558",29,"1,494,809",6,x,4,x,4,"1,127",20,"834,414",34,"3,495,113",20,"843,331",32,"2,651,782",35,"1,002,812",35,"1,472,006",31,"547,500",16,"579,630",9,"153,399",36,"405,945",28,"1,227,128",34,"2,374,818",36,"17,211,053",6,"13,572",30,"4,146",21,"2,099",34,"6,245"
13,1,13,0,Madawaska,165,89,"1,882,469",66,"1,973,093",72,"1,450,005",74,"19,326,962",42,"5,168,123",72,"674,259",54,"1,590,543",94,"8,285,810",60,"2,737,381",73,"5,548,429",157,"4,404,969",147,"2,705,202",114,"1,193,856",39,"260,533",33,"655,874",144,"1,137,775",91,"3,133,967",130,"4,786,621",165,"58,630,061",69,"18,932,418",65,"4,400",56,"11,454",94,"15,854"
13,1,13,1,Saint-AndrÇ,36,33,"1,639,253",29,"1,850,981",31,"1,187,746",7,"168,475",5,"28,747",7,"27,259",15,"384,568",32,"3,156,803",19,"789,201",31,"2,367,602",36,"1,350,243",33,"1,220,132",29,"304,132",19,"206,718",10,"437,999",33,"375,599",26,"931,365",29,"1,544,537",36,"14,814,557",7,"163,885",28,"3,435",18,"2,211",32,"5,646"
13,1,13,4,Saint-LÇonard,20,14,"100,897",9,"49,016",7,x,11,x,6,x,10,"105,462",7,x,9,x,6,x,6,x,19,"216,945",18,"450,185",12,"101,965",1,x,4,x,19,"162,696",10,"302,018",16,"912,325",20,"7,813,250",10,x,5,395,6,"1,007",9,"1,402"
13,1,13,15,Riviäre-Verte,26,17,"59,479",7,"8,550",11,"18,613",16,"253,417",8,"30,477",16,"46,281",10,"38,951",11,"173,703",8,"142,255",7,"31,448",26,"117,307",25,"148,570",16,"49,064",3,"1,100",8,"110,099",20,"40,662",13,"52,651",18,"174,980",26,"1,323,904",14,"187,793",7,103,8,263,11,366
13,1,13,22,Saint-Joseph,31,4,x,3,x,7,"1,977",18,"661,475",10,"423,892",17,x,2,x,13,"231,732",9,"119,293",9,"112,439",26,x,23,"149,909",24,"121,379",8,x,4,x,25,"68,203",14,x,27,"163,927",31,"2,205,708",17,"637,860",8,85,9,384,13,469
13,1,13,27,Edmundston,33,18,"46,418",12,"25,107",12,"46,226",10,"147,940",5,x,10,x,11,"192,080",17,"520,461",11,"284,420",13,"236,041",33,"250,791",29,"195,418",20,"60,835",6,"34,114",6,"31,978",29,"96,843",17,"178,703",26,"283,541",33,"2,165,121",9,"141,363",11,256,8,782,17,"1,038"
13,1,13,41,Saint-Franáois,19,3,x,6,x,4,x,12,x,8,x,12,"437,534",9,x,12,x,7,x,7,x,17,x,19,"540,988",13,"556,481",2,x,1,x,18,"393,772",11,x,14,"1,707,311",19,"30,307,521",12,x,6,126,7,"6,807",12,"6,933"
13,4,14,0,Restigouche,92,48,"535,238",37,"219,588",39,"475,082",36,"1,388,998",14,"296,256",31,"261,687",30,"209,239",61,"2,923,551",37,"1,296,813",47,"1,626,738",89,"949,315",83,"1,035,904",65,"474,871",33,"199,741",15,"157,480",78,"413,365",58,"1,157,329",83,"1,780,594",92,"12,478,238",32,"927,388",54,"2,396",26,"3,509",61,"5,905"
13,4,14,1,Durham,28,14,"99,336",10,x,11,"57,268",11,"299,304",6,"25,605",10,"74,600",7,"50,443",15,"382,187",8,x,13,x,28,"133,904",25,"109,075",20,"137,845",8,x,2,x,23,"72,503",14,"276,535",26,"282,296",28,"2,130,618",11,x,13,x,6,x,15,652
13,4,14,8,Dalhousie,18,11,"67,938",4,x,7,"266,504",8,"418,040",2,x,4,x,3,"10,862",10,"701,569",4,x,8,x,18,"200,529",15,"131,821",12,"57,799",1,x,0,0,15,"83,922",8,"56,593",15,"520,762",18,"2,655,386",6,x,9,x,2,x,10,"1,639"
13,4,14,21,Saint-Quentin,46,23,"367,964",23,"153,744",21,"151,310",17,"671,654",6,x,17,x,20,"147,934",36,"1,839,795",25,"1,076,465",26,"763,330",43,"614,882",43,"795,008",33,"279,227",24,"160,179",13,x,40,"256,940",36,"824,201",42,"977,536",46,"7,692,234",15,"552,321",32,"1,600",18,"2,014",36,"3,614"
13,4,15,0,Gloucester,192,120,"625,541",95,"777,607",80,"304,428",56,"2,527,601",26,"3,453,704",55,"275,116",61,"2,455,336",111,"3,360,013",50,"917,500",92,"2,442,513",181,"884,271",173,"1,414,247",100,"307,117",41,"67,478",34,"230,518",147,"430,258",91,"710,213",155,"2,576,476",192,"20,399,924",49,"2,437,599",96,"3,168",31,"3,425",111,"6,593"
13,4,15,1,Saumarez,35,25,x,20,"98,462",13,x,7,x,4,x,9,"12,315",15,"70,880",20,"385,772",8,"102,481",19,"283,291",31,"135,181",32,"180,736",18,"19,661",7,"10,191",7,"38,220",27,"55,095",14,"91,552",29,"312,081",35,"1,691,846",5,x,19,x,2,x,20,727
13,4,15,8,Bathurst,45,23,"52,439",15,"43,339",21,"50,470",20,"666,139",9,x,17,"95,823",13,x,27,"719,260",18,"379,058",21,"340,202",44,"192,892",41,"207,818",22,"56,862",11,"11,781",10,"83,494",36,"101,957",20,"237,766",36,"550,973",45,"3,441,153",18,"646,153",22,640,11,892,27,"1,532"
13,4,15,16,New Bandon,27,19,x,8,"10,919",14,"21,568",13,"280,786",8,x,14,"42,010",9,"35,067",13,"167,058",5,x,9,x,26,"125,358",24,"134,255",14,"34,311",7,"5,086",3,x,18,x,11,x,23,"198,682",27,"1,497,192",13,x,12,x,2,x,13,403
13,4,15,21,Saint-Isidore,29,19,"245,110",20,"520,665",9,x,4,x,2,x,6,x,9,x,15,"983,750",5,"189,809",14,"793,941",27,"160,298",27,x,16,"69,251",6,"26,032",3,x,23,x,17,x,22,"756,399",29,"5,732,511",4,"10,407",11,493,7,"1,015",15,"1,508"
13,4,15,24,Inkerman,37,21,x,22,"33,854",15,x,7,x,2,x,5,x,11,x,23,"793,707",10,"122,664",18,"671,043",34,"150,286",32,x,18,"79,219",5,"3,162",4,x,26,x,15,x,29,"492,059",37,"6,654,105",5,x,20,656,5,"1,008",23,"1,664"
13,4,15,29,Shippagan,19,13,"134,775",10,"70,368",8,"69,474",5,x,1,x,4,"1,680",4,"10,470",13,"310,466",4,x,11,x,19,"120,256",17,"153,124",12,"47,813",5,"11,226",7,x,17,"49,108",14,"94,601",16,"266,282",19,"1,383,117",4,"17,937",12,612,4,147,13,759
24,0,0,0,Quebec / QuÇbec,"30,675","17,539","222,207,361","14,317","98,332,896","18,596","215,506,113","17,705","1,199,009,365","10,237","818,570,768","16,684","163,568,868","17,640","343,201,558","14,657","723,373,404","10,366","318,288,815","9,428","405,084,589","29,371","295,890,417","28,387","292,526,658","24,681","154,796,496","9,720","92,721,337","6,696","42,192,876","28,373","144,389,165","20,986","407,663,431","28,158","828,455,326","30,675","6,042,406,039","16,963","1,050,008,554","8,962","466,831","8,806","932,030","14,657","1,398,861"
24,1,0,0,Bas-Saint-Laurent,"2,300","1,340","9,245,085",995,"2,650,118","1,529","8,561,543","1,516","48,914,550",801,"18,707,724","1,468","10,851,398","1,394","10,907,166","1,226","40,524,153",883,"22,931,271",822,"17,592,882","2,204","16,306,203","2,156","19,762,717","1,841","6,973,285",952,"2,663,328",710,"4,440,706","2,121","8,650,674","1,758","26,201,562","2,146","54,465,924","2,300","289,826,136","1,480","39,493,437",885,"29,327",663,"56,076","1,226","85,403"
24,2,0,0,Saguenay--Lac-Saint-Jean/Cìte-Nord,"1,184",755,"8,049,498",666,"4,494,647",888,"8,690,599",749,"26,910,919",438,"10,335,662",717,"5,533,253",704,"9,789,946",654,"30,255,720",458,"14,664,430",471,"15,591,290","1,143","10,379,470","1,107","12,023,600",974,"4,971,339",404,"1,990,829",344,"1,782,117","1,067","5,209,172",856,"16,473,091","1,061","32,809,253","1,184","189,699,115",718,"20,933,178",461,"21,232",360,"34,356",654,"55,588"
24,3,0,0,QuÇbec,"1,157",646,"7,835,463",555,"4,402,482",752,"7,082,843",665,"37,041,214",372,"13,264,521",599,"4,753,008",598,"6,190,090",564,"27,716,118",386,"11,878,456",394,"15,837,662","1,112","9,025,103","1,083","9,931,113",921,"4,683,119",385,"1,840,856",255,"1,186,119","1,051","4,804,217",758,"11,169,937","1,048","26,572,877","1,157","177,499,080",633,"33,432,876",386,"18,705",322,"33,932",564,"52,637"
24,4,0,0,Mauricie,"1,121",703,"8,520,595",641,"4,069,993",774,"8,100,125",717,"51,459,301",411,"26,935,260",677,"7,146,778",705,"18,290,246",618,"25,700,493",426,"12,588,166",427,"13,112,327","1,075","10,826,141","1,051","9,676,975",944,"5,548,788",398,"3,241,439",294,"1,622,425","1,037","5,280,196",776,"17,230,832","1,029","27,953,853","1,121","231,603,440",692,"45,817,729",381,"16,038",385,"36,324",618,"52,362"
24,5,0,0,Estrie,"2,812","1,528","11,038,705",885,"3,157,277","1,366","8,506,402","1,758","79,965,811","1,014","37,457,730","1,688","13,180,784","1,572","18,582,535","1,190","43,964,210",829,"22,818,948",753,"21,145,262","2,694","18,867,067","2,615","21,940,933","2,220","11,773,702",762,"4,150,769",482,"2,363,628","2,614","10,473,859","1,878","33,274,115","2,612","57,377,993","2,812","376,075,520","1,678","67,697,493",706,"26,213",740,"60,877","1,190","87,090"
24,6,0,0,MontrÇal/Laval,225,148,"2,957,407",123,"1,570,845",150,"6,328,060",45,"1,056,597",28,"1,163,300",29,"133,538",65,"5,073,697",115,"13,817,619",67,"3,823,718",90,"9,993,901",207,"4,995,656",197,"2,202,494",157,"1,108,163",51,"699,492",44,"399,438",193,"1,217,876",122,"1,749,305",204,"9,737,437",225,"54,210,924",42,"953,833",93,"17,868",53,"8,293",115,"26,161"
24,7,0,0,Lanaudiäre,"1,700","1,043","19,602,387",959,"9,431,701","1,104","17,697,766",887,"84,969,061",547,"76,684,355",779,"7,394,998",930,"13,965,347",907,"57,054,465",652,"22,957,655",613,"34,096,810","1,630","22,891,989","1,555","19,320,796","1,394","12,411,448",587,"8,155,814",368,"3,155,137","1,569","10,033,078","1,150","22,404,091","1,576","56,777,320","1,700","441,949,753",843,"72,429,167",542,"40,119",562,"67,122",907,"107,241"
24,8,0,0,Outaouais,"1,217",558,"3,752,237",322,"1,340,986",689,"3,190,296",897,"10,657,742",423,"5,563,474",824,"2,200,591",599,"3,388,585",340,"7,974,571",226,"3,856,535",214,"4,118,036","1,179","6,617,489","1,120","6,760,975","1,002","3,159,108",384,"1,511,258",165,"706,496","1,097","2,781,248",641,"5,872,844","1,113","15,439,335","1,217","80,917,235",839,"8,430,344",235,"5,374",144,"11,044",340,"16,418"
24,9,0,0,Laurentides,"1,448",844,"8,739,361",694,"4,799,526",898,"13,651,219",724,"24,809,142",377,"20,708,475",648,"4,295,568",671,"9,553,263",640,"37,896,061",396,"11,406,737",453,"26,489,324","1,389","17,727,345","1,318","12,840,381","1,136","6,986,605",404,"3,558,430",315,"1,943,198","1,311","6,518,710",869,"14,594,874","1,295","39,526,428","1,448","228,148,586",691,"20,118,883",446,"35,402",305,"37,524",640,"72,926"
24,10,0,0,Abitibi-TÇmiscamingue/Nord-du-QuÇbec,785,340,"3,765,223",242,"1,015,811",542,"3,502,943",589,"13,927,595",337,"11,516,749",541,"2,461,011",382,"2,803,394",314,"12,907,851",216,"5,769,404",191,"7,138,447",765,"6,499,193",744,"7,209,792",663,"3,033,890",298,"1,102,117",190,"727,500",719,"2,606,330",540,"8,705,742",720,"17,951,429",785,"99,736,570",559,"10,183,615",220,"10,041",171,"16,309",314,"26,350"
24,11,0,0,GaspÇsie--?les-de-la-Madeleine,315,188,"1,046,916",118,"254,130",217,"876,218",186,"1,640,020",88,"571,241",177,"406,504",128,"500,916",125,"3,466,205",75,"1,160,375",91,"2,305,830",296,"1,603,204",286,"1,536,369",249,"784,429",105,"228,997",68,"236,712",279,"697,566",193,"1,286,618",282,"3,827,698",315,"18,963,743",175,"1,098,706",104,"3,992",44,"2,628",125,"6,620"
24,12,0,0,Chaudiäre-Appalaches,"5,845","2,330","13,232,531","1,781","6,241,234","2,557","18,380,877","3,333","311,668,834","2,051","210,300,060","3,207","38,544,875","3,025","61,682,051","2,724","112,961,249","2,023","58,071,150","1,666","54,890,099","5,590","41,449,489","5,384","47,523,554","4,572","26,993,159","1,717","8,053,147","1,145","4,872,623","5,478","25,997,018","3,955","68,744,539","5,361","130,425,569","5,845","1,127,070,809","3,189","279,771,708","1,556","46,422","1,713","172,456","2,724","218,878"
24,13,0,0,MontÇrÇgie,"7,118","4,930","94,195,672","4,618","43,804,532","4,976","85,632,133","3,401","339,652,796","2,067","272,111,498","3,202","43,483,615","4,510","129,300,411","3,515","220,599,199","2,445","86,217,869","2,219","134,381,330","6,775","91,013,215","6,540","83,318,437","5,736","46,532,692","2,304","45,632,217","1,445","13,735,026","6,578","40,269,064","4,941","115,094,544","6,524","248,375,030","7,118","1,912,750,081","3,264","302,776,926","2,053","160,972","2,166","257,658","3,515","418,630"
24,14,0,0,Centre-du-QuÇbec,"3,448","2,186","30,226,281","1,718","11,099,614","2,154","25,305,089","2,238","166,335,783","1,283","113,250,719","2,128","23,182,947","2,357","53,173,911","1,725","88,535,490","1,284","40,144,101","1,024","48,391,389","3,312","37,688,853","3,231","38,478,522","2,872","19,836,769",969,"9,892,644",871,"5,021,751","3,259","19,850,157","2,549","64,861,337","3,187","107,215,180","3,448","813,955,047","2,160","146,870,659",894,"35,126","1,178","137,431","1,725","172,557"
24,11,1,0,Les ?les-de-la-Madeleine,28,13,"41,765",7,"14,770",16,"58,365",13,"279,784",5,"67,367",16,"31,261",8,"38,339",9,"287,592",4,"80,861",7,"206,731",26,"90,835",26,"90,648",20,"64,631",5,x,4,x,24,"52,317",15,"75,662",25,"246,152",28,"1,492,933",11,"77,598",8,275,3,222,9,497
24,11,1,23,Les ?les-de-la-Madeleine,28,13,"41,765",7,"14,770",16,"58,365",13,"279,784",5,"67,367",16,"31,261",8,"38,339",9,"287,592",4,"80,861",7,"206,731",26,"90,835",26,"90,648",20,"64,631",5,x,4,x,24,"52,317",15,"75,662",25,"246,152",28,"1,492,933",11,"77,598",8,275,3,222,9,497
24,11,2,0,Le Rocher-PercÇ,31,21,"47,334",11,"2,119",18,"25,236",18,"84,954",7,"20,578",19,"24,000",11,"40,168",9,"384,378",5,"77,524",6,"306,854",31,"96,739",27,"99,143",24,"60,279",4,x,3,x,25,"39,523",16,"56,132",28,"190,234",31,"1,182,855",18,"24,353",8,x,2,x,9,587
24,11,2,5,PercÇ,31,21,"47,334",11,"2,119",18,"25,236",18,"84,954",7,"20,578",19,"24,000",11,"40,168",9,"384,378",5,"77,524",6,"306,854",31,"96,739",27,"99,143",24,"60,279",4,x,3,x,25,"39,523",16,"56,132",28,"190,234",31,"1,182,855",18,"24,353",8,x,2,x,9,587
24,11,3,0,La Cìte-de-GaspÇ,24,9,"5,988",6,"4,709",13,"24,397",8,"91,990",5,"33,345",8,"12,171",5,"16,789",13,"407,067",5,"124,709",9,"282,358",22,"68,074",20,"57,117",17,"37,191",2,x,2,x,20,"49,567",14,"43,833",20,"212,589",24,"1,078,127",8,"87,890",11,469,5,216,13,685
24,11,3,5,GaspÇ,24,9,"5,988",6,"4,709",13,"24,397",8,"91,990",5,"33,345",8,"12,171",5,"16,789",13,"407,067",5,"124,709",9,"282,358",22,"68,074",20,"57,117",17,"37,191",2,x,2,x,20,"49,567",14,"43,833",20,"212,589",24,"1,078,127",8,"87,890",11,469,5,216,13,685
24,11,4,0,La Haute-GaspÇsie,31,11,"30,657",7,"5,210",19,"100,875",15,"124,808",7,"53,725",13,"22,973",14,"59,801",10,"257,137",3,"60,752",9,"196,385",29,"203,483",29,"118,454",27,"57,891",12,"38,177",5,"18,940",26,"51,373",21,"164,721",28,"415,026",31,"1,723,251",14,"83,251",7,249,5,213,10,462
24,11,4,47,Cap-Chat,31,11,"30,657",7,"5,210",19,"100,875",15,"124,808",7,"53,725",13,"22,973",14,"59,801",10,"257,137",3,"60,752",9,"196,385",29,"203,483",29,"118,454",27,"57,891",12,"38,177",5,"18,940",26,"51,373",21,"164,721",28,"415,026",31,"1,723,251",14,"83,251",7,249,5,213,10,462
24,11,5,0,Bonaventure,122,82,"599,911",49,"185,921",95,"467,607",84,"536,575",35,"210,637",74,"171,668",52,"164,917",49,"1,280,440",36,"454,069",33,"826,371",115,"700,450",115,"700,760",101,"326,573",49,"95,175",29,"92,401",111,"271,975",75,"489,859",106,"1,459,288",122,"7,754,157",79,"439,661",40,x,14,x,49,"2,632"
24,11,5,10,Shigawake,36,21,"93,426",14,"22,957",28,"91,098",24,"90,694",7,x,23,"56,026",13,"35,322",13,"313,415",7,"56,917",13,"256,498",33,"166,399",34,"138,075",26,"87,522",15,"22,366",3,x,33,"70,306",22,"107,701",31,"315,441",36,"1,683,720",22,"63,813",12,x,2,x,13,686
24,11,5,45,Bonaventure,25,20,"263,464",15,"95,238",20,"146,515",19,"127,562",10,"35,073",16,"45,796",14,"62,936",14,"317,822",11,"105,764",8,"212,058",24,"200,027",24,"258,253",23,"100,312",13,"30,982",12,"42,000",24,"63,764",17,"151,146",22,"501,216",25,"2,442,106",19,"117,014",12,363,5,443,14,806
24,11,5,60,Caplan,31,22,"152,227",12,"40,029",26,"125,067",22,"162,375",12,"58,638",17,"43,929",14,"43,213",15,"191,792",13,x,7,x,31,"170,484",30,"147,344",30,"48,530",12,"24,071",7,"24,250",28,"66,609",21,"127,595",27,"324,223",31,"1,750,376",21,"128,766",11,191,4,128,15,319
24,11,5,70,New Richmond,30,19,"90,794",8,"27,697",21,"104,927",19,"155,944",6,x,18,"25,917",11,"23,446",7,"457,411",5,x,5,x,27,"163,540",27,"157,088",22,"90,209",9,"17,756",7,x,26,"71,296",15,"103,417",26,"318,408",30,"1,877,955",17,"130,068",5,570,3,251,7,821
24,11,6,0,Avignon,79,52,"321,261",38,"41,401",56,"199,738",48,"521,909",29,"185,589",47,"144,431",38,"180,902",35,"849,591",22,"362,460",27,"487,131",73,"443,623",69,"470,247",60,"237,864",33,"41,038",25,"101,195",73,"232,811",52,"456,411",75,"1,304,409",79,"5,732,420",45,"385,953",30,790,15,967,35,"1,757"
24,11,6,20,Nouvelle,36,23,"138,603",20,"19,224",26,"97,033",22,"203,218",17,"149,263",20,"53,216",17,"53,549",13,"316,126",10,x,9,x,32,"206,646",30,"177,569",26,"103,214",16,"15,729",9,"29,542",32,"80,017",22,"176,555",34,"624,979",36,"2,444,483",19,"136,791",10,318,5,323,13,641
24,11,6,25,Escuminac,19,10,"47,167",6,"4,905",10,"37,640",9,"96,075",5,"14,210",9,"20,160",7,"60,377",7,"207,891",4,x,6,x,18,"87,124",16,"74,014",13,"49,286",5,"6,425",7,"26,227",17,"44,059",10,"105,950",18,"167,379",19,"1,048,889",9,"49,855",5,82,5,359,7,441
24,11,6,50,Saint-Alexis-de-MatapÇdia,24,19,"135,491",12,"17,272",20,"65,065",17,"222,616",7,"22,116",18,"71,055",14,"66,976",15,"325,574",8,"145,793",12,"179,781",23,"149,853",23,"218,664",21,"85,364",12,"18,884",9,"45,426",24,"108,735",20,"173,906",23,"512,051",24,"2,239,048",17,"199,307",15,390,5,285,15,675
24,1,7,0,La MatapÇdia,240,169,"1,324,778",114,"428,087",177,"1,143,515",183,"4,732,593",107,"1,841,456",177,"1,010,138",157,"1,396,224",140,"4,098,886",91,"2,126,894",97,"1,971,992",230,"1,774,872",223,"2,213,228",196,"685,697",126,"197,578",85,"307,225",222,"839,662",191,"2,757,843",226,"6,071,611",240,"30,823,393",180,"3,797,016",104,"2,759",75,"5,491",140,"8,250"
24,1,7,18,Causapscal,21,17,"236,832",14,"50,924",18,"193,034",14,"244,750",11,"94,953",16,"61,409",13,"97,769",15,"416,746",10,"209,175",9,"207,571",19,"214,795",18,"286,076",19,"84,379",14,"26,938",11,"37,034",19,"69,855",15,"206,415",18,"669,675",21,"2,991,584",14,"223,546",13,383,5,364,15,747
24,1,7,30,Saint-LÇon-le-Grand,27,16,"75,190",11,"18,256",20,"79,524",22,"294,748",11,"47,580",22,"85,664",17,"130,162",8,"130,010",5,"101,084",6,"28,926",27,"152,361",26,"198,856",19,"79,534",12,"20,125",9,"22,664",25,"81,111",21,"217,683",27,"624,655",27,"2,258,123",22,"267,520",7,115,4,195,8,310
24,1,7,40,Sainte-Iräne,39,26,"196,543",15,"35,162",25,"127,999",30,"976,363",13,"855,655",29,"160,885",23,"161,872",22,"447,938",13,"176,075",14,"271,863",38,"258,353",35,"281,183",28,"85,294",19,"31,016",16,"54,666",37,"117,640",33,"477,424",39,"1,054,352",39,"5,322,345",30,"680,558",14,311,13,678,22,989
24,1,7,47,Amqui,53,44,"327,465",34,"123,514",39,"311,321",37,"742,161",22,"151,582",35,"194,275",33,"290,257",34,"1,322,987",24,"706,003",23,"616,984",53,"417,520",52,"461,389",47,"146,592",28,"41,536",14,"46,188",50,"184,949",41,"537,874",51,"1,511,671",53,"6,811,281",37,"622,958",28,951,17,"1,480",34,"2,431"
24,1,7,57,Lac-au-Saumon,20,10,"99,997",7,"38,808",16,"104,361",17,"286,746",9,"54,449",16,"58,179",16,"85,340",11,"296,116",7,"213,942",7,"82,174",19,"155,445",20,"184,922",17,"65,932",12,"13,743",4,"13,675",19,"74,798",12,"202,206",17,"449,802",20,"2,184,519",15,"230,803",10,179,4,295,11,474
