HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NINJURNY,NOPINJD,NOPINJ01,NOPINJ02,NOPINJ03,NOPINJ04,NOPINJ05,NOPINJ06,NOPINJ07,NOPINJ08,NOPINJ09,NOPINJ10,NINJFMD,NFMINJ01,NFMINJ02,NFMINJ03,NFMINJ04,NFMINJ05,NFMINJ06,NFMINJ07,NFMINJ08,NFMINJ09,NFMINJ10,NINJOTD,NOTINJ01,NOTINJ02,NOTINJ03,NOTINJ04,NOTINJ05,NOTINJ06,NOTINJ07,NOTINJ08,NOTINJ09,NOTINJ10,NINJURY01,NINJURY02,NINJURY03,NINJURY04,NINJURY05,NINJURY06,NINJURY07,NINJURY08,NINJURY09,NINJURY10
24,12,31,50,Sainte-Praxäde,25,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
24,12,31,56,Adstock,95,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
24,12,31,60,Sainte-Clotilde-de-Beauce,51,3,3,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
24,12,31,84,Thetford Mines,86,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
24,12,31,95,Saint-Adrien-d'Irlande,35,3,2,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1
24,12,31,100,Saint-Jean-de-BrÇbeuf,47,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
24,12,31,105,Kinnear's Mills,39,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,12,31,130,SacrÇ-Coeur-de-JÇsus,73,4,4,1,1,4,2,1,1,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,1,1,1,1,0
24,12,31,135,Saint-Pierre-de-Broughton,80,2,2,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
24,12,31,140,Saint-Jacques-de-Leeds,69,5,5,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,0,0,0,0,0
24,14,32,0,L'êrable,675,51,46,13,1,17,11,5,3,6,2,1,2,8,1,1,4,2,1,1,0,0,0,1,7,1,0,4,1,1,1,0,0,0,0,14,2,22,14,5,3,6,2,1,3
24,14,32,13,Saint-Ferdinand,102,4,4,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,0,0
24,14,32,23,Sainte-Sophie-d'Halifax,76,4,4,1,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
24,14,32,33,Princeville,81,9,8,2,0,3,2,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,4,2,0,0,2,1,1,1
24,14,32,45,Plessisville,96,7,6,2,1,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,4,0,0,0,0,0,1
24,14,32,50,Saint-Pierre-Baptiste,61,4,4,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0
24,14,32,58,Inverness,101,8,7,1,0,6,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,6,0,1,1,0,0,0,0
24,14,32,65,Lyster,53,6,6,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0
24,14,32,72,Laurierville,65,3,3,2,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,2,0,1,1,0,0,0,0
24,14,32,80,Notre-Dame-de-Lourdes,24,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
24,14,32,85,Villeroy,16,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0
24,12,33,0,Lotbiniäre,819,70,61,9,5,30,11,8,7,4,2,1,1,10,3,1,3,1,3,0,0,0,0,0,10,3,0,5,2,1,0,1,1,0,0,14,5,35,14,12,7,5,3,1,1
24,12,33,7,Saint-Sylvestre,86,8,8,1,2,4,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,2,4,3,1,1,0,1,0,0
24,12,33,17,Sainte-Agathe-de-Lotbiniäre,79,8,7,2,0,4,2,3,2,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,4,2,3,2,0,0,1,0
24,12,33,25,Saint-Patrice-de-Beaurivage,69,11,10,1,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6,2,0,1,1,0,0,0
24,12,33,30,Saint-Narcisse-de-Beaurivage,77,11,11,2,2,5,2,1,2,2,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,2,2,2,0,0,0
24,12,33,35,Saint-Gilles,40,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
24,12,33,40,Dosquet,24,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
24,12,33,45,Saint-Agapit,43,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
24,12,33,52,Saint-Flavien,45,5,4,0,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,2,0,0
24,12,33,65,Saint-Janvier-de-Joly,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,33,70,Val-Alain,18,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,12,33,80,Saint-êdouard-de-Lotbiniäre,66,4,4,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0
24,12,33,85,Notre-Dame-du-SacrÇ-Coeur-d'Issoudun,38,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24,12,33,90,Saint-Apollinaire,34,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0
24,12,33,95,Saint-Antoine-de-Tilly,41,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24,12,33,102,Sainte-Croix,42,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
24,12,33,115,Lotbiniäre,44,4,3,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0
24,12,33,123,Leclercville,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,3,34,0,Portneuf,470,42,36,6,3,14,6,3,6,7,4,1,1,5,2,1,3,0,0,0,0,0,0,0,4,1,0,0,1,0,1,1,0,0,0,9,4,16,7,3,7,8,4,1,1
24,3,34,7,Neuville,44,4,4,2,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,1,0
24,3,34,17,Pont-Rouge,56,11,10,1,0,7,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,2,1,1,2,1,0,0
24,3,34,30,Cap-SantÇ,27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,3,34,38,Saint-Basile,47,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
24,3,34,58,Deschambault-Grondines,47,6,5,2,0,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,1,0,0,0
24,3,34,60,Saint-Gilbert,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,3,34,78,Saint-Casimir,30,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24,3,34,85,Saint-Thuribe,27,3,3,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0
24,3,34,90,Saint-Ubalde,55,4,3,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
24,3,34,97,Saint-Alban,27,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24,3,34,105,Sainte-Christine-d'Auvergne,41,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
24,3,34,128,Saint-Raymond,39,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
24,4,35,0,MÇkinac,155,10,7,1,1,3,4,1,1,1,1,2,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,4,5,1,1,1,1,2,0
24,4,35,10,Lac-aux-Sables,19,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24,4,35,15,Saint-Adelphe,28,3,3,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,0
24,4,35,20,Saint-SÇverin,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,4,35,27,Saint-Tite,34,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,4,35,35,HÇrouxville,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,35,50,Sainte-Thäcle,27,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
24,4,36,0,Shawinigan,43,3,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0
24,4,36,33,Shawinigan,43,3,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0
24,4,37,0,Francheville,389,22,18,5,4,4,5,1,0,4,0,0,2,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,6,2,0,4,0,0,2
24,4,37,67,Trois-Riviäres,58,4,3,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
24,4,37,205,Sainte-Anne-de-la-PÇrade,49,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
24,4,37,210,Batiscan,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,37,215,Sainte-Geneviäve-de-Batiscan,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,37,220,Champlain,33,5,4,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1
24,4,37,225,Saint-Luc-de-Vincennes,24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
24,4,37,230,Saint-Maurice,53,4,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0
24,4,37,235,Notre-Dame-du-Mont-Carmel,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,37,240,Saint-Narcisse,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,37,245,Saint-Stanislas,39,2,2,2,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0
24,4,37,250,Saint-Prosper,30,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
24,14,38,0,BÇcancour,466,37,32,11,4,17,4,5,3,3,1,1,0,7,1,1,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,5,18,5,7,3,3,1,1,0
24,14,38,5,Saint-Sylväre,53,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0
24,14,38,10,BÇcancour,210,13,11,5,1,4,2,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,2,2,0,0,0,0,0
24,14,38,28,Manseau,31,4,4,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0
24,14,38,35,Sainte-Franáoise,25,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
24,14,38,40,Sainte-Sophie-de-LÇvrard,28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,14,38,47,Fortierville,32,5,4,1,1,4,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,1,1,1,1,0
24,14,38,55,Parisville,19,4,4,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
24,14,38,60,Sainte-CÇcile-de-LÇvrard,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,38,65,Saint-Pierre-les-Becquets,31,4,3,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0
24,14,38,70,Deschaillons-sur-Saint-Laurent,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,39,0,Arthabaska,936,55,40,6,0,19,9,5,4,2,1,2,4,11,5,1,4,0,1,1,1,0,0,0,6,2,0,3,1,1,0,0,0,0,0,12,1,25,10,7,5,3,1,2,4
24,14,39,10,Ham-Nord,53,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0
24,14,39,15,Notre-Dame-de-Ham,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,14,39,20,Saint-RÇmi-de-Tingwick,42,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,14,39,25,Tingwick,91,2,2,1,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0
24,14,39,30,Chesterville,50,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
24,14,39,35,Chester-Est,36,5,5,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1
24,14,39,42,Saint-Norbert-d'Arthabaska,91,4,4,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0
24,14,39,62,Victoriaville,114,7,6,1,0,2,1,0,0,1,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,1,0,1,1
24,14,39,77,Warwick,89,6,3,0,0,1,1,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,2
24,14,39,85,Saint-Albert,34,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
24,14,39,90,Sainte-êlisabeth-de-Warwick,40,4,2,0,0,1,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0
24,14,39,97,Kingsey Falls,31,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
24,14,39,105,Sainte-SÇraphine,29,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
24,14,39,117,Sainte-Clotilde-de-Horton,53,5,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0
24,14,39,130,Saint-Samuel,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,14,39,135,Saint-Valäre,57,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
24,14,39,145,Saint-Rosaire,41,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
24,14,39,150,Sainte-Anne-du-Sault,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,14,39,170,Saint-Louis-de-Blandford,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,5,40,0,Asbestos,266,12,11,3,0,6,0,2,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,2,0,1,2,0,0
24,5,40,5,Saint-Joseph-de-Ham-Sud,18,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
24,5,40,10,Saint-Adrien,19,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,5,40,17,Wotton,75,4,3,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0
24,5,40,25,Saint-Camille,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,5,40,32,Saint-Georges-de-Windsor,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,40,47,Danville,74,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
24,5,41,0,Le Haut-Saint-Franáois,488,29,27,5,3,17,6,6,3,3,1,1,0,3,2,1,1,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,6,3,17,8,6,3,3,1,1,0
24,5,41,12,Saint-Isidore-de-Clifton,52,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,5,41,27,La Patrie,40,5,5,1,1,4,1,2,2,1,1,1,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,2,2,1,1,1,0
24,5,41,38,Cookshire-Eaton,185,12,10,2,1,6,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,6,6,1,0,1,0,0,0
24,5,41,55,Ascot Corner,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,41,65,Westbury,28,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
24,5,41,70,Bury,47,5,5,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,0
24,5,41,85,Lingwick,33,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,5,41,98,Weedon,45,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24,5,41,117,Dudswell,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,5,42,0,Le Val-Saint-Franáois,491,32,24,3,4,7,5,3,2,4,1,0,1,4,1,1,1,0,1,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,5,5,10,5,5,2,4,1,0,1
24,5,42,5,Stoke,39,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24,5,42,20,Saint-Franáois-Xavier-de-Brompton,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,42,32,Racine,48,6,5,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,0
