HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTFCAP01,NTOTFCAP02,NTOTFCAP03,NTOTFCAP04,NTOTFCAP05,NTOTFCAP06,NTOTFCAP07,NTOTFCAP08,NTOTFCAP09
24,3,15,5,Saint-IrÇnÇe,19,1,2,2,3,4,6,1,0,0
24,3,15,13,La Malbaie,48,5,9,12,5,9,4,0,3,1
24,3,16,0,Charlevoix,126,7,17,18,24,38,12,6,4,0
24,3,16,13,Baie-Saint-Paul,46,5,5,9,12,8,4,1,2,0
24,3,16,48,Les êboulements,31,0,5,2,6,13,2,3,0,0
24,3,16,50,Saint-Hilarion,49,2,7,7,6,17,6,2,2,0
24,12,17,0,L'Islet,517,79,106,105,71,111,31,6,7,1
24,12,17,10,Saint-Pamphile,45,6,7,9,10,10,3,0,0,0
24,12,17,15,Saint-Adalbert,42,4,10,11,6,11,0,0,0,0
24,12,17,20,Saint-Marcel,36,5,11,4,3,10,2,0,1,0
24,12,17,25,Sainte-FÇlicitÇ,18,6,4,3,4,1,0,0,0,0
24,12,17,30,Sainte-PerpÇtue,67,15,19,15,5,7,4,1,1,0
24,12,17,40,Saint-Damase-de-l'Islet,31,8,9,5,4,5,0,0,0,0
24,12,17,45,Saint-Cyrille-de-Lessard,20,3,7,2,2,4,2,0,0,0
24,12,17,55,Saint-Aubert,54,9,10,12,6,13,2,1,1,0
24,12,17,60,Sainte-Louise,39,4,4,10,5,8,8,0,0,0
24,12,17,65,Saint-Roch-des-Aulnaies,28,1,1,3,2,12,3,2,3,1
24,12,17,70,Saint-Jean-Port-Joli,61,5,12,16,10,13,5,0,0,0
24,12,17,78,L'Islet,76,13,12,15,14,17,2,2,1,0
24,12,18,0,Montmagny,342,46,46,57,34,94,37,13,11,4
24,12,18,15,Saint-Fabien-de-Panet,28,6,7,2,0,9,4,0,0,0
24,12,18,20,Sainte-Lucie-de-Beauregard,21,4,5,3,6,2,0,0,1,0
24,12,18,25,Sainte-Apolline-de-Patton,22,7,2,8,1,3,0,0,1,0
24,12,18,30,Saint-Paul-de-Montminy,33,2,8,9,4,6,4,0,0,0
24,12,18,45,Cap-Saint-Ignace,73,12,11,9,7,23,8,1,2,0
24,12,18,50,Montmagny,61,6,8,14,9,15,4,2,2,1
24,12,18,55,Saint-Pierre-de-la-Riviäre-du-Sud,38,4,2,7,3,12,6,2,2,0
24,12,18,60,Saint-Franáois-de-la-Riviäre-du-Sud,66,5,3,5,4,24,11,8,3,3
24,12,19,0,Bellechasse,981,47,101,169,125,281,139,50,55,14
24,12,19,5,Saint-PhilÇmon,23,2,6,5,1,7,0,0,2,0
24,12,19,10,Notre-Dame-Auxiliatrice-de-Buckland,30,0,4,8,11,2,2,2,1,0
24,12,19,15,Saint-Nazaire-de-Dorchester,37,3,8,6,5,11,3,1,0,0
24,12,19,20,Saint-LÇon-de-Standon,45,2,9,11,9,10,3,1,0,0
24,12,19,25,Saint-Malachie,45,3,7,10,7,11,5,1,1,0
24,12,19,37,Armagh,53,7,11,11,9,11,1,0,3,0
24,12,19,45,Saint-NÇrÇe,26,1,7,6,4,6,1,0,1,0
24,12,19,50,Saint-Lazare-de-Bellechasse,55,3,8,12,8,15,5,2,2,0
24,12,19,55,Sainte-Claire,61,2,5,11,6,19,10,4,2,2
24,12,19,62,Saint-Anselme,78,3,1,11,15,17,15,6,5,5
24,12,19,68,Saint-Henri,93,3,3,13,8,37,12,4,9,4
24,12,19,70,Honfleur,68,3,0,10,3,23,14,7,8,0
24,12,19,75,Saint-Gervais,103,3,9,13,8,33,23,4,7,3
24,12,19,82,Saint-Raphaâl,42,5,5,8,9,14,1,0,0,0
24,12,19,90,La Durantaye,36,1,4,8,6,10,5,1,1,0
24,12,19,97,Saint-Charles-de-Bellechasse,65,2,2,7,7,19,17,7,4,0
24,12,19,105,Beaumont,27,2,5,4,4,3,6,3,0,0
24,12,19,110,Saint-Michel-de-Bellechasse,44,1,1,5,4,17,6,4,6,0
24,12,19,117,Saint-Vallier,50,1,6,10,1,16,10,3,3,0
24,3,20,0,L'?le-d'OrlÇans,179,12,14,35,29,52,21,5,10,1
24,3,20,5,Saint-Franáois-de-l'?le-d'OrlÇans,24,2,1,8,5,6,1,0,1,0
24,3,20,10,Sainte-Famille,57,7,3,17,10,12,4,0,4,0
24,3,20,15,Saint-Jean-de-l'?le-d'OrlÇans,29,0,3,4,3,7,8,3,1,0
24,3,20,20,Saint-Laurent-de-l'?le-d'OrlÇans,37,2,2,3,4,17,5,1,2,1
24,3,20,25,Saint-Pierre-de-l'?le-d'OrlÇans,32,1,5,3,7,10,3,1,2,0
24,3,21,0,La Cìte-de-BeauprÇ,84,10,13,15,19,14,5,5,3,0
24,3,21,5,Saint-Tite-des-Caps,35,7,5,5,8,5,2,1,2,0
24,3,21,35,ChÉteau-Richer,29,3,5,5,8,4,1,2,1,0
24,3,21,40,L'Ange-Gardien,20,0,3,5,3,5,2,2,0,0
24,3,22,0,La Jacques-Cartier,54,4,10,14,9,9,2,0,5,1
24,3,22,5,Sainte-Catherine-de-la-Jacques-Cartier,26,3,7,7,3,2,0,0,3,1
24,3,22,25,Saint-Gabriel-de-Valcartier,28,1,3,7,6,7,2,0,2,0
24,3,23,0,QuÇbec,177,23,34,40,24,41,10,2,2,1
24,3,23,27,QuÇbec,177,23,34,40,24,41,10,2,2,1
24,12,25,0,LÇvis,187,23,24,32,29,45,19,8,4,3
24,12,25,213,LÇvis,187,23,24,32,29,45,19,8,4,3
24,12,26,0,La Nouvelle-Beauce,750,55,62,109,89,221,92,42,57,23
24,12,26,5,Frampton,61,6,7,6,16,21,3,0,2,0
24,12,26,10,Saints-Anges,70,4,11,10,9,18,11,3,2,2
24,12,26,22,Saint-ElzÇar,81,4,8,17,8,17,7,5,11,4
24,12,26,30,Sainte-Marie,102,12,6,19,12,23,11,5,13,1
24,12,26,35,Sainte-Marguerite,75,8,6,17,7,22,7,3,4,1
24,12,26,40,Sainte-HÇnÇdine,60,8,7,5,3,26,6,4,1,0
24,12,26,48,Scott,22,1,2,4,2,10,1,0,2,0
24,12,26,55,Saint-Bernard,126,3,2,8,13,48,25,8,9,10
24,12,26,63,Saint-Isidore,106,7,6,12,9,28,19,10,12,3
24,12,26,70,Saint-Lambert-de-Lauzon,47,2,7,11,10,8,2,4,1,2
24,12,27,0,Robert-Cliche,470,43,60,89,87,119,31,17,16,8
24,12,27,8,Saint-Victor,112,17,15,21,20,27,7,1,3,1
24,12,27,15,Saint-Alfred,16,4,4,4,0,4,0,0,0,0
24,12,27,28,Beauceville,57,11,9,5,7,18,2,4,1,0
24,12,27,35,Saint-Odilon-de-Cranbourne,47,1,5,4,11,8,8,3,3,4
24,12,27,43,Saint-Joseph-de-Beauce,68,4,5,16,13,19,4,4,2,1
24,12,27,50,Saint-Joseph-des-êrables,42,1,4,5,7,17,3,2,2,1
24,12,27,55,Saint-Jules,44,1,7,16,7,12,0,0,1,0
24,12,27,65,Saint-FrÇdÇric,62,3,6,11,15,14,7,2,3,1
24,12,27,70,Saint-SÇverin,22,1,5,7,7,0,0,1,1,0
24,12,28,0,Les Etchemins,298,39,70,67,39,53,16,6,6,2
24,12,28,5,Saint-Zacharie,70,13,18,17,6,12,3,0,0,1
24,12,28,15,Sainte-AurÇlie,21,1,6,7,3,3,1,0,0,0
24,12,28,20,Saint-Prosper,37,7,9,7,4,8,0,0,1,1
24,12,28,25,Saint-Benjamin,16,3,3,4,3,2,0,1,0,0
24,12,28,30,Sainte-Rose-de-Watford,19,3,3,2,3,3,4,1,0,0
24,12,28,35,Saint-Louis-de-Gonzague,26,3,10,6,5,2,0,0,0,0
24,12,28,40,Saint-Cyprien,17,2,6,3,3,3,0,0,0,0
24,12,28,45,Sainte-Justine,25,3,3,8,4,4,1,1,1,0
24,12,28,53,Lac-Etchemin,27,1,4,8,3,6,2,0,3,0
24,12,28,70,Saint-Camille-de-Lellis,17,0,2,4,3,4,3,1,0,0
24,12,28,75,Saint-Magloire,23,3,6,1,2,6,2,2,1,0
24,12,29,0,Beauce-Sartigan,685,84,156,155,82,136,46,15,8,3
24,12,29,5,Saint-ThÇophile,41,7,8,10,10,3,2,0,0,1
24,12,29,13,Saint-GÇdÇon-de-Beauce,38,2,6,14,5,4,6,1,0,0
24,12,29,20,Saint-Hilaire-de-Dorset,21,2,4,7,2,5,1,0,0,0
24,12,29,25,Saint-êvariste-de-Forsyth,48,5,14,10,2,10,3,2,2,0
24,12,29,30,La Guadeloupe,21,2,8,2,2,6,1,0,0,0
24,12,29,38,Saint-HonorÇ-de-Shenley,95,10,21,15,8,26,10,3,2,0
24,12,29,45,Saint-Martin,50,3,14,11,7,12,2,1,0,0
24,12,29,57,Saint-Cìme--Liniäre,57,7,15,13,3,14,4,1,0,0
24,12,29,65,Saint-Philibert,20,4,7,4,3,1,0,1,0,0
24,12,29,73,Saint-Georges,110,18,22,25,9,23,4,5,2,2
24,12,29,100,Saint-Benoåt-Labre,54,7,10,15,10,10,1,1,0,0
24,12,29,112,Saint-êphrem-de-Beauce,112,16,23,22,20,18,11,0,2,0
24,12,29,125,Saint-Simon-les-Mines,18,1,4,7,1,4,1,0,0,0
24,5,30,0,Le Granit,561,40,92,119,70,157,47,23,11,2
24,5,30,5,Saint-Augustin-de-Woburn,30,2,3,7,4,11,3,0,0,0
24,5,30,25,Frontenac,37,4,6,13,6,8,0,0,0,0
24,5,30,35,Marston,34,2,9,8,6,5,1,2,1,0
24,5,30,45,Nantes,30,1,5,11,4,8,1,0,0,0
24,5,30,50,Sainte-CÇcile-de-Whitton,28,2,5,4,2,8,3,2,2,0
24,5,30,55,Audet,43,0,9,9,7,15,2,1,0,0
24,5,30,70,Saint-Robert-Bellarmin,83,9,8,12,11,27,8,5,2,1
24,5,30,80,Lac-Drolet,37,0,3,7,2,17,6,1,1,0
24,5,30,85,Saint-SÇbastien,48,5,7,13,6,12,3,2,0,0
24,5,30,90,Courcelles,38,6,10,5,3,7,3,2,2,0
24,5,30,95,Lambton,56,5,10,10,9,12,6,3,1,0
24,5,30,100,Saint-Romain,33,0,9,7,3,7,3,3,1,0
24,5,30,105,Stornoway,37,3,6,6,5,14,2,0,1,0
24,5,30,110,Stratford,27,1,2,7,2,6,6,2,0,1
24,12,31,0,L'Amiante,796,91,140,181,108,163,71,19,19,4
24,12,31,8,Beaulac-Garthby,26,1,4,9,4,6,1,0,1,0
24,12,31,20,Disraeli,36,6,5,8,6,6,3,0,2,0
24,12,31,30,Saint-Fortunat,29,5,2,6,3,6,3,2,1,1
24,12,31,35,Saint-Julien,40,4,8,13,4,8,2,1,0,0
24,12,31,40,Irlande,65,10,10,10,11,20,4,0,0,0
24,12,31,50,Sainte-Praxäde,25,1,7,5,2,5,4,0,1,0
24,12,31,56,Adstock,95,7,13,26,13,18,13,1,3,1
24,12,31,60,Sainte-Clotilde-de-Beauce,51,10,10,10,8,10,2,1,0,0
24,12,31,84,Thetford Mines,86,15,24,19,8,9,8,2,0,1
24,12,31,95,Saint-Adrien-d'Irlande,35,1,5,7,1,15,5,1,0,0
24,12,31,100,Saint-Jean-de-BrÇbeuf,47,1,5,8,12,10,4,2,5,0
24,12,31,105,Kinnear's Mills,39,4,9,8,3,9,4,2,0,0
24,12,31,130,SacrÇ-Coeur-de-JÇsus,73,9,15,19,7,15,6,1,0,1
24,12,31,135,Saint-Pierre-de-Broughton,80,7,18,19,12,12,5,4,3,0
24,12,31,140,Saint-Jacques-de-Leeds,69,10,5,14,14,14,7,2,3,0
24,14,32,0,L'êrable,675,42,72,127,65,217,80,26,34,12
24,14,32,13,Saint-Ferdinand,102,9,19,29,11,26,4,2,2,0
24,14,32,23,Sainte-Sophie-d'Halifax,76,7,10,18,6,21,7,3,3,1
24,14,32,33,Princeville,81,0,5,12,4,35,13,5,5,2
24,14,32,45,Plessisville,96,9,12,14,7,30,12,4,6,2
24,14,32,50,Saint-Pierre-Baptiste,61,4,4,17,9,16,10,0,1,0
24,14,32,58,Inverness,101,6,13,14,12,37,11,4,4,0
24,14,32,65,Lyster,53,2,0,8,8,13,7,4,9,2
24,14,32,72,Laurierville,65,3,5,8,2,27,12,3,4,1
24,14,32,80,Notre-Dame-de-Lourdes,24,2,1,6,5,6,1,1,0,2
24,14,32,85,Villeroy,16,0,3,1,1,6,3,0,0,2
24,12,33,0,Lotbiniäre,819,38,83,113,102,247,118,55,43,20
24,12,33,7,Saint-Sylvestre,86,5,19,11,7,22,17,2,3,0
24,12,33,17,Sainte-Agathe-de-Lotbiniäre,79,2,6,10,8,32,7,8,3,3
24,12,33,25,Saint-Patrice-de-Beaurivage,69,1,6,8,8,19,11,9,5,2
24,12,33,30,Saint-Narcisse-de-Beaurivage,77,7,2,5,8,25,18,5,4,3
24,12,33,35,Saint-Gilles,40,2,3,9,4,7,6,3,3,3
24,12,33,40,Dosquet,24,0,0,4,7,7,2,2,2,0
24,12,33,45,Saint-Agapit,43,1,3,6,9,12,6,2,2,2
24,12,33,52,Saint-Flavien,45,1,5,9,2,12,7,3,5,1
24,12,33,65,Saint-Janvier-de-Joly,29,1,2,3,4,15,0,2,1,1
24,12,33,70,Val-Alain,18,1,5,5,2,4,1,0,0,0
24,12,33,80,Saint-êdouard-de-Lotbiniäre,66,5,11,10,9,14,7,4,4,2
24,12,33,85,Notre-Dame-du-SacrÇ-Coeur-d'Issoudun,38,0,0,3,6,15,8,3,2,1
24,12,33,90,Saint-Apollinaire,34,1,7,4,6,11,2,0,1,2
24,12,33,95,Saint-Antoine-de-Tilly,41,3,1,12,8,11,3,2,1,0
24,12,33,102,Sainte-Croix,42,6,3,5,5,9,8,3,3,0
24,12,33,115,Lotbiniäre,44,1,6,5,4,13,8,5,2,0
24,12,33,123,Leclercville,44,1,4,4,5,19,7,2,2,0
24,3,34,0,Portneuf,470,32,67,86,74,124,49,16,18,4
24,3,34,7,Neuville,44,2,7,9,11,7,6,0,1,1
24,3,34,17,Pont-Rouge,56,4,6,6,8,16,10,3,2,1
24,3,34,30,Cap-SantÇ,27,0,3,5,5,6,4,2,1,1
24,3,34,38,Saint-Basile,47,3,11,10,5,8,5,1,3,1
24,3,34,58,Deschambault-Grondines,47,2,10,10,7,11,4,0,3,0
24,3,34,60,Saint-Gilbert,30,2,2,7,7,10,1,1,0,0
24,3,34,78,Saint-Casimir,30,1,1,3,5,13,3,4,0,0
24,3,34,85,Saint-Thuribe,27,1,1,5,5,8,3,3,1,0
24,3,34,90,Saint-Ubalde,55,7,8,7,7,18,7,0,1,0
24,3,34,97,Saint-Alban,27,4,2,8,3,8,2,0,0,0
24,3,34,105,Sainte-Christine-d'Auvergne,41,4,8,9,5,11,0,0,4,0
24,3,34,128,Saint-Raymond,39,2,8,7,6,8,4,2,2,0
24,4,35,0,MÇkinac,155,8,20,31,20,47,23,2,3,1
24,4,35,10,Lac-aux-Sables,19,2,3,3,4,5,2,0,0,0
24,4,35,15,Saint-Adelphe,28,0,2,5,6,8,6,0,0,1
24,4,35,20,Saint-SÇverin,25,1,2,8,1,8,4,1,0,0
24,4,35,27,Saint-Tite,34,2,5,7,2,10,5,1,2,0
24,4,35,35,HÇrouxville,22,2,4,6,1,6,3,0,0,0
24,4,35,50,Sainte-Thäcle,27,1,4,2,6,10,3,0,1,0
24,4,36,0,Shawinigan,43,4,7,11,8,5,4,3,1,0
24,4,36,33,Shawinigan,43,4,7,11,8,5,4,3,1,0
24,4,37,0,Francheville,389,24,47,71,47,119,44,11,16,10
24,4,37,67,Trois-Riviäres,58,9,12,14,8,11,4,0,0,0
24,4,37,205,Sainte-Anne-de-la-PÇrade,49,1,7,9,6,13,8,1,3,1
24,4,37,210,Batiscan,23,0,1,5,6,5,4,0,2,0
24,4,37,215,Sainte-Geneviäve-de-Batiscan,25,0,2,7,2,8,1,4,0,1
24,4,37,220,Champlain,33,1,2,3,3,15,5,0,2,2
24,4,37,225,Saint-Luc-de-Vincennes,24,1,4,4,2,9,3,1,0,0
24,4,37,230,Saint-Maurice,53,3,5,9,4,16,9,1,3,3
24,4,37,235,Notre-Dame-du-Mont-Carmel,19,3,1,5,5,2,0,2,0,1
24,4,37,240,Saint-Narcisse,36,4,8,4,2,13,3,1,1,0
24,4,37,245,Saint-Stanislas,39,0,3,8,6,16,1,1,3,1
24,4,37,250,Saint-Prosper,30,2,2,3,3,11,6,0,2,1
24,14,38,0,BÇcancour,466,18,41,80,61,131,73,28,20,14
24,14,38,5,Saint-Sylväre,53,0,2,9,14,14,8,3,2,1
24,14,38,10,BÇcancour,210,9,26,40,26,56,26,15,6,6
24,14,38,28,Manseau,31,0,2,6,5,10,4,0,2,2
24,14,38,35,Sainte-Franáoise,25,0,3,2,4,6,6,1,1,2
24,14,38,40,Sainte-Sophie-de-LÇvrard,28,0,1,3,5,11,5,0,2,1
24,14,38,47,Fortierville,32,4,3,2,2,9,6,2,3,1
24,14,38,55,Parisville,19,0,1,4,1,6,5,1,1,0
24,14,38,60,Sainte-CÇcile-de-LÇvrard,17,1,0,3,1,1,8,2,0,1
24,14,38,65,Saint-Pierre-les-Becquets,31,3,2,6,3,10,2,2,3,0
24,14,38,70,Deschaillons-sur-Saint-Laurent,20,1,1,5,0,8,3,2,0,0
24,14,39,0,Arthabaska,936,32,94,179,115,272,113,52,52,27
24,14,39,10,Ham-Nord,53,5,8,7,11,17,3,1,0,1
24,14,39,15,Notre-Dame-de-Ham,17,1,2,6,5,3,0,0,0,0
24,14,39,20,Saint-RÇmi-de-Tingwick,42,1,5,8,5,13,6,2,0,2
24,14,39,25,Tingwick,91,6,6,20,9,26,13,4,3,4
24,14,39,30,Chesterville,50,3,5,7,7,21,4,2,1,0
24,14,39,35,Chester-Est,36,2,8,10,4,9,3,0,0,0
24,14,39,42,Saint-Norbert-d'Arthabaska,91,0,12,23,14,30,8,2,1,1
24,14,39,62,Victoriaville,114,1,12,22,16,32,13,6,11,1
24,14,39,77,Warwick,89,2,10,14,7,19,15,10,10,2
24,14,39,85,Saint-Albert,34,2,2,3,1,10,4,5,4,3
24,14,39,90,Sainte-êlisabeth-de-Warwick,40,0,1,8,4,12,8,3,3,1
24,14,39,97,Kingsey Falls,31,0,2,5,5,9,3,3,4,0
24,14,39,105,Sainte-SÇraphine,29,0,1,3,2,8,7,3,2,3
24,14,39,117,Sainte-Clotilde-de-Horton,53,2,6,9,6,16,4,3,6,1
24,14,39,130,Saint-Samuel,20,0,2,6,1,6,3,0,1,1
24,14,39,135,Saint-Valäre,57,1,5,9,8,15,12,4,1,2
24,14,39,145,Saint-Rosaire,41,4,3,10,7,11,2,0,3,1
24,14,39,150,Sainte-Anne-du-Sault,22,1,0,5,1,11,2,1,1,0
24,14,39,170,Saint-Louis-de-Blandford,26,1,4,4,2,4,3,3,1,4
24,5,40,0,Asbestos,266,7,18,46,43,95,24,17,14,2
24,5,40,5,Saint-Joseph-de-Ham-Sud,18,1,2,2,1,8,4,0,0,0
24,5,40,10,Saint-Adrien,19,0,1,5,4,6,1,2,0,0
24,5,40,17,Wotton,75,1,5,13,10,25,11,5,5,0
24,5,40,25,Saint-Camille,35,1,1,9,5,11,3,2,2,1
24,5,40,32,Saint-Georges-de-Windsor,45,2,2,3,8,19,1,5,4,1
24,5,40,47,Danville,74,2,7,14,15,26,4,3,3,0
24,5,41,0,Le Haut-Saint-Franáois,488,17,40,101,65,153,66,18,19,9
24,5,41,12,Saint-Isidore-de-Clifton,52,1,6,11,2,19,8,1,2,2
24,5,41,27,La Patrie,40,0,3,9,7,12,6,2,1,0
24,5,41,38,Cookshire-Eaton,185,7,14,31,21,65,28,6,9,4
24,5,41,55,Ascot Corner,16,0,2,4,1,4,4,1,0,0
24,5,41,65,Westbury,28,0,4,8,5,7,3,1,0,0
24,5,41,70,Bury,47,2,5,13,10,8,3,2,3,1
24,5,41,85,Lingwick,33,1,2,5,5,12,5,3,0,0
24,5,41,98,Weedon,45,3,1,12,9,10,6,2,1,1
24,5,41,117,Dudswell,42,3,3,8,5,16,3,0,3,1
24,5,42,0,Le Val-Saint-Franáois,491,13,56,103,76,147,45,17,27,7
24,5,42,5,Stoke,39,1,4,15,4,8,1,0,4,2
24,5,42,20,Saint-Franáois-Xavier-de-Brompton,40,1,7,7,8,9,2,2,2,2
24,5,42,32,Racine,48,1,7,11,6,14,7,1,1,0
24,5,42,40,Bonsecours,26,3,4,4,1,9,5,0,0,0
24,5,42,50,Sainte-Anne-de-la-Rochelle,50,3,6,7,7,14,8,0,5,0
24,5,42,60,Valcourt,34,0,1,6,9,13,2,0,3,0
24,5,42,65,Maricourt,33,1,4,5,3,15,4,0,0,1
24,5,42,75,Melbourne,71,0,7,17,9,24,4,5,4,1
24,5,42,95,Val-Joli,58,3,4,12,13,16,4,2,4,0
24,5,42,100,Saint-Claude,39,0,8,6,8,8,2,3,3,1
24,5,42,110,Cleveland,53,0,4,13,8,17,6,4,1,0
24,5,43,0,Sherbrooke,127,14,20,33,16,32,5,4,3,0
24,5,43,27,Sherbrooke,127,14,20,33,16,32,5,4,3,0
24,5,44,0,Coaticook,579,13,37,70,63,183,92,55,49,17
24,5,44,3,Saint-Malo,30,0,1,3,1,15,2,5,3,0
24,5,44,10,East Hereford,25,2,0,1,2,11,3,4,2,0
24,5,44,15,Saint-HermÇnÇgilde,19,0,1,0,2,3,5,2,4,2
24,5,44,23,Dixville,29,0,3,2,1,13,3,4,3,0
24,5,44,37,Coaticook,132,4,9,18,12,35,26,13,12,3
24,5,44,45,Barnston-Ouest,39,0,1,8,4,11,7,3,1,4
24,5,44,50,Stanstead-Est,53,4,2,5,15,11,8,4,4,0
24,5,44,55,Sainte-Edwidge-de-Clifton,54,0,5,9,3,20,7,4,5,1
24,5,44,60,Martinville,18,0,2,0,1,10,4,0,1,0
24,5,44,71,Compton,180,3,13,24,22,54,27,16,14,7
24,5,45,0,MemphrÇmagog,300,7,27,68,46,83,38,10,15,6
24,5,45,20,Ogden,36,2,0,9,2,15,4,2,1,1
24,5,45,25,Stanstead,23,0,2,5,3,3,4,0,6,0
24,5,45,30,Potton,38,0,3,7,5,13,7,1,1,1
24,5,45,43,Hatley,27,1,1,6,3,5,2,3,3,3
24,5,45,55,Hatley,33,1,4,9,4,9,6,0,0,0
24,5,45,60,Sainte-Catherine-de-Hatley,42,0,10,6,9,11,4,1,1,0
24,5,45,72,Magog,41,2,1,10,12,9,5,0,2,0
24,5,45,95,Bolton-Est,18,0,1,5,3,6,1,2,0,0
24,5,45,105,Stukely-Sud,24,1,0,6,4,7,4,0,1,1
24,5,45,115,Orford,18,0,5,5,1,5,1,1,0,0
24,13,46,0,Brome-Missisquoi,721,16,36,109,96,209,117,60,50,28
24,13,46,10,Frelighsburg,42,1,2,3,9,19,6,1,1,0
24,13,46,17,Saint-Armand,52,0,3,9,7,14,9,4,6,0
24,13,46,25,Saint-Pierre-de-VÇronne-Ö-Pike-River,45,1,4,3,2,11,2,10,7,5
24,13,46,40,Bedford,22,1,0,4,3,7,1,2,0,4
24,13,46,45,Stanbridge East,47,1,1,5,12,19,6,0,1,2
24,13,46,50,Dunham,135,1,8,29,21,39,19,13,3,2
24,13,46,58,Sutton,46,2,3,5,5,17,8,2,3,1
24,13,46,65,Bolton-Ouest,27,0,1,2,5,8,8,1,1,1
24,13,46,75,Lac-Brome,84,4,1,19,13,27,10,5,1,4
24,13,46,90,Brigham,52,1,4,12,3,14,8,5,5,0
24,13,46,95,Saint-Ignace-de-Stanbridge,40,0,0,4,2,8,10,5,9,2
24,13,46,100,Notre-Dame-de-Stanbridge,33,0,3,2,4,10,7,3,3,1
24,13,46,105,Sainte-Sabine,43,0,2,6,5,4,14,4,6,2
24,13,46,112,Farnham,53,4,4,6,5,12,9,5,4,4
24,13,47,0,La Haute-Yamaska,483,12,36,78,66,150,63,33,36,9
24,13,47,5,Bromont,43,0,2,8,7,17,6,1,2,0
24,13,47,10,Saint-Alphonse,53,1,4,6,6,7,15,4,9,1
24,13,47,20,Granby,83,5,6,13,13,30,8,2,4,2
24,13,47,35,Shefford,72,2,3,16,7,25,8,4,6,1
24,13,47,40,Saint-Joachim-de-Shefford,80,0,13,11,10,31,6,5,2,2
24,13,47,47,Roxton Pond,89,3,5,12,16,26,11,8,7,1
24,13,47,55,Sainte-CÇcile-de-Milton,63,1,3,12,7,14,9,9,6,2
24,13,48,0,Acton,444,5,27,51,63,124,66,48,45,15
24,13,48,5,BÇthanie,34,0,2,6,4,11,6,2,3,0
24,13,48,15,Roxton,102,1,8,22,20,27,7,9,7,1
24,13,48,20,Sainte-Christine,42,1,0,1,9,13,6,4,6,2
24,13,48,28,Acton Vale,74,1,4,9,11,21,12,9,4,3
24,13,48,38,Upton,69,2,3,3,4,17,13,12,13,2
24,13,48,45,Saint-ThÇodore-d'Acton,60,0,8,2,5,18,12,6,7,2
24,13,48,50,Saint-Nazaire-d'Acton,63,0,2,8,10,17,10,6,5,5
24,14,49,0,Drummond,813,28,56,126,114,254,108,54,49,24
24,14,49,5,Saint-FÇlix-de-Kingsey,75,2,6,15,7,31,9,3,1,1
24,14,49,15,Durham-Sud,50,1,3,7,10,13,9,3,3,1
24,14,49,20,Lefebvre,24,1,3,3,4,7,3,1,2,0
24,14,49,25,L'Avenir,55,1,0,15,8,21,6,3,1,0
24,14,49,30,Saint-Lucien,18,0,2,2,6,6,0,1,1,0
24,14,49,40,Wickham,76,1,4,9,8,26,14,5,5,4
24,14,49,48,Saint-Germain-de-Grantham,67,3,4,9,4,23,8,5,8,3
24,14,49,58,Drummondville,144,8,12,29,26,41,17,6,3,2
24,14,49,80,Notre-Dame-du-Bon-Conseil,36,1,4,6,5,11,3,2,3,1
24,14,49,85,Sainte-Brigitte-des-Saults,49,1,4,3,4,14,4,6,8,5
24,14,49,95,Saint-Majorique-de-Grantham,25,0,1,0,8,12,2,1,1,0
24,14,49,100,Saint-Edmond-de-Grantham,21,0,1,5,2,6,5,0,1,1
24,14,49,105,Saint-Eugäne,39,2,4,9,7,7,7,2,1,0
24,14,49,113,Saint-Guillaume,62,4,2,6,9,13,9,9,8,2
24,14,49,125,Saint-Bonaventure,50,3,3,6,6,16,8,2,3,3
24,14,49,130,Saint-Pie-de-Guire,22,0,3,2,0,7,4,5,0,1
24,14,50,0,Nicolet-Yamaska,558,13,35,65,48,142,111,51,65,28
24,14,50,5,Sainte-Eulalie,39,1,5,12,5,5,5,1,2,3
24,14,50,23,Saint-Wenceslas,42,1,5,4,3,10,9,1,6,3
24,14,50,35,Saint-CÇlestin,36,0,1,2,4,10,12,3,3,1
24,14,50,42,Saint-LÇonard-d'Aston,38,1,5,5,0,11,6,2,5,3
24,14,50,50,Sainte-PerpÇtue,54,0,2,9,6,12,14,6,4,1
24,14,50,57,Sainte-Monique,38,0,2,3,3,11,10,4,4,1
24,14,50,65,Grand-Saint-Esprit,17,0,1,3,3,2,2,2,3,1
24,14,50,72,Nicolet,52,2,2,2,2,10,11,9,9,5
24,14,50,85,La Visitation-de-Yamaska,30,1,0,2,3,10,6,2,4,2
24,14,50,90,Saint-ZÇphirin-de-Courval,59,2,4,2,5,16,13,6,8,3
24,14,50,95,Saint-Elphäge,23,1,0,1,1,7,6,3,3,1
24,14,50,100,Baie-du-Febvre,55,1,2,6,3,18,10,6,7,2
24,14,50,113,Pierreville,75,3,6,14,10,20,7,6,7,2
24,4,51,0,MaskinongÇ,515,32,53,75,72,134,61,31,42,15
24,4,51,8,MaskinongÇ,30,2,1,3,5,9,1,6,2,1
24,4,51,15,Louiseville,39,2,3,7,6,5,4,6,3,3
24,4,51,20,Yamachiche,74,3,4,8,13,21,13,2,10,0
24,4,51,25,Saint-BarnabÇ,35,0,5,3,5,11,5,1,3,2
24,4,51,30,Saint-SÇväre,28,2,1,4,1,13,3,2,2,0
