PROV,CAR,CD,CCS,GEO NAMES,ntfarea,nsole,nvpart,nwpart,nfaminc,nnoninc,notype,ncompny,naccntny,nlvcrpny,nwrdprny,ninetny,nemailny,notcmpny,ncrorgny,norgfvny,norgfcny,norganny,norgotny,ntfarea,tfarea,etfarea,naowned,aowned,eaowned,ntlsrtcs,tlsrtcs,etlsrtcs,nalsdgov,alsdgov,ealsdgov,narnted,arnted,earnted,nacrpshr,acrpshr,eacrpshr,nsize1,nsize2,nsize3,nsize4,nsize5,nsize6,nsize7,nsize8,nsize9,nsize10,nsize11,nsize12,nsize13,nsize14,ntotwht,totwht,etotwht,nwhtspg,whtspg,ewhtspg,nwhtdur,whtdur,ewhtdur,nwhtwin,whtwin,ewhtwin,noats,oats,eoats,nbarley,barley,ebarley,nmxdgrn,mxdgrn,emxdgrn,ncorngr,corngr,ecorngr,nbucwht,bucwht,ebucwht,ntotrye,totrye,etotrye,nryefal,ryefal,eryefal,nryespg,ryespg,eryespg,ncornsi,cornsi,ecornsi,nalfalfa,alfalfa,ealfalfa,nottame,ottame,eottame,ncanola,canola,ecanola,nflaxsd,flaxsd,eflaxsd,nsoybns,soybns,esoybns,nmustsd,mustsd,emustsd,nsunfls,sunfls,esunfls,nsaflwr,saflwr,esaflwr,npotats,potats,epotats,ndfpeas,dfpeas,edfpeas,nlentil,lentil,elentil,ntotdryb,totdryb,etotdryb,nwhitbn,whitbn,ewhitbn,nchicpea,chicpea,echicpea,nodfbns,odfbns,eodfbns,ncanary,canary,ecanary,ntobaco,tobaco,etobaco,nsugarb,sugarb,esugarb,nginseng,ginseng,eginseng,ncaraway,caraway,ecaraway,ntritcl,tritcl,etritcl,nforage,forage,eforage,nofxsftr,ofxsftr,eofxsftr
24,13,48,20,Sainte-Christine,49,21,3,13,11,1,0,28,26,11,11,18,15,1,1,1,0,0,0,49,"12,112","4,902",49,"10,691","4,326",13,"1,421",575,0,0,0,12,x,x,1,x,x,2,5,8,6,7,13,5,2,1,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,9,274,111,4,x,x,3,94,38,18,x,x,0,0,0,0,0,0,0,0,0,0,0,0,7,164,66,13,514,208,28,"3,108","1,258",0,0,0,0,0,0,8,367,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,48,28,Acton Vale,56,18,6,26,4,2,0,30,30,10,17,20,17,0,3,2,1,0,1,56,"14,316","5,793",54,"12,000","4,856",19,"2,316",937,0,0,0,19,"2,316",937,0,0,0,4,7,9,6,7,11,9,1,1,1,0,0,0,0,7,223,90,7,223,90,0,0,0,0,0,0,4,93,38,9,234,95,4,123,50,28,"3,374","1,365",0,0,0,1,x,x,1,x,x,0,0,0,16,241,98,21,916,371,29,"1,961",794,0,0,0,0,0,0,8,549,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,48,38,Upton,67,24,2,15,23,3,0,38,35,8,15,27,18,0,1,0,1,0,0,67,"13,659","5,528",65,"11,628","4,706",20,"2,031",822,0,0,0,18,x,x,2,x,x,3,4,14,12,11,18,4,1,0,0,0,0,0,0,10,x,x,9,377,153,0,0,0,1,x,x,4,79,32,12,323,131,4,79,32,55,"4,904","1,985",0,0,0,2,x,x,2,x,x,0,0,0,20,513,208,27,"1,766",715,30,"1,936",783,0,0,0,1,x,x,24,"1,111",450,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x
24,13,48,45,Saint-ThÇodore-d'Acton,58,27,2,16,12,1,0,36,32,13,15,19,14,0,1,1,0,0,0,58,"14,756","5,972",57,"12,341","4,994",14,"2,415",977,0,0,0,14,"2,415",977,0,0,0,5,9,9,11,5,8,6,1,3,0,1,0,0,0,7,x,x,6,276,112,0,0,0,1,x,x,3,x,x,9,268,108,1,x,x,35,"6,192","2,506",1,x,x,0,0,0,0,0,0,0,0,0,18,682,276,14,893,361,25,"1,588",643,0,0,0,0,0,0,21,"1,770",716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
24,13,48,50,Saint-Nazaire-d'Acton,55,20,3,13,12,7,0,31,28,10,15,25,22,0,0,0,0,0,0,55,"9,803","3,967",54,"8,551","3,460",17,"1,252",507,0,0,0,16,"1,133",459,4,119,48,1,14,13,7,6,7,5,2,0,0,0,0,0,0,4,201,81,4,201,81,0,0,0,0,0,0,1,x,x,12,727,294,0,0,0,39,"4,408","1,784",0,0,0,0,0,0,0,0,0,0,0,0,7,169,68,10,560,227,15,"1,251",506,0,0,0,0,0,0,14,606,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,0,Drummond,883,409,70,215,141,48,0,476,394,178,259,326,266,0,7,3,5,2,0,883,"209,972","84,973",845,"175,936","71,199",289,"34,036","13,774",9,399,161,282,"32,900","13,314",15,737,298,66,133,125,100,119,209,70,34,15,5,7,0,0,0,53,"2,742","1,110",49,"2,634","1,066",0,0,0,4,108,44,156,"5,571","2,255",202,"8,215","3,324",42,"1,267",513,403,"53,102","21,490",5,198,80,4,38,15,2,x,x,2,x,x,182,"4,510","1,825",192,"9,941","4,023",430,"31,542","12,765",0,0,0,0,0,0,233,"17,244","6,978",1,x,x,1,x,x,0,0,0,9,"1,771",717,1,x,x,0,0,0,7,577,234,2,x,x,0,0,0,5,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,2,x,x,5,155,63
24,14,49,5,Saint-FÇlix-de-Kingsey,75,31,8,18,13,5,0,35,32,17,16,26,20,0,1,1,1,0,0,75,"22,008","8,906",73,"18,995","7,687",28,"3,013","1,219",0,0,0,27,x,x,2,x,x,0,8,4,7,15,26,9,3,2,1,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,23,661,267,17,833,337,4,114,46,28,"2,590","1,048",1,x,x,0,0,0,0,0,0,0,0,0,23,483,195,21,"1,239",501,57,"4,999","2,023",0,0,0,0,0,0,14,956,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,15,Durham-Sud,48,21,6,16,2,3,0,18,9,4,10,13,12,0,1,0,1,1,0,48,"12,442","5,035",48,"11,084","4,486",9,"1,358",550,0,0,0,9,"1,358",550,0,0,0,0,4,2,12,5,15,9,1,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,12,723,293,6,112,45,5,249,101,6,606,245,0,0,0,0,0,0,0,0,0,0,0,0,6,132,53,5,95,38,41,"3,680","1,489",0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0
24,14,49,20,Lefebvre,26,12,1,12,1,0,0,16,14,7,13,13,13,0,0,0,0,0,0,26,"7,145","2,891",25,"6,400","2,590",8,745,301,1,x,x,7,x,x,0,0,0,0,5,4,1,4,7,2,2,1,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,6,160,65,4,157,64,2,x,x,12,"1,389",562,0,0,0,1,x,x,1,x,x,0,0,0,6,170,69,5,343,139,16,"1,522",616,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,25,L'Avenir,55,31,5,12,4,3,0,35,26,17,26,23,17,0,0,0,0,0,0,55,"11,898","4,815",54,"10,007","4,050",17,"1,891",765,1,x,x,17,"1,885",763,2,x,x,2,6,10,7,12,14,2,1,1,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,13,672,272,3,109,44,1,x,x,12,"1,112",450,0,0,0,0,0,0,0,0,0,0,0,0,10,307,124,7,286,116,39,"2,678","1,084",0,0,0,0,0,0,3,134,54,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,30,Saint-Lucien,17,10,1,5,1,0,0,9,6,6,5,5,4,0,0,0,0,0,0,17,"4,248","1,719",17,x,x,2,x,x,0,0,0,2,x,x,0,0,0,2,1,3,1,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,145,59,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,344,139,0,0,0,0,0,0,4,202,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,35,Saint-NicÇphore,32,15,0,6,7,4,0,16,13,5,10,11,8,0,0,0,0,0,0,32,"7,916","3,203",30,"6,509","2,634",9,"1,407",569,0,0,0,9,"1,407",569,0,0,0,6,1,5,3,3,11,0,2,0,0,1,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,6,209,85,7,367,149,2,x,x,12,985,399,0,0,0,0,0,0,0,0,0,0,0,0,4,290,117,2,x,x,18,"1,701",688,0,0,0,0,0,0,3,583,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,40,Wickham,93,34,8,16,22,13,0,58,50,24,35,43,34,0,1,1,0,0,0,93,"17,388","7,037",93,"14,803","5,991",20,"2,585","1,046",1,x,x,18,"2,324",940,2,x,x,13,19,12,8,8,20,9,3,1,0,0,0,0,0,4,238,96,4,238,96,0,0,0,0,0,0,10,325,132,7,202,82,1,x,x,44,"4,727","1,913",0,0,0,0,0,0,0,0,0,0,0,0,16,423,171,10,553,224,38,"2,083",843,0,0,0,0,0,0,12,839,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
24,14,49,48,Saint-Germain-de-Grantham,76,31,5,15,21,4,0,50,44,24,25,32,21,0,0,0,0,0,0,76,"17,376","7,032",71,"12,851","5,201",29,"4,525","1,831",0,0,0,29,x,x,2,x,x,9,14,9,6,11,14,4,7,2,0,0,0,0,0,13,693,280,13,693,280,0,0,0,0,0,0,7,77,31,23,986,399,2,x,x,43,"6,103","2,470",1,x,x,1,x,x,1,x,x,0,0,0,10,251,102,12,526,213,27,"2,129",862,0,0,0,0,0,0,27,"2,279",922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,57,Drummondville,19,12,0,4,1,2,0,10,10,1,6,4,5,0,0,0,0,0,0,19,"3,111","1,259",16,x,x,7,x,x,1,x,x,7,x,x,0,0,0,0,8,2,0,3,5,1,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,4,198,80,5,218,88,0,0,0,7,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,8,584,236,0,0,0,0,0,0,6,210,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,70,Saint-Cyrille-de-Wendover,68,30,8,20,6,4,0,35,28,8,16,24,19,0,1,0,1,0,0,68,"13,985","5,660",65,"11,006","4,454",26,"2,979","1,206",1,x,x,26,"2,786","1,127",2,x,x,2,10,17,9,8,13,8,0,1,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,14,614,248,18,568,230,4,104,42,28,"3,098","1,254",1,x,x,0,0,0,0,0,0,0,0,0,17,477,193,18,885,358,37,"2,996","1,212",0,0,0,0,0,0,19,"1,504",609,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,80,Notre-Dame-du-Bon-Conseil,39,17,4,9,8,1,0,20,19,10,13,17,15,0,1,0,1,0,0,39,"10,392","4,205",37,"9,102","3,683",12,"1,290",522,0,0,0,12,"1,290",522,0,0,0,3,6,9,2,2,14,0,0,1,0,2,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,5,168,68,10,418,169,1,x,x,20,"2,601","1,053",0,0,0,0,0,0,0,0,0,0,0,0,11,239,97,11,559,226,18,"1,153",467,0,0,0,0,0,0,11,"1,017",412,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
24,14,49,85,Sainte-Brigitte-des-Saults,54,18,3,21,9,3,0,31,24,10,17,22,19,0,0,0,0,0,0,54,"16,799","6,798",53,"15,642","6,330",16,"1,157",468,0,0,0,15,x,x,1,x,x,2,4,9,7,6,12,8,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,242,98,14,455,184,3,111,45,29,"3,938","1,594",1,x,x,1,x,x,0,0,0,1,x,x,21,514,208,24,"1,241",502,28,"2,287",926,0,0,0,0,0,0,24,"1,728",699,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
24,14,49,90,Saint-Joachim-de-Courval,24,14,2,6,1,1,0,17,14,5,8,7,6,0,0,0,0,0,0,24,"5,615","2,272",23,"5,050","2,044",5,565,229,0,0,0,5,565,229,0,0,0,3,3,5,3,3,1,2,3,1,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,7,256,104,7,291,118,0,0,0,12,"1,477",598,0,0,0,0,0,0,0,0,0,0,0,0,7,263,106,8,304,123,12,719,291,0,0,0,0,0,0,6,221,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
24,14,49,95,Saint-Majorique-de-Grantham,29,17,2,5,5,0,0,15,13,6,6,9,8,0,0,0,0,0,0,29,"4,995","2,021",26,"3,727","1,508",13,"1,268",513,1,x,x,12,x,x,1,x,x,2,3,8,7,1,7,0,1,0,0,0,0,0,0,3,92,37,3,92,37,0,0,0,0,0,0,9,181,73,8,285,115,1,x,x,16,"1,353",548,0,0,0,1,x,x,0,0,0,1,x,x,7,102,41,4,175,71,18,"1,078",436,0,0,0,0,0,0,11,499,202,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,100,Saint-Edmond-de-Grantham,26,15,1,2,5,3,0,11,10,8,7,8,8,0,0,0,0,0,0,26,"6,107","2,471",25,"5,066","2,050",10,"1,041",421,0,0,0,10,x,x,1,x,x,5,5,3,4,2,2,3,1,0,0,1,0,0,0,3,270,109,3,270,109,0,0,0,0,0,0,6,224,91,7,378,153,0,0,0,12,"2,147",869,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,4,217,88,7,350,142,0,0,0,0,0,0,7,625,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,105,Saint-Eugäne,51,24,10,8,8,1,0,25,18,9,14,18,15,0,1,1,0,0,0,51,"10,466","4,235",49,"8,428","3,411",14,"2,038",825,0,0,0,14,"2,038",825,0,0,0,5,11,9,8,8,4,2,1,2,1,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,7,336,136,11,472,191,1,x,x,21,"4,861","1,967",1,x,x,0,0,0,0,0,0,0,0,0,4,69,28,9,369,149,16,"1,056",427,0,0,0,0,0,0,15,"1,235",500,0,0,0,0,0,0,0,0,0,3,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,113,Saint-Guillaume,60,30,2,17,10,1,0,33,31,3,15,23,21,0,1,0,1,1,0,60,"16,133","6,529",58,"13,090","5,297",26,"3,043","1,231",1,x,x,25,"2,770","1,121",2,x,x,1,6,9,10,11,15,4,2,0,1,1,0,0,0,9,578,234,8,x,x,0,0,0,1,x,x,6,130,53,21,912,369,7,226,91,42,"7,288","2,949",0,0,0,0,0,0,0,0,0,0,0,0,15,299,121,20,"1,134",459,17,736,298,0,0,0,0,0,0,34,"2,516","1,018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
24,14,49,125,Saint-Bonaventure,62,30,4,14,14,0,0,30,24,8,12,19,13,0,0,0,0,0,0,62,"13,232","5,355",55,"11,769","4,763",23,"1,463",592,0,0,0,23,"1,463",592,0,0,0,6,15,4,4,11,15,3,2,1,1,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,5,146,59,24,939,380,7,223,90,38,"4,678","1,893",0,0,0,0,0,0,0,0,0,0,0,0,14,278,113,21,932,377,18,936,379,0,0,0,0,0,0,18,"1,231",498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
24,14,49,130,Saint-Pie-de-Guire,29,17,0,9,3,0,0,12,9,6,5,9,8,0,0,0,0,0,0,29,"8,716","3,527",27,"5,910","2,392",15,"2,806","1,136",2,x,x,15,x,x,0,0,0,5,4,1,1,4,10,1,1,1,0,1,0,0,0,5,298,121,4,x,x,0,0,0,1,x,x,4,104,42,10,513,208,1,x,x,19,"3,628","1,468",0,0,0,0,0,0,0,0,0,0,0,0,6,151,61,9,819,331,8,511,207,0,0,0,0,0,0,14,"1,130",457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,0,Nicolet-Yamaska,628,272,24,163,143,26,0,339,288,135,178,214,172,3,12,2,8,4,1,628,"184,942","74,843",614,"155,044","62,744",193,"29,898","12,099",15,857,347,182,"28,743","11,632",11,298,121,37,62,86,74,101,138,49,40,20,16,3,2,0,0,26,"1,856",751,26,x,x,0,0,0,1,x,x,102,"4,898","1,982",225,"11,205","4,535",54,"2,167",877,380,"61,285","24,801",2,x,x,1,x,x,1,x,x,0,0,0,170,"4,292","1,737",249,"15,742","6,371",256,"17,010","6,884",0,0,0,0,0,0,234,"20,471","8,284",0,0,0,0,0,0,0,0,0,17,"1,545",625,1,x,x,1,x,x,11,"1,251",506,4,x,x,0,0,0,7,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x
24,14,50,5,Sainte-Eulalie,23,10,1,7,4,1,0,12,10,5,4,7,5,0,1,0,1,0,0,23,"8,584","3,474",22,"6,950","2,813",15,"1,634",661,1,x,x,15,x,x,0,0,0,0,1,4,3,3,9,0,1,0,1,1,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,12,"1,326",537,7,800,324,2,x,x,9,939,380,0,0,0,0,0,0,0,0,0,0,0,0,8,197,80,2,x,x,12,"1,129",457,0,0,0,0,0,0,7,611,247,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,13,Aston-Jonction,23,13,1,6,2,1,0,15,12,5,6,8,6,0,2,0,2,0,0,23,"5,680","2,299",22,"4,684","1,896",5,996,403,0,0,0,5,996,403,0,0,0,3,2,5,3,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,6,252,102,2,x,x,9,"1,436",581,0,0,0,0,0,0,0,0,0,0,0,0,3,80,32,5,x,x,12,799,323,0,0,0,0,0,0,7,"1,214",491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,23,Saint-Wenceslas,50,21,2,11,12,4,0,23,22,12,13,11,11,0,1,0,1,1,0,50,"12,422","5,027",47,"10,220","4,136",20,"2,202",891,4,x,x,18,"1,907",772,1,x,x,3,6,6,4,11,10,7,1,2,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,13,564,228,9,284,115,4,180,73,24,"2,298",930,0,0,0,0,0,0,0,0,0,0,0,0,11,378,153,14,"1,254",507,29,"2,486","1,006",0,0,0,0,0,0,13,732,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,35,Saint-CÇlestin,38,17,0,13,6,2,0,24,17,9,14,14,11,1,0,0,0,0,0,38,"11,136","4,507",38,"10,082","4,080",16,"1,054",427,4,176,71,14,878,355,0,0,0,2,0,6,4,7,10,4,3,2,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,9,456,185,19,944,382,4,119,48,26,"2,722","1,102",0,0,0,0,0,0,0,0,0,0,0,0,10,155,63,19,"1,007",408,17,"1,146",464,0,0,0,0,0,0,21,"1,445",585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,42,Saint-LÇonard-d'Aston,40,16,2,8,10,4,0,20,16,5,8,14,12,0,2,1,1,1,0,40,"14,282","5,780",40,"10,860","4,395",16,"3,422","1,385",0,0,0,16,x,x,1,x,x,3,7,6,2,2,8,4,3,1,3,1,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,11,520,210,9,618,250,3,182,74,15,"4,131","1,672",1,x,x,0,0,0,0,0,0,0,0,0,6,357,144,9,576,233,19,"1,713",693,0,0,0,0,0,0,13,"1,798",728,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,50,Sainte-PerpÇtue,57,22,2,15,16,2,0,31,29,13,16,18,13,0,0,0,0,0,0,57,"15,483","6,266",57,"12,506","5,061",18,"2,977","1,205",0,0,0,16,"2,869","1,161",3,108,44,4,5,7,10,11,13,1,2,2,1,1,0,0,0,3,x,x,3,x,x,0,0,0,0,0,0,5,95,38,11,"1,512",612,13,436,176,35,"4,640","1,878",0,0,0,0,0,0,0,0,0,0,0,0,15,373,151,23,"1,293",523,30,"2,207",893,0,0,0,0,0,0,21,"1,841",745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,57,Sainte-Monique,39,15,3,10,10,1,0,24,20,10,11,14,12,0,1,0,1,1,0,39,"13,320","5,390",39,"11,367","4,600",11,"1,953",790,0,0,0,11,x,x,1,x,x,0,0,3,4,7,13,4,8,0,0,0,0,0,0,3,295,119,3,295,119,0,0,0,0,0,0,5,200,81,13,511,207,5,281,114,29,"3,422","1,385",0,0,0,0,0,0,0,0,0,0,0,0,19,424,172,24,"1,258",509,23,"1,522",616,0,0,0,0,0,0,20,"1,768",715,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,65,Grand-Saint-Esprit,21,12,0,3,6,0,0,10,9,3,3,4,3,0,0,0,0,0,0,21,"6,674","2,701",21,"5,086","2,058",8,"1,588",643,0,0,0,8,"1,588",643,0,0,0,0,2,7,1,1,5,2,2,0,1,0,0,0,0,4,190,77,4,190,77,0,0,0,0,0,0,1,x,x,7,468,189,3,76,31,12,"2,735","1,107",0,0,0,0,0,0,0,0,0,0,0,0,3,62,25,8,597,242,7,410,166,0,0,0,0,0,0,9,894,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
24,14,50,72,Nicolet,63,24,1,16,20,2,0,41,34,15,22,27,22,1,2,0,1,1,0,63,"23,024","9,317",61,"18,418","7,453",28,"4,606","1,864",6,x,x,27,"4,307","1,743",1,x,x,4,5,3,6,11,11,8,8,5,2,0,0,0,0,3,297,120,3,297,120,0,0,0,0,0,0,8,669,271,21,"1,093",442,6,318,129,46,"9,222","3,732",0,0,0,0,0,0,0,0,0,0,0,0,20,563,228,28,"2,135",864,20,"1,039",420,0,0,0,0,0,0,27,"3,609","1,461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,358,145,1,x,x,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
24,14,50,85,La Visitation-de-Yamaska,33,8,0,12,12,1,0,18,16,5,13,10,9,0,1,0,0,0,1,33,"9,101","3,683",32,"8,980","3,634",5,121,49,0,0,0,4,x,x,1,x,x,1,1,1,9,5,11,2,2,1,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,20,696,282,1,x,x,29,"3,363","1,361",0,0,0,0,0,0,0,0,0,0,0,0,13,264,107,21,"1,222",495,12,868,351,0,0,0,0,0,0,11,710,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
