areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ANUMFARMS,BATFAREA,CASALEMFP,DATOTFCAP,ANUMFARMS1,BATFAREA1,CASALEMFP1,DATOTFCAP1,ANUMFARMS2,BATFAREA2,CASALEMFP2,DATOTFCAP2
240545060,24,5,45,60,5,240545060,Sainte-Catherine-de-Hatley - (CCS),35,199,"50,994","465,491",30,202,"47,169","472,630",10,186,"67,388","434,898"
240545075,24,5,45,75,5,240545075,Magog - (CCS),40,205,"89,152","487,001",20,194,"51,991","383,700",15,217,"128,268","595,739"
240545105,24,5,45,105,5,240545105,Stukely-Sud - (CCS),20,274,"47,274","392,009",15,268,"21,127","364,118",5,300,"151,863","503,572"
240545115,24,5,45,115,5,240545115,Orford - (CCS),35,205,"27,087","384,252",25,181,"21,270","299,885",15,239,"35,231","502,366"
240600000,24,6,0,0,6,240600000,MontrÇal/Laval - (CAR),215,85,"255,718","651,107",150,76,"280,318","654,908",65,107,"197,291","642,079"
240665000,24,6,65,0,6,240665000,Laval - (CD),160,83,"250,204","687,908",100,69,"278,995","711,203",60,107,"201,259","648,306"
240665005,24,6,65,5,6,240665005,Laval - (CCS),160,83,"250,204","687,908",100,69,"278,995","711,203",60,107,"201,259","648,306"
240666000,24,6,66,0,6,240666000,CommunautÇ-Urbaine-de-MontrÇal - (CD),55,90,"272,259","540,705",50,89,"283,017","540,068",5,99,"137,784","548,675"
240666025,24,6,66,25,6,240666025,MontrÇal - (CCS),55,90,"272,259","540,705",50,89,"283,017","540,068",5,99,"137,784","548,675"
240700000,24,7,0,0,7,240700000,Lanaudiäre - (CAR),"1,775",207,"259,012","816,499","1,040",169,"236,027","669,324",735,259,"291,416","1,023,983"
240752000,24,7,52,0,7,240752000,D'Autray - (CD),500,239,"262,627","829,193",305,199,"264,469","689,147",190,301,"259,706","1,051,235"
240752010,24,7,52,10,7,240752010,Saint-Antoine-de-Lavaltrie - (CCS),40,192,"225,141","709,207",25,182,"198,059","622,029",15,207,"269,150","850,873"
240752017,24,7,52,17,7,240752017,Lanoraie - (CCS),40,260,"287,941","757,973",30,230,"221,015","670,498",20,310,"400,878","905,587"
240752030,24,7,52,30,7,240752030,Sainte-êlisabeth - (CCS),70,229,"235,781","1,004,840",40,216,"194,946","837,036",35,246,"286,824","1,214,595"
240752040,24,7,52,40,7,240752040,Sainte-Geneviäve-de-Berthier - (CCS),35,398,"232,821","1,141,849",20,200,"100,308","477,892",25,559,"340,094","1,679,338"
240752045,24,7,52,45,7,240752045,Saint-Ignace-de-Loyola - (CCS),30,224,"119,749","593,094",20,197,"75,712","559,324",15,269,"191,809","648,354"
240752055,24,7,52,55,7,240752055,Saint-BarthÇlemy - (CCS),70,237,"137,866","815,924",40,183,"107,001","644,101",30,314,"182,450","1,064,112"
240752062,24,7,52,62,7,240752062,Saint-Cuthbert - (CCS),70,281,"174,815","997,863",45,274,"159,736","993,124",25,295,"207,714","1,008,203"
240752070,24,7,52,70,7,240752070,Saint-Norbert - (CCS),30,212,"183,534","647,912",20,180,"144,031","460,548",15,254,"235,192","892,926"
240752085,24,7,52,85,7,240752085,Saint-Gabriel-de-Brandon - (CCS),70,172,"678,122","726,513",50,134,"864,103","666,342",25,258,"255,437","863,263"
240752090,24,7,52,90,7,240752090,Saint-Didace - (CCS),35,206,"114,874","621,664",25,179,"60,448","458,040",15,255,"215,353","923,741"
240760000,24,7,60,0,7,240760000,L'Assomption - (CD),180,232,"197,373","872,359",105,187,"113,544","644,789",70,296,"317,451","1,198,338"
240760010,24,7,60,10,7,240760010,Le Gardeur - (CCS),20,211,"136,363","698,698",15,213,"142,531","756,075",5,207,"121,973","564,817"
240760020,24,7,60,20,7,240760020,Saint-Sulpice - (CCS),20,340,"229,803","1,177,717",10,305,"93,781","809,816",10,387,"411,166","1,668,252"
240760028,24,7,60,28,7,240760028,L'Assomption - (CCS),95,209,"208,651","824,485",60,151,"108,082","600,196",40,298,"363,372","1,169,547"
240760040,24,7,60,40,7,240760040,L'êpiphanie - (CCS),40,242,"182,938","917,366",20,207,"121,500","601,655",20,277,"244,376","1,233,076"
240761000,24,7,61,0,7,240761000,Joliette - (CD),275,208,"246,921","813,074",155,181,"235,849","726,645",120,244,"261,343","925,651"
240761005,24,7,61,5,7,240761005,Saint-Paul - (CCS),80,174,"243,736","659,418",55,151,"254,865","604,519",30,212,"224,447","754,576"
240761027,24,7,61,27,7,240761027,Saint-Thomas - (CCS),65,277,"324,064","1,066,079",30,274,"345,701","1,074,961",35,280,"301,751","1,056,919"
240761040,24,7,61,40,7,240761040,Saint-Ambroise-de-Kildare - (CCS),65,202,"186,495","787,047",40,144,"117,561","603,902",30,283,"282,510","1,042,141"
240761045,24,7,61,45,7,240761045,Notre-Dame-de-Lourdes - (CCS),20,210,"238,003","924,789",10,215,"231,268","852,719",10,205,"245,486","1,004,866"
240761050,24,7,61,50,7,240761050,Sainte-MÇlanie - (CCS),40,177,"233,871","710,045",20,161,"237,998","649,611",20,195,"229,537","773,501"
240762000,24,7,62,0,7,240762000,Matawinie - (CD),235,163,"303,975","572,429",145,132,"324,076","517,197",85,219,"268,975","668,596"
240762007,24,7,62,7,7,240762007,Saint-FÇlix-de-Valois - (CCS),90,114,"470,802","719,246",55,72,"524,340","695,382",35,183,"383,611","758,111"
240762015,24,7,62,15,7,240762015,Saint-Jean-de-Matha - (CCS),40,168,"372,331","500,592",25,124,"483,823","422,555",15,240,"186,511","630,655"
240762020,24,7,62,20,7,240762020,Sainte-BÇatrix - (CCS),25,198,"166,706","450,944",15,255,"167,138","474,260",10,113,"166,057","415,968"
240762030,24,7,62,30,7,240762030,Sainte-Marcelline-de-Kildare - (CCS),20,203,"66,693","347,409",20,153,"55,507","215,704",10,323,"93,861","667,262"
240762037,24,7,62,37,7,240762037,Rawdon - (CCS),30,244,"196,231","698,661",15,191,"105,568","628,123",10,323,"332,227","804,468"
240762075,24,7,62,75,7,240762075,Saint-Damien - (CCS),20,170,"43,814","300,468",15,151,"39,341","266,093",5,219,"55,744","392,136"
240763000,24,7,63,0,7,240763000,Montcalm - (CD),480,193,"294,214","955,839",255,148,"245,613","752,123",225,244,"348,837","1,184,794"
240763005,24,7,63,5,7,240763005,Sainte-Marie-SalomÇ - (CCS),20,199,"195,922","857,171",5,216,"137,633","906,790",10,185,"243,613","816,574"
240763013,24,7,63,13,7,240763013,Saint-Jacques - (CCS),70,217,"198,842","916,482",40,160,"131,110","680,005",30,297,"294,602","1,250,812"
240763025,24,7,63,25,7,240763025,Saint-Alexis - (CCS),50,169,"262,657","1,023,697",30,148,"152,387","826,194",25,189,"372,926","1,221,199"
240763030,24,7,63,30,7,240763030,Saint-Esprit - (CCS),70,173,"251,484","907,347",30,151,"231,807","691,957",35,193,"269,565","1,105,273"
240763035,24,7,63,35,7,240763035,Saint-Roch-de-l'Achigan - (CCS),115,194,"490,794","1,119,761",65,159,"507,113","975,658",50,237,"470,396","1,299,889"
240763048,24,7,63,48,7,240763048,Saint-Lin - Laurentides - (CCS),80,200,"272,330","944,074",40,114,"147,269","578,899",40,286,"397,391","1,309,250"
240763060,24,7,63,60,7,240763060,Sainte-Julienne - (CCS),25,165,"139,557","794,319",10,149,"70,294","642,716",15,178,"199,586","925,707"
240763065,24,7,63,65,7,240763065,Saint-Liguori - (CCS),45,217,"211,355","749,111",25,122,"159,569","579,263",15,368,"293,602","1,018,871"
240764000,24,7,64,0,7,240764000,Les Moulins - (CD),110,168,"124,752","585,001",70,145,"76,619","514,097",40,209,"208,986","709,085"
240764010,24,7,64,10,7,240764010,Terrebonne - (CCS),40,126,"135,074","508,020",20,82,"38,443","394,056",10,215,"328,336","735,948"
240764015,24,7,64,15,7,240764015,Mascouche - (CCS),55,155,"113,068","565,005",35,145,"96,913","528,035",20,171,"139,993","626,621"
240764020,24,7,64,20,7,240764020,La Plaine - (CCS),20,294,"140,460","801,178",10,283,"95,339","731,655",10,311,"211,363","910,427"
240800000,24,8,0,0,8,240800000,Outaouais - (CAR),"1,295",341,"61,534","403,529",860,337,"51,623","374,712",435,349,"81,104","460,433"
240880000,24,8,80,0,8,240880000,Papineau - (CD),305,276,"81,841","406,726",200,249,"61,601","356,261",110,326,"118,793","498,860"
240880015,24,8,80,15,8,240880015,Notre-Dame-de-Bon-Secours-Partie-Nord - (CCS),20,224,"72,121","501,436",15,195,"63,632","509,419",5,310,"97,585","477,486"
240880020,24,8,80,20,8,240880020,Notre-Dame-de-la-Paix - (CCS),25,254,"98,745","333,240",20,238,"72,818","309,270",10,284,"145,414","376,385"
240880027,24,8,80,27,8,240880027,Saint-AndrÇ-Avellin - (CCS),55,266,"81,524","406,045",40,210,"31,100","292,422",20,374,"177,329","621,929"
240880037,24,8,80,37,8,240880037,Papineauville - (CCS),40,340,"139,764","421,192",25,352,"150,157","407,765",15,319,"122,442","443,570"
240880055,24,8,80,55,8,240880055,Lochaber - (CCS),30,276,"94,850","486,792",20,234,"56,962","385,710",15,327,"140,857","609,533"
240880060,24,8,80,60,8,240880060,Lochaber-Partie-Ouest - (CCS),25,339,"122,469","645,678",10,282,"60,985","553,368",15,383,"170,778","718,208"
240880065,24,8,80,65,8,240880065,Mayo - (CCS),15,313,"44,819","387,863",10,282,"43,207","386,512",10,348,"46,633","389,384"
240880070,24,8,80,70,8,240880070,Saint-Sixte - (CCS),20,234,"51,658","270,294",15,259,"71,925","296,657",10,192,"16,914","225,101"
240880078,24,8,80,78,8,240880078,Ripon - (CCS),30,149,"24,471","202,430",20,144,"14,564","208,674",10,163,"54,193","183,698"
240880085,24,8,80,85,8,240880085,Mulgrave-et-Derry - (CCS),25,294,"16,318","258,697",15,258,"13,346","224,210",5,425,"27,020","382,850"
240880095,24,8,80,95,8,240880095,Lac-Simon - (CCS),15,353,"98,671","575,481",15,341,"108,025","552,072",5,398,"63,596","663,265"
240881000,24,8,81,0,8,240881000,CommunautÇ-Urbaine-de-l'Outaouais - (CD),100,196,"59,537","417,903",65,214,"53,415","404,801",35,164,"70,558","441,488"
240881010,24,8,81,10,8,240881010,Masson-Angers - (CCS),20,203,"69,209","385,757",15,231,"75,945","377,762",10,147,"55,737","401,748"
240881015,24,8,81,15,8,240881015,Gatineau - (CCS),50,205,"47,605","463,164",30,195,"33,915","414,743",20,226,"74,131","556,979"
240881025,24,8,81,25,8,240881025,Aylmer - (CCS),30,175,"71,711","367,691",20,237,"68,667","412,576",10,86,"76,139","302,404"
240882000,24,8,82,0,8,240882000,Les Collines-de-l'Outaouais - (CD),320,294,"50,425","408,697",210,286,"43,292","381,378",115,309,"63,617","459,226"
240882005,24,8,82,5,8,240882005,L'Ange-Gardien - (CCS),50,196,"21,942","321,111",35,207,"18,132","279,772",15,171,"30,993","419,290"
240882010,24,8,82,10,8,240882010,Notre-Dame-de-la-Salette - (CCS),20,350,"52,090","289,619",15,364,"29,022","200,352",5,326,"94,929","455,399"
240882015,24,8,82,15,8,240882015,Val-des-Monts - (CCS),50,319,"45,458","376,209",25,326,"49,290","352,495",25,312,"41,460","400,955"
240882020,24,8,82,20,8,240882020,Cantley - (CCS),25,165,"22,536","359,424",15,120,"10,903","308,461",5,274,"50,788","483,190"
240882030,24,8,82,30,8,240882030,Pontiac - (CCS),105,325,"82,501","525,957",70,298,"66,242","485,799",30,388,"120,982","620,998"
240882035,24,8,82,35,8,240882035,La Pàche - (CCS),75,334,"39,474","382,086",50,353,"41,528","397,320",30,305,"36,325","358,727"
240883000,24,8,83,0,8,240883000,La VallÇe-de-la-Gatineau - (CD),205,489,"50,320","396,133",140,487,"47,258","383,877",65,494,"56,917","422,529"
240883010,24,8,83,10,8,240883010,Low - (CCS),40,467,"30,298","409,497",30,462,"31,869","372,292",10,479,"25,741","517,390"
240883015,24,8,83,15,8,240883015,Kazabazua - (CCS),15,424,"47,917","336,443",10,556,"64,384","372,281",5,236,"24,392","285,246"
240883020,24,8,83,20,8,240883020,Lac-Sainte-Marie - (CCS),35,583,"45,418","416,009",25,611,"36,068","402,639",15,523,"65,677","444,978"
240883035,24,8,83,35,8,240883035,Wright - (CCS),25,462,"55,033","427,460",20,417,"48,121","379,118",5,540,"67,323","513,400"
240883050,24,8,83,50,8,240883050,Bouchette - (CCS),20,356,"59,743","335,664",15,375,"45,085","350,326",5,306,"100,786","294,611"
240883060,24,8,83,60,8,240883060,Messines - (CCS),25,461,"39,252","308,232",15,342,"17,731","292,051",10,660,"75,120","335,200"
240883080,24,8,83,80,8,240883080,Montcerf - (CCS),45,542,"73,038","447,612",30,542,"81,440","446,791",10,543,"53,648","449,505"
240884000,24,8,84,0,8,240884000,Pontiac - (CD),360,393,"61,022","396,431",245,397,"52,656","371,053",115,384,"79,399","452,171"
240884005,24,8,84,5,8,240884005,Bristol - (CCS),55,339,"61,607","351,488",35,330,"42,968","301,627",15,359,"99,980","454,143"
240884015,24,8,84,15,8,240884015,Clarendon - (CCS),130,369,"74,471","442,608",75,389,"64,074","399,758",55,341,"88,838","501,820"
240884035,24,8,84,35,8,240884035,Grand-Calumet - (CCS),30,449,"57,498","387,274",25,382,"49,389","342,764",10,649,"81,825","520,804"
240884040,24,8,84,40,8,240884040,Litchfield - (CCS),40,418,"55,386","429,910",35,456,"62,277","466,016",5,232,"21,920","254,537"
240884065,24,8,84,65,8,240884065,Mansfield-et-Pontefract - (CCS),30,394,"25,798","262,230",20,392,"28,126","281,022",10,398,"20,446","219,007"
240884082,24,8,84,82,8,240884082,L'Isle-aux-Allumettes - (CCS),45,386,"52,269","365,869",35,385,"49,458","366,462",5,391,"64,917","363,203"
240884095,24,8,84,95,8,240884095,Sheen-Esher-Aberdeen-et-Malakoff - (CCS),25,531,"64,991","435,689",15,501,"47,201","367,413",10,608,"110,737","611,256"
240900000,24,9,0,0,9,240900000,Laurentides - (CAR),"1,535",209,"137,059","581,402",880,176,"110,457","478,953",655,253,"172,935","719,568"
240972000,24,9,72,0,9,240972000,Deux-Montagnes - (CD),315,120,"171,720","653,162",180,81,"166,374","574,685",130,173,"179,036","760,552"
240972005,24,9,72,5,9,240972005,Saint-Eustache - (CCS),105,114,"182,119","652,554",60,89,"159,781","560,010",45,146,"210,771","771,251"
240972025,24,9,72,25,9,240972025,Saint-Joseph-du-Lac - (CCS),105,78,"178,433","623,824",60,56,"224,643","663,237",45,107,"115,794","570,398"
240972032,24,9,72,32,9,240972032,Oka - (CCS),60,122,"147,747","569,230",35,57,"112,368","421,502",30,197,"188,004","737,333"
240972043,24,9,72,43,9,240972043,Saint-Placide - (CCS),45,237,"164,167","852,630",30,144,"118,674","592,589",10,444,"265,652","1,432,720"
240973000,24,9,73,0,9,240973000,ThÇräse-De Blainville - (CD),100,154,"153,747","625,305",65,127,"118,225","556,406",40,199,"213,269","740,757"
240973015,24,9,73,15,9,240973015,Blainville - (CCS),30,86,"134,408","453,390",20,85,"142,366","516,633",10,90,"115,508","303,189"
240973035,24,9,73,35,9,240973035,Sainte-Anne-des-Plaines - (CCS),70,179,"160,999","689,773",40,145,"107,558","573,981",25,229,"240,238","861,465"
240974000,24,9,74,0,9,240974000,Mirabel - (CD),410,186,"167,022","717,340",215,138,"123,824","532,738",195,237,"213,985","918,036"
240974005,24,9,74,5,9,240974005,Mirabel - (CCS),410,186,"167,022","717,340",210,138,"123,824","532,738",195,237,"213,985","918,036"
240975000,24,9,75,0,9,240975000,La Riviäre-du-Nord - (CD),80,123,"105,814","366,736",55,121,"82,061","349,916",30,128,"154,199","401,000"
240975010,24,9,75,10,9,240975010,Bellefeuille - (CCS),45,136,"70,334","383,506",30,130,"43,675","373,577",10,149,"131,857","406,420"
240975028,24,9,75,28,9,240975028,Sainte-Sophie - (CCS),40,110,"144,932","348,247",25,110,"128,124","321,524",15,109,"174,946","395,967"
240976000,24,9,76,0,9,240976000,Argenteuil - (CD),220,256,"110,223","622,445",125,227,"85,611","504,896",100,293,"142,271","775,503"
240976008,24,9,76,8,9,240976008,Saint-AndrÇ-d'Argenteuil - (CCS),90,200,"110,641","646,807",50,164,"76,183","523,583",40,249,"156,889","812,187"
240976020,24,9,76,20,9,240976020,Lachute - (CCS),25,270,"105,426","536,061",10,367,"142,072","644,711",10,158,"62,673","409,303"
240976043,24,9,76,43,9,240976043,Brownsburg-Chatham - (CCS),55,279,"140,654","693,458",25,199,"85,923","421,643",30,344,"185,124","914,308"
240976060,24,9,76,60,9,240976060,Grenville - (CCS),25,322,"66,984","599,256",20,252,"52,894","492,585",5,470,"96,729","824,449"
240976065,24,9,76,65,9,240976065,Harrington - (CCS),20,320,"86,885","452,859",15,322,"105,869","470,768",5,312,"29,933","399,132"
240978000,24,9,78,0,9,240978000,Les Laurentides - (CD),145,231,"85,331","423,617",100,244,"65,325","404,960",50,205,"126,592","462,096"
240978047,24,9,78,47,9,240978047,Saint-Faustin--Lac-CarrÇ - (CCS),25,145,"117,403","445,475",15,205,"165,694","428,669",15,74,"60,331","465,336"
240978055,24,9,78,55,9,240978055,Montcalm - (CCS),20,197,"51,836","370,310",15,202,"60,936","400,238",5,172,"3,300","210,691"
240978060,24,9,78,60,9,240978060,Arundel - (CCS),45,245,"83,409","422,181",30,238,"44,942","358,610",10,263,"195,312","607,117"
240978102,24,9,78,102,9,240978102,Mont-Tremblant - (CCS),20,210,"159,613","477,569",10,212,"47,415","413,902",5,206,"421,408","626,126"
240978130,24,9,78,130,9,240978130,La Minerve - (CCS),40,294,"47,860","410,712",25,320,"51,510","451,849",15,257,"42,706","352,636"
240979000,24,9,79,0,9,240979000,Antoine-Labelle - (CD),265,345,"104,349","390,643",150,299,"80,822","326,242",120,402,"133,658","470,872"
240979020,24,9,79,20,9,240979020,Saint-AimÇ-du-Lac-des-?les - (CCS),25,456,"117,463","453,415",15,471,"46,220","309,492",15,437,"208,135","636,589"
240979025,24,9,79,25,9,240979025,Kiamika - (CCS),25,394,"158,211","530,501",15,350,"121,343","494,342",15,439,"195,079","566,660"
240979040,24,9,79,40,9,240979040,Marchand - (CCS),35,280,"97,213","271,736",30,241,"43,779","276,393",10,387,"241,486","259,162"
240979080,24,9,79,80,9,240979080,Beaux-Rivages - (CCS),50,380,"158,843","353,575",30,370,"210,755","343,547",20,392,"95,132","365,882"
240979085,24,9,79,85,9,240979085,Mont-Laurier - (CCS),25,288,"47,400","381,613",10,188,"16,655","276,185",10,388,"78,145","487,041"
240979090,24,9,79,90,9,240979090,Des Ruisseaux - (CCS),45,278,"62,577","340,252",25,258,"53,880","334,714",20,304,"74,478","347,832"
240979097,24,9,79,97,9,240979097,Ferme-Neuve - (CCS),60,360,"86,882","447,046",25,260,"39,327","294,397",30,450,"129,682","584,430"
241000000,24,10,0,0,10,241000000,Abitibi-TÇmiscamingue/Nord-du-QuÇbec - (CAR),810,618,"105,646","437,325",435,515,"71,479","362,333",375,738,"145,280","524,317"
241085000,24,10,85,0,10,241085000,TÇmiscamingue - (CD),295,575,"119,035","502,160",135,498,"92,355","405,811",160,641,"141,975","585,008"
241085015,24,10,85,15,10,241085015,Saint-êdouard-de-Fabre - (CCS),20,736,"109,198","534,047",10,537,"54,380","376,060",10,915,"158,534","676,236"
241085020,24,10,85,20,10,241085020,BÇarn - (CCS),30,554,"103,724","438,238",20,421,"82,653","367,226",10,765,"137,086","550,672"
241085030,24,10,85,30,10,241085030,Duhamel-Ouest - (CCS),25,440,"87,039","426,735",10,497,"103,046","498,573",15,383,"71,031","354,896"
241085037,24,10,85,37,10,241085037,Lorrainville - (CCS),25,539,"127,248","474,279",20,423,"70,224","327,035",10,736,"224,189","724,593"
241085045,24,10,85,45,10,241085045,Saint-Bruno-de-Guigues - (CCS),45,413,"112,981","478,926",20,365,"107,375","396,956",25,447,"116,985","537,476"
241085050,24,10,85,50,10,241085050,Laverlochäre - (CCS),20,572,"137,434","595,124",10,423,"117,257","462,021",10,671,"150,885","683,860"
241085055,24,10,85,55,10,241085055,Fugäreville - (CCS),20,756,"124,803","439,521",10,638,"85,727","301,483",15,819,"145,643","513,141"
241085085,24,10,85,85,10,241085085,Saint-Eugäne-de-Guigues - (CCS),20,765,"256,729","912,969",5,956,"204,182","609,338",15,670,"283,003","1,064,784"
241085090,24,10,85,90,10,241085090,Notre-Dame-du-Nord - (CCS),20,583,"112,370","521,197",10,497,"61,615","447,222",15,654,"153,896","581,723"
241085100,24,10,85,100,10,241085100,NÇdelec - (CCS),35,597,"110,016","509,650",10,641,"116,711","548,865",15,568,"105,435","482,819"
241085105,24,10,85,105,10,241085105,RÇmigny - (CCS),25,595,"64,513","331,350",10,458,"54,258","262,113",15,721,"74,036","395,642"
241086000,24,10,86,0,10,241086000,Rouyn-Noranda - (CD),65,610,"61,503","322,040",35,483,"39,541","259,072",25,784,"91,598","408,329"
241086010,24,10,86,10,10,241086010,Rollet - (CCS),20,527,"42,469","224,338",15,518,"44,155","254,018",5,543,"39,578","173,459"
241086050,24,10,86,50,10,241086050,McWatters - (CCS),30,461,"55,986","272,290",15,382,"32,953","259,394",15,584,"91,581","292,219"
241086060,24,10,86,60,10,241086060,Mont-Brun - (CCS),15,949,"91,863","513,178",10,647,"46,620","265,971",5,"1,217","132,078","732,918"
241087000,24,10,87,0,10,241087000,Abitibi-Ouest - (CD),215,730,"109,326","443,361",115,606,"73,646","371,636",100,872,"150,359","525,845"
241087015,24,10,87,15,10,241087015,Roquemaure - (CCS),20,"1,023","129,775","461,553",10,993,"124,568","463,518",10,"1,053","134,981","459,588"
241087025,24,10,87,25,10,241087025,Palmarolle - (CCS),35,511,"142,338","414,339",10,415,"110,772","293,259",20,575,"163,381","495,059"
241087030,24,10,87,30,10,241087030,Sainte-Germaine-BoulÇ - (CCS),25,642,"130,376","477,227",10,682,"121,048","508,928",15,613,"137,038","454,584"
241087035,24,10,87,35,10,241087035,Poularies - (CCS),15,777,"84,143","523,466",10,539,"53,167","478,950",5,"1,075","122,862","579,112"
241087045,24,10,87,45,10,241087045,Taschereau - (CCS),15,783,"78,428","395,196",5,922,"60,822","328,428",15,743,"83,458","414,272"
241087060,24,10,87,60,10,241087060,Macamic - (CCS),15,723,"162,774","496,190",15,567,"56,700","386,214",5,"1,398","622,428","972,750"
241087075,24,10,87,75,10,241087075,Clerval - (CCS),30,743,"95,549","532,904",20,410,"35,082","394,916",10,"1,243","186,249","739,886"
241087080,24,10,87,80,10,241087080,La Reine - (CCS),20,650,"56,247","294,420",10,420,"41,163","250,017",5,"1,044","82,104","370,541"
241087090,24,10,87,90,10,241087090,La Sarre - (CCS),35,823,"95,228","402,292",25,759,"76,032","319,809",10,963,"137,109","582,256"
241088000,24,10,88,0,10,241088000,Abitibi - (CD),195,557,"77,286","339,537",130,465,"43,384","301,923",70,723,"137,927","406,818"
241088010,24,10,88,10,10,241088010,Rochebaucourt - (CCS),30,716,"25,159","331,120",20,597,"23,419","395,138",10,918,"28,118","222,289"
241088022,24,10,88,22,10,241088022,Barraute - (CCS),20,393,"46,204","242,496",15,374,"26,345","203,527",5,470,"125,639","398,371"
241088040,24,10,88,40,10,241088040,Saint-Marc-de-Figuery - (CCS),20,510,"101,812","490,710",15,415,"39,199","321,697",5,718,"237,475","856,904"
241088045,24,10,88,45,10,241088045,La Motte - (CCS),35,527,"55,212","308,565",25,460,"59,770","328,474",15,649,"46,857","272,066"
241088055,24,10,88,55,10,241088055,Amos - (CCS),30,580,"60,079","371,015",20,395,"36,866","286,555",5,"1,045","118,112","582,165"
241088085,24,10,88,85,10,241088085,Sainte-Gertrude-Manneville - (CCS),45,631,"101,277","389,442",25,564,"51,028","341,993",20,719,"168,276","452,708"
241088904,24,10,88,904,10,241088904,Lac-Chicobi - (CCS),25,459,"141,135","245,660",15,398,"60,244","201,537",10,529,"234,470","296,572"
241089000,24,10,89,0,10,241089000,VallÇe-de-l'Or - (CD),40,646,"196,868","596,126",20,485,"151,594","579,156",20,816,"244,404","613,946"
241089030,24,10,89,30,10,241089030,Vassan - (CCS),20,509,"291,021","734,416",10,449,"257,414","778,841",10,575,"327,988","685,547"
241089045,24,10,89,45,10,241089045,Senneterre - (CCS),20,790,"98,007","450,923",10,524,"35,193","359,502",10,"1,057","160,821","542,344"
241100000,24,11,0,0,11,241100000,GaspÇsie--?les-de-la-Madeleine - (CAR),295,369,"65,580","301,089",195,297,"47,589","246,682",95,509,"101,196","408,793"
241101000,24,11,1,0,11,241101000,Les ?les-de-la-Madeleine - (CD),20,69,"56,587","257,264",10,84,"30,793","208,202",5,47,"92,053","324,723"
241101008,24,11,1,8,11,241101008,L'?le-du-Havre-Aubert - (CCS),20,69,"56,587","257,264",10,84,"30,793","208,202",10,47,"92,053","324,723"
241102000,24,11,2,0,11,241102000,Le Rocher-PercÇ - (CD),30,236,"31,025","215,016",25,212,"26,649","181,410",5,326,"47,277","339,841"
241102005,24,11,2,5,11,241102005,PercÇ - (CCS),30,236,"31,025","215,016",30,212,"26,649","181,410",5,326,"47,277","339,841"
241103000,24,11,3,0,11,241103000,La Cìte-de-GaspÇ - (CD),20,417,"43,534","203,833",10,77,"26,912","109,126",5,969,"70,545","357,731"
241103005,24,11,3,5,11,241103005,GaspÇ - (CCS),20,417,"43,534","203,833",15,77,"26,912","109,126",10,969,"70,545","357,731"
241104000,24,11,4,0,11,241104000,La Haute-GaspÇsie - (CD),35,242,"46,567","241,943",25,249,"51,130","253,629",5,212,"26,034","189,355"
241104047,24,11,4,47,11,241104047,Cap-Chat - (CCS),35,242,"46,567","241,943",25,249,"51,130","253,629",5,212,"26,034","189,355"
241105000,24,11,5,0,11,241105000,Bonaventure - (CD),110,394,"61,258","300,461",75,397,"50,306","267,138",40,388,"80,971","360,443"
241105010,24,11,5,10,11,241105010,Shigawake - (CCS),30,372,"34,713","272,521",25,383,"31,361","252,216",10,328,"48,123","353,742"
241105045,24,11,5,45,11,241105045,Bonaventure - (CCS),25,362,"89,547","333,312",10,324,"105,203","335,093",15,394,"76,501","331,828"
241105060,24,11,5,60,11,241105060,Caplan - (CCS),35,453,"81,036","311,615",25,487,"55,505","274,218",10,370,"142,309","401,367"
241105070,24,11,5,70,11,241105070,New Richmond - (CCS),25,369,"42,086","290,318",15,319,"34,661","232,042",10,427,"50,749","358,306"
241106000,24,11,6,0,11,241106000,Avignon - (CD),75,509,"104,577","405,650",45,332,"63,293","296,640",30,783,"168,638","574,803"
241106020,24,11,6,20,11,241106020,Nouvelle - (CCS),35,359,"101,184","402,900",20,275,"64,116","305,500",10,506,"166,053","573,349"
241106040,24,11,6,40,11,241106040,Saint-AndrÇ-de-Restigouche - (CCS),20,635,"106,831","352,617",10,370,"58,482","219,734",10,929,"160,551","500,264"
241106050,24,11,6,50,11,241106050,Saint-Alexis-de-MatapÇdia - (CCS),20,625,"107,719","455,575",15,392,"65,494","338,282",10,"1,032","181,612","660,838"
241200000,24,12,0,0,12,241200000,Chaudiäre-Appalaches - (CAR),"6,015",209,"188,864","493,353","3,590",178,"168,209","389,629","2,425",254,"219,483","647,121"
241217000,24,12,17,0,12,241217000,L'Islet - (CD),560,223,"81,382","282,647",400,200,"55,394","239,181",165,280,"143,911","387,230"
241217010,24,12,17,10,12,241217010,Saint-Pamphile - (CCS),50,259,"75,226","269,531",25,236,"55,372","228,284",20,284,"97,670","316,158"
241217015,24,12,17,15,12,241217015,Saint-Adalbert - (CCS),55,242,"29,985","192,893",45,217,"25,037","190,919",15,327,"47,302","199,800"
241217020,24,12,17,20,12,241217020,Saint-Marcel - (CCS),45,304,"44,573","237,001",35,290,"35,745","220,030",15,344,"71,058","287,914"
241217025,24,12,17,25,12,241217025,Sainte-FÇlicitÇ - (CCS),20,163,"16,882","171,513",20,166,"15,403","150,855",5,153,"21,614","237,616"
241217030,24,12,17,30,12,241217030,Sainte-PerpÇtue - (CCS),65,194,"39,521","252,624",55,188,"37,334","261,512",15,221,"48,941","214,336"
