areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BAGEDIS01,CAGEDIS02,DAGEDIS03,ATOTAL1,BAGEDIS011,CAGEDIS021,DAGEDIS031,ATOTAL2,BAGEDIS012,CAGEDIS022,DAGEDIS032
240764000,24,7,64,0,7,240764000,Les Moulins - (CD),155,15,80,60,70,5,35,25,85,10,45,35
240764010,24,7,64,10,7,240764010,Terrebonne - (CCS),55,5,25,20,25,0,10,10,30,5,15,15
240764015,24,7,64,15,7,240764015,Mascouche - (CCS),80,10,45,30,35,5,20,10,45,5,25,20
240764020,24,7,64,20,7,240764020,La Plaine - (CCS),25,5,15,5,10,0,5,5,15,5,10,0
240800000,24,8,0,0,8,240800000,Outaouais - (CAR),"1,785",175,920,690,855,60,405,390,925,115,520,295
240880000,24,8,80,0,8,240880000,Papineau - (CD),430,45,235,140,200,15,100,90,230,35,140,55
240880015,24,8,80,15,8,240880015,Notre-Dame-de-Bon-Secours-Partie-Nord - (CCS),30,0,15,15,15,0,5,5,15,0,10,5
240880020,24,8,80,20,8,240880020,Notre-Dame-de-la-Paix - (CCS),35,5,20,10,15,5,10,10,20,5,15,0
240880027,24,8,80,27,8,240880027,Saint-AndrÇ-Avellin - (CCS),80,10,35,35,35,5,15,20,40,5,25,15
240880037,24,8,80,37,8,240880037,Papineauville - (CCS),55,5,35,15,25,0,15,10,30,5,20,5
240880055,24,8,80,55,8,240880055,Lochaber - (CCS),50,10,30,5,15,0,15,5,30,10,20,0
240880060,24,8,80,60,8,240880060,Lochaber-Partie-Ouest - (CCS),40,0,30,10,15,0,5,5,30,0,25,0
240880065,24,8,80,65,8,240880065,Mayo - (CCS),25,5,10,10,10,0,5,5,15,0,10,5
240880070,24,8,80,70,8,240880070,Saint-Sixte - (CCS),25,5,15,10,15,5,10,5,15,0,10,10
240880078,24,8,80,78,8,240880078,Ripon - (CCS),35,0,20,15,20,5,10,10,15,0,10,5
240880085,24,8,80,85,8,240880085,Mulgrave-et-Derry - (CCS),25,0,20,5,20,0,10,5,10,0,5,5
240880095,24,8,80,95,8,240880095,Lac-Simon - (CCS),25,5,15,10,15,0,5,10,5,0,5,0
240881000,24,8,81,0,8,240881000,CommunautÇ-Urbaine-de-l'Outaouais - (CD),140,20,55,65,60,10,25,30,80,10,35,35
240881010,24,8,81,10,8,240881010,Masson-Angers - (CCS),30,5,10,20,15,0,5,5,20,0,5,10
240881015,24,8,81,15,8,240881015,Gatineau - (CCS),70,10,30,30,30,0,10,20,35,10,15,15
240881025,24,8,81,25,8,240881025,Aylmer - (CCS),40,5,20,20,15,0,10,10,25,5,10,15
240882000,24,8,82,0,8,240882000,Les Collines-de-l'Outaouais - (CD),445,40,240,170,205,15,105,90,240,25,135,80
240882005,24,8,82,5,8,240882005,L'Ange-Gardien - (CCS),70,10,25,40,40,0,15,25,35,5,10,15
240882010,24,8,82,10,8,240882010,Notre-Dame-de-la-Salette - (CCS),30,0,20,10,15,0,10,5,15,0,10,5
240882015,24,8,82,15,8,240882015,Val-des-Monts - (CCS),75,10,45,20,25,5,15,5,45,5,30,10
240882020,24,8,82,20,8,240882020,Cantley - (CCS),30,0,15,20,15,0,5,10,15,0,5,5
240882030,24,8,82,30,8,240882030,Pontiac - (CCS),135,10,75,45,70,10,40,30,65,0,40,20
240882035,24,8,82,35,8,240882035,La Pàche - (CCS),110,15,55,35,45,5,25,15,65,15,30,20
240883000,24,8,83,0,8,240883000,La VallÇe-de-la-Gatineau - (CD),280,30,150,105,140,10,65,65,140,25,80,35
240883010,24,8,83,10,8,240883010,Low - (CCS),55,10,20,25,30,0,10,20,20,5,10,5
240883015,24,8,83,15,8,240883015,Kazabazua - (CCS),25,5,10,10,10,0,5,5,10,0,10,5
240883020,24,8,83,20,8,240883020,Lac-Sainte-Marie - (CCS),50,5,30,20,30,0,15,10,30,5,15,10
240883035,24,8,83,35,8,240883035,Wright - (CCS),35,0,25,5,20,0,10,5,20,0,10,5
240883050,24,8,83,50,8,240883050,Bouchette - (CCS),25,0,15,10,15,0,10,5,10,5,5,0
240883060,24,8,83,60,8,240883060,Messines - (CCS),30,5,15,15,15,0,10,5,20,5,10,5
240883080,24,8,83,80,8,240883080,Montcerf - (CCS),60,10,30,25,30,0,15,15,30,5,15,5
240884000,24,8,84,0,8,240884000,Pontiac - (CD),485,35,245,205,245,10,115,120,245,20,125,90
240884005,24,8,84,5,8,240884005,Bristol - (CCS),75,5,35,35,35,5,15,20,40,0,15,15
240884015,24,8,84,15,8,240884015,Clarendon - (CCS),195,15,95,85,75,5,30,40,125,15,65,45
240884035,24,8,84,35,8,240884035,Grand-Calumet - (CCS),40,5,20,20,25,5,10,10,15,0,10,5
240884040,24,8,84,40,8,240884040,Litchfield - (CCS),50,5,25,20,35,0,20,15,15,0,10,10
240884065,24,8,84,65,8,240884065,Mansfield-et-Pontefract - (CCS),45,0,25,20,25,5,5,15,20,0,15,5
240884082,24,8,84,82,8,240884082,L'Isle-aux-Allumettes - (CCS),50,5,30,20,35,0,20,10,15,0,10,5
240884095,24,8,84,95,8,240884095,Sheen-Esher-Aberdeen-et-Malakoff - (CCS),30,5,20,10,20,0,10,10,15,5,10,5
240900000,24,9,0,0,9,240900000,Laurentides - (CAR),"2,250",275,"1,345",635,870,65,480,325,"1,380",200,860,315
240972000,24,9,72,0,9,240972000,Deux-Montagnes - (CD),460,50,285,125,180,20,95,70,280,35,190,55
240972005,24,9,72,5,9,240972005,Saint-Eustache - (CCS),155,15,95,45,60,5,40,15,95,5,60,35
240972025,24,9,72,25,9,240972025,Saint-Joseph-du-Lac - (CCS),155,15,100,40,60,5,25,30,90,10,75,10
240972032,24,9,72,32,9,240972032,Oka - (CCS),95,15,55,25,30,5,20,10,65,5,40,15
240972043,24,9,72,43,9,240972043,Saint-Placide - (CCS),55,10,30,15,30,0,15,10,30,5,15,5
240973000,24,9,73,0,9,240973000,ThÇräse-De Blainville - (CD),140,15,80,40,60,5,40,15,80,15,40,20
240973015,24,9,73,15,9,240973015,Blainville - (CCS),30,5,20,10,15,0,10,5,15,5,5,5
240973035,24,9,73,35,9,240973035,Sainte-Anne-des-Plaines - (CCS),105,10,60,30,45,0,30,10,60,10,35,20
240974000,24,9,74,0,9,240974000,Mirabel - (CD),615,90,365,160,210,25,105,80,405,70,255,80
240974005,24,9,74,5,9,240974005,Mirabel - (CCS),615,95,360,160,210,25,105,80,405,70,255,80
240975000,24,9,75,0,9,240975000,La Riviäre-du-Nord - (CD),115,10,65,35,55,0,30,20,60,5,40,20
240975010,24,9,75,10,9,240975010,Bellefeuille - (CCS),55,5,35,25,30,5,15,10,30,0,15,10
240975028,24,9,75,28,9,240975028,Sainte-Sophie - (CCS),55,10,40,15,25,5,15,5,35,5,25,5
240976000,24,9,76,0,9,240976000,Argenteuil - (CD),335,45,175,110,125,5,65,55,205,40,115,55
240976008,24,9,76,8,9,240976008,Saint-AndrÇ-d'Argenteuil - (CCS),135,25,75,35,55,5,30,20,85,20,50,15
240976020,24,9,76,20,9,240976020,Lachute - (CCS),40,5,25,10,15,0,10,0,25,5,10,5
240976043,24,9,76,43,9,240976043,Brownsburg-Chatham - (CCS),95,15,55,30,25,0,15,10,70,10,40,15
240976060,24,9,76,60,9,240976060,Grenville - (CCS),40,5,15,20,20,0,5,10,20,0,10,10
240976065,24,9,76,65,9,240976065,Harrington - (CCS),25,0,10,15,15,0,5,10,10,0,5,10
240978000,24,9,78,0,9,240978000,Les Laurentides - (CD),195,10,105,75,95,5,55,40,100,10,55,35
240978047,24,9,78,47,9,240978047,Saint-Faustin--Lac-CarrÇ - (CCS),35,0,15,20,15,0,10,0,20,0,10,15
240978055,24,9,78,55,9,240978055,Montcalm - (CCS),20,0,15,10,15,0,10,5,5,0,5,0
240978060,24,9,78,60,9,240978060,Arundel - (CCS),55,5,25,25,35,0,10,20,25,5,15,5
240978102,24,9,78,102,9,240978102,Mont-Tremblant - (CCS),30,0,20,10,10,0,5,5,15,0,5,5
240978130,24,9,78,130,9,240978130,La Minerve - (CCS),60,5,35,15,20,0,15,10,35,0,25,10
240979000,24,9,79,0,9,240979000,Antoine-Labelle - (CD),395,40,260,90,145,10,90,45,255,35,170,50
240979020,24,9,79,20,9,240979020,Saint-AimÇ-du-Lac-des-?les - (CCS),35,5,25,10,15,0,10,5,25,5,15,5
240979025,24,9,79,25,9,240979025,Kiamika - (CCS),45,5,30,10,15,0,10,10,30,5,25,5
240979040,24,9,79,40,9,240979040,Marchand - (CCS),45,5,30,15,30,5,15,10,20,0,15,5
240979080,24,9,79,80,9,240979080,Beaux-Rivages - (CCS),70,5,50,20,25,5,20,5,45,0,30,15
240979085,24,9,79,85,9,240979085,Mont-Laurier - (CCS),35,5,15,15,10,0,5,5,25,5,15,5
240979090,24,9,79,90,9,240979090,Des Ruisseaux - (CCS),70,10,40,20,30,5,20,10,40,5,20,15
240979097,24,9,79,97,9,240979097,Ferme-Neuve - (CCS),90,10,70,10,30,5,25,0,65,10,50,5
241000000,24,10,0,0,10,241000000,Abitibi-TÇmiscamingue/Nord-du-QuÇbec - (CAR),"1,215",185,815,220,435,25,290,115,785,155,525,100
241085000,24,10,85,0,10,241085000,TÇmiscamingue - (CD),455,80,300,80,135,10,90,40,325,70,205,40
241085015,24,10,85,15,10,241085015,Saint-êdouard-de-Fabre - (CCS),30,10,15,5,10,5,5,0,20,10,10,0
241085020,24,10,85,20,10,241085020,BÇarn - (CCS),45,0,30,15,20,0,10,10,30,0,20,5
241085030,24,10,85,30,10,241085030,Duhamel-Ouest - (CCS),40,5,25,10,15,0,10,5,25,0,15,5
241085037,24,10,85,37,10,241085037,Lorrainville - (CCS),40,0,30,5,15,0,15,5,20,0,15,0
241085045,24,10,85,45,10,241085045,Saint-Bruno-de-Guigues - (CCS),75,20,45,5,20,5,15,5,55,20,35,5
241085050,24,10,85,50,10,241085050,Laverlochäre - (CCS),30,5,25,5,10,0,5,0,25,5,15,0
241085055,24,10,85,55,10,241085055,Fugäreville - (CCS),40,10,30,5,10,5,5,0,30,10,25,5
241085085,24,10,85,85,10,241085085,Saint-Eugäne-de-Guigues - (CCS),35,5,25,0,10,0,5,5,25,5,20,5
241085090,24,10,85,90,10,241085090,Notre-Dame-du-Nord - (CCS),30,5,20,5,10,5,10,0,25,5,15,5
241085100,24,10,85,100,10,241085100,NÇdelec - (CCS),50,15,30,5,10,0,10,0,40,15,20,0
241085105,24,10,85,105,10,241085105,RÇmigny - (CCS),40,5,25,15,15,0,5,5,30,0,20,5
241086000,24,10,86,0,10,241086000,Rouyn-Noranda - (CD),90,15,60,25,40,5,20,15,55,10,40,5
241086010,24,10,86,10,10,241086010,Rollet - (CCS),30,5,15,10,15,0,5,5,15,5,10,5
241086050,24,10,86,50,10,241086050,McWatters - (CCS),40,5,30,10,20,0,10,0,25,0,15,0
241086060,24,10,86,60,10,241086060,Mont-Brun - (CCS),25,5,15,10,5,0,0,5,20,5,10,0
241087000,24,10,87,0,10,241087000,Abitibi-Ouest - (CD),330,45,240,50,115,5,80,25,215,35,155,20
241087015,24,10,87,15,10,241087015,Roquemaure - (CCS),30,5,25,5,10,0,10,0,20,0,15,0
241087025,24,10,87,25,10,241087025,Palmarolle - (CCS),60,15,35,10,15,0,10,5,45,10,25,5
241087030,24,10,87,30,10,241087030,Sainte-Germaine-BoulÇ - (CCS),40,10,25,5,10,0,5,0,30,5,20,5
241087035,24,10,87,35,10,241087035,Poularies - (CCS),30,0,20,10,10,0,5,5,15,0,10,5
241087045,24,10,87,45,10,241087045,Taschereau - (CCS),35,5,25,0,5,0,5,0,30,5,25,5
241087060,24,10,87,60,10,241087060,Macamic - (CCS),25,5,10,10,15,0,10,5,10,0,5,0
241087075,24,10,87,75,10,241087075,Clerval - (CCS),45,5,35,5,20,5,15,5,25,5,20,0
241087080,24,10,87,80,10,241087080,La Reine - (CCS),25,0,20,0,15,0,10,5,10,0,10,0
241087090,24,10,87,90,10,241087090,La Sarre - (CCS),45,5,30,10,25,0,15,5,20,5,15,0
241088000,24,10,88,0,10,241088000,Abitibi - (CD),275,35,180,60,125,5,80,35,150,25,105,20
241088010,24,10,88,10,10,241088010,Rochebaucourt - (CCS),35,5,25,10,15,5,10,5,25,5,15,5
241088022,24,10,88,22,10,241088022,Barraute - (CCS),25,0,15,5,20,0,15,5,10,5,5,0
241088040,24,10,88,40,10,241088040,Saint-Marc-de-Figuery - (CCS),30,10,15,5,15,0,5,5,10,0,10,0
241088045,24,10,88,45,10,241088045,La Motte - (CCS),50,5,35,5,25,0,15,0,25,0,20,5
241088055,24,10,88,55,10,241088055,Amos - (CCS),35,0,25,10,15,0,10,10,15,0,10,5
241088085,24,10,88,85,10,241088085,Sainte-Gertrude-Manneville - (CCS),60,10,40,15,25,0,15,10,40,10,25,5
241088904,24,10,88,904,10,241088904,Lac-Chicobi - (CCS),40,10,25,10,15,0,10,5,25,5,15,5
241089000,24,10,89,0,10,241089000,VallÇe-de-l'Or - (CD),65,10,45,15,20,0,15,5,45,10,30,5
241089030,24,10,89,30,10,241089030,Vassan - (CCS),35,10,20,5,10,0,10,5,25,10,15,5
241089045,24,10,89,45,10,241089045,Senneterre - (CCS),30,5,20,5,10,0,10,0,20,0,10,5
241100000,24,11,0,0,11,241100000,GaspÇsie--?les-de-la-Madeleine - (CAR),405,45,260,100,195,15,120,60,210,30,140,35
241101000,24,11,1,0,11,241101000,Les ?les-de-la-Madeleine - (CD),25,5,15,5,10,0,5,5,15,5,10,0
241101008,24,11,1,8,11,241101008,L'?le-du-Havre-Aubert - (CCS),30,5,15,5,15,0,5,5,20,5,15,0
241102000,24,11,2,0,11,241102000,Le Rocher-PercÇ - (CD),45,5,25,15,30,5,15,10,15,5,10,5
241102005,24,11,2,5,11,241102005,PercÇ - (CCS),40,5,20,10,25,0,15,10,15,5,10,5
241103000,24,11,3,0,11,241103000,La Cìte-de-GaspÇ - (CD),30,5,25,5,15,0,5,5,15,0,15,5
241103005,24,11,3,5,11,241103005,GaspÇ - (CCS),30,0,25,5,10,0,5,5,15,0,15,5
241104000,24,11,4,0,11,241104000,La Haute-GaspÇsie - (CD),40,0,30,10,30,5,20,10,15,0,5,5
241104047,24,11,4,47,11,241104047,Cap-Chat - (CCS),40,5,30,10,25,0,20,5,10,0,5,5
241105000,24,11,5,0,11,241105000,Bonaventure - (CD),155,15,100,40,70,5,40,25,80,5,60,15
241105010,24,11,5,10,11,241105010,Shigawake - (CCS),40,5,15,20,20,0,10,15,10,5,5,5
241105045,24,11,5,45,11,241105045,Bonaventure - (CCS),35,0,25,5,10,0,5,5,25,0,20,0
241105060,24,11,5,60,11,241105060,Caplan - (CCS),45,5,25,10,25,0,15,5,20,5,15,0
241105070,24,11,5,70,11,241105070,New Richmond - (CCS),35,5,30,10,15,0,5,0,25,0,20,5
241106000,24,11,6,0,11,241106000,Avignon - (CD),105,10,70,30,45,0,30,15,65,15,40,15
241106020,24,11,6,20,11,241106020,Nouvelle - (CCS),45,5,25,15,20,0,15,10,25,5,15,10
241106040,24,11,6,40,11,241106040,Saint-AndrÇ-de-Restigouche - (CCS),30,5,25,5,10,0,10,0,20,5,15,0
241106050,24,11,6,50,11,241106050,Saint-Alexis-de-MatapÇdia - (CCS),30,5,15,10,15,0,10,5,15,10,10,5
241200000,24,12,0,0,12,241200000,Chaudiäre-Appalaches - (CAR),"8,770","1,250","5,345","2,175","3,560",330,"2,065","1,165","5,210",920,"3,285","1,010"
241217000,24,12,17,0,12,241217000,L'Islet - (CD),745,75,460,210,390,30,230,135,355,45,230,75
241217010,24,12,17,10,12,241217010,Saint-Pamphile - (CCS),75,10,45,20,25,0,15,10,50,10,30,10
241217015,24,12,17,15,12,241217015,Saint-Adalbert - (CCS),70,5,50,10,45,5,35,5,25,5,15,5
241217020,24,12,17,20,12,241217020,Saint-Marcel - (CCS),55,5,40,10,35,5,20,10,25,0,15,5
241217025,24,12,17,25,12,241217025,Sainte-FÇlicitÇ - (CCS),25,0,10,15,15,0,10,5,10,0,5,10
241217030,24,12,17,30,12,241217030,Sainte-PerpÇtue - (CCS),85,5,45,30,60,5,30,20,30,5,15,10
241217040,24,12,17,40,12,241217040,Saint-Damase-de-l'Islet - (CCS),35,0,15,15,25,0,15,10,10,0,0,5
241217045,24,12,17,45,12,241217045,Saint-Cyrille-de-Lessard - (CCS),30,0,20,10,10,0,10,0,20,0,10,5
241217055,24,12,17,55,12,241217055,Saint-Aubert - (CCS),65,10,40,20,30,5,15,10,35,5,25,5
241217060,24,12,17,60,12,241217060,Sainte-Louise - (CCS),60,5,45,15,25,0,15,10,35,5,25,5
241217065,24,12,17,65,12,241217065,Saint-Roch-des-Aulnaies - (CCS),50,10,30,15,20,0,10,5,35,5,20,5
241217070,24,12,17,70,12,241217070,Saint-Jean-Port-Joli - (CCS),90,5,65,15,50,5,35,15,40,0,30,0
241217078,24,12,17,78,12,241217078,L'Islet - (CCS),105,10,65,30,55,5,30,25,45,5,35,10
241218000,24,12,18,0,12,241218000,Montmagny - (CD),500,75,285,135,195,20,105,70,305,50,185,65
241218015,24,12,18,15,12,241218015,Saint-Fabien-de-Panet - (CCS),35,5,20,10,15,5,5,10,25,5,15,0
241218020,24,12,18,20,12,241218020,Sainte-Lucie-de-Beauregard - (CCS),30,5,25,5,15,0,10,5,20,0,10,0
241218025,24,12,18,25,12,241218025,Sainte-Apolline-de-Patton - (CCS),60,0,30,20,40,5,20,15,15,0,10,10
241218045,24,12,18,45,12,241218045,Cap-Saint-Ignace - (CCS),110,15,65,30,30,5,20,10,80,10,45,20
241218050,24,12,18,50,12,241218050,Montmagny - (CCS),80,5,45,30,45,5,20,20,40,5,25,10
241218055,24,12,18,55,12,241218055,Saint-Pierre-de-la-Riviäre-du-Sud - (CCS),55,10,35,5,15,0,10,0,40,5,25,5
241218060,24,12,18,60,12,241218060,Saint-Franáois-de-la-Riviäre-du-Sud - (CCS),125,30,65,30,35,5,15,15,90,25,50,15
241219000,24,12,19,0,12,241219000,Bellechasse - (CD),"1,425",190,890,345,565,45,335,190,865,150,555,160
241219005,24,12,19,5,12,241219005,Saint-PhilÇmon - (CCS),30,0,20,10,25,5,10,5,10,0,5,0
241219010,24,12,19,10,12,241219010,Notre-Dame-Auxiliatrice-de-Buckland - (CCS),40,0,25,10,25,0,15,10,10,0,10,5
241219015,24,12,19,15,12,241219015,Saint-Nazaire-de-Dorchester - (CCS),50,10,30,15,25,5,10,10,25,5,15,10
241219020,24,12,19,20,12,241219020,Saint-LÇon-de-Standon - (CCS),70,0,40,25,35,5,15,20,35,0,25,5
241219025,24,12,19,25,12,241219025,Saint-Malachie - (CCS),70,5,40,25,45,5,20,20,25,5,20,10
241219037,24,12,19,37,12,241219037,Armagh - (CCS),60,5,45,10,30,0,20,10,30,0,20,5
241219045,24,12,19,45,12,241219045,Saint-NÇrÇe - (CCS),40,5,25,15,20,0,10,10,15,0,15,0
241219050,24,12,19,50,12,241219050,Saint-Lazare-de-Bellechasse - (CCS),80,10,45,25,35,0,25,15,45,10,25,10
241219055,24,12,19,55,12,241219055,Sainte-Claire - (CCS),105,20,65,25,40,0,25,10,65,10,35,15
241219062,24,12,19,62,12,241219062,Saint-Anselme - (CCS),125,20,75,30,35,5,25,10,90,20,55,15
241219070,24,12,19,70,12,241219070,Honfleur - (CCS),110,10,80,25,35,0,25,10,75,5,55,15
241219075,24,12,19,75,12,241219075,Saint-Gervais - (CCS),185,30,115,35,50,0,35,15,130,30,80,25
241219082,24,12,19,82,12,241219082,Saint-Raphaâl - (CCS),65,5,35,25,35,0,15,10,35,5,20,10
241219090,24,12,19,90,12,241219090,La Durantaye - (CCS),55,5,40,10,20,0,15,5,40,5,30,5
241219097,24,12,19,97,12,241219097,Saint-Charles-de-Bellechasse - (CCS),125,20,85,25,35,5,30,10,90,15,55,15
241219105,24,12,19,105,12,241219105,Beaumont - (CCS),40,0,25,10,20,0,5,5,25,5,20,0
241219110,24,12,19,110,12,241219110,Saint-Michel-de-Bellechasse - (CCS),90,15,55,20,30,0,20,5,55,15,30,10
241219117,24,12,19,117,12,241219117,Saint-Vallier - (CCS),80,15,45,20,25,5,10,10,60,15,35,5
241224000,24,12,24,0,12,241224000,Desjardins - (CD),250,40,165,45,100,5,70,25,150,30,95,25
241224005,24,12,24,5,12,241224005,Saint-Henri - (CCS),175,30,115,35,60,5,45,15,115,25,75,15
241224010,24,12,24,10,12,241224010,Pintendre - (CCS),40,0,30,5,25,0,20,5,15,0,10,5
241224015,24,12,24,15,12,241224015,Saint-Joseph-de-la-Pointe-de-LÇvy - (CCS),30,5,20,10,20,0,10,10,15,5,5,0
241225000,24,12,25,0,12,241225000,Les Chutes-de-la-Chaudiäre - (CD),235,25,145,60,85,5,50,30,145,20,95,30
241225005,24,12,25,5,12,241225005,Saint-Lambert-de-Lauzon - (CCS),60,10,45,10,25,0,15,5,40,10,30,5
241225010,24,12,25,10,12,241225010,Saint-êtienne-de-Lauzon - (CCS),30,5,15,10,15,0,5,5,15,10,10,5
241225020,24,12,25,20,12,241225020,Saint-Jean-Chrysostome - (CCS),50,5,30,15,10,0,10,5,35,5,20,5
241225043,24,12,25,43,12,241225043,Saint-Nicolas - (CCS),90,5,55,25,35,0,20,10,60,0,40,15
241226000,24,12,26,0,12,241226000,La Nouvelle-Beauce - (CD),"1,065",175,665,225,360,40,225,100,705,140,440,130
241226005,24,12,26,5,12,241226005,Frampton - (CCS),95,15,60,20,45,5,30,10,50,10,30,10
241226010,24,12,26,10,12,241226010,Saints-Anges - (CCS),95,15,65,15,35,5,25,10,65,15,40,5
241226022,24,12,26,22,12,241226022,Saint-ElzÇar - (CCS),120,25,75,25,40,5,25,10,80,20,45,15
241226030,24,12,26,30,12,241226030,Sainte-Marie - (CCS),135,20,75,40,50,10,20,20,90,10,55,20
241226035,24,12,26,35,12,241226035,Sainte-Marguerite - (CCS),115,15,75,20,45,5,25,10,75,10,50,10
241226040,24,12,26,40,12,241226040,Sainte-HÇnÇdine - (CCS),90,15,50,25,30,0,20,10,60,15,30,15
241226048,24,12,26,48,12,241226048,Scott - (CCS),30,5,20,10,15,0,10,5,15,0,10,5
241226055,24,12,26,55,12,241226055,Saint-Bernard - (CCS),210,35,150,20,50,10,40,5,155,25,115,15
241226063,24,12,26,63,12,241226063,Saint-Isidore - (CCS),180,30,100,50,50,0,30,15,130,30,65,35
241227000,24,12,27,0,12,241227000,Robert-Cliche - (CD),695,105,405,190,290,30,160,100,415,80,245,85
241227008,24,12,27,8,12,241227008,Saint-Victor - (CCS),155,20,85,50,70,10,35,30,85,15,50,20
241227015,24,12,27,15,12,241227015,Saint-Alfred - (CCS),20,0,10,5,15,0,5,5,0,5,0,0
241227028,24,12,27,28,12,241227028,Beauceville - (CCS),75,10,50,20,30,5,20,10,40,10,25,15
241227035,24,12,27,35,12,241227035,Saint-Odilon-de-Cranbourne - (CCS),95,15,55,25,25,5,10,10,65,15,45,10
241227043,24,12,27,43,12,241227043,Saint-Joseph-de-Beauce - (CCS),120,20,65,30,35,5,20,10,85,15,50,20
241227050,24,12,27,50,12,241227050,Saint-Joseph-des-êrables - (CCS),60,10,35,10,20,5,10,5,40,5,25,5
241227055,24,12,27,55,12,241227055,Saint-Jules - (CCS),65,10,35,20,25,0,15,10,35,10,15,10
241227065,24,12,27,65,12,241227065,Saint-FrÇdÇric - (CCS),100,10,65,25,40,0,30,15,55,10,35,10
241227070,24,12,27,70,12,241227070,Saint-SÇverin - (CCS),20,0,10,10,15,0,5,10,0,0,5,5
241228000,24,12,28,0,12,241228000,Les Etchemins - (CD),435,35,270,130,235,15,130,90,200,20,135,45
241228005,24,12,28,5,12,241228005,Saint-Zacharie - (CCS),90,5,55,30,50,0,30,20,35,0,25,5
241228015,24,12,28,15,12,241228015,Sainte-AurÇlie - (CCS),30,0,25,5,15,0,5,10,15,0,15,0
241228020,24,12,28,20,12,241228020,Saint-Prosper - (CCS),60,5,25,30,35,0,20,20,20,5,10,10
241228025,24,12,28,25,12,241228025,Saint-Benjamin - (CCS),25,0,25,0,15,5,10,5,15,0,10,0
241228030,24,12,28,30,12,241228030,Sainte-Rose-de-Watford - (CCS),35,5,15,10,15,0,5,10,20,5,10,5
241228035,24,12,28,35,12,241228035,Saint-Louis-de-Gonzague - (CCS),35,0,25,10,20,0,10,5,20,0,15,5
241228040,24,12,28,40,12,241228040,Saint-Cyprien - (CCS),25,5,20,0,20,0,15,5,5,0,5,0
241228045,24,12,28,45,12,241228045,Sainte-Justine - (CCS),35,5,20,15,15,0,10,10,20,5,10,5
241228055,24,12,28,55,12,241228055,Sainte-Germaine-du-Lac-Etchemin - (CCS),45,5,25,15,20,0,10,10,20,0,15,10
241228065,24,12,28,65,12,241228065,Sainte-Sabine - (CCS),35,5,25,5,20,0,10,5,15,5,10,0
241228070,24,12,28,70,12,241228070,Saint-Camille-de-Lellis - (CCS),30,5,20,5,10,0,10,5,20,5,10,5
241229000,24,12,29,0,12,241229000,Beauce-Sartigan - (CD),955,165,545,245,395,40,215,140,555,125,330,105
241229005,24,12,29,5,12,241229005,Saint-ThÇophile - (CCS),65,10,45,15,30,0,15,10,35,5,30,5
241229015,24,12,29,15,12,241229015,Saint-GÇdÇon - (CCS),40,10,25,10,25,5,15,10,15,0,10,0
241229020,24,12,29,20,12,241229020,Saint-Hilaire-de-Dorset - (CCS),30,0,20,15,20,0,10,5,15,0,10,5
241229025,24,12,29,25,12,241229025,Saint-êvariste-de-Forsyth - (CCS),90,15,50,25,35,10,15,15,55,10,35,10
241229038,24,12,29,38,12,241229038,Saint-HonorÇ-de-Shenley - (CCS),165,30,90,40,55,0,35,20,105,30,60,20
241229045,24,12,29,45,12,241229045,Saint-Martin - (CCS),60,10,30,15,30,5,15,5,35,5,15,10
241229057,24,12,29,57,12,241229057,Saint-Cìme-Liniäre - (CCS),95,15,60,15,40,0,25,15,55,15,35,5
241229070,24,12,29,70,12,241229070,Saint-Georges-Est - (CCS),65,5,30,25,25,0,10,20,35,5,20,5
241229085,24,12,29,85,12,241229085,Aubert-Gallion - (CCS),40,5,30,5,10,0,5,5,25,0,20,0
241229090,24,12,29,90,12,241229090,Saint-Jean-de-la-Lande - (CCS),55,5,25,15,25,0,15,5,30,5,10,10
241229100,24,12,29,100,12,241229100,Saint-Benoåt-Labre - (CCS),65,5,35,20,30,0,15,15,40,5,20,15
241229112,24,12,29,112,12,241229112,Saint-êphrem-de-Beauce - (CCS),150,30,90,30,55,10,30,20,95,25,55,15
241229125,24,12,29,125,12,241229125,Saint-Simon-les-Mines - (CCS),25,5,15,10,15,0,5,5,10,0,5,5
241231000,24,12,31,0,12,241231000,L'Amiante - (CD),"1,140",160,685,300,490,50,285,155,650,110,400,145
241231008,24,12,31,8,12,241231008,Beaulac-Garthby - (CCS),35,0,20,10,20,0,10,10,10,0,10,0
241231020,24,12,31,20,12,241231020,Disraeli - (CCS),60,0,40,15,25,0,20,10,35,0,30,5
241231030,24,12,31,30,12,241231030,Saint-Fortunat - (CCS),45,10,35,10,15,0,10,0,35,5,25,5
241231035,24,12,31,35,12,241231035,Saint-Julien - (CCS),50,10,30,10,15,0,10,5,35,5,20,5
241231040,24,12,31,40,12,241231040,Irlande - (CCS),105,10,75,15,40,0,30,15,55,5,45,5
241231050,24,12,31,50,12,241231050,Sainte-Praxäde - (CCS),50,10,30,10,20,5,10,5,25,5,15,0
241231055,24,12,31,55,12,241231055,Saint-MÇthode-de-Frontenac - (CCS),85,10,55,15,45,5,30,10,45,10,30,10
241231060,24,12,31,60,12,241231060,Sainte-Clotilde-de-Beauce - (CCS),65,5,35,20,30,5,10,10,35,5,20,15
