areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BSEX01,CSEX02,ATOTAL1,BSEX011,CSEX021,ATOTAL2,BSEX012,CSEX022
"240,545,043",24,5,45,43,5,240545043,Hatley - (CCS),45,30,15,15,15,0,25,15,15
"240,545,055",24,5,45,55,5,240545055,Hatley - (CCS),20,20,5,20,15,0,5,5,0
"240,545,060",24,5,45,60,5,240545060,Sainte-Catherine-de-Hatley - (CCS),40,35,5,25,25,0,10,5,5
"240,545,075",24,5,45,75,5,240545075,Magog - (CCS),60,45,15,20,20,0,40,25,15
"240,545,105",24,5,45,105,5,240545105,Stukely-Sud - (CCS),25,20,5,15,15,0,5,5,0
"240,545,115",24,5,45,115,5,240545115,Orford - (CCS),55,45,15,20,20,0,30,25,15
"240,600,000",24,6,0,0,6,240600000,MontrÇal/Laval - (CAR),300,240,60,150,140,15,150,105,50
"240,665,000",24,6,65,0,6,240665000,Laval - (CD),240,190,55,105,90,10,135,100,40
"240,665,005",24,6,65,5,6,240665005,Laval - (CCS),240,185,55,105,90,10,135,95,40
"240,666,000",24,6,66,0,6,240666000,CommunautÇ-Urbaine-de-MontrÇal - (CD),60,50,10,50,45,5,10,5,5
"240,666,025",24,6,66,25,6,240666025,MontrÇal - (CCS),60,50,10,50,45,0,10,5,5
"240,700,000",24,7,0,0,7,240700000,Lanaudiäre - (CAR),"2,600","1,930",675,"1,025",920,105,"1,580","1,015",565
"240,752,000",24,7,52,0,7,240752000,D'Autray - (CD),715,520,190,300,270,30,410,250,160
"240,752,010",24,7,52,10,7,240752010,Saint-Antoine-de-Lavaltrie - (CCS),60,45,15,25,25,5,30,20,15
"240,752,017",24,7,52,17,7,240752017,Lanoraie - (CCS),60,45,15,25,25,0,30,20,10
"240,752,030",24,7,52,30,7,240752030,Sainte-êlisabeth - (CCS),110,80,30,40,35,5,70,40,25
"240,752,040",24,7,52,40,7,240752040,Sainte-Geneviäve-de-Berthier - (CCS),60,40,20,15,10,5,40,25,15
"240,752,045",24,7,52,45,7,240752045,Saint-Ignace-de-Loyola - (CCS),45,35,10,15,20,5,25,20,5
"240,752,055",24,7,52,55,7,240752055,Saint-BarthÇlemy - (CCS),95,70,25,40,35,5,55,30,25
"240,752,062",24,7,52,62,7,240752062,Saint-Cuthbert - (CCS),100,70,25,50,45,5,50,30,20
"240,752,070",24,7,52,70,7,240752070,Saint-Norbert - (CCS),45,30,10,20,15,0,25,20,15
"240,752,085",24,7,52,85,7,240752085,Saint-Gabriel-de-Brandon - (CCS),95,65,30,50,40,10,45,25,20
"240,752,090",24,7,52,90,7,240752090,Saint-Didace - (CCS),55,35,10,25,20,0,30,20,10
"240,760,000",24,7,60,0,7,240760000,L'Assomption - (CD),265,210,55,105,95,10,160,115,45
"240,760,010",24,7,60,10,7,240760010,Le Gardeur - (CCS),25,25,0,15,15,0,15,5,5
"240,760,020",24,7,60,20,7,240760020,Saint-Sulpice - (CCS),30,25,5,15,10,5,20,15,5
"240,760,028",24,7,60,28,7,240760028,L'Assomption - (CCS),145,115,30,60,55,10,80,65,20
"240,760,040",24,7,60,40,7,240760040,L'êpiphanie - (CCS),65,45,15,20,20,5,45,30,15
"240,761,000",24,7,61,0,7,240761000,Joliette - (CD),400,290,115,150,135,15,250,150,95
"240,761,005",24,7,61,5,7,240761005,Saint-Paul - (CCS),110,85,25,50,45,0,60,40,20
"240,761,027",24,7,61,27,7,240761027,Saint-Thomas - (CCS),100,70,25,30,30,0,65,40,25
"240,761,040",24,7,61,40,7,240761040,Saint-Ambroise-de-Kildare - (CCS),100,70,25,35,35,5,65,40,25
"240,761,045",24,7,61,45,7,240761045,Notre-Dame-de-Lourdes - (CCS),30,20,5,10,10,0,20,10,10
"240,761,050",24,7,61,50,7,240761050,Sainte-MÇlanie - (CCS),60,40,20,20,15,5,40,20,20
"240,762,000",24,7,62,0,7,240762000,Matawinie - (CD),325,235,90,145,125,20,180,110,75
"240,762,007",24,7,62,7,7,240762007,Saint-FÇlix-de-Valois - (CCS),130,90,45,55,45,5,75,45,35
"240,762,015",24,7,62,15,7,240762015,Saint-Jean-de-Matha - (CCS),55,40,15,25,25,0,30,20,10
"240,762,020",24,7,62,20,7,240762020,Sainte-BÇatrix - (CCS),35,25,10,15,15,5,20,15,10
"240,762,030",24,7,62,30,7,240762030,Sainte-Marcelline-de-Kildare - (CCS),35,20,10,20,15,0,15,10,5
"240,762,037",24,7,62,37,7,240762037,Rawdon - (CCS),45,35,15,20,20,0,25,15,15
"240,762,075",24,7,62,75,7,240762075,Saint-Damien - (CCS),30,20,10,20,15,0,15,5,5
"240,763,000",24,7,63,0,7,240763000,Montcalm - (CD),740,555,180,250,230,25,485,325,160
"240,763,005",24,7,63,5,7,240763005,Sainte-Marie-SalomÇ - (CCS),35,25,10,10,5,0,25,15,5
"240,763,013",24,7,63,13,7,240763013,Saint-Jacques - (CCS),100,70,25,40,40,5,60,35,25
"240,763,025",24,7,63,25,7,240763025,Saint-Alexis - (CCS),85,55,25,25,20,5,55,35,20
"240,763,030",24,7,63,30,7,240763030,Saint-Esprit - (CCS),110,80,35,30,35,0,80,50,30
"240,763,035",24,7,63,35,7,240763035,Saint-Roch-de-l'Achigan - (CCS),180,145,35,65,55,5,115,90,25
"240,763,048",24,7,63,48,7,240763048,Saint-Lin - Laurentides - (CCS),120,95,25,40,35,5,85,60,20
"240,763,060",24,7,63,60,7,240763060,Sainte-Julienne - (CCS),45,35,10,15,10,0,35,20,10
"240,763,065",24,7,63,65,7,240763065,Saint-Liguori - (CCS),65,50,15,30,25,0,40,25,15
"240,764,000",24,7,64,0,7,240764000,Les Moulins - (CD),160,120,40,65,55,10,90,60,30
"240,764,010",24,7,64,10,7,240764010,Terrebonne - (CCS),50,35,10,20,20,10,30,20,5
"240,764,015",24,7,64,15,7,240764015,Mascouche - (CCS),80,60,25,35,30,0,45,30,15
"240,764,020",24,7,64,20,7,240764020,La Plaine - (CCS),30,20,5,10,10,0,15,15,5
"240,800,000",24,8,0,0,8,240800000,Outaouais - (CAR),"1,780","1,325",455,855,780,80,930,545,380
"240,880,000",24,8,80,0,8,240880000,Papineau - (CD),430,320,105,195,180,15,230,140,90
"240,880,015",24,8,80,15,8,240880015,Notre-Dame-de-Bon-Secours-Partie-Nord - (CCS),30,20,0,15,10,0,10,10,0
"240,880,020",24,8,80,20,8,240880020,Notre-Dame-de-la-Paix - (CCS),40,30,10,15,20,0,20,10,5
"240,880,027",24,8,80,27,8,240880027,Saint-AndrÇ-Avellin - (CCS),80,60,15,35,30,5,45,30,15
"240,880,037",24,8,80,37,8,240880037,Papineauville - (CCS),55,40,20,25,25,0,30,15,15
"240,880,055",24,8,80,55,8,240880055,Lochaber - (CCS),50,35,15,20,15,0,30,20,15
"240,880,060",24,8,80,60,8,240880060,Lochaber-Partie-Ouest - (CCS),40,30,10,10,15,0,30,20,10
"240,880,065",24,8,80,65,8,240880065,Mayo - (CCS),25,20,10,10,10,0,15,5,10
"240,880,070",24,8,80,70,8,240880070,Saint-Sixte - (CCS),30,20,5,10,15,0,15,10,5
"240,880,078",24,8,80,78,8,240880078,Ripon - (CCS),30,30,10,20,20,0,10,5,5
"240,880,085",24,8,80,85,8,240880085,Mulgrave-et-Derry - (CCS),25,25,0,20,20,0,10,5,0
"240,880,095",24,8,80,95,8,240880095,Lac-Simon - (CCS),25,15,5,15,15,5,10,5,0
"240,881,000",24,8,81,0,8,240881000,CommunautÇ-Urbaine-de-l'Outaouais - (CD),140,95,40,60,50,10,75,45,30
"240,881,010",24,8,81,10,8,240881010,Masson-Angers - (CCS),35,20,10,20,15,0,15,10,5
"240,881,015",24,8,81,15,8,240881015,Gatineau - (CCS),70,50,15,30,30,0,35,25,15
"240,881,025",24,8,81,25,8,240881025,Aylmer - (CCS),40,25,20,15,10,5,25,15,15
"240,882,000",24,8,82,0,8,240882000,Les Collines-de-l'Outaouais - (CD),450,330,115,205,190,20,240,140,100
"240,882,005",24,8,82,5,8,240882005,L'Ange-Gardien - (CCS),70,55,20,40,35,5,35,15,15
"240,882,010",24,8,82,10,8,240882010,Notre-Dame-de-la-Salette - (CCS),25,25,5,15,10,0,15,15,5
"240,882,015",24,8,82,15,8,240882015,Val-des-Monts - (CCS),70,50,25,25,20,5,50,25,25
"240,882,020",24,8,82,20,8,240882020,Cantley - (CCS),35,25,5,20,20,0,15,10,5
"240,882,030",24,8,82,30,8,240882030,Pontiac - (CCS),135,105,30,70,65,5,65,40,20
"240,882,035",24,8,82,35,8,240882035,La Pàche - (CCS),115,75,35,45,40,10,65,35,30
"240,883,000",24,8,83,0,8,240883000,La VallÇe-de-la-Gatineau - (CD),280,205,80,140,125,15,140,80,60
"240,883,010",24,8,83,10,8,240883010,Low - (CCS),50,40,10,30,25,0,25,15,5
"240,883,015",24,8,83,15,8,240883015,Kazabazua - (CCS),25,15,5,10,10,0,15,5,5
"240,883,020",24,8,83,20,8,240883020,Lac-Sainte-Marie - (CCS),55,35,10,25,25,0,25,15,10
"240,883,035",24,8,83,35,8,240883035,Wright - (CCS),35,25,10,15,15,0,15,10,5
"240,883,050",24,8,83,50,8,240883050,Bouchette - (CCS),25,20,10,15,15,5,10,5,5
"240,883,060",24,8,83,60,8,240883060,Messines - (CCS),35,25,10,15,15,0,20,10,5
"240,883,080",24,8,83,80,8,240883080,Montcerf - (CCS),60,45,15,30,30,5,30,15,10
"240,884,000",24,8,84,0,8,240884000,Pontiac - (CD),485,370,120,245,230,15,240,145,100
"240,884,005",24,8,84,5,8,240884005,Bristol - (CCS),70,55,15,35,30,0,40,25,20
"240,884,015",24,8,84,15,8,240884015,Clarendon - (CCS),195,140,50,75,70,5,120,70,50
"240,884,035",24,8,84,35,8,240884035,Grand-Calumet - (CCS),45,35,10,25,20,0,20,10,5
"240,884,040",24,8,84,40,8,240884040,Litchfield - (CCS),45,40,5,35,30,0,15,5,5
"240,884,065",24,8,84,65,8,240884065,Mansfield-et-Pontefract - (CCS),45,35,10,20,25,0,20,10,10
"240,884,082",24,8,84,82,8,240884082,L'Isle-aux-Allumettes - (CCS),55,40,15,35,35,5,20,5,10
"240,884,095",24,8,84,95,8,240884095,Sheen-Esher-Aberdeen-et-Malakoff - (CCS),30,30,5,15,15,0,15,10,5
"240,900,000",24,9,0,0,9,240900000,Laurentides - (CAR),"2,250","1,605",640,870,775,100,"1,380",835,545
"240,972,000",24,9,72,0,9,240972000,Deux-Montagnes - (CD),460,335,125,180,160,15,280,175,110
"240,972,005",24,9,72,5,9,240972005,Saint-Eustache - (CCS),155,115,35,55,55,5,100,65,30
"240,972,025",24,9,72,25,9,240972025,Saint-Joseph-du-Lac - (CCS),155,105,50,60,55,5,95,50,40
"240,972,032",24,9,72,32,9,240972032,Oka - (CCS),95,70,30,35,30,0,65,40,20
"240,972,043",24,9,72,43,9,240972043,Saint-Placide - (CCS),60,50,10,30,25,0,25,25,10
"240,973,000",24,9,73,0,9,240973000,ThÇräse-De Blainville - (CD),140,105,35,60,55,10,80,50,30
"240,973,015",24,9,73,15,9,240973015,Blainville - (CCS),35,30,5,20,15,0,15,15,5
"240,973,035",24,9,73,35,9,240973035,Sainte-Anne-des-Plaines - (CCS),105,75,30,45,40,5,60,40,20
"240,974,000",24,9,74,0,9,240974000,Mirabel - (CD),615,435,180,205,185,25,405,250,155
"240,974,005",24,9,74,5,9,240974005,Mirabel - (CCS),615,435,185,210,185,25,410,250,160
"240,975,000",24,9,75,0,9,240975000,La Riviäre-du-Nord - (CD),115,80,35,50,45,10,60,35,20
"240,975,010",24,9,75,10,9,240975010,Bellefeuille - (CCS),55,40,15,30,25,5,30,15,10
"240,975,028",24,9,75,28,9,240975028,Sainte-Sophie - (CCS),55,35,20,25,15,10,35,20,15
"240,976,000",24,9,76,0,9,240976000,Argenteuil - (CD),335,245,90,125,115,10,205,125,80
"240,976,008",24,9,76,8,9,240976008,Saint-AndrÇ-d'Argenteuil - (CCS),130,95,35,50,45,0,80,50,35
"240,976,020",24,9,76,20,9,240976020,Lachute - (CCS),40,30,5,15,10,0,25,20,10
"240,976,043",24,9,76,43,9,240976043,Brownsburg-Chatham - (CCS),95,65,30,25,20,0,70,45,25
"240,976,060",24,9,76,60,9,240976060,Grenville - (CCS),40,25,15,20,15,0,20,10,10
"240,976,065",24,9,76,65,9,240976065,Harrington - (CCS),25,20,5,15,15,0,10,10,0
"240,978,000",24,9,78,0,9,240978000,Les Laurentides - (CD),195,145,50,100,85,10,95,60,40
"240,978,047",24,9,78,47,9,240978047,Saint-Faustin--Lac-CarrÇ - (CCS),35,20,10,10,10,5,25,15,10
"240,978,055",24,9,78,55,9,240978055,Montcalm - (CCS),20,20,5,15,15,0,5,5,0
"240,978,060",24,9,78,60,9,240978060,Arundel - (CCS),55,45,15,30,30,0,25,15,10
"240,978,102",24,9,78,102,9,240978102,Mont-Tremblant - (CCS),25,20,5,15,15,0,15,5,5
"240,978,130",24,9,78,130,9,240978130,La Minerve - (CCS),60,40,15,25,20,5,35,20,15
"240,979,000",24,9,79,0,9,240979000,Antoine-Labelle - (CD),395,270,125,140,130,15,255,140,110
"240,979,020",24,9,79,20,9,240979020,Saint-AimÇ-du-Lac-des-?les - (CCS),35,25,10,10,15,0,20,10,10
"240,979,025",24,9,79,25,9,240979025,Kiamika - (CCS),40,30,10,10,10,0,30,20,15
"240,979,040",24,9,79,40,9,240979040,Marchand - (CCS),45,30,15,25,25,5,20,10,10
"240,979,080",24,9,79,80,9,240979080,Beaux-Rivages - (CCS),70,45,25,25,25,0,50,20,25
"240,979,085",24,9,79,85,9,240979085,Mont-Laurier - (CCS),40,25,10,10,10,0,25,15,10
"240,979,090",24,9,79,90,9,240979090,Des Ruisseaux - (CCS),70,45,25,25,25,5,45,25,20
"240,979,097",24,9,79,97,9,240979097,Ferme-Neuve - (CCS),90,60,30,25,20,5,65,35,30
"241,000,000",24,10,0,0,10,241000000,Abitibi-TÇmiscamingue/Nord-du-QuÇbec - (CAR),"1,215",870,350,430,400,30,785,470,320
"241,085,000",24,10,85,0,10,241085000,TÇmiscamingue - (CD),455,305,145,130,130,5,320,180,140
"241,085,015",24,10,85,15,10,241085015,Saint-êdouard-de-Fabre - (CCS),25,20,5,10,5,0,20,10,5
"241,085,020",24,10,85,20,10,241085020,BÇarn - (CCS),45,35,10,20,15,5,25,15,10
"241,085,030",24,10,85,30,10,241085030,Duhamel-Ouest - (CCS),35,25,15,15,10,0,25,15,10
"241,085,037",24,10,85,37,10,241085037,Lorrainville - (CCS),40,25,10,20,15,0,20,10,10
"241,085,045",24,10,85,45,10,241085045,Saint-Bruno-de-Guigues - (CCS),75,50,25,20,20,0,55,30,25
"241,085,050",24,10,85,50,10,241085050,Laverlochäre - (CCS),35,15,15,5,5,0,25,15,10
"241,085,055",24,10,85,55,10,241085055,Fugäreville - (CCS),45,30,15,5,10,0,30,20,15
"241,085,085",24,10,85,85,10,241085085,Saint-Eugäne-de-Guigues - (CCS),35,20,10,5,10,0,30,15,10
"241,085,090",24,10,85,90,10,241085090,Notre-Dame-du-Nord - (CCS),30,20,10,5,5,0,20,15,10
"241,085,100",24,10,85,100,10,241085100,NÇdelec - (CCS),50,30,20,15,10,0,40,25,15
"241,085,105",24,10,85,105,10,241085105,RÇmigny - (CCS),40,30,15,15,10,0,30,20,15
"241,086,000",24,10,86,0,10,241086000,Rouyn-Noranda - (CD),90,70,20,40,40,5,55,35,25
"241,086,010",24,10,86,10,10,241086010,Rollet - (CCS),30,25,5,15,10,0,15,10,5
"241,086,050",24,10,86,50,10,241086050,McWatters - (CCS),40,30,15,15,15,0,20,10,10
"241,086,060",24,10,86,60,10,241086060,Mont-Brun - (CCS),25,20,10,10,10,0,20,10,10
"241,087,000",24,10,87,0,10,241087000,Abitibi-Ouest - (CD),330,230,100,115,105,10,215,130,85
"241,087,015",24,10,87,15,10,241087015,Roquemaure - (CCS),35,25,10,10,5,0,25,15,10
"241,087,025",24,10,87,25,10,241087025,Palmarolle - (CCS),60,35,25,15,15,0,45,25,20
"241,087,030",24,10,87,30,10,241087030,Sainte-Germaine-BoulÇ - (CCS),40,25,15,10,5,5,30,20,15
"241,087,035",24,10,87,35,10,241087035,Poularies - (CCS),25,20,5,10,10,0,20,10,5
"241,087,045",24,10,87,45,10,241087045,Taschereau - (CCS),30,25,15,0,5,0,30,20,10
"241,087,060",24,10,87,60,10,241087060,Macamic - (CCS),25,20,0,15,10,0,10,10,0
"241,087,075",24,10,87,75,10,241087075,Clerval - (CCS),40,25,10,20,15,0,25,15,10
"241,087,080",24,10,87,80,10,241087080,La Reine - (CCS),25,20,5,10,10,0,15,10,5
"241,087,090",24,10,87,90,10,241087090,La Sarre - (CCS),45,35,10,25,20,5,20,15,10
"241,088,000",24,10,88,0,10,241088000,Abitibi - (CD),280,210,65,125,120,5,150,90,55
"241,088,010",24,10,88,10,10,241088010,Rochebaucourt - (CCS),35,25,15,20,10,5,20,15,10
"241,088,022",24,10,88,22,10,241088022,Barraute - (CCS),25,20,5,15,10,5,5,5,0
"241,088,040",24,10,88,40,10,241088040,Saint-Marc-de-Figuery - (CCS),25,20,5,15,15,0,15,10,5
"241,088,045",24,10,88,45,10,241088045,La Motte - (CCS),45,40,5,25,25,0,25,15,10
"241,088,055",24,10,88,55,10,241088055,Amos - (CCS),40,25,10,20,15,0,15,10,5
"241,088,085",24,10,88,85,10,241088085,Sainte-Gertrude-Manneville - (CCS),65,50,15,25,20,0,40,25,15
"241,088,904",24,10,88,904,10,241088904,Lac-Chicobi - (CCS),40,30,10,15,15,0,25,20,10
"241,089,000",24,10,89,0,10,241089000,VallÇe-de-l'Or - (CD),65,50,15,20,20,5,45,35,10
"241,089,030",24,10,89,30,10,241089030,Vassan - (CCS),35,25,10,10,10,0,25,20,5
"241,089,045",24,10,89,45,10,241089045,Senneterre - (CCS),30,25,10,10,10,0,20,15,5
"241,100,000",24,11,0,0,11,241100000,GaspÇsie--?les-de-la-Madeleine - (CAR),405,310,90,195,175,20,210,135,70
"241,101,000",24,11,1,0,11,241101000,Les ?les-de-la-Madeleine - (CD),25,20,5,10,10,0,15,10,5
"241,101,008",24,11,1,8,11,241101008,L'?le-du-Havre-Aubert - (CCS),30,20,10,10,10,0,15,10,5
"241,102,000",24,11,2,0,11,241102000,Le Rocher-PercÇ - (CD),40,30,10,25,25,5,15,10,5
"241,102,005",24,11,2,5,11,241102005,PercÇ - (CCS),40,30,10,25,20,5,15,10,5
"241,103,000",24,11,3,0,11,241103000,La Cìte-de-GaspÇ - (CD),30,20,10,10,10,5,20,10,10
"241,103,005",24,11,3,5,11,241103005,GaspÇ - (CCS),30,20,10,10,10,5,20,10,5
"241,104,000",24,11,4,0,11,241104000,La Haute-GaspÇsie - (CD),40,30,10,25,20,5,15,5,5
"241,104,047",24,11,4,47,11,241104047,Cap-Chat - (CCS),40,30,10,25,25,5,15,5,5
"241,105,000",24,11,5,0,11,241105000,Bonaventure - (CD),155,125,30,75,65,5,80,55,30
"241,105,010",24,11,5,10,11,241105010,Shigawake - (CCS),35,35,5,25,25,5,15,10,5
"241,105,045",24,11,5,45,11,241105045,Bonaventure - (CCS),35,25,10,10,10,0,25,15,10
"241,105,060",24,11,5,60,11,241105060,Caplan - (CCS),45,40,10,25,25,0,20,15,5
"241,105,070",24,11,5,70,11,241105070,New Richmond - (CCS),40,30,10,15,15,0,25,15,10
"241,106,000",24,11,6,0,11,241106000,Avignon - (CD),110,90,20,45,45,0,65,40,20
"241,106,020",24,11,6,20,11,241106020,Nouvelle - (CCS),45,40,10,20,20,0,25,20,10
"241,106,040",24,11,6,40,11,241106040,Saint-AndrÇ-de-Restigouche - (CCS),30,25,5,10,10,0,20,15,5
"241,106,050",24,11,6,50,11,241106050,Saint-Alexis-de-MatapÇdia - (CCS),30,25,5,10,15,0,15,10,5
"241,200,000",24,12,0,0,12,241200000,Chaudiäre-Appalaches - (CAR),"8,770","6,650","2,115","3,560","3,355",205,"5,205","3,295","1,910"
"241,217,000",24,12,17,0,12,241217000,L'Islet - (CD),745,595,150,390,370,30,355,230,125
"241,217,010",24,12,17,10,12,241217010,Saint-Pamphile - (CCS),80,50,25,25,20,5,50,30,20
"241,217,015",24,12,17,15,12,241217015,Saint-Adalbert - (CCS),65,55,15,40,40,5,25,15,5
"241,217,020",24,12,17,20,12,241217020,Saint-Marcel - (CCS),55,40,10,35,25,0,25,15,10
"241,217,025",24,12,17,25,12,241217025,Sainte-FÇlicitÇ - (CCS),25,20,10,15,15,5,10,5,5
"241,217,030",24,12,17,30,12,241217030,Sainte-PerpÇtue - (CCS),80,70,15,55,55,0,25,15,10
"241,217,040",24,12,17,40,12,241217040,Saint-Damase-de-l'Islet - (CCS),35,30,5,25,25,0,10,5,5
"241,217,045",24,12,17,45,12,241217045,Saint-Cyrille-de-Lessard - (CCS),30,25,10,10,10,0,15,15,5
"241,217,055",24,12,17,55,12,241217055,Saint-Aubert - (CCS),65,55,10,30,35,0,35,25,10
"241,217,060",24,12,17,60,12,241217060,Sainte-Louise - (CCS),60,45,15,25,25,0,35,20,15
"241,217,065",24,12,17,65,12,241217065,Saint-Roch-des-Aulnaies - (CCS),55,40,10,20,20,0,35,25,10
"241,217,070",24,12,17,70,12,241217070,Saint-Jean-Port-Joli - (CCS),90,75,15,50,45,0,35,25,15
"241,217,078",24,12,17,78,12,241217078,L'Islet - (CCS),105,80,20,55,55,5,50,30,15
"241,218,000",24,12,18,0,12,241218000,Montmagny - (CD),495,385,115,195,190,10,300,200,105
"241,218,015",24,12,18,15,12,241218015,Saint-Fabien-de-Panet - (CCS),35,30,10,15,10,0,25,15,5
"241,218,020",24,12,18,20,12,241218020,Sainte-Lucie-de-Beauregard - (CCS),30,30,5,15,10,0,15,10,5
"241,218,025",24,12,18,25,12,241218025,Sainte-Apolline-de-Patton - (CCS),55,50,10,35,40,0,15,15,10
"241,218,045",24,12,18,45,12,241218045,Cap-Saint-Ignace - (CCS),110,75,30,35,30,5,75,45,30
"241,218,050",24,12,18,50,12,241218050,Montmagny - (CCS),85,65,15,45,40,5,45,25,15
"241,218,055",24,12,18,55,12,241218055,Saint-Pierre-de-la-Riviäre-du-Sud - (CCS),50,45,10,15,15,0,35,25,10
"241,218,060",24,12,18,60,12,241218060,Saint-Franáois-de-la-Riviäre-du-Sud - (CCS),125,95,30,35,35,0,90,60,30
"241,219,000",24,12,19,0,12,241219000,Bellechasse - (CD),"1,430","1,095",330,565,540,20,865,550,315
"241,219,005",24,12,19,5,12,241219005,Saint-PhilÇmon - (CCS),30,25,5,20,20,0,10,5,0
"241,219,010",24,12,19,10,12,241219010,Notre-Dame-Auxiliatrice-de-Buckland - (CCS),35,30,5,25,25,0,10,5,5
"241,219,015",24,12,19,15,12,241219015,Saint-Nazaire-de-Dorchester - (CCS),50,40,10,25,25,0,25,15,15
"241,219,020",24,12,19,20,12,241219020,Saint-LÇon-de-Standon - (CCS),70,55,20,35,35,5,35,15,15
"241,219,025",24,12,19,25,12,241219025,Saint-Malachie - (CCS),70,60,10,40,40,0,30,20,10
"241,219,037",24,12,19,37,12,241219037,Armagh - (CCS),60,45,10,30,35,0,25,15,15
"241,219,045",24,12,19,45,12,241219045,Saint-NÇrÇe - (CCS),35,35,10,20,25,0,15,10,5
"241,219,050",24,12,19,50,12,241219050,Saint-Lazare-de-Bellechasse - (CCS),80,65,15,35,35,5,45,30,15
"241,219,055",24,12,19,55,12,241219055,Sainte-Claire - (CCS),105,80,20,40,35,5,65,45,20
"241,219,062",24,12,19,62,12,241219062,Saint-Anselme - (CCS),125,100,25,35,35,0,90,65,25
"241,219,070",24,12,19,70,12,241219070,Honfleur - (CCS),110,85,20,35,35,0,75,55,25
"241,219,075",24,12,19,75,12,241219075,Saint-Gervais - (CCS),185,130,55,50,50,5,135,80,50
"241,219,082",24,12,19,82,12,241219082,Saint-Raphaâl - (CCS),70,55,15,35,35,0,35,20,15
"241,219,090",24,12,19,90,12,241219090,La Durantaye - (CCS),55,40,15,20,20,0,35,20,15
"241,219,097",24,12,19,97,12,241219097,Saint-Charles-de-Bellechasse - (CCS),125,90,40,35,35,0,90,55,35
"241,219,105",24,12,19,105,12,241219105,Beaumont - (CCS),45,35,5,20,15,0,25,20,5
"241,219,110",24,12,19,110,12,241219110,Saint-Michel-de-Bellechasse - (CCS),90,65,25,30,30,0,55,35,20
"241,219,117",24,12,19,117,12,241219117,Saint-Vallier - (CCS),85,60,25,30,20,5,60,35,20
"241,224,000",24,12,24,0,12,241224000,Desjardins - (CD),250,190,65,100,100,5,145,90,60
"241,224,005",24,12,24,5,12,241224005,Saint-Henri - (CCS),180,130,55,60,60,0,120,70,45
"241,224,010",24,12,24,10,12,241224010,Pintendre - (CCS),45,35,5,20,25,5,15,10,5
"241,224,015",24,12,24,15,12,241224015,Saint-Joseph-de-la-Pointe-de-LÇvy - (CCS),30,20,5,20,20,0,15,5,5
"241,225,000",24,12,25,0,12,241225000,Les Chutes-de-la-Chaudiäre - (CD),235,170,65,90,75,10,145,90,55
"241,225,005",24,12,25,5,12,241225005,Saint-Lambert-de-Lauzon - (CCS),60,35,20,25,15,10,40,20,15
"241,225,010",24,12,25,10,12,241225010,Saint-êtienne-de-Lauzon - (CCS),35,25,5,15,15,0,15,10,5
"241,225,020",24,12,25,20,12,241225020,Saint-Jean-Chrysostome - (CCS),50,35,15,15,15,5,35,20,15
"241,225,043",24,12,25,43,12,241225043,Saint-Nicolas - (CCS),85,70,20,30,30,0,55,40,20
"241,226,000",24,12,26,0,12,241226000,La Nouvelle-Beauce - (CD),"1,065",795,275,365,340,25,710,455,255
"241,226,005",24,12,26,5,12,241226005,Frampton - (CCS),95,70,20,40,40,0,50,30,15
"241,226,010",24,12,26,10,12,241226010,Saints-Anges - (CCS),100,75,20,40,35,0,60,40,20
"241,226,022",24,12,26,22,12,241226022,Saint-ElzÇar - (CCS),120,85,35,45,40,5,80,45,30
"241,226,030",24,12,26,30,12,241226030,Sainte-Marie - (CCS),140,105,30,50,50,0,90,60,30
"241,226,035",24,12,26,35,12,241226035,Sainte-Marguerite - (CCS),115,80,35,40,35,5,75,45,25
"241,226,040",24,12,26,40,12,241226040,Sainte-HÇnÇdine - (CCS),90,70,20,30,30,0,55,40,20
"241,226,048",24,12,26,48,12,241226048,Scott - (CCS),25,20,5,15,15,5,10,10,0
"241,226,055",24,12,26,55,12,241226055,Saint-Bernard - (CCS),210,140,65,50,50,0,155,90,65
"241,226,063",24,12,26,63,12,241226063,Saint-Isidore - (CCS),180,135,45,50,45,5,125,85,40
"241,227,000",24,12,27,0,12,241227000,Robert-Cliche - (CD),700,535,160,285,265,20,410,270,145
"241,227,008",24,12,27,8,12,241227008,Saint-Victor - (CCS),155,120,35,70,65,5,85,55,30
"241,227,015",24,12,27,15,12,241227015,Saint-Alfred - (CCS),20,15,5,15,15,0,0,0,0
"241,227,028",24,12,27,28,12,241227028,Beauceville - (CCS),75,65,15,35,35,0,45,30,10
"241,227,035",24,12,27,35,12,241227035,Saint-Odilon-de-Cranbourne - (CCS),95,70,20,25,25,0,65,45,20
"241,227,043",24,12,27,43,12,241227043,Saint-Joseph-de-Beauce - (CCS),115,80,35,30,30,5,80,50,30
"241,227,050",24,12,27,50,12,241227050,Saint-Joseph-des-êrables - (CCS),55,45,15,20,20,0,40,25,15
"241,227,055",24,12,27,55,12,241227055,Saint-Jules - (CCS),60,50,15,30,25,0,30,20,15
"241,227,065",24,12,27,65,12,241227065,Saint-FrÇdÇric - (CCS),100,70,25,40,40,5,60,35,20
"241,227,070",24,12,27,70,12,241227070,Saint-SÇverin - (CCS),20,20,0,15,15,5,5,5,0
"241,228,000",24,12,28,0,12,241228000,Les Etchemins - (CD),435,350,90,235,225,10,200,125,80
