AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NTENURE_1,NTENURE_2,NTENURE_3,TENURE_1,TENURE_2,TENURE_3,ETENURE_1,ETENURE_2,ETENURE_3,FRMSIZE_1,FRMSIZE_2,FRMSIZE_3,FRMSIZE_4,FRMSIZE_5,FRMSIZE_6,FRMSIZE_7,FRMSIZE_8,FRMSIZE_9,FRMSIZE_10,FRMSIZE_11,FRMSIZE_12,FRMSIZE_13,FRMSIZE_14,FRMSIZE_15
240228700,24,2,28,700,2428700,SAINTE-EMMELIE,65,"10,027","4,058",62,"8,687","3,516",18,"1,338",541,47,3,15,"6,512",134,"3,379","2,635",54,"1,367",0,1,10,17,17,12,6,2,0,0,0,0,0,0,0
240228710,24,2,28,710,2428710,SAINTE-FRANCOISE,38,"8,879","3,593",37,"8,226","3,329",6,653,264,32,1,5,"6,635",139,"2,105","2,685",56,852,0,0,0,6,9,10,8,4,0,1,0,0,0,0,0
240228750,24,2,28,750,2428750,SAINTE-PHILOMENE-DE-FORTIERVILLE,49,"8,209","3,322",47,"7,148","2,893",13,"1,060",429,36,2,11,"5,399",90,"2,719","2,185",36,"1,100",0,1,9,17,7,5,7,2,0,1,0,0,0,0,0
240228760,24,2,28,760,2428760,SAINT-JACQUES-DE-PARISVILLE,45,"6,295","2,547",45,"6,173","2,498",3,122,49,42,0,3,"5,559",0,736,"2,250",0,298,1,1,8,14,4,12,5,0,0,0,0,0,0,0,0
240228780,24,2,28,780,2428780,DESCHAILLONS,31,"5,417","2,192",31,"5,197","2,103",3,221,89,28,0,3,"4,568",0,850,"1,849",0,344,0,1,4,9,5,5,4,3,0,0,0,0,0,0,0
240229000,24,2,29,0,2429000,PORTNEUF,967,"175,271","70,930",945,"156,304","63,254",228,"18,958","7,672",739,22,206,"119,777","1,995","53,490","48,472",807,"21,647",14,29,139,221,167,144,186,45,15,7,0,0,0,0,0
240229110,24,2,29,110,2429110,SAINT-AUGUSTIN-DE-DESMAURES,96,"12,560","5,083",94,"9,398","3,803",26,"3,160","1,279",70,2,24,"6,726",321,"5,511","2,722",130,"2,230",1,4,29,31,14,8,6,0,1,2,0,0,0,0,0
240229130,24,2,29,130,2429130,SAINTE-CATHERINE,25,"6,158","2,492",24,"4,715","1,908",9,"1,443",584,16,1,8,"2,830",37,"3,291","1,145",15,"1,332",0,0,4,5,3,4,4,3,1,1,0,0,0,0,0
240229220,24,2,29,220,2429220,SAINTE-JEANNE-DE-PONT-ROUGE,77,"13,620","5,512",76,"12,444","5,036",23,"1,174",475,54,1,22,"7,624",1,"5,993","3,085",0,"2,425",1,5,9,10,16,14,18,3,1,0,0,0,0,0,0
240229270,24,2,29,270,2429270,POINTE-AUX-TREMBLES,67,"6,619","2,679",65,"5,701","2,307",15,918,372,52,2,13,"4,138",72,"2,409","1,675",29,975,2,9,15,22,8,7,4,0,0,0,0,0,0,0,0
240229300,24,2,29,300,2429300,CAP-SANTE,58,"9,357","3,787",57,"8,633","3,494",16,723,293,42,1,15,"6,368",6,"2,982","2,577",2,"1,207",0,3,9,13,9,7,17,0,0,0,0,0,0,0,0
240229340,24,2,29,340,2429340,SAINT-BASILE,86,"14,728","5,960",84,"13,305","5,384",18,"1,424",576,68,2,16,"9,774",263,"4,692","3,955",106,"1,899",1,1,11,33,14,8,13,3,0,2,0,0,0,0,0
240229360,24,2,29,360,2429360,NOTRE-DAME-DE-PORTNEUF,32,"6,548","2,650",31,"5,757","2,330",10,792,321,22,1,9,"4,640",18,"1,891","1,878",7,765,0,0,6,1,7,9,7,1,1,0,0,0,0,0,0
240229410,24,2,29,410,2429410,SAINT-JOSEPH-DE-DESCHAMBAULT,52,"7,403","2,996",52,"6,526","2,641",14,877,355,38,0,14,"4,167",0,"3,236","1,686",0,"1,310",1,1,9,18,9,8,5,0,0,1,0,0,0,0,0
240229430,24,2,29,430,2429430,SAINT-GILBERT,47,"9,436","3,819",47,"8,854","3,583",9,582,236,38,0,9,"6,989",0,"2,447","2,828",0,990,1,0,4,6,13,10,9,4,0,0,0,0,0,0,0
240229470,24,2,29,470,2429470,SAINT-CHARLES-DES-GRONDINES,32,"5,870","2,376",32,"5,067","2,051",10,804,325,22,0,10,"3,401",0,"2,470","1,376",0,"1,000",1,0,2,6,6,6,11,0,0,0,0,0,0,0,0
240229520,24,2,29,520,2429520,SAINT-CASIMIR,61,"10,766","4,357",60,"10,358","4,192",10,406,164,51,1,9,"9,024",1,"1,739","3,652",0,704,2,0,2,14,17,12,13,1,0,0,0,0,0,0,0
240229530,24,2,29,530,2429530,SAINT-THURIBE,48,"7,288","2,949",46,"6,642","2,688",9,645,261,39,2,7,"5,592",163,"1,532","2,263",66,620,0,0,6,15,11,11,5,0,0,0,0,0,0,0,0
240229550,24,2,29,550,2429550,SAINT-ALBAN,53,"12,020","4,864",52,"10,546","4,268",15,"1,473",596,38,1,14,"7,511",1,"4,507","3,040",0,"1,824",1,0,4,5,13,8,18,2,2,0,0,0,0,0,0
240229560,24,2,29,560,2429560,SAINTE-CHRISTINE,20,"4,469","1,809",18,"4,038","1,634",5,431,174,15,2,3,"3,294",230,945,"1,333",93,382,0,0,2,5,5,2,2,3,1,0,0,0,0,0,0
240229580,24,2,29,580,2429580,SAINT-LEONARD-DE-PORTNEUF,25,"6,898","2,792",24,"6,258","2,533",6,640,259,19,1,5,"4,762",327,"1,809","1,927",132,732,0,1,2,3,1,6,6,4,1,1,0,0,0,0,0
240229620,24,2,29,620,2429620,SAINT-RAYMOND,54,"12,816","5,186",53,"11,994","4,854",11,822,333,43,1,10,"10,040",10,"2,766","4,063",4,"1,119",3,2,4,10,1,8,15,9,2,0,0,0,0,0,0
240229680,24,2,29,680,2429680,NOTRE-DAME-DE-MONTAUBAN,13,"3,752","1,518",12,"2,689","1,088",4,"1,063",430,9,1,3,"2,148",446,"1,158",869,180,469,0,0,0,3,3,1,2,3,1,0,0,0,0,0,0
240229720,24,2,29,720,2429720,SAINT-UBALDE,87,"17,918","7,251",84,"16,899","6,839",13,"1,016",411,74,3,10,"15,312",99,"2,504","6,197",40,"1,013",0,2,16,15,13,11,19,8,3,0,0,0,0,0,0
240229780,24,2,29,780,2429780,SAINT-REMI,34,"7,045","2,851",34,"6,480","2,622",5,565,229,29,0,5,"5,437",0,"1,608","2,200",0,651,0,1,5,6,4,4,12,1,1,0,0,0,0,0,0
240300000,24,3,0,0,2400000,SUD DE QUEBEC - SOUTH OF QUEBEC,"5,589","1,042,759","421,990","5,484","993,174","401,923",647,"49,573","20,061","4,942",105,542,"879,561","10,592","152,594","355,946","4,286","61,753",72,142,751,"1,273",892,919,"1,131",297,87,18,5,1,1,0,0
240322000,24,3,22,0,2422000,DORCHESTER,"1,465","228,615","92,517","1,440","215,930","87,384",201,"12,676","5,130","1,264",25,176,"185,526","1,785","41,295","75,080",722,"16,711",27,56,202,465,225,228,202,44,14,2,0,0,0,0,0
240322110,24,3,22,110,2422110,SAINT-CYPRIEN,26,"7,325","2,964",25,"7,290","2,950",2,35,14,24,1,1,"7,013",2,310,"2,838",1,125,1,0,0,7,3,2,7,3,2,1,0,0,0,0,0
240322130,24,3,22,130,2422130,SAINTE-JUSTINE,39,"8,630","3,492",39,"8,050","3,258",8,580,235,31,0,8,"6,288",0,"2,342","2,545",0,948,1,0,2,10,3,9,11,0,3,0,0,0,0,0,0
240322150,24,3,22,150,2422150,SAINTE-ROSE-DE-WATFORD,29,"6,312","2,554",29,"5,935","2,402",5,377,153,24,0,5,"4,849",0,"1,463","1,962",0,592,0,0,2,10,3,4,5,5,0,0,0,0,0,0,0
240322170,24,3,22,170,2422170,SAINT-LOUIS-DE-GONZAGUE,29,"3,224","1,305",29,"3,024","1,224",1,200,81,28,0,1,"2,924",0,300,"1,183",0,121,0,0,6,19,0,2,1,1,0,0,0,0,0,0,0
240322180,24,3,22,180,2422180,SAINT-PROSPER,75,"12,093","4,894",71,"11,182","4,525",13,911,369,62,4,9,"9,748",458,"1,887","3,945",185,764,1,1,15,24,8,9,12,5,0,0,0,0,0,0,0
240322190,24,3,22,190,2422190,SAINT-BENJAMIN,37,"6,755","2,734",36,"6,477","2,621",3,278,113,34,1,2,"6,119",135,501,"2,476",55,203,0,1,7,6,6,5,10,1,1,0,0,0,0,0,0
240322210,24,3,22,210,2422210,SAINT-ODILON-DE-CRANBOURNE,83,"19,481","7,884",82,"18,452","7,467",17,"1,030",417,66,1,16,"14,280",1,"5,201","5,779",0,"2,105",1,1,5,19,7,17,24,4,4,1,0,0,0,0,0
240322250,24,3,22,250,2422250,SAINTE-GERMAINE-DU-LAC-ETCHEMIN,43,"7,697","3,115",42,"7,088","2,868",8,608,246,35,1,7,"5,638",60,"1,998","2,282",24,809,0,1,5,14,6,7,7,3,0,0,0,0,0,0,0
240322290,24,3,22,290,2422290,SAINT-LEON-DE-STANDON,103,"17,827","7,214",101,"17,308","7,004",7,517,209,96,2,5,"16,560",228,"1,037","6,702",92,420,0,2,16,26,22,15,16,6,0,0,0,0,0,0,0
240322310,24,3,22,310,2422310,SAINT-NAZAIRE-DE-DORCHESTER,26,"6,060","2,452",26,"5,959","2,412",2,101,41,24,0,2,"5,568",0,492,"2,253",0,199,0,0,4,2,6,4,6,2,2,0,0,0,0,0,0
240322340,24,3,22,340,2422340,SAINT-MALACHIE,75,"11,596","4,693",73,"10,991","4,448",10,605,245,65,2,8,"9,135",114,"2,347","3,697",46,950,3,4,6,29,10,9,10,4,0,0,0,0,0,0,0
240322370,24,3,22,370,2422370,SAINT-EDOUARD-DE-FRAMPTON,113,"19,319","7,818",112,"18,954","7,670",5,366,148,108,1,4,"18,354",220,746,"7,428",89,302,2,1,13,26,21,28,20,2,0,0,0,0,0,0,0
240322390,24,3,22,390,2422390,SAINTE-MARGUERITE,101,"15,644","6,331",99,"15,092","6,108",11,553,224,90,2,9,"13,463",2,"2,180","5,448",1,882,2,5,9,24,26,18,17,0,0,0,0,0,0,0,0
240322410,24,3,22,410,2422410,SAINTE-CLAIRE,112,"15,561","6,297",110,"14,801","5,990",15,759,307,97,2,13,"13,156",88,"2,316","5,324",36,937,2,5,16,35,23,18,12,0,1,0,0,0,0,0,0
240322450,24,3,22,450,2422450,SAINTE-HENEDINE,103,"11,225","4,543",101,"10,610","4,294",16,616,249,87,2,14,"9,080",143,"2,003","3,675",58,811,2,7,23,39,11,16,4,1,0,0,0,0,0,0,0
240322530,24,3,22,530,2422530,SAINT-ANSELME,112,"15,280","6,184",112,"14,030","5,678",25,"1,244",503,87,0,25,"9,823",0,"5,451","3,975",0,"2,206",3,2,20,39,16,17,12,3,0,0,0,0,0,0,0
240322610,24,3,22,610,2422610,SAINT-ISIDORE,164,"19,607","7,935",159,"17,608","7,126",28,"1,996",808,136,5,23,"14,184",317,"5,103","5,740",128,"2,065",6,11,22,64,21,27,13,0,0,0,0,0,0,0,0
240322690,24,3,22,690,2422690,TASCHEREAU-FORTIER,26,"4,055","1,641",26,"3,456","1,399",6,600,243,20,0,6,"2,409",0,"1,647",975,0,667,1,1,3,7,3,6,4,1,0,0,0,0,0,0,0
240322780,24,3,22,780,2422780,SAINT-BERNARD,169,"20,924","8,468",168,"19,623","7,941",19,"1,300",526,150,1,18,"16,935",17,"3,971","6,853",7,"1,607",2,14,28,65,30,15,11,3,1,0,0,0,0,0,0
240323000,24,3,23,0,2423000,BEAUCE,"2,055","345,712","139,905","2,018","330,983","133,944",223,"14,727","5,960","1,832",37,186,"293,497","3,491","48,722","118,774","1,413","19,717",30,53,305,464,385,351,380,69,17,1,0,0,0,0,0
240323110,24,3,23,110,2423110,SAINTE-AURELIE,21,"3,081","1,247",21,"2,985","1,208",3,96,39,18,0,3,"2,183",0,898,883,0,363,0,1,7,3,3,2,5,0,0,0,0,0,0,0,0
240323130,24,3,23,130,2423130,SAINT-ZACHARIE,88,"10,780","4,363",76,"9,355","3,786",20,"1,425",577,68,12,8,"7,877",773,"2,130","3,188",313,862,0,2,30,28,9,9,7,3,0,0,0,0,0,0,0
240323170,24,3,23,170,2423170,SAINT-COME-DE-KENNEBEC,75,"13,858","5,608",74,"13,142","5,318",10,716,290,65,1,9,"11,234",116,"2,508","4,546",47,"1,015",0,1,7,21,11,15,17,3,0,0,0,0,0,0,0
240323180,24,3,23,180,2423180,SAINT-THEOPHILE,40,"7,321","2,963",38,"7,224","2,923",3,97,39,37,2,1,"7,044",82,195,"2,851",33,79,0,1,5,12,3,5,12,2,0,0,0,0,0,0,0
240323220,24,3,23,220,2423220,SAINT-MARTIN,59,"14,349","5,807",58,"13,784","5,578",3,565,229,56,1,2,"13,264",305,780,"5,368",123,316,0,1,8,8,4,10,17,10,1,0,0,0,0,0,0
240323240,24,3,23,240,2423240,SAINT-HONORE,137,"25,169","10,186",135,"24,345","9,852",12,825,334,125,2,10,"21,417",199,"3,554","8,667",81,"1,438",4,1,16,29,26,28,26,3,4,0,0,0,0,0,0
240323270,24,3,23,270,2423270,SAINT-EPHREM-DE-BEAUCE,140,"26,985","10,920",139,"25,499","10,319",11,"1,487",602,129,1,10,"23,220",604,"3,162","9,397",244,"1,280",2,4,15,24,26,26,32,7,4,0,0,0,0,0,0
240323290,24,3,23,290,2423290,SAINT-BENOIT-LABRE,84,"10,832","4,384",83,"10,547","4,268",4,286,116,80,1,3,"10,022",106,705,"4,056",43,285,1,3,21,23,18,6,10,2,0,0,0,0,0,0,0
240323300,24,3,23,300,2423300,SAINT-JEAN-DE-LA-LANDE,54,"7,400","2,995",54,"7,228","2,925",4,171,69,50,0,4,"6,548",0,851,"2,650",0,344,1,3,13,12,8,11,4,2,0,0,0,0,0,0,0
240323320,24,3,23,320,2423320,AUBERT-GALLION,37,"5,964","2,414",37,"5,588","2,261",6,376,152,31,0,6,"4,262",0,"1,702","1,725",0,689,0,1,7,10,8,3,6,1,1,0,0,0,0,0,0
240323340,24,3,23,340,2423340,SAINT-GEORGES-EST,46,"7,983","3,231",44,"7,634","3,089",6,349,141,40,2,4,"7,064",123,796,"2,859",50,322,0,0,9,8,10,7,11,1,0,0,0,0,0,0,0
240323350,24,3,23,350,2423350,SAINT-PHILIBERT,32,"4,891","1,979",31,"4,606","1,864",4,285,115,28,1,3,"3,936",142,813,"1,593",57,329,0,0,6,11,5,4,4,2,0,0,0,0,0,0,0
240323360,24,3,23,360,2423360,SAINT-SIMON-LES-MINES,19,"3,998","1,618",17,"3,588","1,452",6,410,166,13,2,4,"2,340",105,"1,553",947,42,628,0,0,3,3,3,2,5,3,0,0,0,0,0,0,0
240323390,24,3,23,390,2423390,SAINT-FRANCOIS-DE-BEAUCE,34,"6,547","2,649",34,"6,007","2,431",6,540,219,28,0,6,"4,561",0,"1,986","1,846",0,804,1,0,3,8,6,7,6,3,0,0,0,0,0,0,0
240323400,24,3,23,400,2423400,SAINT-FRANCOIS-OUEST,66,"9,806","3,968",66,"9,476","3,835",11,331,134,55,0,11,"7,807",0,"2,000","3,159",0,809,0,0,13,20,11,12,9,1,0,0,0,0,0,0,0
240323410,24,3,23,410,2423410,SAINT-ALFRED,33,"5,635","2,280",33,"5,530","2,238",2,105,42,31,0,2,"5,089",0,546,"2,059",0,221,0,0,6,7,8,6,5,0,1,0,0,0,0,0,0
240323430,24,3,23,430,2423430,SAINT-VICTOR-DE-TRING,143,"21,451","8,681",142,"21,162","8,564",6,288,117,137,1,5,"20,269",9,"1,172","8,203",4,474,1,5,26,26,34,31,17,2,1,0,0,0,0,0,0
240323440,24,3,23,440,2423440,SAINTE-CLOTHILDE,59,"10,576","4,280",58,"10,012","4,052",8,564,228,51,1,7,"8,658",125,"1,793","3,504",51,726,0,1,6,17,8,11,14,2,0,0,0,0,0,0,0
240323500,24,3,23,500,2423500,SACRE-COEUR-DE-JESUS,84,"16,833","6,812",83,"16,525","6,687",5,308,125,79,1,4,"15,499",16,"1,318","6,272",6,533,1,1,4,21,10,20,23,3,0,1,0,0,0,0,0
240323520,24,3,23,520,2423520,SAINT-JULES,62,"9,289","3,759",62,"9,110","3,687",4,179,72,58,0,4,"8,305",0,984,"3,361",0,398,0,2,8,16,15,11,10,0,0,0,0,0,0,0,0
240323550,24,3,23,550,2423550,SAINT-FREDERIC,99,"14,774","5,979",97,"13,554","5,485",13,"1,217",493,86,2,11,"11,878",212,"2,681","4,807",86,"1,085",1,1,14,25,29,15,12,2,0,0,0,0,0,0,0
240323560,24,3,23,560,2423560,SAINT-JOSEPH-DES-ERABLES,61,"12,367","5,005",60,"12,017","4,863",9,351,142,52,1,8,"10,412",2,"1,954","4,214",1,791,1,1,0,9,17,16,15,2,0,0,0,0,0,0,0
240323600,24,3,23,600,2423600,SAINT-JOSEPH-DE-BEAUCE,97,"18,532","7,500",95,"17,986","7,279",13,546,221,84,2,11,"15,841",116,"2,575","6,411",47,"1,042",2,0,8,18,22,21,21,4,1,0,0,0,0,0,0
240323640,24,3,23,640,2423640,SAINTS-ANGES,77,"10,646","4,308",74,"9,966","4,033",14,680,275,63,3,11,"8,067",331,"2,248","3,265",134,910,5,4,21,6,10,18,13,0,0,0,0,0,0,0,0
240323680,24,3,23,680,2423680,SAINTE-MARIE,164,"24,711","10,000",163,"23,356","9,452",22,"1,353",548,142,1,21,"19,810",125,"4,774","8,017",51,"1,932",4,6,25,41,36,21,28,2,1,0,0,0,0,0,0
240323720,24,3,23,720,2423720,SAINT-ELZEAR-DE-BEAUCE,118,"17,223","6,970",118,"16,608","6,721",11,615,249,107,0,11,"14,403",0,"2,820","5,829",0,"1,141",5,12,13,25,21,17,23,2,0,0,0,0,0,0,0
240323740,24,3,23,740,2423740,SAINT-SEVERIN,38,"6,168","2,496",38,"5,932","2,401",3,236,96,35,0,3,"5,457",0,711,"2,208",0,288,1,1,1,14,8,5,8,0,0,0,0,0,0,0,0
240323780,24,3,23,780,2423780,SAINT-PIERRE-DE-BROUGHTON,88,"18,543","7,504",88,"18,217","7,372",4,326,132,84,0,4,"17,030",0,"1,513","6,892",0,612,0,1,10,19,16,12,20,7,3,0,0,0,0,0,0
240324000,24,3,24,0,2424000,FRONTENAC,881,"207,066","83,797",855,"197,532","79,938",99,"9,531","3,857",782,26,73,"180,382","3,291","23,390","72,998","1,332","9,466",7,11,97,133,121,132,260,88,25,5,1,0,1,0,0
240324110,24,3,24,110,2424110,SAINT-ROBERT-BELLARMIN,18,"3,429","1,388",13,"2,605","1,054",6,823,333,12,5,1,"2,521",803,104,"1,020",325,42,0,0,0,6,5,3,3,1,0,0,0,0,0,0,0
240324140,24,3,24,140,2424140,SAINT-GEDEON,38,"8,145","3,296",37,"7,743","3,133",5,402,163,33,1,4,"6,732",39,"1,374","2,724",16,556,1,1,6,3,5,8,10,3,1,0,0,0,0,0,0
240324170,24,3,24,170,2424170,RISBOROUGH ET PARTIE-DE-MARLOW,55,"14,156","5,729",50,"13,386","5,417",7,770,312,48,5,2,"12,742",659,755,"5,157",267,306,1,0,3,8,5,9,21,6,2,0,0,0,0,0,0
240324190,24,3,24,190,2424190,AUDET,52,"11,315","4,579",52,"11,032","4,464",3,283,115,49,0,3,"10,104",0,"1,211","4,089",0,490,0,0,6,9,11,9,9,7,1,0,0,0,0,0,0
240324210,24,3,24,210,2424210,FRONTENAC,55,"12,114","4,902",55,"11,384","4,607",8,729,295,47,0,8,"9,650",0,"2,463","3,905",0,997,1,0,4,16,7,6,12,6,3,0,0,0,0,0,0
240324230,24,3,24,230,2424230,SAINT-AUGUSTIN-DE-WOBURN,14,"4,003","1,620",14,"3,538","1,432",3,465,188,11,0,3,"2,966",0,"1,037","1,200",0,420,0,0,1,0,1,0,11,1,0,0,0,0,0,0,0
240324240,24,3,24,240,2424240,NOTRE-DAME-DES-BOIS,11,"3,172","1,284",10,"3,102","1,255",1,70,28,10,1,0,"3,102",70,0,"1,255",28,0,0,0,0,2,1,2,3,2,1,0,0,0,0,0,0
240324260,24,3,24,260,2424260,PIOPOLIS,20,"4,445","1,799",19,"4,324","1,750",2,121,49,18,1,1,"3,951",40,454,"1,599",16,184,0,1,3,4,1,4,3,3,1,0,0,0,0,0,0
240324300,24,3,24,300,2424300,MILAN,15,"3,144","1,272",15,"3,124","1,264",1,20,8,14,0,1,"3,024",0,120,"1,224",0,49,0,1,2,1,5,1,2,3,0,0,0,0,0,0,0
240324320,24,3,24,320,2424320,NANTES,33,"8,870","3,590",32,"8,408","3,403",5,462,187,28,1,4,"7,582",200,"1,088","3,068",81,440,0,1,3,5,5,2,9,4,3,1,0,0,0,0,0
240324340,24,3,24,340,2424340,SAINTE-CECILE-DE-WHITTON,27,"10,135","4,101",27,"10,133","4,101",1,2,1,26,0,1,"10,112",0,23,"4,092",0,9,0,0,2,5,0,2,6,6,5,1,0,0,0,0,0
240324360,24,3,24,360,2424360,LAC-DROLET,51,"13,080","5,293",50,"12,837","5,195",3,243,98,48,1,2,"12,637",84,359,"5,114",34,145,0,2,1,6,8,8,21,3,1,0,1,0,0,0,0
240324380,24,3,24,380,2424380,"GAYHURST, PARTIE SUD-EST",27,"7,411","2,999",27,"6,370","2,578",8,"1,040",421,19,0,8,"4,192",0,"3,218","1,696",0,"1,302",1,1,2,2,1,2,12,6,0,0,0,0,0,0,0
240324390,24,3,24,390,2424390,SAINT-HILAIRE-DE-DORSET,27,"5,820","2,355",27,"5,762","2,332",2,58,23,25,0,2,"5,172",0,648,"2,093",0,262,0,0,6,1,3,6,9,2,0,0,0,0,0,0,0
240324410,24,3,24,410,2424410,SAINT-SEBASTIEN,65,"14,281","5,779",64,"14,063","5,691",3,218,88,62,1,2,"13,484",31,766,"5,457",13,310,1,0,10,11,8,7,21,5,2,0,0,0,0,0,0
240324420,24,3,24,420,2424420,SAINT-ROMAIN,31,"7,273","2,943",30,"7,100","2,873",4,173,70,27,1,3,"6,344",5,924,"2,567",2,374,0,1,3,4,4,6,9,3,1,0,0,0,0,0,0
240324450,24,3,24,450,2424450,STORNOWAY,34,"7,880","3,189",32,"7,794","3,154",2,86,35,32,2,0,"7,794",86,0,"3,154",35,0,1,0,4,3,6,5,10,5,0,0,0,0,0,0,0
240324500,24,3,24,500,2424500,LAMBTON,87,"18,727","7,579",86,"17,704","7,165",9,"1,023",414,78,1,8,"15,872",60,"2,795","6,423",24,"1,131",0,0,12,12,15,11,30,6,1,0,0,0,0,0,0
240324580,24,3,24,580,2424580,COURCELLES,48,"12,856","5,203",46,"12,517","5,065",6,339,137,42,2,4,"11,694",48,"1,114","4,732",19,451,0,0,7,9,1,5,17,6,2,1,0,0,0,0,0
240324650,24,3,24,650,2424650,LA GUADELOUPE,25,"4,308","1,743",25,"4,133","1,673",2,175,71,23,0,2,"3,303",0,"1,005","1,337",0,407,0,0,8,3,3,6,4,0,0,1,0,0,0,0,0
240324700,24,3,24,700,2424700,SAINT-EVARISTE-DE-FORSYTH,62,"14,978","6,061",59,"13,670","5,532",12,"1,308",529,50,3,9,"11,744",726,"2,508","4,753",294,"1,015",0,2,6,6,7,12,20,7,1,1,0,0,0,0,0
240324770,24,3,24,770,2424770,SAINT-METHODE-DE-FRONTENAC,86,"17,524","7,092",85,"16,803","6,800",6,721,292,80,1,5,"15,660",440,"1,424","6,337",178,576,1,1,8,17,19,18,18,3,0,0,0,0,1,0,0
240327000,24,3,27,0,2427000,MEGANTIC,"1,188","261,366","105,771","1,171","248,729","100,657",124,"12,639","5,115","1,064",17,107,"220,156","2,025","39,187","89,094",819,"15,858",8,22,147,211,161,208,289,96,31,10,4,1,0,0,0
240327130,24,3,27,130,2427130,"SACRE-COEUR-DE-MARIE, PARTIE SUD",63,"11,455","4,636",63,"11,355","4,595",1,100,40,62,0,1,"11,075",0,380,"4,482",0,154,0,0,7,18,12,11,13,1,1,0,0,0,0,0,0
240327150,24,3,27,150,2427150,ROBERTSONVILLE,16,"1,823",738,16,"1,823",738,0,0,0,16,0,0,"1,823",0,0,738,0,0,0,2,2,8,1,0,3,0,0,0,0,0,0,0,0
240327170,24,3,27,170,2427170,SAINT-ANTOINE-DE-PONTBRIAND,35,"5,951","2,408",35,"5,951","2,408",0,0,0,35,0,0,"5,951",0,0,"2,408",0,0,0,1,8,6,5,7,6,1,1,0,0,0,0,0,0
240327190,24,3,27,190,2427190,"THETFORD, PARTIE SUD",26,"2,974","1,204",25,"2,593","1,049",4,381,154,22,1,3,"2,362",40,572,956,16,231,1,0,9,7,3,4,2,0,0,0,0,0,0,0,0
240327210,24,3,27,210,2427210,SAINT-JOSEPH-DE-COLERAINE,10,"2,005",811,10,"1,625",658,1,380,154,9,0,1,"1,045",0,960,423,0,388,0,0,2,5,1,0,1,0,0,1,0,0,0,0,0
240327220,24,3,27,220,2427220,BLACK LAKE,23,"3,512","1,421",22,"3,222","1,304",4,290,117,19,1,3,"2,744",160,608,"1,110",65,246,1,0,1,8,5,5,3,0,0,0,0,0,0,0,0
240327280,24,3,27,280,2427280,"IRELAND, PARTIE NORD",35,"7,599","3,075",35,"7,479","3,027",2,120,49,33,0,2,"7,223",0,376,"2,923",0,152,0,0,3,8,5,7,8,2,2,0,0,0,0,0,0
240327290,24,3,27,290,2427290,IRELAND,70,"13,703","5,545",70,"13,703","5,545",0,0,0,70,0,0,"13,703",0,0,"5,545",0,0,0,2,7,14,14,11,15,7,0,0,0,0,0,0,0
240327310,24,3,27,310,2427310,"HALIFAX-SUD, PARTIE SUD-OUEST",31,"8,321","3,367",31,"8,156","3,301",2,165,67,29,0,2,"7,575",0,746,"3,065",0,302,0,1,2,2,5,4,11,5,0,1,0,0,0,0,0
240327350,24,3,27,350,2427350,HALIFAX-SUD,82,"14,934","6,044",80,"14,309","5,791",6,625,253,76,2,4,"13,942",180,812,"5,642",73,329,1,1,12,23,14,8,16,4,3,0,0,0,0,0,0
240327360,24,3,27,360,2427360,HALIFAX-NORD,90,"16,247","6,575",85,"14,720","5,957",10,"1,527",618,80,5,5,"13,878",732,"1,637","5,616",296,662,0,4,13,15,13,19,21,5,0,0,0,0,0,0,0
240327390,24,3,27,390,2427390,SAINT-PIERRE-BAPTISTE,83,"15,252","6,172",82,"14,603","5,910",6,650,263,77,1,5,"13,606",245,"1,402","5,506",99,567,0,3,19,9,9,19,17,7,0,0,0,0,0,0,0
240327400,24,3,27,400,2427400,SAINT-JEAN-DE-BREBEUF,55,"16,048","6,494",54,"14,927","6,041",8,"1,121",454,47,1,7,"12,163",101,"3,784","4,922",41,"1,531",0,0,2,7,4,14,16,7,4,1,0,0,0,0,0
240327420,24,3,27,420,2427420,LEEDS,46,"9,858","3,989",46,"9,359","3,787",5,499,202,41,0,5,"7,883",0,"1,975","3,190",0,799,0,1,7,12,2,6,11,5,1,1,0,0,0,0,0
240327450,24,3,27,450,2427450,INVERNESS,107,"28,235","11,426",105,"26,552","10,745",15,"1,683",681,92,2,13,"23,641",180,"4,414","9,567",73,"1,786",0,1,8,22,13,13,27,17,4,1,1,0,0,0,0
240327470,24,3,27,470,2427470,SAINT-JACQUES-DE-LEEDS,68,"17,247","6,980",68,"16,185","6,550",11,"1,062",430,57,0,11,"13,164",0,"4,083","5,327",0,"1,652",0,1,7,7,8,15,19,7,3,1,0,0,0,0,0
240327490,24,3,27,490,2427490,NELSON,35,"8,472","3,428",34,"7,718","3,123",7,754,305,28,1,6,"6,204",280,"1,988","2,511",113,805,0,1,1,7,4,5,12,5,0,0,0,0,0,0,0
240327510,24,3,27,510,2427510,LYSTER,77,"25,382","10,272",76,"23,845","9,650",14,"1,537",622,63,1,13,"18,286",61,"7,035","7,400",25,"2,847",1,1,4,5,7,13,29,7,6,1,2,1,0,0,0
