AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NELECTY,ELECTY,NFUEL,FUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NFEEDPD,FEEDPD,NREPBLDG,REPBLDG,NVFTPRD,VFTPRD,NMAPLET,MAPLET,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALES95
240213500,24,2,13,500,2413500,TOURVILLE,14,2,9,1,4,1,5,..,..,4,353,..,..,2,x,4,"1,295",6,"3,650",5,"3,500",0,0,1,x,0,0,3,x,2,x,5,"2,617",5,"8,279",11,"26,800",9,3,1,1,0,0,0,0,"41,268"
240213580,24,2,13,580,2413580,SAINT-DAMASE-DE-L'ISLET,42,16,563,9,356,8,207,..,..,5,"5,082",..,..,16,"121,561",31,"36,307",35,"64,991",26,"29,284",5,"8,258",7,"5,059",2,x,8,x,23,"1,130,693",26,"45,715",17,"51,016",24,"46,270",15,6,3,9,1,1,4,3,"1,788,650"
240213620,24,2,13,620,2413620,SAINTE-LOUISE,48,17,729,9,486,11,243,..,..,11,"7,535",..,..,17,"102,597",43,"37,112",44,"62,948",41,"90,363",12,"10,399",31,"55,179",18,"8,700",34,"34,018",35,"394,974",33,"31,930",17,"41,480",26,"59,050",11,4,8,7,5,9,4,0,"1,506,117"
240213640,24,2,13,640,2413640,SAINT-ROCH-DES-AULNETS,49,21,736,3,333,18,403,..,..,12,"8,397",..,..,21,"145,185",43,"90,647",45,"74,010",45,"89,164",18,"10,801",38,"89,149",32,"26,144",39,"55,545",36,"574,620",39,"79,299",11,"24,184",8,"14,150",9,5,2,5,13,11,4,0,"2,000,788"
240213660,24,2,13,660,2413660,SAINT-JEAN-PORT-JOLI,79,36,714,11,301,27,413,..,..,19,"14,472",..,..,36,"118,634",73,"45,628",74,"100,532",73,"110,599",26,"26,979",56,"101,808",35,"9,286",61,"44,782",63,"448,319",66,"88,381",24,"58,989",35,"83,195",12,9,9,17,20,11,1,0,"1,919,454"
240213680,24,2,13,680,2413680,SAINT-AUBERT,76,26,713,10,455,17,258,..,..,12,"6,178",..,..,26,"106,795",53,"39,777",62,"68,457",52,"75,921",15,"17,883",29,"28,103",20,"5,332",31,"18,995",39,"746,566",52,"71,344",38,"74,183",65,"153,612",15,13,13,19,8,3,4,1,"1,742,709"
240213700,24,2,13,700,2413700,SAINT-EUGENE,44,18,329,6,159,12,170,..,..,7,"3,455",..,..,18,"54,649",29,"16,644",33,"26,253",27,"26,421",9,"6,878",24,"21,656",16,"10,967",22,"15,175",25,"159,339",22,"18,465",15,"11,727",27,"47,441",19,6,5,7,3,3,1,0,"640,983"
240213780,24,2,13,780,2413780,N.-D.-DE-BON-SECOURS-DE-L'ISLET,78,32,"1,133",9,470,27,663,..,..,22,"14,591",..,..,32,"168,469",69,"50,694",72,"100,704",70,"127,059",22,"43,446",49,"83,172",28,"5,819",54,"65,548",61,"756,199",66,"88,210",18,"43,648",29,"44,950",13,11,6,18,16,9,5,0,"2,414,972"
240214000,24,2,14,0,2414000,MONTMAGNY,488,182,"5,546",59,"3,284",138,"2,262",..,..,128,"116,497",..,..,182,"868,482",408,"414,816",421,"581,582",406,"728,994",166,"221,725",287,"786,036",190,"86,063",322,"312,009",365,"6,531,104",374,"542,307",151,"362,831",155,"292,138",127,47,45,78,76,84,24,7,"16,926,917"
240214170,24,2,14,170,2414170,SAINT-JUSTE-DE-BRETENIERES,15,2,14,1,8,1,6,..,..,3,x,..,..,2,x,9,"4,140",12,"9,460",12,"16,582",1,x,4,x,0,0,8,"1,886",7,"35,348",10,"3,558",6,"11,376",3,"2,000",9,2,0,3,0,1,0,0,"106,371"
240214240,24,2,14,240,2414240,SAINT-FABIEN-DE-PANET,12,3,68,1,7,2,61,..,..,3,x,..,..,3,"12,397",10,"5,290",10,"10,512",10,"10,314",1,x,6,"10,179",4,x,5,"3,480",9,"45,938",10,"7,694",4,x,3,"5,800",4,0,3,4,1,0,0,0,"146,409"
240214280,24,2,14,280,2414280,SAINTE-LUCIE-DE-BEAUREGARD,19,7,270,3,122,5,148,..,..,6,x,..,..,7,"49,580",9,"6,698",10,"15,728",10,"20,763",1,x,6,"18,666",3,x,5,"2,498",5,"70,455",7,"6,068",8,"25,350",16,"50,500",9,2,2,3,2,1,0,0,"208,452"
240214320,24,2,14,320,2414320,SAINTE-APOLLINE-DE-PATTON,24,1,52,1,52,0,0,..,..,4,"2,154",..,..,1,x,14,"5,645",15,"13,475",10,"7,675",1,x,5,"3,160",0,0,6,"4,245",12,"19,250",11,"17,640",11,"33,317",14,"41,237",15,4,3,2,0,0,0,0,"93,709"
240214380,24,2,14,380,2414380,MONTMINY,31,10,358,3,259,8,99,..,..,2,x,..,..,10,"69,914",26,"14,748",27,"32,905",27,"31,119",11,"7,944",19,"90,119",6,"1,675",20,"9,150",25,"250,105",27,"33,085",11,"38,509",7,"14,549",8,3,6,7,4,3,0,0,"486,742"
240214440,24,2,14,440,2414440,STE-EUPHEMIE-SUR-RIVIERE-DU-SUD,10,2,26,0,0,2,26,..,..,1,x,..,..,2,x,9,"3,614",10,"5,540",7,"8,250",1,x,2,x,2,x,6,"1,590",10,"31,371",4,"2,407",3,x,1,x,7,0,1,1,0,1,0,0,"94,974"
240214480,24,2,14,480,2414480,NOTRE-DAME-DU-ROSAIRE,17,1,28,0,0,1,28,..,..,0,0,..,..,1,x,11,"2,788",16,"10,161",14,"13,984",1,x,1,x,2,x,3,560,8,"8,798",12,"14,696",13,"52,022",11,"32,400",3,10,1,3,0,0,0,0,"90,040"
240214510,24,2,14,510,2414510,CAP-SAINT-IGNACE,86,34,"1,448",15,"1,011",22,437,..,..,19,"9,264",..,..,34,"265,142",68,"108,642",69,"153,525",69,"153,894",31,"56,950",50,"89,046",37,"40,795",57,"72,697",64,"1,798,058",60,"106,439",31,"54,821",33,"51,125",25,7,7,11,19,11,4,2,"3,611,089"
240214550,24,2,14,550,2414550,MONTMAGNY,88,33,"1,101",13,789,25,312,..,..,33,"30,096",..,..,33,"150,547",79,"73,137",82,"78,501",77,"101,075",36,"52,546",57,"121,952",43,"10,046",67,"56,268",72,"783,503",70,"63,049",28,"37,202",22,"20,315",20,8,13,16,10,16,4,1,"2,991,355"
240214600,24,2,14,600,2414600,ST-PIERRE-DE-LA-RIVIERE-DU-SUD,51,22,592,4,284,19,308,..,..,21,"21,887",..,..,22,"77,020",46,"50,857",48,"75,824",44,"95,028",24,"24,390",34,"79,964",25,"7,590",37,"43,287",39,"1,049,132",44,"63,364",14,"46,397",12,"23,725",11,1,1,7,11,13,7,0,"2,494,184"
240214650,24,2,14,650,2414650,ST-FRANCOIS-DE-SALES (SUD),96,46,"1,139",16,700,34,439,..,..,26,"40,591",..,..,46,"148,416",91,"119,153",86,"141,491",90,"222,601",43,"49,225",76,"321,728",47,"19,785",78,"95,805",82,"2,257,960",83,"174,539",18,"29,004",28,"45,327",5,10,4,11,18,35,9,4,"5,818,182"
240214700,24,2,14,700,2414700,BERTHIER-SUR-MER,25,9,185,2,52,7,133,..,..,7,"3,150",..,..,9,"26,672",22,"12,328",23,"18,683",22,"24,800",12,"10,430",13,"16,956",11,"1,564",16,"9,608",18,"115,695",22,"29,453",4,"4,070",4,x,10,0,4,4,4,3,0,0,"402,420"
240214790,24,2,14,790,2414790,ST-ANTOINE-DE-L'ISLE-AUX-GRUES,14,12,265,0,0,12,265,..,..,3,x,..,..,12,"42,725",14,"7,776",13,"15,777",14,"22,909",3,"5,310",14,"27,572",10,"1,126",14,"10,935",14,"65,491",14,"20,315",0,0,1,x,1,0,0,6,7,0,0,0,"382,990"
240215000,24,2,15,0,2415000,BELLECHASSE,987,383,"10,051",133,"5,850",267,"4,201",..,..,197,"151,660",..,..,383,"1,862,674",861,"998,237",870,"1,196,396",822,"1,374,899",288,"271,023",610,"1,186,730",351,"167,081",667,"726,230",759,"19,616,235",789,"1,090,795",374,"832,123",422,"683,645",157,93,94,165,230,174,63,11,"44,648,193"
240215120,24,2,15,120,2415120,SAINT-CAMILLE-DE-LELLIS,31,12,323,5,242,7,81,..,..,7,"2,354",..,..,12,"58,784",27,"17,954",30,"32,433",27,"41,509",9,"9,536",21,"18,577",11,"1,437",23,"17,560",25,"321,019",26,"28,290",25,"81,542",11,"19,950",4,6,4,6,7,3,1,0,"837,201"
240215160,24,2,15,160,2415160,SAINTE-SABINE,10,7,90,3,40,4,50,..,..,5,"1,345",..,..,7,"14,899",9,"6,979",8,"8,207",8,"19,746",3,923,7,"21,533",2,x,7,"4,389",8,"104,988",7,"7,455",7,"22,243",4,"2,947",1,1,1,0,3,3,1,0,"399,652"
240215200,24,2,15,200,2415200,SAINT-MAGLOIRE-DE-BELLECHASSE,22,11,125,2,50,9,75,..,..,6,"2,308",..,..,11,"21,593",19,"13,840",19,"18,346",16,"20,456",6,"3,408",11,"17,438",6,667,13,"5,890",17,"127,490",19,"22,708",16,"51,892",2,x,1,3,3,6,7,2,0,0,"470,601"
240215240,24,2,15,240,2415240,SAINT-PHILEMON,25,13,712,6,630,9,82,..,..,5,871,..,..,13,"139,692",19,"24,669",21,"37,985",19,"33,433",8,"18,879",7,"12,513",6,"1,500",11,"4,726",15,"468,970",17,"22,406",14,"42,768",12,"44,100",3,5,5,6,1,2,3,0,"952,177"
240215280,24,2,15,280,2415280,N.-D.-AUXILIATRICE-DE-BUCKLAND,42,6,46,1,12,5,34,..,..,7,"2,325",..,..,6,"7,325",33,"15,031",36,"25,957",34,"34,742",8,"4,842",20,"23,475",5,x,23,"8,674",25,"132,058",31,"26,592",33,"113,784",20,"37,800",12,6,5,15,4,0,0,0,"443,160"
240215310,24,2,15,310,2415310,SAINT-DAMIEN-DE-BUCKLAND,23,10,491,5,330,6,161,..,..,7,"4,563",..,..,10,"124,908",19,"14,922",20,"36,305",17,"37,584",7,"2,405",15,"32,359",9,"1,896",13,"10,648",16,"162,281",17,"19,250",15,"107,005",9,"32,950",4,4,3,5,4,2,1,0,"653,705"
240215340,24,2,15,340,2415340,SAINT-LAZARE,87,26,824,11,638,17,186,..,..,21,"13,288",..,..,26,"144,673",79,"69,806",75,"89,377",75,"98,407",25,"14,620",56,"91,456",27,"8,613",55,"31,621",73,"768,473",71,"89,704",57,"104,453",37,"45,883",17,6,9,20,25,8,2,0,"2,213,730"
240215370,24,2,15,370,2415370,HONFLEUR,90,37,"1,307",13,821,28,486,..,..,21,"14,867",..,..,37,"272,038",81,"159,248",77,"131,440",76,"170,313",38,"30,425",58,"134,938",34,"13,223",58,"65,992",70,"2,762,922",76,"123,206",30,"31,427",48,"64,830",10,2,5,13,26,21,10,3,"8,452,669"
240215400,24,2,15,400,2415400,SAINT-NEREE,44,9,269,4,86,5,183,..,..,9,"6,832",..,..,9,"44,533",38,"28,490",31,"38,491",31,"48,325",12,"16,423",20,"19,360",12,"1,872",23,"14,051",31,"251,009",32,"33,507",31,"74,813",27,"38,170",8,6,7,11,9,2,1,0,"816,382"
240215470,24,2,15,470,2415470,SAINT-CAJETAN-D'ARMAGH,62,24,557,8,280,16,277,..,..,10,"8,585",..,..,24,"84,486",51,"37,850",52,"69,434",45,"68,482",10,"24,740",20,"25,176",12,"4,344",27,"18,999",39,"713,796",38,"43,115",33,"83,169",31,"110,150",12,11,6,16,7,6,4,0,"1,471,219"
240215540,24,2,15,540,2415540,SAINT-RAPHAEL,77,14,150,3,49,11,101,..,..,4,"1,028",..,..,14,"19,606",56,"38,972",67,"60,642",63,"61,138",10,"4,849",34,"33,848",15,"4,090",47,"32,599",51,"388,881",53,"56,009",28,"45,718",46,"72,955",30,11,9,10,11,6,0,0,"1,103,869"
240215570,24,2,15,570,2415570,SAINTS-GERVAIS ET PROTAIS,143,64,"1,504",22,816,43,688,..,..,26,"24,903",..,..,64,"295,075",123,"190,893",120,"206,534",113,"214,529",39,"35,168",92,"193,184",62,"19,255",96,"82,685",116,"7,578,952",113,"183,865",24,"26,545",96,"127,960",22,7,8,13,30,38,20,5,"9,489,901"
240215630,24,2,15,630,2415630,SAINT-CHARLES-BOROME,116,62,"1,364",17,543,45,821,..,..,20,"16,483",..,..,62,"225,405",108,"132,572",110,"154,075",105,"196,631",48,"39,941",83,"168,977",61,"43,974",99,"161,048",91,"2,084,744",101,"121,080",35,"22,566",45,"54,918",14,10,12,14,35,22,8,1,"4,505,364"
240215660,24,2,15,660,2415660,LA DURANTAYE,39,19,499,5,260,16,239,..,..,5,"3,106",..,..,19,"106,359",38,"35,790",36,"34,460",33,"52,090",12,"14,771",23,"46,214",12,"5,967",30,"45,112",34,"420,789",34,"48,365",8,"3,321",14,"12,230",4,1,4,9,13,5,3,0,"1,455,092"
240215720,24,2,15,720,2415720,SAINT-VALLIER,73,32,631,11,268,22,363,..,..,15,"9,180",..,..,32,"84,165",69,"92,152",70,"100,963",65,"116,926",21,"14,184",64,"128,738",29,"10,818",59,"67,773",65,"2,036,649",67,"132,476",7,"11,360",12,"9,300",4,4,5,10,18,29,1,2,"7,287,138"
240215750,24,2,15,750,2415750,SAINT-MICHEL,64,26,601,9,296,18,305,..,..,17,"26,214",..,..,26,"102,556",60,"78,263",61,"100,508",59,"102,626",19,"20,756",49,"149,557",28,"27,241",50,"81,729",55,"969,955",55,"82,044",4,"2,302",5,"5,900",4,6,2,5,19,22,6,0,"3,041,194"
240215780,24,2,15,780,2415780,SAINT-ETIENNE-DE-BEAUMONT,39,11,558,8,489,6,69,..,..,12,"13,408",..,..,11,"116,577",32,"40,806",37,"51,239",36,"57,962",13,"15,153",30,"69,387",20,"21,249",33,"72,734",28,"323,259",32,"50,723",7,"7,215",3,x,7,4,6,6,11,3,2,0,"1,055,139"
240216000,24,2,16,0,2416000,MONTMORENCY NO. 2,293,143,"4,732",37,"1,611",112,"3,121",..,..,57,"54,970",..,..,143,"720,655",215,"133,737",253,"383,107",242,"384,115",87,"82,325",226,"586,796",225,"336,798",234,"494,628",137,"1,256,051",198,"240,588",58,"50,007",102,"105,381",58,26,40,67,69,24,7,2,"7,780,262"
240216200,24,2,16,200,2416200,"SAINT-FRANCOIS, ILE ORLEANS",54,16,458,2,111,14,347,..,..,6,"6,303",..,..,16,"65,815",34,"15,450",48,"55,648",47,"51,076",13,"7,575",42,"108,418",40,"46,325",46,"85,072",19,"139,996",28,"37,736",6,"8,150",20,"11,786",14,6,11,13,8,2,0,0,"790,049"
240216300,24,2,16,300,2416300,"SAINT-JEAN, ILE ORLEANS",48,21,368,4,139,18,229,..,..,9,"10,000",..,..,21,"55,955",44,"26,294",44,"90,251",41,"62,352",15,"15,718",41,"112,110",37,"56,798",43,"82,419",33,"283,270",43,"70,096",7,"6,150",7,"7,400",3,4,7,12,15,7,0,0,"1,319,319"
240216400,24,2,16,400,2416400,"SAINTE-FAMILLE, ILE ORLEANS",87,49,"1,257",15,442,35,815,..,..,19,"18,992",..,..,49,"182,477",57,"41,609",72,"131,610",71,"126,770",25,"19,197",66,"140,863",73,"114,956",64,"168,419",37,"590,754",55,"73,369",21,"14,845",32,"35,900",17,9,8,18,24,8,2,1,"2,652,459"
240216500,24,2,16,500,2416500,"SAINT-PIERRE, ILE ORLEANS",46,15,292,8,203,7,89,..,..,13,"6,381",..,..,15,"43,298",37,"18,466",36,"30,342",35,"41,308",14,"7,037",27,"58,518",23,"30,716",32,"53,171",22,"120,508",32,"18,229",11,"7,454",25,"21,925",17,4,6,8,8,2,1,0,"770,674"
240216600,24,2,16,600,2416600,"SAINT-LAURENT, ILE ORLEANS",58,42,"2,357",8,716,38,"1,641",..,..,10,"13,294",..,..,42,"373,110",43,"31,918",53,"75,256",48,"102,609",20,"32,798",50,"166,887",52,"88,003",49,"105,547",26,"121,523",40,"41,158",13,"13,408",18,"28,370",7,3,8,16,14,5,4,1,"2,247,761"
240217000,24,2,17,0,2417000,MONTMORENCY NO. 1,155,61,"2,540",22,"1,402",43,"1,138",..,..,38,"47,853",..,..,61,"384,488",125,"91,766",137,"169,844",127,"169,765",39,"31,454",91,"82,525",67,"28,441",105,"91,909",98,"646,340",121,"87,938",79,"156,910",60,"71,222",52,19,19,43,15,3,3,1,"2,621,472"
240217160,24,2,17,160,2417160,SAINT-FERREOL-LES-NEIGES,14,7,209,3,128,5,81,..,..,3,x,..,..,7,x,13,"6,494",12,"13,035",11,"16,936",4,"1,600",7,"6,485",2,x,11,"3,813",10,x,12,"7,285",2,x,3,"1,785",6,2,2,2,2,0,0,0,"114,246"
240217200,24,2,17,200,2417200,SAINT-JOACHIM,22,5,446,4,367,2,79,..,..,8,"9,852",..,..,5,x,12,"38,284",16,"28,330",15,"28,908",6,"15,770",7,"16,325",11,"5,795",15,"18,543",12,x,15,"14,198",3,x,7,"4,087",9,2,3,5,0,0,2,1,"894,115"
240217280,24,2,17,280,2417280,SAINTE-ANNE-DE-BEAUPRE,15,6,792,3,628,4,164,..,..,5,"3,568",..,..,6,"62,718",13,"8,613",13,"21,857",14,"19,798",4,"6,325",8,"5,075",6,"1,849",13,"7,257",11,"30,913",12,"10,972",7,"12,016",7,"9,315",5,1,2,3,3,1,0,0,"234,594"
240217320,24,2,17,320,2417320,CHATEAU-RICHER,42,19,535,5,116,15,419,..,..,6,x,..,..,19,"65,026",34,"13,910",42,"34,741",38,"34,083",8,"2,090",30,"18,176",24,"9,698",25,"17,345",23,"50,461",31,"16,904",25,"32,048",19,"22,185",14,5,8,11,3,1,0,0,"398,503"
240217400,24,2,17,400,2417400,L'ANGE-GARDIEN,30,11,272,3,89,8,183,..,..,6,"6,219",..,..,11,"40,742",25,"8,062",26,"40,790",26,"33,076",7,"1,572",22,"21,329",21,"10,552",23,"32,846",20,"52,657",25,"16,706",25,"65,337",18,"26,650",7,4,4,12,3,0,0,0,"349,629"
240217920,24,2,17,920,2417920,"MONTMORENCY 1, SAULT-AU-COCHON",32,13,286,4,74,9,212,..,..,10,"18,937",..,..,13,"49,272",28,"16,403",28,"31,091",23,"36,964",10,"4,097",17,"15,135",3,x,18,"12,105",22,"232,048",26,"21,873",17,"33,620",6,"7,200",11,5,0,10,4,1,1,0,"630,385"
240220000,24,2,20,0,2420000,QUEBEC,261,80,"4,660",38,"3,162",57,"1,498",..,..,39,"55,377",..,..,80,"1,090,277",182,"140,664",224,"348,244",186,"256,409",51,"34,033",129,"212,908",111,"81,790",160,"276,733",128,"4,266,362",160,"222,149",45,"72,872",32,"30,290",101,32,26,35,19,18,22,8,"9,961,702"
240220110,24,2,20,110,2420110,BEAUPORT,32,12,"1,571",7,952,11,619,..,..,4,"4,550",..,..,12,"404,353",16,"14,490",29,"66,781",22,"52,802",4,x,27,"61,374",26,"45,116",30,"55,939",4,x,15,"19,768",2,x,2,x,7,4,6,6,3,0,5,1,"1,393,458"
240220140,24,2,20,140,2420140,CHARLESBOURG,18,8,394,3,254,5,140,..,..,2,x,..,..,8,"108,610",9,"8,849",13,"12,180",9,"24,824",6,"7,320",9,"19,535",12,"8,625",10,"61,501",6,x,6,"12,581",3,x,2,x,4,2,3,5,1,2,1,0,"422,270"
240220230,24,2,20,230,2420230,QUEBEC,63,15,525,6,309,11,216,..,..,8,"28,666",..,..,15,"94,959",44,"28,367",50,"56,307",40,"42,431",11,"6,420",30,"26,574",32,"6,668",41,"67,451",19,"298,270",31,"26,311",3,"1,288",5,"3,400",30,8,6,8,3,5,2,1,"1,136,815"
240220400,24,2,20,400,2420400,SAINTE-FOY,83,20,575,7,292,16,283,..,..,20,"16,279",..,..,20,"97,272",61,"33,971",74,"75,506",66,"63,144",23,"12,821",48,"99,402",28,"13,974",61,"44,065",50,"226,743",64,"67,060",19,"18,580",17,"17,100",34,13,9,9,11,6,1,0,"1,205,396"
240220430,24,2,20,430,2420430,VAL-BELAIR,20,2,54,2,54,0,0,..,..,3,x,..,..,2,x,11,"2,277",18,"9,658",11,"7,715",4,"3,977",9,x,7,x,11,x,12,"18,720",9,"2,126",6,"7,121",3,"4,350",14,3,0,3,0,0,0,0,"66,565"
240220470,24,2,20,470,2420470,SAINT-GABRIEL-DE-VALCARTIER,34,18,"1,426",11,"1,292",11,134,..,..,0,0,..,..,18,"355,100",32,"48,250",31,"117,923",29,"57,357",1,x,2,x,1,x,3,x,30,"3,447,429",26,"78,717",5,"3,200",0,0,7,1,1,2,1,3,13,6,"5,540,200"
240220560,24,2,20,560,2420560,STONEHAM ET TEWKESBURY,11,5,115,2,9,3,106,..,..,2,x,..,..,5,x,9,"4,460",9,"9,889",9,"8,136",2,x,4,"4,385",5,x,4,x,7,x,9,"15,586",7,"9,474",3,x,5,1,1,2,0,2,0,0,"196,998"
240221000,24,2,21,0,2421000,LEVIS,488,181,"8,546",68,"5,907",122,"2,639",..,..,117,"104,165",..,..,181,"1,934,623",412,"612,009",438,"1,085,782",411,"820,908",181,"185,439",295,"717,829",188,"203,037",332,"520,001",353,"15,770,184",367,"625,266",100,"149,142",46,"63,240",110,50,48,65,72,93,34,16,"34,729,970"
240221140,24,2,21,140,2421140,SAINT-HENRI,160,69,"2,336",29,"1,742",44,594,..,..,38,"48,004",..,..,69,"510,325",149,"247,768",150,"279,973",146,"318,911",65,"62,152",102,"268,551",68,"75,676",119,"137,405",140,"6,306,129",131,"270,706",31,"33,642",27,"43,150",19,9,8,20,27,49,19,9,"14,438,052"
240221170,24,2,21,170,2421170,SAINT-LAMBERT-DE-LAUZON,64,21,"1,007",8,624,16,383,..,..,12,"10,160",..,..,21,"186,087",55,"81,224",55,"72,743",52,"90,481",18,"16,281",35,"80,813",17,"24,879",33,"39,140",40,"2,122,618",46,"68,715",25,"34,664",2,x,18,4,9,9,11,6,6,1,"3,088,400"
240221220,24,2,21,220,2421220,SAINT-ETIENNE,23,7,146,2,104,5,42,..,..,7,"3,838",..,..,7,x,18,"14,012",19,"14,993",17,"19,359",8,"11,982",10,"18,895",6,"1,026",15,"8,454",16,"137,038",16,"21,577",11,"20,310",0,0,8,3,2,2,5,3,0,0,"464,897"
240221300,24,2,21,300,2421300,SAINT-JEAN-CHRYSOSTOME,79,33,"3,237",10,"2,298",25,939,..,..,22,"9,729",..,..,33,"884,033",64,"158,799",68,"519,644",61,"216,153",27,"27,819",40,"136,097",28,"39,667",50,"205,098",52,"5,360,597",65,"135,463",13,"14,501",1,x,17,11,11,12,6,14,4,4,"12,151,268"
240221340,24,2,21,340,2421340,SAINT-LOUIS-DE-PINTENDRE,53,14,447,5,347,9,100,..,..,11,"14,606",..,..,14,"85,811",44,"49,390",47,"50,742",42,"49,994",19,"14,040",32,"59,298",13,"6,876",36,"28,528",39,"612,942",40,"50,276",4,x,3,x,15,8,4,9,7,7,3,0,"1,362,067"
240221380,24,2,21,380,2421380,ST-JOSEPH-DE-LA-POINTE-DE-LEVY,37,4,319,2,313,2,6,..,..,8,"4,600",..,..,4,x,29,"27,729",34,"49,951",31,"48,114",13,"11,621",18,"27,371",11,"5,104",23,"22,679",27,"822,527",24,"43,450",1,x,3,x,15,7,3,3,2,5,1,1,"1,471,056"
240221700,24,2,21,700,2421700,BERNIERES,43,17,704,7,400,10,304,..,..,14,"8,054",..,..,17,"112,657",33,"22,766",41,"54,406",37,"47,003",16,"25,439",33,"54,684",26,"22,296",32,"40,190",24,"313,475",27,"15,834",10,"40,424",7,"8,950",12,4,5,6,8,7,0,1,"1,175,550"
240221780,24,2,21,780,2421780,SAINT-NICOLAS,29,16,350,5,79,11,271,..,..,5,"5,174",..,..,16,"52,980",20,"10,321",24,"43,330",25,"30,893",15,"16,105",25,"72,120",19,"27,513",24,"38,507",15,"94,858",18,"19,245",5,"3,080",3,x,6,4,6,4,6,2,1,0,"578,680"
240228000,24,2,28,0,2428000,LOTBINIERE,"1,378",549,"15,717",189,"8,707",390,"7,010",..,..,267,"244,896",..,..,549,"2,902,430","1,224","1,543,884","1,218","1,944,586","1,148","2,249,727",510,"784,624",846,"2,129,564",559,"289,130",916,"1,041,973","1,123","29,031,142","1,121","1,739,087",446,"788,294",233,"461,192",238,100,98,212,326,282,89,33,"64,367,864"
240228130,24,2,28,130,2428130,SAINT-SYLVESTRE,102,42,"1,358",20,"1,102",23,256,..,..,17,"10,445",..,..,42,"278,959",86,"139,830",88,"154,818",86,"128,891",35,"49,235",60,"115,681",22,"16,247",46,"28,830",73,"2,814,876",83,"125,886",54,"102,856",69,"168,160",19,11,6,22,20,15,4,5,"6,158,604"
240228170,24,2,28,170,2428170,SAINTE-AGATHE,61,22,446,11,241,12,205,..,..,15,"10,313",..,..,22,"82,609",51,"51,155",50,"107,760",50,"95,365",15,"11,791",41,"130,542",25,"20,989",42,"36,409",46,"747,723",47,"76,901",41,"101,852",17,"52,385",5,2,9,15,17,8,4,1,"2,278,237"
240228210,24,2,28,210,2428210,SAINT-PATRICE-DE-BEAURIVAGE,81,34,"1,107",14,789,21,318,..,..,16,"21,375",..,..,34,"193,162",73,"167,241",71,"164,731",62,"172,056",32,"44,234",38,"99,240",30,"14,448",35,"41,912",65,"3,669,301",65,"160,984",25,"36,049",32,"68,475",6,3,4,5,17,26,16,4,"6,543,179"
240228230,24,2,28,230,2428230,SAINT-NARCISSE-DE-BEAURIVAGE,108,41,"1,212",15,943,28,269,..,..,21,"14,782",..,..,41,"238,294",106,"225,886",98,"179,516",94,"205,949",36,"58,423",48,"68,299",35,"12,408",72,"50,912",107,"8,120,722",98,"220,764",30,"26,754",8,"9,080",4,2,2,11,18,39,23,9,"11,420,400"
240228250,24,2,28,250,2428250,SAINT-GILLES,72,25,530,3,260,23,270,..,..,21,"10,517",..,..,25,"116,846",64,"74,218",66,"101,742",58,"98,077",20,"12,148",41,"105,597",23,"15,819",43,"47,833",55,"1,215,104",57,"83,383",35,"75,763",5,"4,200",14,7,4,18,10,13,5,1,"2,614,435"
240228280,24,2,28,280,2428280,SAINT-AGAPIT,73,27,762,12,515,19,247,..,..,13,"10,600",..,..,27,"112,768",70,"74,826",69,"77,209",62,"98,208",21,"29,717",43,"114,448",22,"6,288",47,"37,873",68,"1,236,169",58,"78,811",33,"41,794",2,x,9,6,2,12,22,19,2,1,"3,083,004"
240228290,24,2,28,290,2428290,SAINT-OCTAVE-DE-DOSQUET,32,9,168,4,94,7,74,..,..,9,"14,987",..,..,9,"22,990",31,"27,773",30,"45,734",29,"49,327",6,"4,336",19,"25,985",11,"3,258",19,"9,261",29,"843,947",27,"28,602",19,"49,415",2,x,8,2,1,7,11,0,1,2,"1,418,915"
240228310,24,2,28,310,2428310,VILLEROY,23,10,102,1,10,9,92,..,..,3,"1,400",..,..,10,x,20,"19,924",18,"27,032",18,"27,814",7,"15,938",14,"28,591",4,x,14,"5,225",18,"132,536",16,"14,711",10,"20,037",5,"12,600",6,3,2,2,5,5,0,0,"518,765"
240228340,24,2,28,340,2428340,VAL-ALAIN,19,5,131,4,91,1,40,..,..,4,"1,343",..,..,5,x,16,"13,761",16,"13,977",14,"15,150",5,"4,916",8,"10,664",2,x,10,"5,542",13,"85,991",13,"9,369",12,"23,642",2,x,8,2,2,2,4,1,0,0,"258,383"
240228370,24,2,28,370,2428370,SAINT-JANVIER-DE-JOLY,42,9,250,1,126,8,124,..,..,10,"9,473",..,..,9,"28,055",39,"72,895",39,"63,828",38,"71,980",14,"16,117",24,"60,828",9,"2,728",24,"35,157",36,"744,810",35,"54,692",18,"33,681",10,"8,571",11,3,3,3,12,6,4,0,"1,546,906"
