AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTFTR,TOTTFT,ETOTTFT,APPLEBR,APPLENB,NAPPLETR,APPLETA,EAPPLETA,PEARBR,PEARNB,NPEARTR,PEARTA,EPEARTA,PLUMBR,PLUMNB,NPLUMTR,PLUMTA,EPLUMTA,SWCHBR,SWCHNB,NSWCHTR,SWCHTA,ESWCHTA,SRCHBR,SRCHNB,NSRCHTR,SRCHTA,ESRCHTA,PECHBR,PECHNB,NPECHTR,PECHTA,EPECHTA,APCTBR,APCTNB,NAPCTTR,APCTTA,EAPCTTA,NTSMFRTC,TSMFRTC,ETSMFRTC,NSTWBRYC,STWBRYC,ESTWBRYC,NGRAPESC,GRAPESC,EGRAPESC,NOTHBERC,OTHBERC,EOTHBERC,NTOTVEG,TOTVEG,ETOTVEG,NASPCULT,ASPCULT,EASPCULT,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NCABAGE,CABAGE,ECABAGE,NBEANS,BEANS,EBEANS,NCARROT,CARROT,ECARROT,NGRPEAS,GRPEAS,EGRPEAS,NBEETS,BEETS,EBEETS,NCLFLWR,CLFLWR,ECLFLWR,NONIONS,ONIONS,EONIONS,NRTBAGA,RTBAGA,ERTBAGA,NLETUCE,LETUCE,ELETUCE,NBROCLI,BROCLI,EBROCLI,NTOTOVEG,TOTOVEG,ETOTOVEG,NSPROUT,SPROUT,ESPROUT,NCNTLPE,CNTLPE,ECNTLPE,NCELERY,CELERY,ECELERY,NSHALOT,SHALOT,ESHALOT,NMELONS,MELONS,EMELONS,NPARSNP,PARSNP,EPARSNP,NPEPPER,PEPPER,EPEPPER,NPUMPKN,PUMPKN,EPUMPKN,NRADISH,RADISH,RRADISH,NRHBARB,RHBARB,RRHBARB,NSPNACH,SPNACH,ESPNACH,NSQUASH,SQUASH,ESQUASH,NVEGMAR,VEGMAR,EVEGMAR,NOTHVEG,OTHVEG,EOTHVEG,NNURSERY,NURSERY,ENURSERY,NTOTGRN,TOTGRN,FTOTGRN,NMUSHRM,MUSHRM,FMUSHRM
130202000,13,2,2,0,1302000,CHARLOTTE COUNTY,114,6,35,14,"2,670","2,203",6,34,14,0,12,2,0,0,4,14,2,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,"3,719","1,505",6,11,5,0,0,0,55,"3,708","1,500",8,14,6,0,0,0,5,7,3,0,0,0,2,0,0,3,0,0,3,1,0,3,1,0,3,1,0,3,1,0,1,0,0,0,0,0,4,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"27,125","2,520",0,0,0
130202011,13,2,2,11,1302011,PENNFIELD,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,619,250,0,0,0,0,0,0,10,619,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130202021,13,2,2,21,1302021,SAINT PATRICK,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,86,35,1,0,0,0,0,0,5,86,35,2,2,1,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
130202034,13,2,2,34,1302034,SAINT STEPHEN,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,15,1,1,0,0,0,0,1,37,15,2,5,2,0,0,0,2,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
130202039,13,2,2,39,1302039,SAINT JAMES,18,2,2,1,70,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,7,1,0,0,0,0,0,2,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
130202042,13,2,2,42,1302042,SAINT DAVID,36,4,33,13,"2,600","2,200",4,33,13,0,12,2,0,0,4,14,2,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"2,465",997,2,1,0,0,0,0,26,"2,464",997,3,6,3,0,0,0,1,2,1,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130202044,13,2,2,44,1302044,DUMBARTON,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,495,200,1,10,4,0,0,0,11,485,196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130203000,13,2,3,0,1303000,SUNBURY COUNTY,120,13,64,26,"3,163",926,13,64,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,6,6,8,3,0,0,0,5,8,3,25,482,195,0,0,0,14,109,44,15,16,6,16,24,10,13,30,12,12,11,4,13,143,58,8,7,3,16,13,5,14,20,8,6,3,1,11,14,6,9,6,2,10,8,3,16,80,32,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,2,14,6,7,6,2,8,18,7,1,0,0,3,1,0,2,1,0,13,32,13,0,0,0,3,6,3,3,x,x,12,"102,560","9,528",x,x,x
130203001,13,2,3,1,1303001,BLISSVILLE,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,1,2,1,0,0,0,1,5,2,4,15,6,0,0,0,1,0,0,0,0,0,3,9,4,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,1,0,0,1,x,x,0,0,0,0,0,0
130203004,13,2,3,4,1303004,GLADSTONE,15,2,7,3,350,20,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130203008,13,2,3,8,1303008,LINCOLN,18,1,2,1,89,67,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,2,13,5,0,0,0,1,8,3,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,x,x,3,x,x,0,0,0
130203011,13,2,3,11,1303011,BURTON,25,10,56,23,"2,724",839,10,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,1,0,0,0,2,0,0,5,45,18,0,0,0,5,25,10,2,2,1,2,2,1,2,2,1,2,1,0,2,1,0,2,1,0,3,3,1,2,1,1,2,1,1,4,6,2,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
130203014,13,2,3,14,1303014,SHEFFIELD,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,187,76,0,0,0,3,13,5,4,6,3,3,3,1,3,7,3,2,1,0,2,131,53,1,0,0,3,4,2,3,5,2,0,0,0,1,1,0,1,1,0,1,1,0,3,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
130203016,13,2,3,16,1303016,MAUGERVILLE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,1,0,0,0,1,2,1,8,222,90,0,0,0,4,63,26,8,7,3,7,11,4,7,21,9,7,9,4,6,11,4,4,6,3,6,5,2,8,13,5,2,1,0,4,7,3,5,5,2,6,7,3,8,57,23,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,2,1,4,5,2,6,16,6,0,0,0,1,1,0,0,0,0,8,25,10,0,0,0,2,6,2,0,0,0,5,"10,780","1,001",x,x,x
130204000,13,2,4,0,1304000,QUEENS COUNTY,186,21,234,95,"9,104","9,400",21,231,94,21,15,3,1,1,20,8,3,1,0,0,0,0,0,0,26,16,2,1,0,0,0,0,0,0,0,0,0,0,0,44,187,76,42,169,68,0,0,0,7,18,7,37,171,69,0,0,0,19,72,29,21,36,14,10,4,2,3,9,4,15,6,2,8,3,1,12,6,2,7,2,1,0,0,0,5,2,1,8,18,7,2,1,0,1,0,0,15,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,12,9,4,0,0,0,3,3,1,3,x,x,12,"19,260","1,789",0,0,0
130204001,13,2,4,1,1304001,PETERSVILLE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130204004,13,2,4,4,1304004,GAGETOWN,13,5,143,58,"6,516","6,220",5,142,58,16,0,2,1,0,2,0,1,0,0,0,0,0,0,0,20,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,4,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130204006,13,2,4,6,1304006,HAMPSTEAD,19,5,50,20,"1,685",450,5,50,20,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,3,1,2,7,3,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
130204008,13,2,4,8,1304008,WICKHAM,21,2,6,2,400,100,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,11,4,23,9,0,0,0,1,5,2,4,56,23,0,0,0,2,19,8,4,22,9,2,2,1,1,3,1,2,2,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,3,1,0,0,0,2,x,x,0,0,0
130204011,13,2,4,11,1304011,CAMBRIDGE,46,8,34,14,500,"2,625",8,33,14,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,124,50,26,117,47,0,0,0,2,7,3,15,39,16,0,0,0,7,17,7,6,5,2,3,1,0,1,0,0,7,3,1,4,1,0,8,4,2,2,0,0,0,0,0,2,0,0,3,6,2,1,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,1,0,0,0,0,0,1,x,x,0,0,0
130204014,13,2,4,14,1304014,JOHNSTON,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
130204018,13,2,4,18,1304018,WATERBOROUGH,22,1,2,1,3,5,1,1,0,0,0,0,0,0,8,8,1,1,0,0,0,0,0,0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,8,24,10,8,22,9,0,0,0,2,2,1,9,39,16,0,0,0,4,17,7,6,6,2,2,0,0,1,6,2,4,1,0,2,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,6,2,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,2,x,x,0,0,0
130204024,13,2,4,24,1304024,CHIPMAN,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,8,3,0,0,0,0,0,0,6,20,8,0,0,0,4,7,3,4,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,2,x,x,6,"6,644",617,0,0,0
130205000,13,2,5,0,1305000,KINGS COUNTY,614,13,44,18,942,"1,934",13,43,17,4,16,3,0,0,12,11,3,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,498,202,19,43,18,0,0,0,11,455,184,55,339,137,1,1,0,23,62,25,18,6,3,21,12,5,13,86,35,18,8,3,23,14,6,20,9,4,19,17,7,12,13,5,10,3,1,17,28,12,7,2,1,9,4,2,40,74,30,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,2,1,0,5,2,1,0,0,0,7,3,1,3,2,1,32,48,19,0,0,0,7,16,7,8,42,17,20,"285,306","26,506",x,x,x
130205004,13,2,5,4,1305004,UPHAM,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130205006,13,2,5,6,1305006,HAMPTON,36,1,0,0,0,15,1,0,0,0,10,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,x,x,4,"4,920",457,0,0,0
130205008,13,2,5,8,1305008,ROTHESAY,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,x,x,1,x,x,x,x,x
130205014,13,2,5,14,1305014,KINGSTON,39,4,18,7,540,132,4,18,7,4,6,2,0,0,12,6,2,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,0,0,0,4,2,1,13,25,10,0,0,0,5,3,1,4,1,0,5,1,1,3,1,0,4,1,0,7,2,1,5,1,1,6,1,1,3,1,0,3,1,0,4,1,0,1,0,0,2,0,0,8,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,2,1,1,0,0,5,7,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
130205016,13,2,5,16,1305016,NORTON,32,1,3,1,143,71,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,2,1,1,3,3,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,x,x,0,0,0
130205018,13,2,5,18,1305018,NORTON,48,1,1,0,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,3,1,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130205021,13,2,5,21,1305021,SUSSEX,77,2,4,2,143,41,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,90,36,0,0,0,3,1,1,3,1,0,3,1,1,3,18,7,4,1,1,2,5,2,3,1,0,3,12,5,3,4,2,1,0,0,4,19,8,1,0,0,1,1,0,6,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,24,10,0,0,0,0,0,0,2,x,x,4,"20,628","1,916",0,0,0
130205024,13,2,5,24,1305024,WATERFORD,13,1,1,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130205026,13,2,5,26,1305026,CARDWELL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,2,2,1,2,0,0,2,0,0,1,1,0,1,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0
130205028,13,2,5,28,1305028,HAVELOCK,72,1,15,6,0,"1,650",1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,2,7,3,0,0,0,0,0,0,2,3,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,0,0,0
130205031,13,2,5,31,1305031,STUDHOLM,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,x,x,1,x,x,x,x,x
130205034,13,2,5,34,1305034,SPRINGFIELD,53,1,1,0,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,454,184,4,4,2,0,0,0,2,450,182,9,154,62,1,1,0,4,48,20,1,1,0,3,5,2,1,65,26,1,0,0,3,2,1,2,1,0,2,1,0,1,5,2,1,1,0,0,0,0,1,1,0,0,0,0,9,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,6,2,0,0,0,1,15,6,0,0,0,2,x,x,0,0,0
130205036,13,2,5,36,1305036,KARS,19,1,1,0,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,4,9,4,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130205038,13,2,5,38,1305038,GREENWICH,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,8,4,19,8,0,0,0,2,2,1,4,43,17,0,0,0,2,6,2,2,3,1,2,3,1,2,1,0,3,4,2,3,4,2,3,5,2,2,1,0,1,3,1,1,1,0,1,1,0,2,1,0,2,3,1,4,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
130300000,13,3,0,0,1300000,AGRICULTURAL REGION AGRICOLE 3,920,28,236,95,"7,675","8,815",27,226,91,96,12,10,4,2,12,52,4,2,1,5,4,3,0,0,137,27,2,3,1,0,1,1,0,0,0,1,1,0,0,52,"1,677",679,34,84,34,0,0,0,25,"1,592",644,82,942,381,0,0,0,37,117,47,23,13,5,28,16,7,24,100,41,30,260,105,21,53,21,20,16,7,25,11,5,15,76,31,16,4,2,24,55,22,14,25,10,9,4,2,34,191,77,8,168,68,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,4,2,8,4,1,1,0,0,2,0,0,1,0,0,14,11,4,0,0,0,6,4,2,7,x,x,26,"189,169","17,574",x,x,x
