AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTWHT,TOTWHT,ETOTWHT,NWHTWIN,WHTWIN,EWHTWIN,NWHTSPG,WHTSPG,EWHTSPG,NWHTDUR,WHTDUR,EWHTDUR,NWHTUTL,WHTUTL,EWHTUTL,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NCORNGR,CORNGR,ECORNGR,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NBUCWHT,BUCWHT,EBUCWHT,NCORNEN,CORNEN,ECORNEN,NTAMHAY,TAMHAY,ETAMHAY,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NFDOATS,FDOATS,EFDOATS,NFCROPS,FCROPS,EFCROPS,NCANOLA,CANOLA,ECANOLA,NFLAXSD,FLAXSD,EFLAXSD,NSOYBNS,SOYBNS,ESOYBNS,NSUNFLS,SUNFLS,ESUNFLS,NPOTATS,POTATS,EPOTATS,NMUSTSD,MUSTSD,EMUSTSD,NDFPEAS,DFPEAS,EDFPEAS,NTOBACO,TOBACO,ETOBACO,NTOTDRBN,TOTDRBN,ETOTDRBN,NSUGARB,SUGARB,ESUGARB,NTOOFLD,TOOFLD,ETOOFLD,NCANRSD,CANRSD,ECANRSD,NFABBNS,FABBNS,EFABBNS,NLENTIL,LENTIL,ELENTIL,NMILLET,MILLET,EMILLET,NRTCROP,RTCROP,ERTCROP,NSAFFWR,SAFFWR,ESAFFWR,NSODGRN,SODGRN,ESODGRN,NSORGHM,SORGHM,ESORGHM,NTRITIC,TRITIC,ETRITIC,NOFIELD,OFIELD,EOFIELD
240434200,24,4,34,200,2434200,SAINT-REMI-DE-TINGWICK,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,186,75,4,101,41,1,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,201,81,39,"3,897","1,577",8,145,59,38,"3,752","1,518",7,212,86,1,155,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,0,0,0,0,0,0,0,0,0,1,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434220,24,4,34,220,2434220,CHENIER,90,1,10,4,0,0,0,1,10,4,0,0,0,0,0,0,22,636,257,27,815,330,5,82,33,2,51,21,0,0,0,0,0,0,0,0,0,1,1,0,7,203,82,61,"6,544","2,648",15,611,247,59,"5,933","2,401",12,202,82,6,276,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434240,24,4,34,240,2434240,TINGWICK,33,5,38,15,0,0,0,5,38,15,0,0,0,0,0,0,13,178,72,15,247,100,4,35,14,0,0,0,1,10,4,1,10,4,0,0,0,0,0,0,3,67,27,30,"3,016","1,221",6,132,53,30,"2,884","1,167",7,58,23,4,168,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434260,24,4,34,260,2434260,SAINTE-ELISABETH-DE-WARWICK,52,6,253,102,0,0,0,6,253,102,0,0,0,0,0,0,11,213,86,25,"1,002",405,2,50,20,4,504,204,0,0,0,0,0,0,0,0,0,1,1,0,24,580,235,42,"3,964","1,604",15,605,245,36,"3,359","1,359",7,164,66,6,363,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434300,24,4,34,300,2434300,WARWICK,133,12,234,95,0,0,0,12,234,95,0,0,0,0,0,0,32,644,261,59,"1,784",722,3,47,19,4,154,62,0,0,0,0,0,0,0,0,0,0,0,0,35,812,329,112,"9,695","3,923",45,"1,637",662,106,"8,058","3,261",19,435,176,4,208,84,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,14,0,0,0,0,0,0,0,0,0,1,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434340,24,4,34,340,2434340,SAINT-CHRISTOPHE-D'ARTHABASKA,78,1,40,16,0,0,0,1,40,16,0,0,0,0,0,0,10,210,85,3,48,19,1,8,3,2,316,128,0,0,0,0,0,0,0,0,0,0,0,0,10,573,232,45,"3,873","1,567",10,424,172,43,"3,449","1,396",8,319,129,1,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434360,24,4,34,360,2434360,CHESTER-NORD,49,1,45,18,0,0,0,1,45,18,0,0,0,0,0,0,6,51,21,1,3,1,3,149,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,180,73,32,"2,503","1,013",3,67,27,32,"2,436",986,16,434,176,5,238,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434420,24,4,34,420,2434420,SAINT-NORBERT-D'ARTHABASKA,54,4,177,72,0,0,0,4,177,72,0,0,0,0,0,0,8,98,40,13,293,119,1,13,5,1,40,16,0,0,0,0,0,0,0,0,0,0,0,0,15,358,145,34,"3,119","1,262",14,505,204,33,"2,614","1,058",6,121,49,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434460,24,4,34,460,2434460,SAINTE-VICTOIRE-D'ARTHABASKA,78,2,188,76,0,0,0,2,188,76,0,0,0,0,0,0,12,259,105,16,674,273,1,70,28,4,149,60,0,0,0,0,0,0,0,0,0,0,0,0,8,184,74,44,"2,984","1,208",5,260,105,42,"2,724","1,102",8,123,50,3,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,375,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,375,152,0,0,0,0,0,0,0,0,0
240434480,24,4,34,480,2434480,PRINCEVILLE,116,11,660,267,1,10,4,10,650,263,0,0,0,0,0,0,27,610,247,42,"1,285",520,4,69,28,5,165,67,0,0,0,0,0,0,0,0,0,0,0,0,24,568,230,88,"8,364","3,385",33,"1,320",534,77,"7,044","2,851",19,322,130,9,355,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434510,24,4,34,510,2434510,SAINT-LOUIS-DE-BLANDFORD,27,2,116,47,0,0,0,2,116,47,0,0,0,0,0,0,6,107,43,3,76,31,2,22,9,1,60,24,0,0,0,0,0,0,0,0,0,0,0,0,3,98,40,14,967,391,2,49,20,14,918,372,6,143,58,3,97,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434530,24,4,34,530,2434530,SAINT-ROSAIRE,51,3,75,30,1,25,10,2,50,20,0,0,0,0,0,0,15,290,117,12,271,110,3,142,57,1,65,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"2,793","1,130",7,329,133,28,"2,464",997,9,144,58,4,231,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,15,0,0,0,0,0,0,0,0,0,2,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434600,24,4,34,600,2434600,SAINTE-ANNE-DU-SAULT,49,4,147,59,0,0,0,4,147,59,0,0,0,0,0,0,20,645,261,7,272,110,4,68,28,3,84,34,0,0,0,0,0,0,0,0,0,1,25,10,4,129,52,39,"3,665","1,483",8,342,138,35,"3,323","1,345",3,54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,6,0,0,0,0,0,0,0,0,0,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434640,24,4,34,640,2434640,SAINT-VALERE,79,10,538,218,0,0,0,10,538,218,0,0,0,0,0,0,26,680,275,26,942,381,3,290,117,8,661,267,0,0,0,0,0,0,0,0,0,1,7,3,25,629,255,56,"5,166","2,091",20,818,331,47,"4,348","1,760",20,782,316,4,168,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,18,7
240434680,24,4,34,680,2434680,SAINT-ALBERT-DE-WARWICK,55,2,90,36,0,0,0,2,90,36,0,0,0,0,0,0,8,153,62,25,"1,319",534,4,118,48,5,335,136,1,20,8,0,0,0,1,20,8,0,0,0,17,577,234,37,"3,566","1,443",10,316,128,36,"3,250","1,315",4,105,42,2,176,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434700,24,4,34,700,2434700,SAINTE-SERAPHINE,40,1,17,7,1,17,7,0,0,0,0,0,0,0,0,0,9,141,57,9,416,168,2,228,92,7,377,153,0,0,0,0,0,0,0,0,0,0,0,0,16,585,237,24,"2,257",913,7,440,178,20,"1,817",735,3,91,37,1,60,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434720,24,4,34,720,2434720,SAINT-JACQUES-DE-HORTON,24,3,87,35,0,0,0,3,87,35,0,0,0,0,0,0,4,132,53,11,626,253,2,65,26,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,8,327,132,16,"1,626",658,4,98,40,16,"1,528",618,3,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240434780,24,4,34,780,2434780,SAINTE-CLOTHILDE-DE-HORTON,53,1,10,4,0,0,0,1,10,4,0,0,0,0,0,0,25,734,297,15,651,263,5,230,93,5,189,76,0,0,0,0,0,0,0,0,0,2,40,16,12,470,190,37,"3,126","1,265",14,651,263,32,"2,475","1,002",10,298,121,3,119,48,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441000,24,4,41,0,2441000,DRUMMOND,964,39,"1,120",453,2,110,45,37,"1,010",409,0,0,0,0,0,0,304,"7,139","2,889",195,"6,729","2,723",83,"2,555","1,034",166,"8,012","3,242",1,5,2,0,0,0,1,5,2,14,276,112,263,"6,221","2,518",645,"49,392","19,988",138,"5,473","2,215",599,"43,919","17,773",119,"2,945","1,192",34,"1,443",584,0,0,0,0,0,0,0,0,0,0,0,0,18,745,301,0,0,0,0,0,0,0,0,0,1,8,3,1,2,1,8,225,91,0,0,0,1,1,0,0,0,0,5,203,82,0,0,0,0,0,0,0,0,0,2,17,7,0,0,0,1,4,2
240441160,24,4,41,160,2441160,KINGSEY FALLS,47,1,23,9,0,0,0,1,23,9,0,0,0,0,0,0,12,263,106,18,315,127,1,64,26,8,441,178,0,0,0,0,0,0,0,0,0,0,0,0,18,477,193,37,"3,031","1,227",10,473,191,33,"2,558","1,035",5,73,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441200,24,4,41,200,2441200,KINGSEY,105,6,165,67,1,30,12,5,135,55,0,0,0,0,0,0,33,868,351,16,513,208,10,325,132,14,525,212,1,5,2,0,0,0,1,5,2,0,0,0,30,812,329,79,"7,679","3,108",28,"1,332",539,70,"6,347","2,569",13,250,101,7,382,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441250,24,4,41,250,2441250,ULVERTON,22,1,106,43,0,0,0,1,106,43,0,0,0,0,0,0,5,104,42,3,230,93,1,40,16,2,503,204,0,0,0,0,0,0,0,0,0,0,0,0,7,282,114,13,"1,440",583,2,80,32,11,"1,360",550,3,67,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441300,24,4,41,300,2441300,L'AVENIR,65,1,4,2,0,0,0,1,4,2,0,0,0,0,0,0,34,"1,144",463,14,311,126,2,59,24,4,250,101,0,0,0,0,0,0,0,0,0,1,2,1,23,516,209,49,"4,117","1,666",8,373,151,45,"3,744","1,515",3,102,41,4,199,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441340,24,4,41,340,2441340,DURHAM-SUD,67,1,8,3,0,0,0,1,8,3,0,0,0,0,0,0,10,213,86,5,111,45,5,147,59,3,135,55,0,0,0,0,0,0,0,0,0,1,10,4,14,287,116,55,"4,211","1,704",2,16,6,55,"4,195","1,698",6,191,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441380,24,4,41,380,2441380,LEFEBVRE,30,4,104,42,1,80,32,3,24,10,0,0,0,0,0,0,7,105,42,8,237,96,1,5,2,9,257,104,0,0,0,0,0,0,0,0,0,0,0,0,11,238,96,20,"1,579",639,4,48,19,20,"1,531",620,4,126,51,5,254,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441440,24,4,41,440,2441440,WICKHAM,105,4,129,52,0,0,0,4,129,52,0,0,0,0,0,0,20,316,128,19,785,318,10,208,84,37,"1,567",634,0,0,0,0,0,0,0,0,0,0,0,0,29,650,263,50,"3,383","1,369",8,433,175,46,"2,950","1,194",15,375,152,2,58,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,0,0,0,0,0,0
240441520,24,4,41,520,2441520,SAINT-NICEPHORE,42,1,13,5,0,0,0,1,13,5,0,0,0,0,0,0,16,341,138,7,119,48,5,219,89,3,23,9,0,0,0,0,0,0,0,0,0,0,0,0,12,219,89,29,"1,861",753,3,97,39,29,"1,764",714,6,66,27,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441580,24,4,41,580,2441580,SAINT-LUCIEN,32,1,50,20,0,0,0,1,50,20,0,0,0,0,0,0,10,286,116,7,229,93,2,133,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,198,80,14,"1,109",449,2,102,41,14,"1,007",408,4,180,73,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441640,24,4,41,640,2441640,NOTRE-DAME-DU-BON-CONSEIL,52,4,73,30,0,0,0,4,73,30,0,0,0,0,0,0,11,140,57,8,393,159,4,111,45,9,755,306,0,0,0,0,0,0,0,0,0,1,63,25,18,411,166,35,"2,635","1,066",11,311,126,34,"2,324",940,8,86,35,3,158,64,0,0,0,0,0,0,0,0,0,0,0,0,4,625,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,180,73,0,0,0,0,0,0,0,0,0,2,180,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441680,24,4,41,680,2441680,WENDOVER ET SIMPSON,106,4,132,53,0,0,0,4,132,53,0,0,0,0,0,0,37,871,352,25,794,321,12,269,109,10,254,103,0,0,0,0,0,0,0,0,0,3,46,19,35,804,325,84,"5,741","2,323",14,412,167,80,"5,329","2,157",20,501,203,6,150,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441710,24,4,41,710,2441710,GRANTHAM-OUEST,35,2,38,15,0,0,0,2,38,15,0,0,0,0,0,0,11,203,82,9,472,191,0,0,0,4,205,83,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4,13,842,341,3,144,58,13,698,282,2,101,41,1,42,17,0,0,0,0,0,0,0,0,0,0,0,0,3,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441750,24,4,41,750,2441750,SAINT-GERMAIN-DE-GRANTHAM,96,6,229,93,0,0,0,6,229,93,0,0,0,0,0,0,27,667,270,27,"1,046",423,11,377,153,19,"1,055",427,0,0,0,0,0,0,0,0,0,3,21,8,17,485,196,57,"4,852","1,964",19,750,304,49,"4,102","1,660",10,253,102,3,168,68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4,0,0,0,1,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0
240441760,24,4,41,760,2441760,SAINT-MAJORIQUE-DE-GRANTHAM,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,478,193,6,264,107,6,136,55,6,213,86,0,0,0,0,0,0,0,0,0,1,15,6,14,211,85,39,"2,407",974,6,201,81,36,"2,206",893,5,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441770,24,4,41,770,2441770,SAINT-EDMOND-DE-GRANTHAM,35,2,44,18,0,0,0,2,44,18,0,0,0,0,0,0,13,303,123,12,614,248,6,346,140,17,"1,051",425,0,0,0,0,0,0,0,0,0,2,35,14,11,208,84,24,"2,001",810,8,272,110,23,"1,729",700,2,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240441780,24,4,41,780,2441780,SAINT-EUGENE,79,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,34,837,339,11,296,120,7,116,47,21,778,315,0,0,0,0,0,0,0,0,0,2,84,34,17,412,167,47,"2,504","1,013",10,429,174,41,"2,075",840,13,503,204,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2
240442000,24,4,42,0,2442000,YAMASKA,909,50,"1,743",705,1,5,2,49,"1,738",703,0,0,0,0,0,0,361,"9,900","4,006",253,"9,573","3,874",112,"3,482","1,409",328,"27,297","11,047",5,351,142,5,351,142,0,0,0,34,582,236,371,"10,289","4,164",625,"40,459","16,373",275,"11,186","4,527",529,"29,273","11,846",89,"1,917",776,29,873,353,0,0,0,0,0,0,1,25,10,1,3,1,37,496,201,0,0,0,1,2,1,0,0,0,4,143,58,3,112,45,6,122,49,0,0,0,0,0,0,0,0,0,2,18,7,0,0,0,0,0,0,0,0,0,3,28,11,0,0,0,1,76,31
240442120,24,4,42,120,2442120,SAINT-JOACHIM-DE-COURVAL,35,3,47,19,0,0,0,3,47,19,0,0,0,0,0,0,7,145,59,13,395,160,5,142,57,13,991,401,0,0,0,0,0,0,0,0,0,0,0,0,14,"1,179",477,22,"1,402",567,5,244,99,21,"1,158",469,3,80,32,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,1,76,31
240442200,24,4,42,200,2442200,SAINT-BONAVENTURE,69,1,54,22,0,0,0,1,54,22,0,0,0,0,0,0,22,472,191,19,708,287,16,419,170,28,"1,251",506,2,110,45,2,110,45,0,0,0,1,5,2,37,"1,017",412,44,"2,472","1,000",20,836,338,35,"1,636",662,8,90,36,8,204,83,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240442340,24,4,42,340,2442340,SAINT-GUILLAUME,102,14,840,340,0,0,0,14,840,340,0,0,0,0,0,0,41,"1,537",622,45,"2,630","1,064",10,412,167,53,"4,168","1,687",1,8,3,1,8,3,0,0,0,0,0,0,31,849,344,61,"4,208","1,703",31,"1,583",641,45,"2,625","1,062",13,254,103,5,170,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,112,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240442380,24,4,42,380,2442380,SAINT-DAVID,115,7,196,79,0,0,0,7,196,79,0,0,0,0,0,0,46,"1,353",548,25,947,383,25,696,282,53,"4,994","2,021",1,232,94,1,232,94,0,0,0,4,41,17,38,929,376,75,"4,639","1,877",33,"1,297",525,60,"3,342","1,352",9,146,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240442420,24,4,42,420,2442420,SAINT-PIE-DE-GUIRE,54,2,19,8,0,0,0,2,19,8,0,0,0,0,0,0,21,631,255,14,509,206,7,193,78,22,"2,296",929,0,0,0,0,0,0,0,0,0,5,54,22,17,542,219,42,"2,463",997,19,776,314,38,"1,687",683,6,198,80,2,32,13,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240442440,24,4,42,440,2442440,SAINT-ELPHEGE,36,2,25,10,0,0,0,2,25,10,0,0,0,0,0,0,15,316,128,8,147,59,6,319,129,11,274,111,0,0,0,0,0,0,0,0,0,2,27,11,26,770,312,34,"2,490","1,008",19,912,369,25,"1,578",639,8,271,110,1,58,23,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,12,0,0,0,0,0,0,0,0,0,1,13,5,0,0,0,0,0,0,0,0,0,1,16,6,0,0,0,0,0,0
240442460,24,4,42,460,2442460,SAINT-ZEPHIRIN-DE-COURVAL,86,4,25,10,0,0,0,4,25,10,0,0,0,0,0,0,45,"1,031",417,35,941,381,4,118,48,29,"1,914",775,0,0,0,0,0,0,0,0,0,1,20,8,47,"1,000",405,69,"4,498","1,820",36,"1,303",527,59,"3,195","1,293",5,72,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0
240442480,24,4,42,480,2442480,LA VISITATION-DE-LA-B.-V.-MARIE,49,2,27,11,0,0,0,2,27,11,0,0,0,0,0,0,18,458,185,13,418,169,9,236,96,14,"1,041",421,0,0,0,0,0,0,0,0,0,1,3,1,29,602,244,40,"2,672","1,081",22,811,328,35,"1,861",753,2,26,11,1,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240442540,24,4,42,540,2442540,ST-ANTOINE-DE-LA-BAIE-DU-FEBVRE,65,7,228,92,0,0,0,7,228,92,0,0,0,0,0,0,32,781,316,25,957,387,5,347,140,27,"2,949","1,193",0,0,0,0,0,0,0,0,0,5,254,103,40,932,377,54,"4,005","1,621",37,"1,285",520,41,"2,720","1,101",9,357,144,2,148,60,0,0,0,0,0,0,1,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
